FrecEspacial,Orientation,Fase,Respuesta,CorrectAns,Categoria,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstruccionesGabor.started,InstruccionesGabor.stopped,respinstrucciones.keys,respinstrucciones.rt,respinstrucciones.started,respinstrucciones.stopped,grating.started,grating.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,feedback_2.started,feedback_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,18.609705300070345,None,space,5.058385499985889,18.609705300070345,None,,,,,,,,,,ASDF,001,2021_Dec_13_1653,PruebaGabor2,2021.1.0,60.02537869974847,
5.965191687028903,121.37776775169195,0.0,Correcta,left,A,0,0,0,0,,,,,,,24.68242420000024,None,right,0,1.008121500024572,24.72874620021321,None,25.8012105000671,None,ASDF,001,2021_Dec_13_1653,PruebaGabor2,2021.1.0,60.02537869974847,
5.9771699046133495,125.4605635849509,0.0,Correcta,left,A,0,1,1,1,,,,,,,26.89009810006246,None,left,1,1.7678871001116931,26.988767000148073,None,28.795046500163153,None,ASDF,001,2021_Dec_13_1653,PruebaGabor2,2021.1.0,60.02537869974847,
5.858130921409005,122.23532000688499,0.0,Incorrecta,left,A,0,2,2,2,,,,,,,29.8866104001645,None,right,0,0.7496315999887884,29.986501900013536,None,30.774342600023374,None,ASDF,001,2021_Dec_13_1653,PruebaGabor2,2021.1.0,60.02537869974847,
5.920320118296704,124.67725486490627,0.0,Incorrecta,left,A,0,3,3,3,,,,,,,31.865976000204682,None,left,1,0.6094877000432462,31.967682900140062,None,32.660120400134474,None,ASDF,001,2021_Dec_13_1653,PruebaGabor2,2021.1.0,60.02537869974847,
6.260601388909613,130.717332789681,0.0,Correcta,left,A,0,4,4,4,,,,,,,33.74878290016204,None,right,0,0.2585126000922173,33.847463900223374,None,34.14123460021801,None,ASDF,001,2021_Dec_13_1653,PruebaGabor2,2021.1.0,60.02537869974847,
6.030508118502993,126.64620091918304,0.0,Correcta,left,A,0,5,5,5,,,,,,,35.227436300134286,None,left,1,1.351113400189206,35.3278940001037,None,36.717839900171384,None,ASDF,001,2021_Dec_13_1653,PruebaGabor2,2021.1.0,60.02537869974847,
6.120209084653357,127.47182322439687,0.0,Correcta,left,A,0,6,6,6,,,,,,,37.807681000093,None,left,1,1.6851893002167344,37.90897990018129,None,39.631376000121236,None,ASDF,001,2021_Dec_13_1653,PruebaGabor2,2021.1.0,60.02537869974847,
6.135607964335728,125.93193915936888,0.0,Correcta,left,A,0,7,7,7,,,,,,,40.721263700164855,None,left,1,1.0058188000693917,40.8213182000909,None,41.856010200222954,None,ASDF,001,2021_Dec_13_1653,PruebaGabor2,2021.1.0,60.02537869974847,
5.926470973195412,126.00148315105969,0.0,Incorrecta,left,A,0,8,8,8,,,,,,,42.94789330009371,None,left,1,0.02882330003194511,43.047762100119144,None,43.09737309999764,None,ASDF,001,2021_Dec_13_1653,PruebaGabor2,2021.1.0,60.02537869974847,
5.970555023217761,129.69368977286334,0.0,Incorrecta,left,A,0,9,9,9,,,,,,,44.195393400033936,None,left,1,0.0627258000895381,44.29690070007928,None,44.38042230019346,None,ASDF,001,2021_Dec_13_1653,PruebaGabor2,2021.1.0,60.02537869974847,
6.012502960806838,124.26800688591406,0.0,Incorrecta,left,A,0,10,10,10,,,,,,,45.478208400076255,None,right,0,1.740142400143668,45.57991650002077,None,47.37078250013292,None,ASDF,001,2021_Dec_13_1653,PruebaGabor2,2021.1.0,60.02537869974847,
5.895699191201937,124.24631201483506,0.0,Incorrecta,left,A,0,11,11,11,,,,,,,48.45860770018771,51.46775670000352,None,0,,48.559749600011855,None,51.57585780019872,None,ASDF,001,2021_Dec_13_1653,PruebaGabor2,2021.1.0,60.02537869974847,
6.163869829576473,128.3814816860336,0.0,Incorrecta,left,A,0,12,12,12,,,,,,,52.666917900089175,None,left,1,1.204921399941668,52.76685170014389,None,53.99920120020397,None,ASDF,001,2021_Dec_13_1653,PruebaGabor2,2021.1.0,60.02537869974847,
