Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,FrecEspacial,Orientation,Categoria,CorrectAns,FrecuenciaEspacial,Instrucciones2.started,Instrucciones2.stopped,Instrucciones.started,Instrucciones.stopped,instrucciones3.started,instrucciones3.stopped,Intrucciones1.started,Intrucciones1.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,16.376051800092682,20.377922900021076,20.878769000060856,24.88339010020718,25.368398300139233,29.37283210013993,12.369728500023484,16.376051800092682,29.873396400129423,None,,,,,,,
