FrecEspacial,Orientation,Categoria,CorrectAns,Frecuencia,Orientacion,tecla,Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instrucciones2.started,Instrucciones2.stopped,Instrucciones.started,Instrucciones.stopped,instrucciones3.started,instrucciones3.stopped,Intrucciones1.started,Intrucciones1.stopped,text_2.started,text_2.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,ComienzoTexto.started,ComienzoTexto.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,grating.started,grating.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,feedback_2.started,feedback_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,A,,5.793269673267117,125.54375971529667,left,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,120.90244169998914,None,left,1,0.21666049992199987,121.00250169995707,None,121.23566520004533,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.158862341937934,123.68178068531644,left,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,122.3199856999563,None,left,1,0.446979200001806,122.4201211000327,None,122.8867489999393,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.850892826048968,132.27893633705582,left,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,123.96973340003751,None,left,1,0.7416541000129655,124.0696172999451,None,124.83646859996952,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.892459498576738,127.90713867282302,left,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,125.92130849999376,None,left,1,0.326962299994193,126.02139530004933,None,126.37071369995829,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.639748472232595,129.6799480157564,left,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,127.4551591000054,None,left,1,0.1134352000663057,127.55523749999702,None,127.68842130003031,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.817386599802748,126.396525555873,left,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,128.77150909998454,None,left,1,0.15581529994960874,128.8716284999391,None,129.05557089997455,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.841470231479707,124.46992205605363,left,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,130.13885079999454,None,left,1,0.18870659999083728,130.23886809998658,None,130.4560362000484,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.01733120967078,122.53510365835636,left,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,131.53907529998105,None,left,1,0.13249039999209344,131.6394230000442,None,131.7898875999963,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.639867544929854,118.64595088061895,left,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,132.87281369999982,None,left,1,0.35820400004740804,132.97273689997382,None,133.35679220000748,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.0534664622673935,117.82766104359771,left,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,134.43992409994826,None,left,1,0.1671358000021428,134.5399238000391,None,134.73990349995438,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.876193392139069,128.39015375127542,left,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,135.82456380000804,None,left,1,0.3666144999442622,135.92457389994524,None,136.3070727000013,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.906954318578375,122.78803830073628,left,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,137.39172139996663,None,left,1,0.43241719994693995,137.49159380001947,None,137.94102210004348,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.118293867900877,125.39410979708968,left,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,139.0261977999471,None,left,1,0.046157200005836785,139.1261142999865,None,139.19249839999247,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.057917479729472,125.0139803780656,left,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,140.27525199996307,None,left,1,0.2121673000510782,140.37514839996584,None,140.60819539998192,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.752732036760541,124.36222306374223,left,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,141.69299759995192,None,left,1,0.4017885000212118,141.7930644999724,None,142.22780959994998,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.179131704325667,128.5940258639838,left,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,143.32694709999487,None,left,1,0.01606499997433275,143.42693560000043,None,143.45994149998296,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.952307646107805,126.73913594780386,left,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,144.543221800006,None,left,1,0.5198787999106571,144.64326439995784,None,145.1936886999756,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.095301194070273,129.6105083256413,left,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,146.27717080002185,None,left,1,0.554035099921748,146.3770870999433,None,146.96118370001204,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.002864268765052,125.56672681716351,left,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,148.04438440001104,None,left,1,0.3387650001095608,148.14442649995908,None,148.510771799949,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.865580213632964,121.11557978499106,left,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,149.59549450001214,None,right,0,1.0289752000244334,149.6957243999932,None,150.75937640003394,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.124324489427677,117.97611852188814,left,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,151.8461457999656,None,left,1,0.1525815000059083,151.94633019994944,None,152.1428965999512,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.125897755445835,120.0491099213156,left,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,153.22991410002578,None,left,1,0.20149580005090684,153.32994349999353,None,153.5629237999674,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.769905922904612,118.22224301615164,left,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,154.64725599996746,None,left,1,0.11324340000282973,154.746631899965,None,154.8795548999915,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.050031818623288,126.89468913577868,left,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,155.96439029998146,None,left,1,0.2674570999806747,156.06434409995563,None,156.3638990999898,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.972775055920426,126.8956857583513,left,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,157.44733320001978,None,left,1,0.11246159998700023,157.54735420004,None,157.68026839999948,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.968014367950515,122.7107552990268,left,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,158.76514419994783,None,left,1,0.25781179999466985,158.86514000000898,None,159.14760789996944,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.765074824098155,128.0360974040904,left,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,160.23230369994417,None,left,1,0.14191120001487434,160.33335860003717,None,160.4993299000198,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.02215844660558,124.6036126576438,left,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,161.58274179999717,None,left,1,0.10360879998188466,161.68300129997078,None,161.81527290004306,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.95936515750304,121.91650197731342,left,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,162.89957599993795,None,left,1,0.060004500090144575,162.99973539996427,None,163.08243169996422,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.912840490039083,126.64481633851832,left,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,164.16655680001713,None,left,1,0.10470229992642999,164.2665809999453,None,164.3998731999891,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.1432026467119,122.59002443180508,left,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,165.48308120004367,None,left,1,0.04457419994287193,165.5831928999396,None,165.64950689999387,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.732720562643058,120.79740597774676,left,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,166.73433809995186,None,left,1,0.06572820001747459,166.83420010004193,None,166.91651629994158,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.171068882808912,127.34341179252208,left,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,168.00126089993864,None,left,1,0.07851749996189028,168.10128870001063,None,168.20104680000804,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.230923545765768,127.48361731392195,left,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,169.2843973999843,None,left,1,0.0032565000001341105,169.3842368000187,None,169.4176267000148,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.017439576258946,120.1905820763816,left,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,170.50224299996626,None,left,1,0.4968415000475943,170.60249039996415,None,171.11753070005216,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.680719557144504,124.84180890581148,left,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,172.20248199999332,None,left,1,0.20445700001437217,172.30311450001318,None,172.54868050001096,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.008225096162025,125.8928629699704,left,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,173.63572639995255,None,left,1,0.12344520003534853,173.73550389998127,None,173.8863051000517,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.876240141987156,125.02794664426546,left,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,174.96949889999814,None,left,1,0.15713790000882,175.06979600002524,None,175.25392299995292,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.857078283712616,124.30632687020194,left,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,176.33659870002884,None,left,1,0.15973479999229312,176.43646160000935,None,176.62049010000192,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.977242028060886,120.36315939058822,left,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,177.70363939995877,None,left,1,0.12747210008092225,177.80355309997685,None,177.95442399999592,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.017776884333801,125.00604927036746,left,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,179.0374523999635,None,left,1,0.1462561999214813,179.13754250004422,None,179.3039085000055,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.064321256782564,129.7501452571472,left,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,180.38853170000948,None,left,1,0.02807060000486672,180.48869130003732,None,180.53768880001735,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.209330528358583,125.46316693294987,left,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,181.6222452999791,None,left,1,0.32090270007029176,181.7222347999923,None,182.07127369998489,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,5.932162901277698,129.4472293357161,left,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,183.15596829995047,None,left,1,0.18723300006240606,183.25604060001206,None,183.47176190000027,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
,,A,,6.123037952479459,122.5854188255937,left,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,184.5562721999595,None,left,1,0.18664229998830706,184.656380899949,None,184.8722684000386,None,antonella23,001,2022-06-23_15h02.45.330,PruebaGabor2,2022.1.3,59.95333233369406,
