FrecEspacial,Orientation,Categoria,CorrectAns,Frecuencia,Orientacion,tecla,Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instrucciones2.started,Instrucciones2.stopped,Instrucciones.started,Instrucciones.stopped,instrucciones3.started,instrucciones3.stopped,Intrucciones1.started,Intrucciones1.stopped,text_2.started,text_2.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,KeyRespPrueba.rt,ComienzoTexto.started,ComienzoTexto.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,grating.started,grating.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,feedback_2.started,feedback_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.67570285788662,117,A,left,,,,0,0,0,0,,,,,15.664314200053923,19.664829200017266,20.16569460008759,24.16680660005659,24.667485799989663,28.668369900085963,11.662996500032023,15.664314200053923,29.151050599990413,None,None,0,33.353079100023024,None,33.253294500056654,36.2537579999771,36.35376580001321,None,,,,,,,,,,,,,,,,,antonella,001,2022-06-21_16h40.33.656,PruebaGabor2,2022.1.3,59.96138489519233,
5.97436997443584,258,A,left,,,,0,1,1,1,,,,,,,,,,,,,,,None,0,37.53681429999415,None,37.43683460005559,40.437605099985376,40.55230970005505,None,,,,,,,,,,,,,,,,,antonella,001,2022-06-21_16h40.33.656,PruebaGabor2,2022.1.3,59.96138489519233,
5.68239108616436,262,A,left,,,,0,2,2,2,,,,,,,,,,,,,,,right,0,41.73848539998289,None,41.64231080003083,None,42.839129400090314,None,1.0716566999908537,,,,,,,,,,,,,,,,antonella,001,2022-06-21_16h40.33.656,PruebaGabor2,2022.1.3,59.96138489519233,
5.87740232142946,95,A,left,,,,0,3,3,3,,,,,,,,,,,,,,,right,0,44.023058100021444,None,43.92309020005632,None,44.456635200069286,None,0.40357680001761764,,,,,,,,,,,,,,,,antonella,001,2022-06-21_16h40.33.656,PruebaGabor2,2022.1.3,59.96138489519233,
6.21497055868499,30,A,left,,,,0,4,4,4,,,,,,,,,,,,,,,right,0,45.639528100029565,None,45.53957340004854,None,45.907568700029515,None,0.25072460004594177,,,,,,,,,,,,,,,,antonella,001,2022-06-21_16h40.33.656,PruebaGabor2,2022.1.3,59.96138489519233,
5.9777226950445,293,A,left,,,,0,5,5,5,,,,,,,,,,,,,,,right,0,47.09076440008357,None,46.99054250004701,None,47.958739800029434,None,0.8394480999559164,,,,,,,,,,,,,,,,antonella,001,2022-06-21_16h40.33.656,PruebaGabor2,2022.1.3,59.96138489519233,
6.16942304684475,98,A,left,,,,0,6,6,6,,,,,,,,,,,,,,,right,0,49.14057240006514,None,49.04040340008214,None,49.80785410001408,None,0.6455371999181807,,,,,,,,,,,,,,,,antonella,001,2022-06-21_16h40.33.656,PruebaGabor2,2022.1.3,59.96138489519233,
5.83113663926556,258,A,left,,,,0,7,7,7,,,,,,,,,,,,,,,right,0,50.991984000080265,None,50.89180340000894,None,52.04188320005778,None,1.018499800004065,,,,,,,,,,,,,,,,antonella,001,2022-06-21_16h40.33.656,PruebaGabor2,2022.1.3,59.96138489519233,
6.06838533782589,269,A,left,,,,0,8,8,8,,,,,,,,,,,,,,,right,0,53.22678480006289,None,53.12582920002751,None,53.32695890008472,None,0.07942470000125468,,,,,,,,,,,,,,,,antonella,001,2022-06-21_16h40.33.656,PruebaGabor2,2022.1.3,59.96138489519233,
5.88404357011018,126,A,left,,,,0,9,9,9,,,,,,,,,,,,,,,right,0,54.52614760003053,None,54.42620099999476,None,54.97543270001188,None,0.41979419998824596,,,,,,,,,,,,,,,,antonella,001,2022-06-21_16h40.33.656,PruebaGabor2,2022.1.3,59.96138489519233,
