FrecEspacial,Orientation,Categoria,tecla,FrecuenciaEspacial,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Instrucciones2.started,Instrucciones2.stopped,Instrucciones.started,Instrucciones.stopped,instrucciones3.started,instrucciones3.stopped,Intrucciones1.started,Intrucciones1.stopped,text_2.started,text_2.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.67570285788662,58,A,left,0.0283785142894331,0,0,0,0,19.028237499995157,23.032578200101852,23.533310000086203,27.538189799990505,28.03886039997451,32.043273699935526,15.02224349998869,19.028237499995157,32.53822900005616,None,left,1,0.45077210012823343,36.748462999938056,None,36.64874040009454,None,37.24413580005057,None,AntonellaMarabotto,001,2022-08-31_16h55.22.527,PruebaGabor2,2022.1.3,61.239124707701436,
5.97436997443584,274,A,left,0.0298718498721792,0,1,1,1,,,,,,,,,,,left,1,0.8623826999682933,38.432976600015536,None,38.33315449999645,None,39.33006970002316,None,AntonellaMarabotto,001,2022-08-31_16h55.22.527,PruebaGabor2,2022.1.3,61.239124707701436,
5.68239108616436,44,A,left,0.0284119554308218,0,2,2,2,,,,,,,,,,,left,1,0.3118996999692172,40.51959459995851,None,40.419410600094125,None,40.8532300000079,None,AntonellaMarabotto,001,2022-08-31_16h55.22.527,PruebaGabor2,2022.1.3,61.239124707701436,
5.87740232142946,312,A,left,0.0293870116071473,0,3,3,3,,,,,,,,,,,left,1,0.28950450010597706,42.03795540006831,None,41.93834979995154,None,42.35453210002743,None,AntonellaMarabotto,001,2022-08-31_16h55.22.527,PruebaGabor2,2022.1.3,61.239124707701436,
6.21497055868499,276,A,left,0.03107485279342495,0,4,4,4,,,,,,,,,,,left,1,0.6754608999472111,43.555836299899966,None,43.45718330005184,None,44.26830650004558,None,AntonellaMarabotto,001,2022-08-31_16h55.22.527,PruebaGabor2,2022.1.3,61.239124707701436,
5.9777226950445,339,A,left,0.0298886134752225,0,5,5,5,,,,,,,,,,,left,1,0.3170515999663621,45.4581456000451,None,45.35814919997938,None,45.80798740009777,None,AntonellaMarabotto,001,2022-08-31_16h55.22.527,PruebaGabor2,2022.1.3,61.239124707701436,
6.16942304684475,45,A,left,0.030847115234223753,0,6,6,6,,,,,,,,,,,left,1,0.15752939996309578,46.993883799994364,None,46.89430700009689,None,47.18916910002008,None,AntonellaMarabotto,001,2022-08-31_16h55.22.527,PruebaGabor2,2022.1.3,61.239124707701436,
5.83113663926556,66,A,left,0.029155683196327803,0,7,7,7,,,,,,,,,,,left,1,0.38196100015193224,48.361584400059655,None,48.26164159993641,None,48.76207980001345,None,AntonellaMarabotto,001,2022-08-31_16h55.22.527,PruebaGabor2,2022.1.3,61.239124707701436,
