FrecEspacial,Orientation,Categoria,CorrectAns,Frecuencia,Orientacion,tecla,Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instrucciones2.started,Instrucciones2.stopped,Instrucciones.started,Instrucciones.stopped,instrucciones3.started,instrucciones3.stopped,Intrucciones1.started,Intrucciones1.stopped,text_2.started,text_2.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,KeyRespPrueba.rt,ComienzoTexto.started,ComienzoTexto.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,grating.started,grating.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,feedback_2.started,feedback_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.48877641866224,174,B,right,,,,0,15,15,15,,,,,,,,,,,,,,,right,1,62.58858229999896,None,62.48871629999485,None,62.747415099991485,None,0.10504189995117486,,,,,,,,,,,,,,,,antonella23,001,2022-06-23_14h45.31.129,PruebaGabor2,2022.1.3,60.01644449127052,
6.34624095869614,210,B,right,,,,0,16,16,16,,,,,,,,,,,,,,,right,1,63.93878520000726,None,63.839073200011626,None,64.11472299997695,None,0.14041589992120862,,,,,,,,,,,,,,,,antonella23,001,2022-06-23_14h45.31.129,PruebaGabor2,2022.1.3,60.01644449127052,
6.22544387677702,87,B,right,,,,0,17,17,17,,,,,,,,,,,,,,,right,1,65.30640409991611,None,65.2064798999345,None,65.41504569991957,None,0.07539050001651049,,,,,,,,,,,,,,,,antonella23,001,2022-06-23_14h45.31.129,PruebaGabor2,2022.1.3,60.01644449127052,
6.55648003231694,36,B,right,,,,0,18,18,18,,,,,,,,,,,,,,,right,1,66.58991420001257,None,66.50990449998062,None,66.74859380000271,None,0.10382999991998076,,,,,,,,,,,,,,,,antonella23,001,2022-06-23_14h45.31.129,PruebaGabor2,2022.1.3,60.01644449127052,
6.59467094736406,116,B,right,,,,0,19,19,19,,,,,,,,,,,,,,,right,1,67.94176059996244,None,67.84103689994663,None,68.06606340000872,None,0.08811260003130883,,,,,,,,,,,,,,,,antonella23,001,2022-06-23_14h45.31.129,PruebaGabor2,2022.1.3,60.01644449127052,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.58669949998148,None,space,1.301442800089717,70.08771759993397,None,,,,,,,,,,antonella23,001,2022-06-23_14h45.31.129,PruebaGabor2,2022.1.3,60.01644449127052,
,,A,,5.93196959075185,127.47737405748008,left,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,71.52495469991118,None,right,1,0.5893112999619916,71.62473419995513,None,72.250324399909,None,antonella23,001,2022-06-23_14h45.31.129,PruebaGabor2,2022.1.3,60.01644449127052,
,,A,,5.854430776194954,117.43066219475884,left,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,73.34210000000894,None,right,1,0.22747849998995662,73.44193099997938,None,73.7019314999925,None,antonella23,001,2022-06-23_14h45.31.129,PruebaGabor2,2022.1.3,60.01644449127052,
,,A,,5.965715904251782,125.78797409596945,left,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,74.79243839997798,None,right,1,0.08058599999640137,74.89247969991993,None,75.0011067999294,None,antonella23,001,2022-06-23_14h45.31.129,PruebaGabor2,2022.1.3,60.01644449127052,
,,A,,6.211277113859689,125.83613903175356,left,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,76.09305049991235,None,right,1,0.7490104000316933,76.19281249993946,None,76.9683094000211,None,antonella23,001,2022-06-23_14h45.31.129,PruebaGabor2,2022.1.3,60.01644449127052,
,,A,,6.184349557153399,122.64618066553956,left,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,78.06008859991562,None,right,1,0.2619776000501588,78.15999449999072,None,78.45543349999934,None,antonella23,001,2022-06-23_14h45.31.129,PruebaGabor2,2022.1.3,60.01644449127052,
,,A,,6.3435716449781925,122.2744185012582,left,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,79.54327649995685,82.55944069998804,None,0,,79.64420889993198,None,82.67006729997229,None,antonella23,001,2022-06-23_14h45.31.129,PruebaGabor2,2022.1.3,60.01644449127052,
