Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,FrecEspacial,Orientation,Categoria,CorrectAns,Instrucciones2.started,Instrucciones2.stopped,Instrucciones.started,Instrucciones.stopped,instrucciones3.started,instrucciones3.stopped,Intrucciones1.started,Intrucciones1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,66.37114050006494,70.37240230001044,70.87272480002139,74.87471680005547,75.37450850009918,None,61.86963840003591,65.8709450000897,,,,,,,
