Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,FrecEspacial,Orientation,Categoria,tecla,FrecuenciaEspacial,Instrucciones2.started,Instrucciones2.stopped,Instrucciones.started,Instrucciones.stopped,instrucciones3.started,instrucciones3.stopped,Intrucciones1.started,Intrucciones1.stopped,text_2.started,text_2.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,19.835883099818602,23.839549499796703,24.340233800001442,28.344660999951884,28.830266799777746,32.832950399955735,15.844394599786028,19.852840499952435,33.333287599962205,None,right,0,0.6403942999895662,37.55599059979431,None,37.45632479991764,None,,,,,,,
