Frecuencia,Orientation,Categoria,tecla,FrecuenciaEspacial,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,Instrucciones2.started,Instrucciones2.stopped,Instrucciones.started,Instrucciones.stopped,instrucciones3.started,instrucciones3.stopped,Intrucciones1.started,Intrucciones1.stopped,text_2.started,text_2.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,ComienzoTexto.started,ComienzoTexto.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4.27238428520602,123.888873544604,A,left,0.021361921426030103,0,0,0,0,,,,,19.000966700026765,23.005351100116968,23.50610060011968,27.510566000128165,27.995810100110248,31.999145000008866,14.99638340016827,19.000966700026765,32.49964109994471,None,left,1,2.3481294000521302,36.70543370000087,None,36.60554400016554,None,39.07462400011718,None,,,,,,,Antonella,001,2022-08-31_17h25.27.897,PruebaGabor2,2022.1.3,59.89924939267626,
4.36345945902825,125.703964385564,A,left,0.021817297295141248,0,1,1,1,,,,,,,,,,,,,,,left,1,0.7143846999388188,40.25875649997033,None,40.15955400001258,None,41.00562810013071,None,,,,,,,Antonella,001,2022-08-31_17h25.27.897,PruebaGabor2,2022.1.3,59.89924939267626,
4.21034628701276,126.69960386714,A,left,0.021051731435063798,0,2,2,2,,,,,,,,,,,,,,,left,1,0.6660052000079304,42.19516700017266,None,42.09490340016782,None,42.87839010008611,None,,,,,,,Antonella,001,2022-08-31_17h25.27.897,PruebaGabor2,2022.1.3,59.89924939267626,
4.28989131572139,124.021447014589,A,left,0.021449456578606953,0,3,3,3,,,,,,,,,,,,,,,left,1,1.2613737001083791,44.06379150017165,None,43.96373810013756,None,45.348873200127855,None,,,,,,,Antonella,001,2022-08-31_17h25.27.897,PruebaGabor2,2022.1.3,59.89924939267626,
4.17504873370622,125.371443259583,A,left,0.020875243668531097,0,4,4,4,,,,,,,,,,,,,,,left,1,1.3679001999553293,46.53359130001627,None,46.43360109999776,None,47.91758899996057,None,,,,,,,Antonella,001,2022-08-31_17h25.27.897,PruebaGabor2,2022.1.3,59.89924939267626,
4.17843512507528,128.27949758732,A,left,0.020892175625376402,0,5,5,5,,,,,,,,,,,,,,,left,1,0.4376347998622805,49.10329390014522,None,49.00295660016127,None,49.57017070008442,None,,,,,,,Antonella,001,2022-08-31_17h25.27.897,PruebaGabor2,2022.1.3,59.89924939267626,
4.07997828140618,127.622075895731,A,left,0.0203998914070309,0,6,6,6,,,,,,,,,,,,,,,left,1,0.2983141001313925,50.75457480014302,None,50.65425859997049,None,51.07169170002453,None,,,,,,,Antonella,001,2022-08-31_17h25.27.897,PruebaGabor2,2022.1.3,59.89924939267626,
4.3885152373554,126.125500489509,A,left,0.021942576186777002,0,7,7,7,,,,,,,,,,,,,,,left,1,0.9406944001093507,52.256005299976096,None,52.15581679996103,None,53.22438000002876,None,,,,,,,Antonella,001,2022-08-31_17h25.27.897,PruebaGabor2,2022.1.3,59.89924939267626,
4.20073613419003,125.509129014862,A,left,0.02100368067095015,0,8,8,8,,,,,,,,,,,,,,,left,1,0.6358282000292093,54.40935980016366,None,54.30930860014632,None,55.07671630010009,None,,,,,,,Antonella,001,2022-08-31_17h25.27.897,PruebaGabor2,2022.1.3,59.89924939267626,
4.2515157424853,127.771435310644,A,left,0.021257578712426502,0,9,9,9,,,,,,,,,,,,,,,left,1,1.1366745000705123,56.26068069995381,None,56.16079510003328,None,57.42849510000087,None,,,,,,,Antonella,001,2022-08-31_17h25.27.897,PruebaGabor2,2022.1.3,59.89924939267626,
6.29639159036468,127.124536166004,B,right,0.031481957951823396,0,10,10,10,,,,,,,,,,,,,,,left,0,2.1916641001589596,58.614211700158194,None,58.51394400000572,None,60.84601039998233,None,,,,,,,Antonella,001,2022-08-31_17h25.27.897,PruebaGabor2,2022.1.3,59.89924939267626,
6.40018318747358,121.298119449967,B,right,0.032000915937367896,0,11,11,11,,,,,,,,,,,,,,,left,0,0.8916438999585807,62.034590100171044,None,61.93447580002248,None,62.96403759997338,None,,,,,,,Antonella,001,2022-08-31_17h25.27.897,PruebaGabor2,2022.1.3,59.89924939267626,
6.49953455417403,128.847545785929,B,right,0.03249767277087015,0,12,12,12,,,,,,,,,,,,,,,left,0,0.7519332999363542,64.16512829996645,None,64.04988589999266,None,64.93722299998626,None,,,,,,,Antonella,001,2022-08-31_17h25.27.897,PruebaGabor2,2022.1.3,59.89924939267626,
6.51637076147905,127.292776329701,B,right,0.03258185380739525,0,13,13,13,,,,,,,,,,,,,,,right,1,0.20114150014705956,66.12340979999863,None,66.03975960006937,None,66.35531440004706,None,,,,,,,Antonella,001,2022-08-31_17h25.27.897,PruebaGabor2,2022.1.3,59.89924939267626,
6.13049851653438,124.500689885285,B,right,0.0306524925826719,0,14,14,14,,,,,,,,,,,,,,,right,1,0.9521621998865157,67.54123850003816,None,67.44130700011738,None,68.53704329999164,None,,,,,,,Antonella,001,2022-08-31_17h25.27.897,PruebaGabor2,2022.1.3,59.89924939267626,
