count,ptid,MoveTime,Compatibilidad,Grupo MoveTime
2457,431,378,0,Grupo A
2459,431,292,1,Grupo A
2460,431,298,0,Grupo A
2468,431,340,0,Grupo A
2472,431,298,1,Grupo A
2473,431,376,1,Grupo A
2474,431,409,0,Grupo A
2476,431,396,1,Grupo A
2477,431,411,0,Grupo A
2479,431,415,1,Grupo A
2480,431,437,1,Grupo A
2481,432,215,1,Grupo A
2485,432,183,0,Grupo A
2487,432,194,1,Grupo A
2493,432,276,1,Grupo A
2494,432,340,1,Grupo A
2495,432,218,1,Grupo A
2498,432,266,0,Grupo A
2500,432,550,1,Grupo A
2507,432,322,0,Grupo A
2508,432,230,1,Grupo A
2509,432,197,1,Grupo A
2510,432,276,1,Grupo A
2512,432,265,0,Grupo A
2518,432,235,1,Grupo A
2519,432,259,1,Grupo A
2521,432,213,1,Grupo A
2525,432,287,1,Grupo A
2528,432,269,1,Grupo A
2531,432,232,0,Grupo A
2532,432,154,1,Grupo A
2535,432,274,0,Grupo A
2540,432,234,1,Grupo A
2541,432,214,0,Grupo A
2547,432,308,0,Grupo A
2548,432,252,1,Grupo A
2552,432,269,1,Grupo A
2555,432,249,0,Grupo A
2556,432,270,0,Grupo A
2557,432,279,0,Grupo A
2558,432,282,0,Grupo A
2559,432,304,0,Grupo A
2560,432,366,0,Grupo A
2562,433,145,1,Grupo A
2564,433,191,0,Grupo A
2565,433,94,0,Grupo A
2567,433,16,1,Grupo A
2568,433,254,1,Grupo A
2570,433,217,1,Grupo A
2571,433,177,1,Grupo A
2574,433,134,0,Grupo A
2575,433,47,0,Grupo A
2576,433,132,0,Grupo A
2578,433,246,0,Grupo A
2579,433,169,0,Grupo A
2581,433,192,1,Grupo A
2583,433,231,1,Grupo A
2584,433,208,1,Grupo A
2585,433,149,0,Grupo A
2587,433,200,1,Grupo A
2588,433,243,1,Grupo A
2598,433,203,0,Grupo A
2601,433,300,0,Grupo A
2603,433,371,1,Grupo A
2604,433,296,0,Grupo A
2607,433,266,0,Grupo A
2611,433,196,0,Grupo A
2613,433,284,1,Grupo A
2616,433,220,0,Grupo A
2618,433,312,1,Grupo A
2621,433,254,1,Grupo A
2622,433,209,0,Grupo A
2625,433,312,1,Grupo A
2626,433,292,1,Grupo A
2629,433,258,1,Grupo A
2630,433,230,0,Grupo A
2634,433,211,1,Grupo A
2636,433,222,0,Grupo A
2637,433,242,0,Grupo A
2638,433,295,0,Grupo A
2643,434,273,1,Grupo A
2645,434,319,0,Grupo A
2650,434,353,0,Grupo A
2651,434,289,0,Grupo A
2653,434,324,0,Grupo A
2655,434,312,0,Grupo A
2657,434,358,1,Grupo A
2659,434,414,0,Grupo A
2660,434,302,1,Grupo A
2665,434,328,0,Grupo A
2667,434,319,0,Grupo A
2668,434,327,1,Grupo A
2670,434,341,0,Grupo A
2671,434,284,1,Grupo A
2672,434,258,0,Grupo A
2679,434,295,1,Grupo A
2680,434,314,0,Grupo A
2684,434,270,1,Grupo A
2686,434,318,0,Grupo A
2690,434,327,1,Grupo A
2695,434,369,1,Grupo A
2698,434,380,1,Grupo A
2703,434,294,0,Grupo A
2705,434,336,0,Grupo A
2715,434,317,1,Grupo A
2725,435,179,1,Grupo A
2727,435,143,1,Grupo A
2729,435,65,1,Grupo A
2731,435,128,0,Grupo A
2732,435,144,1,Grupo A
2738,435,116,1,Grupo A
2742,435,120,0,Grupo A
2748,435,62,1,Grupo A
2749,435,15,1,Grupo A
2752,435,175,0,Grupo A
2756,435,69,1,Grupo A
2759,435,139,1,Grupo A
2761,435,96,0,Grupo A
2762,435,72,0,Grupo A
2769,435,91,0,Grupo A
2770,435,118,1,Grupo A
2773,435,180,1,Grupo A
2774,435,74,0,Grupo A
2782,435,90,1,Grupo A
2790,435,151,0,Grupo A
2793,435,157,0,Grupo A
2794,435,169,0,Grupo A
2799,435,38,0,Grupo A
2802,436,692,1,Grupo B
2804,436,598,0,Grupo B
2807,436,495,0,Grupo B
2811,436,549,1,Grupo B
2812,436,668,1,Grupo B
2821,436,626,0,Grupo B
2822,436,511,1,Grupo B
2824,436,548,0,Grupo B
2825,436,470,0,Grupo B
2827,436,463,0,Grupo B
2830,436,426,0,Grupo B
2832,436,575,0,Grupo B
2836,436,541,1,Grupo B
2844,436,516,1,Grupo B
2846,436,463,1,Grupo B
2847,436,542,1,Grupo B
2849,436,445,0,Grupo B
2850,436,497,1,Grupo B
2855,436,483,0,Grupo B
2858,436,543,0,Grupo B
2859,436,654,0,Grupo B
2862,436,643,1,Grupo B
2867,436,589,1,Grupo B
2869,436,649,1,Grupo B
2870,436,649,0,Grupo B
2875,436,533,1,Grupo B
2884,437,291,0,Grupo B
2886,437,298,1,Grupo B
2888,437,735,1,Grupo B
2897,437,341,1,Grupo B
2902,437,436,1,Grupo B
2903,437,387,1,Grupo B
2907,437,397,1,Grupo B
2913,437,273,1,Grupo B
2917,437,262,0,Grupo B
2920,437,214,0,Grupo B
2922,437,343,0,Grupo B
2924,437,306,0,Grupo B
2927,437,377,0,Grupo B
2934,437,353,0,Grupo B
2936,437,326,0,Grupo B
2938,437,357,1,Grupo B
2939,437,443,0,Grupo B
2941,437,278,1,Grupo B
2942,437,465,0,Grupo B
2948,437,308,0,Grupo B
2949,437,555,1,Grupo B
2950,437,447,1,Grupo B
2951,437,295,1,Grupo B
2954,437,353,0,Grupo B
2956,437,384,1,Grupo B
2958,437,439,0,Grupo B
2959,437,413,1,Grupo B
2968,438,358,1,Grupo B
2970,438,184,0,Grupo B
2972,438,306,0,Grupo B
2975,438,333,0,Grupo B
2976,438,350,0,Grupo B
2978,438,186,0,Grupo B
2980,438,168,1,Grupo B
2981,438,623,1,Grupo B
3000,438,159,0,Grupo B
3011,438,3841,0,Grupo B
3017,438,215,0,Grupo B
3018,438,696,1,Grupo B
3022,438,353,1,Grupo B
3025,438,318,1,Grupo B
3028,438,494,0,Grupo B
3035,438,412,1,Grupo B
3043,439,143,1,Grupo A
3046,439,140,1,Grupo A
3047,439,138,1,Grupo A
3048,439,147,1,Grupo A
3050,439,175,0,Grupo A
3051,439,151,0,Grupo A
3054,439,162,1,Grupo A
3057,439,164,1,Grupo A
3058,439,128,0,Grupo A
3060,439,163,0,Grupo A
3061,439,109,0,Grupo A
3065,439,187,1,Grupo A
3072,439,145,1,Grupo A
3074,439,153,1,Grupo A
3077,439,185,0,Grupo A
3078,439,108,0,Grupo A
3079,439,101,1,Grupo A
3083,439,169,1,Grupo A
3084,439,143,0,Grupo A
3089,439,137,1,Grupo A
3090,439,153,0,Grupo A
3091,439,143,1,Grupo A
3092,439,101,0,Grupo A
3095,439,163,0,Grupo A
3097,439,80,1,Grupo A
3098,439,150,1,Grupo A
3101,439,150,1,Grupo A
3102,439,145,0,Grupo A
3103,439,180,1,Grupo A
3105,439,127,0,Grupo A
3109,439,57,0,Grupo A
3116,439,59,1,Grupo A
3118,439,597,0,Grupo A
3120,439,191,0,Grupo A
3128,440,700,1,Grupo B
3129,440,323,0,Grupo B
3140,440,269,1,Grupo B
3142,440,199,0,Grupo B
3150,440,344,1,Grupo B
3155,440,119,1,Grupo B
3161,440,2807,1,Grupo B
3164,440,194,0,Grupo B
3170,440,156,1,Grupo B
3175,440,235,0,Grupo B
3177,440,171,0,Grupo B
3180,440,265,1,Grupo B
3191,440,331,0,Grupo B
3195,440,417,0,Grupo B
3202,441,112,0,Grupo B
3206,441,249,1,Grupo B
3210,441,5493,1,Grupo B
3218,441,495,0,Grupo B
3221,441,284,1,Grupo B
3227,441,331,1,Grupo B
3235,441,472,0,Grupo B
3236,441,492,0,Grupo B
3250,441,149,1,Grupo B
3251,441,469,1,Grupo B
3257,441,394,0,Grupo B
3262,441,300,0,Grupo B
3263,441,263,1,Grupo B
3267,441,162,1,Grupo B
3268,441,217,0,Grupo B
3274,441,154,0,Grupo B
3276,441,187,0,Grupo B
3279,441,160,0,Grupo B
3285,442,335,1,Grupo A
3286,442,220,0,Grupo A
3288,442,176,0,Grupo A
3299,442,272,0,Grupo A
3305,442,236,0,Grupo A
3306,442,247,1,Grupo A
3308,442,212,1,Grupo A
3309,442,209,0,Grupo A
3314,442,444,1,Grupo A
3318,442,311,1,Grupo A
3319,442,253,0,Grupo A
3320,442,344,0,Grupo A
3322,442,273,0,Grupo A
3325,442,210,1,Grupo A
3327,442,796,0,Grupo A
3329,442,260,0,Grupo A
3331,442,185,0,Grupo A
3332,442,256,1,Grupo A
3333,442,322,0,Grupo A
3336,442,201,0,Grupo A
3338,442,230,1,Grupo A
3342,442,344,1,Grupo A
3343,442,304,1,Grupo A
3346,442,226,1,Grupo A
3347,442,222,0,Grupo A
3349,442,205,0,Grupo A
3354,442,316,0,Grupo A
3360,442,272,1,Grupo A
3376,443,3885,1,Grupo B
3377,443,342,1,Grupo B
3378,443,1529,1,Grupo B
3379,443,247,0,Grupo B
3383,443,350,1,Grupo B
3384,443,351,1,Grupo B
3385,443,334,1,Grupo B
3387,443,337,0,Grupo B
3397,443,220,0,Grupo B
3398,443,724,1,Grupo B
3399,443,321,0,Grupo B
3412,443,239,0,Grupo B
3413,443,305,0,Grupo B
3415,443,107,0,Grupo B
3417,443,430,1,Grupo B
3418,443,533,1,Grupo B
3419,443,96,1,Grupo B
3422,443,233,1,Grupo B
3423,443,364,1,Grupo B
3428,443,422,0,Grupo B
3430,443,298,0,Grupo B
3431,443,342,1,Grupo B
3432,443,234,0,Grupo B
3434,443,188,1,Grupo B
3435,443,260,0,Grupo B
3437,443,213,0,Grupo B
3442,444,401,0,Grupo A
3443,444,371,1,Grupo A
3448,444,291,1,Grupo A
3455,444,412,1,Grupo A
3456,444,177,1,Grupo A
3458,444,305,1,Grupo A
3461,444,263,1,Grupo A
3462,444,273,1,Grupo A
3465,444,467,1,Grupo A
3466,444,214,1,Grupo A
3468,444,179,0,Grupo A
3469,444,288,1,Grupo A
3475,444,281,0,Grupo A
3476,444,249,0,Grupo A
3478,444,187,0,Grupo A
3479,444,348,1,Grupo A
3480,444,203,0,Grupo A
3485,444,185,0,Grupo A
3489,444,26,0,Grupo A
3495,444,251,0,Grupo A
3498,444,309,1,Grupo A
3499,444,288,1,Grupo A
3508,444,321,0,Grupo A
3511,444,360,0,Grupo A
3512,444,214,1,Grupo A
3516,444,311,1,Grupo A
3519,444,349,0,Grupo A
3524,445,475,1,Grupo B
3527,445,528,1,Grupo B
3533,445,434,0,Grupo B
3538,445,374,0,Grupo B
3541,445,438,1,Grupo B
3542,445,381,0,Grupo B
3543,445,460,0,Grupo B
3544,445,313,0,Grupo B
3545,445,422,1,Grupo B
3548,445,436,1,Grupo B
3550,445,371,0,Grupo B
3555,445,498,0,Grupo B
3563,445,463,1,Grupo B
3565,445,440,1,Grupo B
3571,445,475,1,Grupo B
3573,445,433,0,Grupo B
3574,445,299,1,Grupo B
3576,445,497,1,Grupo B
3581,445,475,1,Grupo B
3583,445,477,0,Grupo B
3587,445,449,0,Grupo B
3589,445,459,0,Grupo B
3601,446,339,0,Grupo B
3609,446,307,0,Grupo B
3610,446,539,1,Grupo B
3611,446,347,1,Grupo B
3612,446,416,1,Grupo B
3616,446,343,1,Grupo B
3617,446,330,0,Grupo B
3619,446,397,0,Grupo B
3623,446,352,1,Grupo B
3626,446,279,0,Grupo B
3631,446,389,0,Grupo B
3635,446,436,0,Grupo B
3637,446,296,1,Grupo B
3638,446,639,1,Grupo B
3640,446,302,1,Grupo B
3641,446,275,1,Grupo B
3642,446,275,1,Grupo B
3643,446,269,1,Grupo B
3650,446,278,1,Grupo B
3654,446,364,0,Grupo B
3656,446,287,0,Grupo B
3658,446,812,0,Grupo B
3662,446,369,1,Grupo B
3669,446,259,1,Grupo B
3674,446,234,0,Grupo B
3678,446,328,0,Grupo B
3681,447,415,0,Grupo B
3683,447,617,1,Grupo B
3686,447,547,0,Grupo B
3687,447,390,1,Grupo B
3689,447,350,0,Grupo B
3692,447,384,0,Grupo B
3694,447,748,0,Grupo B
3697,447,422,0,Grupo B
3698,447,378,1,Grupo B
3699,447,633,0,Grupo B
3701,447,335,0,Grupo B
3706,447,493,0,Grupo B
3708,447,1213,1,Grupo B
3709,447,473,0,Grupo B
3710,447,381,0,Grupo B
3716,447,527,1,Grupo B
3719,447,471,0,Grupo B
3720,447,550,1,Grupo B
3728,447,422,0,Grupo B
3731,447,409,1,Grupo B
3735,447,253,1,Grupo B
3738,447,310,0,Grupo B
3739,447,517,1,Grupo B
3743,447,409,1,Grupo B
3749,447,666,1,Grupo B
3753,447,938,1,Grupo B
3755,447,454,1,Grupo B
3756,447,395,1,Grupo B
3761,448,462,1,Grupo B
3763,448,567,0,Grupo B
3764,448,551,0,Grupo B
3768,448,431,0,Grupo B
3773,448,581,1,Grupo B
3775,448,595,0,Grupo B
3778,448,415,0,Grupo B
3779,448,474,1,Grupo B
3782,448,480,1,Grupo B
3789,448,717,0,Grupo B
3790,448,496,0,Grupo B
3793,448,522,1,Grupo B
3796,448,603,0,Grupo B
3803,448,526,1,Grupo B
3804,448,604,1,Grupo B
3805,448,611,0,Grupo B
3806,448,456,0,Grupo B
3807,448,430,1,Grupo B
3810,448,616,1,Grupo B
3821,448,633,0,Grupo B
3822,448,673,0,Grupo B
3826,448,515,0,Grupo B
3827,448,515,0,Grupo B
3830,448,444,0,Grupo B
3838,448,615,1,Grupo B
3841,449,127,0,Grupo A
3843,449,175,1,Grupo A
3844,449,210,0,Grupo A
3847,449,147,1,Grupo A
3849,449,232,0,Grupo A
3851,449,263,1,Grupo A
3853,449,191,0,Grupo A
3858,449,203,0,Grupo A
3859,449,177,0,Grupo A
3860,449,183,0,Grupo A
3863,449,120,1,Grupo A
3867,449,327,1,Grupo A
3869,449,249,0,Grupo A
3872,449,167,1,Grupo A
3873,449,197,1,Grupo A
3878,449,294,0,Grupo A
3879,449,261,1,Grupo A
3883,449,215,0,Grupo A
3887,449,311,1,Grupo A
3888,449,322,0,Grupo A
3889,449,292,1,Grupo A
3893,449,288,1,Grupo A
3899,449,247,1,Grupo A
3906,449,273,0,Grupo A
3907,449,283,0,Grupo A
3908,449,277,0,Grupo A
3910,449,299,0,Grupo A
3912,449,242,1,Grupo A
3913,449,218,1,Grupo A
3915,449,285,1,Grupo A
3918,449,237,1,Grupo A
3919,449,267,1,Grupo A
3922,450,383,1,Grupo B
3927,450,291,1,Grupo B
3930,450,317,1,Grupo B
3931,450,370,1,Grupo B
3935,450,253,0,Grupo B
3936,450,252,0,Grupo B
3939,450,232,1,Grupo B
3941,450,364,1,Grupo B
3943,450,457,0,Grupo B
3944,450,427,1,Grupo B
3947,450,371,0,Grupo B
3951,450,287,0,Grupo B
3959,450,589,0,Grupo B
3960,450,443,1,Grupo B
3961,450,379,1,Grupo B
3964,450,442,0,Grupo B
3967,450,427,0,Grupo B
3972,450,394,1,Grupo B
3974,450,341,0,Grupo B
3977,450,294,1,Grupo B
3987,450,467,1,Grupo B
3989,450,445,0,Grupo B
3995,450,489,1,Grupo B
4006,451,378,0,Grupo B
4009,451,484,0,Grupo B
4012,451,426,1,Grupo B
4015,451,468,0,Grupo B
4019,451,462,1,Grupo B
4020,451,392,0,Grupo B
4021,451,408,0,Grupo B
4022,451,347,0,Grupo B
4023,451,394,1,Grupo B
4026,451,258,1,Grupo B
4031,451,374,1,Grupo B
4040,451,519,1,Grupo B
4041,451,466,1,Grupo B
4043,451,670,1,Grupo B
4045,451,276,0,Grupo B
4048,451,378,0,Grupo B
4049,451,327,0,Grupo B
4052,451,375,1,Grupo B
4055,451,309,1,Grupo B
4058,451,281,1,Grupo B
4061,451,292,1,Grupo B
4062,451,299,1,Grupo B
4068,451,376,1,Grupo B
4074,451,346,0,Grupo B
4076,451,445,1,Grupo B
4078,451,324,0,Grupo B
4079,451,347,1,Grupo B
4083,452,474,0,Grupo B
4086,452,507,1,Grupo B
4087,452,532,0,Grupo B
4088,452,553,0,Grupo B
4090,452,487,0,Grupo B
4091,452,476,0,Grupo B
4092,452,1104,0,Grupo B
4094,452,397,1,Grupo B
4096,452,346,1,Grupo B
4100,452,466,0,Grupo B
4103,452,1290,0,Grupo B
4105,452,343,0,Grupo B
4107,452,484,1,Grupo B
4108,452,500,0,Grupo B
4110,452,491,1,Grupo B
4111,452,445,1,Grupo B
4113,452,697,1,Grupo B
4114,452,521,0,Grupo B
4115,452,731,0,Grupo B
4117,452,494,1,Grupo B
4119,452,811,1,Grupo B
4122,452,523,1,Grupo B
4123,452,488,1,Grupo B
4126,452,573,1,Grupo B
4130,452,567,0,Grupo B
4140,452,438,1,Grupo B
4141,452,546,0,Grupo B
4142,452,479,0,Grupo B
4147,452,545,0,Grupo B
4148,452,628,0,Grupo B
4151,452,422,0,Grupo B
4154,452,506,1,Grupo B
4159,452,423,0,Grupo B
4168,453,410,1,Grupo B
4170,453,365,0,Grupo B
4174,453,372,1,Grupo B
4176,453,338,1,Grupo B
4179,453,366,0,Grupo B
4183,453,523,1,Grupo B
4193,453,383,0,Grupo B
4198,453,344,0,Grupo B
4205,453,352,1,Grupo B
4208,453,365,1,Grupo B
4211,453,330,0,Grupo B
4212,453,431,1,Grupo B
4216,453,336,1,Grupo B
4222,453,1119,1,Grupo B
4229,453,186,0,Grupo B
4233,453,274,1,Grupo B
4239,453,297,0,Grupo B
4244,454,480,1,Grupo A
4250,454,378,0,Grupo A
4254,454,720,0,Grupo A
4256,454,385,1,Grupo A
4258,454,472,1,Grupo A
4260,454,1003,1,Grupo A
4261,454,290,0,Grupo A
4266,454,250,1,Grupo A
4267,454,314,0,Grupo A
4268,454,249,1,Grupo A
4276,454,300,0,Grupo A
4277,454,370,0,Grupo A
4279,454,288,1,Grupo A
4280,454,249,0,Grupo A
4282,454,309,0,Grupo A
4287,454,319,1,Grupo A
4292,454,267,1,Grupo A
4298,454,253,0,Grupo A
4299,454,257,1,Grupo A
4301,454,308,0,Grupo A
4304,454,278,1,Grupo A
4308,454,315,1,Grupo A
4309,454,315,0,Grupo A
4310,454,186,1,Grupo A
4316,454,261,1,Grupo A
4317,454,326,0,Grupo A
4318,454,244,0,Grupo A
4319,454,330,1,Grupo A
4324,455,299,0,Grupo B
4325,455,267,1,Grupo B
4326,455,324,1,Grupo B
4330,455,513,1,Grupo B
4336,455,222,0,Grupo B
4337,455,346,0,Grupo B
4341,455,199,0,Grupo B
4347,455,360,1,Grupo B
4358,455,357,1,Grupo B
4361,455,341,1,Grupo B
4362,455,202,0,Grupo B
4363,455,346,0,Grupo B
4364,455,240,0,Grupo B
4366,455,424,1,Grupo B
4367,455,146,0,Grupo B
4372,455,433,0,Grupo B
4373,455,739,1,Grupo B
4374,455,148,1,Grupo B
4375,455,1416,0,Grupo B
4379,455,367,0,Grupo B
4386,455,302,1,Grupo B
4387,455,261,0,Grupo B
4391,455,344,0,Grupo B
4400,455,60,0,Grupo B
4403,456,355,0,Grupo B
4414,456,321,0,Grupo B
4415,456,427,1,Grupo B
4416,456,326,1,Grupo B
4419,456,382,0,Grupo B
4420,456,311,1,Grupo B
4426,456,389,1,Grupo B
4427,456,375,0,Grupo B
4433,456,427,0,Grupo B
4435,456,367,1,Grupo B
4437,456,384,1,Grupo B
4444,456,391,0,Grupo B
4447,456,295,1,Grupo B
4449,456,253,0,Grupo B
4450,456,208,1,Grupo B
4459,456,353,0,Grupo B
4461,456,419,1,Grupo B
4465,456,304,1,Grupo B
4481,457,208,1,Grupo A
4483,457,201,0,Grupo A
4485,457,269,1,Grupo A
4491,457,267,0,Grupo A
4494,457,266,1,Grupo A
4497,457,257,1,Grupo A
4498,457,220,1,Grupo A
4499,457,289,0,Grupo A
4501,457,226,0,Grupo A
4505,457,199,1,Grupo A
4506,457,176,1,Grupo A
4509,457,247,0,Grupo A
4510,457,297,1,Grupo A
4511,457,307,0,Grupo A
4515,457,267,1,Grupo A
4519,457,225,0,Grupo A
4521,457,264,0,Grupo A
4522,457,225,1,Grupo A
4525,457,215,0,Grupo A
4526,457,200,0,Grupo A
4528,457,202,1,Grupo A
4529,457,221,1,Grupo A
4530,457,269,0,Grupo A
4531,457,264,1,Grupo A
4534,457,261,0,Grupo A
4538,457,269,1,Grupo A
4540,457,211,1,Grupo A
4544,457,214,0,Grupo A
4554,457,354,0,Grupo A
4555,457,264,0,Grupo A
4557,457,318,0,Grupo A
4558,457,253,1,Grupo A
4561,458,386,0,Grupo A
4565,458,264,1,Grupo A
4566,458,246,0,Grupo A
4567,458,244,1,Grupo A
4575,458,314,0,Grupo A
4576,458,335,0,Grupo A
4577,458,276,0,Grupo A
4579,458,314,1,Grupo A
4581,458,339,0,Grupo A
4582,458,317,0,Grupo A
4587,458,343,1,Grupo A
4589,458,305,1,Grupo A
4591,458,345,1,Grupo A
4592,458,342,0,Grupo A
4594,458,360,1,Grupo A
4595,458,384,0,Grupo A
4597,458,298,1,Grupo A
4602,458,314,1,Grupo A
4606,458,290,0,Grupo A
4607,458,263,0,Grupo A
4608,458,354,1,Grupo A
4611,458,463,0,Grupo A
4612,458,310,1,Grupo A
4614,458,247,1,Grupo A
4617,458,316,1,Grupo A
4618,458,329,0,Grupo A
4620,458,296,0,Grupo A
4621,458,354,1,Grupo A
4629,458,269,0,Grupo A
4630,458,298,1,Grupo A
4632,458,300,1,Grupo A
4633,458,278,1,Grupo A
4635,458,342,0,Grupo A
4639,458,271,0,Grupo A
4643,459,400,1,Grupo A
4644,459,219,1,Grupo A
4645,459,267,1,Grupo A
4646,459,350,0,Grupo A
4651,459,387,1,Grupo A
4655,459,397,0,Grupo A
4657,459,335,0,Grupo A
4658,459,530,0,Grupo A
4659,459,399,0,Grupo A
4660,459,389,1,Grupo A
4662,459,305,1,Grupo A
4665,459,292,0,Grupo A
4667,459,350,0,Grupo A
4677,459,344,1,Grupo A
4678,459,331,0,Grupo A
4687,459,250,0,Grupo A
4688,459,344,1,Grupo A
4689,459,301,1,Grupo A
4690,459,335,1,Grupo A
4691,459,341,1,Grupo A
4693,459,308,1,Grupo A
4696,459,404,0,Grupo A
4700,459,384,0,Grupo A
4701,459,289,1,Grupo A
4710,459,441,0,Grupo A
4712,459,357,0,Grupo A
4716,459,312,0,Grupo A
4717,459,331,0,Grupo A
4718,459,347,1,Grupo A
4719,459,312,1,Grupo A
4723,460,221,0,Grupo A
4726,460,336,1,Grupo A
4728,460,271,0,Grupo A
4729,460,276,1,Grupo A
4730,460,266,0,Grupo A
4734,460,191,1,Grupo A
4735,460,229,0,Grupo A
4739,460,242,1,Grupo A
4742,460,274,0,Grupo A
4743,460,219,1,Grupo A
4748,460,236,1,Grupo A
4749,460,269,1,Grupo A
4751,460,257,1,Grupo A
4757,460,227,1,Grupo A
4759,460,240,0,Grupo A
4761,460,203,1,Grupo A
4762,460,217,0,Grupo A
4765,460,284,0,Grupo A
4770,460,350,1,Grupo A
4775,460,331,0,Grupo A
4779,460,244,1,Grupo A
4782,460,264,1,Grupo A
4793,460,291,0,Grupo A
4796,460,297,1,Grupo A
4799,460,289,1,Grupo A
