"count","ptCnt","ptid","List","TrialNum","CueDirection","SentenceDirection","StimulusType","Accuracy","MoveTime","LiftOffLatency","SentDur","ItemNumber","SentenceStimulus","Date","PostQ1","PostQ2","PostQ3","PostQ4"
408,0,406,4,8,0,1,0,0,0,0,1796,36,"You lavished Steve with praise"," 01/15/2017"," capacity to understand language "," n"," n"," n"
409,0,406,4,9,0,1,1,0,490,1837,1329,62,"You blew a lesson to Liz"," 01/15/2017"," capacity to understand language "," n"," n"," n"
410,0,406,4,10,1,0,0,1,484,2783,1646,1,"Alex forked over the cash to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
411,0,406,4,11,0,0,0,1,577,2543,2184,14,"The policeman radioed the message to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
412,0,406,4,12,0,0,1,0,419,4314,1291,48,"Jack thought you the ice cream"," 01/15/2017"," capacity to understand language "," n"," n"," n"
413,0,406,4,13,0,0,1,0,835,1796,1291,45,"Courtney snuggled you the water"," 01/15/2017"," capacity to understand language "," n"," n"," n"
414,0,406,4,14,0,1,1,1,0,0,1440,67,"You dreamt your dad a soccer ball"," 01/15/2017"," capacity to understand language "," n"," n"," n"
415,0,406,4,15,1,0,1,0,186,2524,1731,53,"Kelly hindered the rubber band to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
416,0,406,4,16,1,1,0,1,257,2590,1439,26,"You bought Christine ice cream"," 01/15/2017"," capacity to understand language "," n"," n"," n"
417,0,406,4,17,1,1,0,1,282,2841,2109,27,"You slid Sally the cafeteria tray"," 01/15/2017"," capacity to understand language "," n"," n"," n"
418,0,406,4,18,0,1,0,0,0,0,1307,38,"You blew your sister a kiss"," 01/15/2017"," capacity to understand language "," n"," n"," n"
419,0,406,4,19,1,0,1,0,352,4005,1158,54,"Mark treated you the car"," 01/15/2017"," capacity to understand language "," n"," n"," n"
420,0,406,4,20,0,1,0,1,334,2386,1639,33,"You dedicated the song to John"," 01/15/2017"," capacity to understand language "," n"," n"," n"
421,0,406,4,21,0,0,1,0,56,3453,1333,47,"Hector played the cake to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
422,0,406,4,22,0,0,0,1,246,2002,1277,19,"Liz told you the story"," 01/15/2017"," capacity to understand language "," n"," n"," n"
423,0,406,4,23,0,0,0,1,524,1511,1304,18,"Amanda paid you tribute"," 01/15/2017"," capacity to understand language "," n"," n"," n"
424,0,406,4,24,0,1,1,1,0,0,1403,61,"You bestowed the message Mike"," 01/15/2017"," capacity to understand language "," n"," n"," n"
425,0,406,4,25,1,1,0,1,517,1851,1485,22,"You awarded a medal to Helen"," 01/15/2017"," capacity to understand language "," n"," n"," n"
426,0,406,4,26,0,1,1,1,0,0,1379,66,"You drank the house to Joe"," 01/15/2017"," capacity to understand language "," n"," n"," n"
427,0,406,4,27,0,0,0,1,520,2728,1874,13,"Sara transmitted the orders to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
428,0,406,4,28,0,1,0,1,840,2524,1647,32,"You devoted your time to Tiana"," 01/15/2017"," capacity to understand language "," n"," n"," n"
429,0,406,4,29,1,1,1,1,0,0,1392,74,"You saw the cow the base ball"," 01/15/2017"," capacity to understand language "," n"," n"," n"
430,0,406,4,30,1,1,1,1,0,0,1633,73,"You reduced the land to Tiana"," 01/15/2017"," capacity to understand language "," n"," n"," n"
431,0,406,4,31,0,1,1,1,0,0,1680,65,"You dispensed icecream Sandra"," 01/15/2017"," capacity to understand language "," n"," n"," n"
432,0,406,4,32,0,0,1,0,855,1707,1215,46,"Gabe grabbed you to the vase"," 01/15/2017"," capacity to understand language "," n"," n"," n"
433,0,406,4,33,0,0,1,1,0,0,1364,43,"Andrea heard you the chicken"," 01/15/2017"," capacity to understand language "," n"," n"," n"
434,0,406,4,34,0,0,1,0,718,1965,1599,49,"Jeff swallowed the cash to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
435,0,406,4,35,0,1,0,1,602,1642,1126,39,"You taught him a lesson"," 01/15/2017"," capacity to understand language "," n"," n"," n"
436,0,406,4,36,0,0,0,1,432,2571,2138,15,"Anna transferred responsibility to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
437,0,406,4,37,0,0,0,1,440,2011,1647,16,"Dan confessed his secret to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
438,0,406,4,38,1,0,0,1,805,2645,1623,8,"Shawn shot you the rubber band"," 01/15/2017"," capacity to understand language "," n"," n"," n"
439,0,406,4,39,0,1,1,1,0,0,1520,63,"You confessed the tray to John"," 01/15/2017"," capacity to understand language "," n"," n"," n"
440,0,406,4,40,1,0,1,1,0,0,1232,55,"Paul followed you the puppy"," 01/15/2017"," capacity to understand language "," n"," n"," n"
441,0,406,4,41,1,1,1,0,159,3566,1396,78,"You told the kiss to Ian"," 01/15/2017"," capacity to understand language "," n"," n"," n"
442,0,406,4,42,1,1,0,1,1672,3700,1511,28,"You handed Courtney the notebook"," 01/15/2017"," capacity to understand language "," n"," n"," n"
443,0,406,4,43,1,1,1,1,0,0,1471,80,"You wrote Dave to the pencil"," 01/15/2017"," capacity to understand language "," n"," n"," n"
444,0,406,4,44,0,0,1,0,537,1733,1448,50,"Jim pretended the stew to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
445,0,406,4,45,1,0,0,1,603,2970,1684,2,"Vincent donated money to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
446,0,406,4,46,1,1,1,1,0,0,1410,72,"You pitched the story Andy"," 01/15/2017"," capacity to understand language "," n"," n"," n"
447,0,406,4,47,0,1,0,1,1104,3006,1837,31,"You bestowed the honor upon Art"," 01/15/2017"," capacity to understand language "," n"," n"," n"
448,0,406,4,48,0,0,1,0,646,1614,1314,41,"Al poured the horse to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
449,0,406,4,49,1,0,1,0,415,1629,1408,51,"Joe sang the cards to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
450,0,406,4,50,0,0,0,1,484,1646,1501,12,"Mike sold the land to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
451,0,406,4,51,1,1,0,1,379,2166,1483,23,"You kicked the football to Jack"," 01/15/2017"," capacity to understand language "," n"," n"," n"
452,0,406,4,52,1,0,1,1,0,0,1623,59,"Tom slept the marble to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
453,0,406,4,53,1,0,1,1,0,0,1619,58,"Theresa smoked you the idea"," 01/15/2017"," capacity to understand language "," n"," n"," n"
454,0,406,4,54,1,1,0,1,478,2089,1681,21,"You delivered the Pizza to Andy"," 01/15/2017"," capacity to understand language "," n"," n"," n"
455,0,406,4,55,0,1,1,0,959,2230,1604,69,"You forged the chair to George"," 01/15/2017"," capacity to understand language "," n"," n"," n"
456,0,406,4,56,0,1,0,1,537,2423,1507,40,"You pitched Andy the idea"," 01/15/2017"," capacity to understand language "," n"," n"," n"
457,0,406,4,57,1,0,0,1,521,2062,1693,4,"Jeff entrusted the key to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
458,0,406,4,58,1,1,1,0,829,1900,1513,76,"You sugared Alex the floor"," 01/15/2017"," capacity to understand language "," n"," n"," n"
459,0,406,4,59,0,0,0,1,505,1707,1371,20,"Your family sent you regards"," 01/15/2017"," capacity to understand language "," n"," n"," n"
460,0,406,4,60,1,1,0,0,0,0,1744,30,"You conveyed the message to Adam"," 01/15/2017"," capacity to understand language "," n"," n"," n"
461,0,406,4,61,1,0,1,1,0,0,1477,60,"Sally ate you the teacup"," 01/15/2017"," capacity to understand language "," n"," n"," n"
462,0,406,4,62,1,0,1,0,508,1611,1268,52,"Katie ate the pizza to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
463,0,406,4,63,1,0,0,1,393,1697,1233,6,"Diane threw you the pen"," 01/15/2017"," capacity to understand language "," n"," n"," n"
464,0,406,4,64,0,0,1,0,450,1635,1129,42,"Amber dealt you the tree"," 01/15/2017"," capacity to understand language "," n"," n"," n"
465,0,406,4,65,1,0,0,1,338,2006,1523,7,"Joe kicked you the soccer ball"," 01/15/2017"," capacity to understand language "," n"," n"," n"
466,0,406,4,66,1,0,0,1,490,1952,1473,10,"Your dad poured you some water"," 01/15/2017"," capacity to understand language "," n"," n"," n"
467,0,406,4,67,1,0,1,1,0,0,1388,56,"Sally thought the marble to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
468,0,406,4,68,0,1,1,0,488,2651,1537,64,"You devoted the song Jenni"," 01/15/2017"," capacity to understand language "," n"," n"," n"
469,0,406,4,69,0,0,0,1,2677,177,1002,11,"Heather slipped you a note"," 01/15/2017"," capacity to understand language "," n"," n"," n"
470,0,406,4,70,1,1,1,0,584,2919,1861,71,"You lavished the responsibility Dan"," 01/15/2017"," capacity to understand language "," n"," n"," n"
471,0,406,4,71,0,1,0,1,468,1894,1579,37,"You offered Chris some writing tips"," 01/15/2017"," capacity to understand language "," n"," n"," n"
472,0,406,4,72,0,0,1,0,514,1569,1236,44,"Brett saw you the bridge"," 01/15/2017"," capacity to understand language "," n"," n"," n"
473,0,406,4,73,1,1,1,1,0,0,1648,75,"You sneezed baseball to Shawn"," 01/15/2017"," capacity to understand language "," n"," n"," n"
474,0,406,4,74,1,1,0,1,486,1949,1321,24,"You drove the car to Amber"," 01/15/2017"," capacity to understand language "," n"," n"," n"
475,0,406,4,75,1,0,0,1,1152,2316,1460,3,"Mark dealt the cards to you"," 01/15/2017"," capacity to understand language "," n"," n"," n"
476,0,406,4,76,1,1,1,0,587,2385,1424,77,"You taught her time to Anna"," 01/15/2017"," capacity to understand language "," n"," n"," n"
477,0,406,4,77,1,1,1,0,374,2279,1491,79,"You transferred the chance Steve"," 01/15/2017"," capacity to understand language "," n"," n"," n"
478,0,406,4,78,0,1,1,0,437,1539,1584,68,"You drove the land to China"," 01/15/2017"," capacity to understand language "," n"," n"," n"
479,0,406,4,79,1,1,0,1,315,1784,1293,29,"You hit Paul the baseball"," 01/15/2017"," capacity to understand language "," n"," n"," n"
480,0,406,4,80,1,0,0,1,352,2403,1347,9,"Mike rolled you the marble"," 01/15/2017"," capacity to understand language "," n"," n"," n"
481,1,407,1,1,0,0,0,0,0,0,1926,7,"Sally slid you the cafeteria tray"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
482,0,407,1,2,0,0,1,1,0,0,1291,48,"Jack thought you the ice cream"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
483,0,407,1,3,0,1,1,1,0,0,1520,63,"You confessed the tray to John"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
484,0,407,1,4,1,1,1,1,0,0,1513,76,"You sugared Alex the floor"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
485,0,407,1,5,1,0,1,0,260,2410,1477,60,"Sally ate you the teacup"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
486,0,407,1,6,1,0,0,0,0,0,1472,20,"Andy pitched you the idea"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
487,0,407,1,7,1,0,1,1,0,0,1232,55,"Paul followed you the puppy"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
488,0,407,1,8,0,1,0,1,2533,2885,1620,28,"You shot Shawn the rubber band"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
489,0,407,1,9,0,1,1,1,0,0,1379,66,"You drank the house to Joe"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
490,0,407,1,10,0,1,1,1,0,0,1329,62,"You blew a lesson to Liz"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
491,0,407,1,11,0,0,0,1,463,2474,1534,2,"Helen awarded a medal to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
492,0,407,1,12,0,0,1,0,293,2225,1236,44,"Brett saw you the bridge"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
493,0,407,1,13,0,0,0,1,239,2278,1559,8,"Courtney handed you the notebook"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
494,0,407,1,14,1,0,0,1,380,1678,1698,15,"Jesse gave you another chance"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
495,0,407,1,15,0,0,1,1,0,0,1364,43,"Andrea heard you the chicken"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
496,0,407,1,16,1,1,0,0,0,0,1407,40,"You sent your family regards"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
497,0,407,1,17,0,1,0,1,228,2244,1637,22,"You donated money to Vincent"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
498,0,407,1,18,0,0,0,1,30,2471,1489,3,"Jack kicked the football to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
499,0,407,1,19,1,1,0,1,307,1865,1310,39,"You told Liz the story"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
500,0,407,1,20,1,1,0,1,575,1989,1724,37,"Ian received the complaint from you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
501,0,407,1,21,0,0,1,1,0,0,1314,41,"Al poured the horse to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
502,0,407,1,22,0,0,1,1,0,0,1599,49,"Jeff swallowed the cash to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
503,0,407,1,23,0,1,1,0,346,2351,1604,69,"You forged the chair to George"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
504,0,407,1,24,1,1,1,1,0,0,1633,73,"You reduced the land to Tiana"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
505,0,407,1,25,0,1,0,1,278,1900,1186,26,"You threw Diane the pen"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
506,0,407,1,26,0,0,0,1,284,2031,1503,1,"Andy delivered the pizza to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
507,0,407,1,27,0,1,0,1,362,2022,1567,25,"You handed the puppy to Katie"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
508,0,407,1,28,1,1,0,1,397,2320,2065,34,"You radioed the message to the policeman"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
509,0,407,1,29,0,1,1,1,0,0,1409,70,"You gave the earing Susan"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
510,0,407,1,30,0,0,1,0,297,2069,1215,46,"Gabe grabbed you to the vase"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
511,0,407,1,31,1,1,1,1,0,0,1392,74,"You saw the cow the base ball"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
512,0,407,1,32,1,1,0,1,306,2469,1371,32,"You sold the land to Mike"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
513,0,407,1,33,1,0,0,1,300,2349,1746,12,"Tiana devoted her time to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
514,0,407,1,34,1,0,0,1,370,2309,1696,13,"John dedicated the song to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
515,0,407,1,35,0,1,1,0,5161,2237,1584,68,"You drove the land to China"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
516,0,407,1,36,1,1,1,0,896,2624,1471,80,"You wrote Dave to the pencil"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
517,0,407,1,37,0,1,1,0,237,1614,1440,67,"You dreamt your dad a soccer ball"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
518,0,407,1,38,1,0,0,1,254,464,1369,14,"Jenni sang you a song"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
519,0,407,1,39,1,1,0,1,558,338,2034,35,"You transferred responsibility to Anna"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
520,0,407,1,40,1,1,1,0,292,511,1491,79,"You transferred the chance Steve"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
521,0,407,1,41,1,0,1,0,286,325,1158,54,"Mark treated you the car"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
522,0,407,1,42,1,1,1,0,258,548,1396,78,"You told the kiss to Ian"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
523,0,407,1,43,0,0,0,1,238,606,1322,9,"Paul hit you the baseball"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
524,0,407,1,44,1,0,0,1,263,484,1022,19,"He taught you a lesson"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
525,0,407,1,45,1,0,1,0,301,507,1619,58,"Theresa smoked you the idea"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
526,0,407,1,46,0,0,1,0,277,477,1291,45,"Courtney snuggled you the water"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
527,0,407,1,47,1,0,1,0,295,425,1268,52,"Katie ate the pizza to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
528,0,407,1,48,0,0,0,1,261,491,1875,5,"Kelly dispensed the rations to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
529,0,407,1,49,1,1,1,0,254,494,1648,75,"You sneezed baseball to Shawn"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
530,0,407,1,50,1,1,1,0,241,522,1410,72,"You pitched the story Andy"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
531,0,407,1,51,0,1,0,1,260,414,1364,29,"You rolled Mike the marble"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
532,0,407,1,52,1,1,0,1,275,423,1600,36,"You confessed your secret to Dan"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
533,0,407,1,53,0,1,0,1,316,460,1634,24,"You entrusted the key to Jeff"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
534,0,407,1,54,1,1,0,1,293,533,1856,33,"You transmitted the orders to Sara"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
535,0,407,1,55,0,0,0,1,279,362,1433,4,"Amber drove the car to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
536,0,407,1,56,1,1,1,0,263,557,1424,77,"You taught her time to Anna"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
537,0,407,1,57,0,0,1,0,278,453,1129,42,"Amber dealt you the tree"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
538,0,407,1,58,0,1,0,1,281,568,1427,30,"You poured your dad some water"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
539,0,407,1,59,1,0,0,1,308,492,1508,17,"Chris offered you some writing tips"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
540,0,407,1,60,0,1,1,0,330,446,1403,61,"You bestowed the message Mike"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
541,0,407,1,61,0,1,0,1,245,448,1422,23,"You dealt the cards to Mark"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
542,0,407,1,62,0,0,0,1,185,696,1704,10,"Adam conveyed the message to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
543,0,407,1,63,1,1,0,1,571,247,1182,31,"You slipped Heather a note"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
544,0,407,1,64,1,0,1,0,249,378,1408,51,"Joe sang the cards to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
545,0,407,1,65,1,1,1,0,269,252,1861,71,"You lavished the responsibility Dan"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
546,0,407,1,66,0,1,1,0,401,276,1537,64,"You devoted the song Jenni"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
547,0,407,1,67,1,0,0,1,344,315,1390,18,"Your sister blew you a kiss"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
548,0,407,1,68,1,0,0,1,589,238,1733,16,"Steve lavished you with praise"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
549,0,407,1,69,0,0,1,0,389,247,1333,47,"Hector played the cake to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
550,0,407,1,70,0,1,1,0,329,284,1680,65,"You dispensed icecream Sandra"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
551,0,407,1,71,1,0,1,0,335,272,1731,53,"Kelly hindered the rubber band to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
552,0,407,1,72,0,1,0,1,294,332,1936,21,"You forked over the cash to Alex"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
553,0,407,1,73,1,1,0,1,313,281,1270,38,"You paid Amanda tribute"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
554,0,407,1,74,1,0,1,0,415,284,1363,57,"Sam received cookies to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
555,0,407,1,75,0,0,1,0,261,275,1448,50,"Jim pretended the stew to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
556,0,407,1,76,1,0,1,0,593,288,1388,56,"Sally thought the marble to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
557,0,407,1,77,0,1,0,1,341,281,1645,27,"You kicked Joe the soccer ball"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
558,0,407,1,78,1,0,0,1,731,244,1805,11,"Art bestowed the honor upon you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
559,0,407,1,79,0,0,0,1,438,181,1396,6,"Christine bought you ice cream"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
560,0,407,1,80,1,0,1,0,580,267,1623,59,"Tom slept the marble to you"," 01/17/2017"," sobre reaccion  "," n"," y"," n"
561,1,408,2,1,1,1,0,0,0,0,1364,29,"You rolled Mike the marble"," 01/17/2017"," language "," n"," n"," n"
562,0,408,2,2,0,1,0,1,380,2225,1856,33,"You transmitted the orders to Sara"," 01/17/2017"," language "," n"," n"," n"
563,0,408,2,3,0,1,0,1,262,1870,1270,38,"You paid Amanda tribute"," 01/17/2017"," language "," n"," n"," n"
564,0,408,2,4,0,1,1,1,0,0,1520,63,"You confessed the tray to John"," 01/17/2017"," language "," n"," n"," n"
565,0,408,2,5,1,1,1,0,326,2128,1648,75,"You sneezed baseball to Shawn"," 01/17/2017"," language "," n"," n"," n"
566,0,408,2,6,0,1,0,1,302,1768,1371,32,"You sold the land to Mike"," 01/17/2017"," language "," n"," n"," n"
567,0,408,2,7,0,0,0,1,251,2685,1390,18,"Your sister blew you a kiss"," 01/17/2017"," language "," n"," n"," n"
568,0,408,2,8,0,0,1,1,0,0,1364,43,"Andrea heard you the chicken"," 01/17/2017"," language "," n"," n"," n"
569,0,408,2,9,1,0,1,0,343,2135,1408,51,"Joe sang the cards to you"," 01/17/2017"," language "," n"," n"," n"
570,0,408,2,10,1,0,1,0,293,2180,1232,55,"Paul followed you the puppy"," 01/17/2017"," language "," n"," n"," n"
571,0,408,2,11,1,1,0,0,0,0,1620,28,"You shot Shawn the rubber band"," 01/17/2017"," language "," n"," n"," n"
572,0,408,2,12,1,0,0,0,0,0,1875,5,"Kelly dispensed the rations to you"," 01/17/2017"," language "," n"," n"," n"
573,0,408,2,13,0,0,1,0,296,1973,1236,44,"Brett saw you the bridge"," 01/17/2017"," language "," n"," n"," n"
574,0,408,2,14,0,1,0,0,0,0,1724,37,"Ian received the complaint from you"," 01/17/2017"," language "," n"," n"," n"
575,0,408,2,15,1,1,1,0,475,2422,1861,71,"You lavished the responsibility Dan"," 01/17/2017"," language "," n"," n"," n"
576,0,408,2,16,0,0,0,1,604,2189,1696,13,"John dedicated the song to you"," 01/17/2017"," language "," n"," n"," n"
577,0,408,2,17,1,1,0,0,2833,2652,1634,24,"You entrusted the key to Jeff"," 01/17/2017"," language "," n"," n"," n"
578,0,408,2,18,1,0,1,1,0,0,1268,52,"Katie ate the pizza to you"," 01/17/2017"," language "," n"," n"," n"
579,0,408,2,19,0,0,1,1,0,0,1291,48,"Jack thought you the ice cream"," 01/17/2017"," language "," n"," n"," n"
580,0,408,2,20,1,0,1,1,0,0,1619,58,"Theresa smoked you the idea"," 01/17/2017"," language "," n"," n"," n"
581,0,408,2,21,1,1,0,0,313,2301,1645,27,"You kicked Joe the soccer ball"," 01/17/2017"," language "," n"," n"," n"
582,0,408,2,22,0,1,1,1,0,0,1403,61,"You bestowed the message Mike"," 01/17/2017"," language "," n"," n"," n"
583,0,408,2,23,1,1,1,0,322,2110,1491,79,"You transferred the chance Steve"," 01/17/2017"," language "," n"," n"," n"
584,0,408,2,24,0,1,1,1,0,0,1329,62,"You blew a lesson to Liz"," 01/17/2017"," language "," n"," n"," n"
585,0,408,2,25,0,0,0,0,0,0,1698,15,"Jesse gave you another chance"," 01/17/2017"," language "," n"," n"," n"
586,0,408,2,26,1,0,0,1,235,2622,1559,8,"Courtney handed you the notebook"," 01/17/2017"," language "," n"," n"," n"
587,0,408,2,27,1,1,1,1,0,0,1513,76,"You sugared Alex the floor"," 01/17/2017"," language "," n"," n"," n"
588,0,408,2,28,0,1,0,1,267,2745,2034,35,"You transferred responsibility to Anna"," 01/17/2017"," language "," n"," n"," n"
589,0,408,2,29,0,0,0,1,325,2243,1508,17,"Chris offered you some writing tips"," 01/17/2017"," language "," n"," n"," n"
590,0,408,2,30,1,1,1,1,0,0,1410,72,"You pitched the story Andy"," 01/17/2017"," language "," n"," n"," n"
591,0,408,2,31,1,1,1,1,0,0,1392,74,"You saw the cow the base ball"," 01/17/2017"," language "," n"," n"," n"
592,0,408,2,32,1,1,1,1,0,0,1424,77,"You taught her time to Anna"," 01/17/2017"," language "," n"," n"," n"
593,0,408,2,33,1,1,0,1,412,2795,1422,23,"You dealt the cards to Mark"," 01/17/2017"," language "," n"," n"," n"
594,0,408,2,34,0,0,0,1,284,2148,1746,12,"Tiana devoted her time to you"," 01/17/2017"," language "," n"," n"," n"
595,0,408,2,35,0,1,0,1,166,2511,1407,40,"You sent your family regards"," 01/17/2017"," language "," n"," n"," n"
596,0,408,2,36,0,0,1,0,288,2235,1599,49,"Jeff swallowed the cash to you"," 01/17/2017"," language "," n"," n"," n"
597,0,408,2,37,0,1,1,1,0,0,1537,64,"You devoted the song Jenni"," 01/17/2017"," language "," n"," n"," n"
598,0,408,2,38,1,1,0,1,312,1911,1186,26,"You threw Diane the pen"," 01/17/2017"," language "," n"," n"," n"
599,0,408,2,39,1,0,1,1,0,0,1388,56,"Sally thought the marble to you"," 01/17/2017"," language "," n"," n"," n"
600,0,408,2,40,0,0,1,1,0,0,1314,41,"Al poured the horse to you"," 01/17/2017"," language "," n"," n"," n"
601,0,408,2,41,0,0,1,1,0,0,1448,50,"Jim pretended the stew to you"," 01/17/2017"," language "," n"," n"," n"
602,0,408,2,42,0,0,1,1,0,0,1333,47,"Hector played the cake to you"," 01/17/2017"," language "," n"," n"," n"
603,0,408,2,43,1,0,1,1,0,0,1477,60,"Sally ate you the teacup"," 01/17/2017"," language "," n"," n"," n"
604,0,408,2,44,0,1,1,1,0,0,1379,66,"You drank the house to Joe"," 01/17/2017"," language "," n"," n"," n"
605,0,408,2,45,1,0,1,1,0,0,1158,54,"Mark treated you the car"," 01/17/2017"," language "," n"," n"," n"
606,0,408,2,46,0,1,0,1,315,2612,2065,34,"You radioed the message to the policeman"," 01/17/2017"," language "," n"," n"," n"
607,0,408,2,47,1,0,0,0,0,0,1926,7,"Sally slid you the cafeteria tray"," 01/17/2017"," language "," n"," n"," n"
608,0,408,2,48,0,0,0,0,0,0,1733,16,"Steve lavished you with praise"," 01/17/2017"," language "," n"," n"," n"
609,0,408,2,49,0,0,1,1,0,0,1291,45,"Courtney snuggled you the water"," 01/17/2017"," language "," n"," n"," n"
610,0,408,2,50,1,1,1,0,309,2150,1633,73,"You reduced the land to Tiana"," 01/17/2017"," language "," n"," n"," n"
611,0,408,2,51,1,1,1,1,0,0,1471,80,"You wrote Dave to the pencil"," 01/17/2017"," language "," n"," n"," n"
612,0,408,2,52,0,0,1,1,0,0,1129,42,"Amber dealt you the tree"," 01/17/2017"," language "," n"," n"," n"
613,0,408,2,53,1,1,1,1,0,0,1396,78,"You told the kiss to Ian"," 01/17/2017"," language "," n"," n"," n"
614,0,408,2,54,1,1,0,1,301,2240,1637,22,"You donated money to Vincent"," 01/17/2017"," language "," n"," n"," n"
615,0,408,2,55,1,0,0,1,250,2805,1704,10,"Adam conveyed the message to you"," 01/17/2017"," language "," n"," n"," n"
