"count","ptCnt","ptid","List","TrialNum","CueDirection","SentenceDirection","StimulusType","Accuracy","MoveTime","LiftOffLatency","SentDur","ItemNumber","SentenceStimulus","Date","PostQ1","PostQ2","PostQ3","PostQ4"
1979,0,425,4,59,0,1,1,1,0,0,1329,62,"You blew a lesson to Liz"," 03/23/2017"," language "," n"," y"," n"
1980,0,425,4,60,0,0,0,1,321,2109,1647,16,"Dan confessed his secret to you"," 03/23/2017"," language "," n"," y"," n"
1981,0,425,4,61,1,1,0,1,221,2929,1439,26,"You bought Christine ice cream"," 03/23/2017"," language "," n"," y"," n"
1982,0,425,4,62,1,1,1,0,256,2274,1392,74,"You saw the cow the base ball"," 03/23/2017"," language "," n"," y"," n"
1983,0,425,4,63,1,0,1,1,0,0,1731,53,"Kelly hindered the rubber band to you"," 03/23/2017"," language "," n"," y"," n"
1984,0,425,4,64,1,1,0,0,0,0,1485,22,"You awarded a medal to Helen"," 03/23/2017"," language "," n"," y"," n"
1985,0,425,4,65,1,1,0,0,0,0,1511,28,"You handed Courtney the notebook"," 03/23/2017"," language "," n"," y"," n"
1986,0,425,4,66,0,1,0,1,308,2009,1635,35,"You gave Jesse another chance"," 03/23/2017"," language "," n"," y"," n"
1987,0,425,4,67,0,0,1,1,0,0,1364,43,"Andrea heard you the chicken"," 03/23/2017"," language "," n"," y"," n"
1988,0,425,4,68,1,1,0,0,0,0,1746,25,"You dispensed the rations to Kelly"," 03/23/2017"," language "," n"," y"," n"
1989,0,425,4,69,0,0,1,0,238,1987,1333,47,"Hector played the cake to you"," 03/23/2017"," language "," n"," y"," n"
1990,0,425,4,70,0,1,0,1,275,1922,1579,37,"You offered Chris some writing tips"," 03/23/2017"," language "," n"," y"," n"
1991,0,425,4,71,0,0,1,1,0,0,1314,41,"Al poured the horse to you"," 03/23/2017"," language "," n"," y"," n"
1992,0,425,4,72,0,1,0,1,283,2388,1507,40,"You pitched Andy the idea"," 03/23/2017"," language "," n"," y"," n"
1993,0,425,4,73,1,0,1,0,210,2042,1623,59,"Tom slept the marble to you"," 03/23/2017"," language "," n"," y"," n"
1994,0,425,4,74,0,1,1,0,231,2123,1403,61,"You bestowed the message Mike"," 03/23/2017"," language "," n"," y"," n"
1995,0,425,4,75,1,0,1,0,242,2326,1363,57,"Sam received cookies to you"," 03/23/2017"," language "," n"," y"," n"
1996,0,425,4,76,1,0,0,0,0,0,1693,4,"Jeff entrusted the key to you"," 03/23/2017"," language "," n"," y"," n"
1997,0,425,4,77,0,1,0,1,288,1980,1390,34,"You sang Jenni a song"," 03/23/2017"," language "," n"," y"," n"
1998,0,425,4,78,0,1,1,1,0,0,1379,66,"You drank the house to Joe"," 03/23/2017"," language "," n"," y"," n"
1999,0,425,4,79,1,1,1,0,247,2048,1424,77,"You taught her time to Anna"," 03/23/2017"," language "," n"," y"," n"
2000,0,425,4,80,0,0,0,0,0,0,2138,15,"Anna transferred responsibility to you"," 03/23/2017"," language "," n"," y"," n"
2001,1,426,2,1,0,0,1,1,0,0,1291,48,"Jack thought you the ice cream"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2002,0,426,2,2,0,1,0,1,621,2239,1724,37,"Ian received the complaint from you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2003,0,426,2,3,1,0,0,1,823,2141,1433,4,"Amber drove the car to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2004,0,426,2,4,1,1,0,1,292,1944,1645,27,"You kicked Joe the soccer ball"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2005,0,426,2,5,0,1,1,1,0,0,1409,70,"You gave the earing Susan"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2006,0,426,2,6,1,1,1,0,319,1908,1491,79,"You transferred the chance Steve"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2007,0,426,2,7,1,1,0,0,0,0,1936,21,"You forked over the cash to Alex"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2008,0,426,2,8,0,0,1,0,528,2078,1599,49,"Jeff swallowed the cash to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2009,0,426,2,9,0,1,1,0,688,2904,1680,65,"You dispensed icecream Sandra"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2010,0,426,2,10,1,1,0,1,439,2009,1422,23,"You dealt the cards to Mark"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2011,0,426,2,11,1,0,1,1,0,0,1232,55,"Paul followed you the puppy"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2012,0,426,2,12,0,1,1,0,448,1840,1440,67,"You dreamt your dad a soccer ball"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2013,0,426,2,13,0,1,0,1,638,1605,1371,32,"You sold the land to Mike"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2014,0,426,2,14,0,1,0,1,560,1441,1270,38,"You paid Amanda tribute"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2015,0,426,2,15,0,0,1,1,0,0,1364,43,"Andrea heard you the chicken"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2016,0,426,2,16,0,0,0,0,0,0,1696,13,"John dedicated the song to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2017,0,426,2,17,0,1,0,1,456,3266,2065,34,"You radioed the message to the policeman"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2018,0,426,2,18,0,1,0,0,0,0,1182,31,"You slipped Heather a note"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2019,0,426,2,19,0,1,1,0,487,3096,1403,61,"You bestowed the message Mike"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2020,0,426,2,20,0,1,1,1,0,0,1520,63,"You confessed the tray to John"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2021,0,426,2,21,1,0,0,1,445,2213,1503,1,"Andy delivered the pizza to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2022,0,426,2,22,1,1,0,0,0,0,1364,29,"You rolled Mike the marble"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2023,0,426,2,23,0,0,0,1,437,1582,1022,19,"He taught you a lesson"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2024,0,426,2,24,0,0,0,1,525,1906,1369,14,"Jenni sang you a song"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2025,0,426,2,25,0,1,0,1,461,2265,1856,33,"You transmitted the orders to Sara"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2026,0,426,2,26,1,0,0,1,430,2448,1704,10,"Adam conveyed the message to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2027,0,426,2,27,0,1,1,1,0,0,1537,64,"You devoted the song Jenni"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2028,0,426,2,28,1,1,0,0,500,2719,1186,26,"You threw Diane the pen"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2029,0,426,2,29,0,0,0,1,433,2249,1472,20,"Andy pitched you the idea"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2030,0,426,2,30,1,1,1,1,0,0,1513,76,"You sugared Alex the floor"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2031,0,426,2,31,1,0,1,1,0,0,1388,56,"Sally thought the marble to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2032,0,426,2,32,1,0,0,1,436,2902,1875,5,"Kelly dispensed the rations to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2033,0,426,2,33,0,0,1,1,0,0,1448,50,"Jim pretended the stew to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2034,0,426,2,34,1,1,1,0,477,2187,1648,75,"You sneezed baseball to Shawn"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2035,0,426,2,35,0,0,1,0,484,2209,1314,41,"Al poured the horse to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2036,0,426,2,36,1,1,1,0,761,2232,1410,72,"You pitched the story Andy"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2037,0,426,2,37,1,0,1,1,0,0,1477,60,"Sally ate you the teacup"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2038,0,426,2,38,1,1,1,0,620,1781,1392,74,"You saw the cow the base ball"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2039,0,426,2,39,1,1,0,1,251,1893,1427,30,"You poured your dad some water"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2040,0,426,2,40,1,1,1,0,303,2110,1633,73,"You reduced the land to Tiana"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2041,0,426,2,41,1,1,0,1,323,1878,1637,22,"You donated money to Vincent"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2042,0,426,2,42,1,0,1,1,0,0,1268,52,"Katie ate the pizza to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2043,0,426,2,43,1,0,0,1,318,2342,1926,7,"Sally slid you the cafeteria tray"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2044,0,426,2,44,1,1,1,0,334,1712,1396,78,"You told the kiss to Ian"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2045,0,426,2,45,1,0,1,0,425,1924,1731,53,"Kelly hindered the rubber band to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2046,0,426,2,46,1,0,0,1,358,2414,1559,8,"Courtney handed you the notebook"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2047,0,426,2,47,0,0,0,1,468,2267,1746,12,"Tiana devoted her time to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2048,0,426,2,48,1,1,1,0,417,1736,1424,77,"You taught her time to Anna"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2049,0,426,2,49,1,1,0,1,166,4896,1634,24,"You entrusted the key to Jeff"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2050,0,426,2,50,1,1,1,1,0,0,1861,71,"You lavished the responsibility Dan"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2051,0,426,2,51,0,0,1,1,0,0,1333,47,"Hector played the cake to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2052,0,426,2,52,0,1,1,1,0,0,1329,62,"You blew a lesson to Liz"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2053,0,426,2,53,1,1,0,1,299,2079,1567,25,"You handed the puppy to Katie"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2054,0,426,2,54,0,0,1,1,0,0,1129,42,"Amber dealt you the tree"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2055,0,426,2,55,1,0,1,0,284,1996,1623,59,"Tom slept the marble to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2056,0,426,2,56,0,0,1,0,385,1819,1215,46,"Gabe grabbed you to the vase"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2057,0,426,2,57,0,1,1,0,440,2904,1584,68,"You drove the land to China"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2058,0,426,2,58,0,1,0,1,540,2114,1407,40,"You sent your family regards"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2059,0,426,2,59,1,1,1,1,0,0,1471,80,"You wrote Dave to the pencil"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2060,0,426,2,60,1,0,1,1,0,0,1619,58,"Theresa smoked you the idea"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2061,0,426,2,61,1,0,1,1,0,0,1363,57,"Sam received cookies to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2062,0,426,2,62,0,0,0,0,0,0,1733,16,"Steve lavished you with praise"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2063,0,426,2,63,0,0,0,0,264,1954,1508,17,"Chris offered you some writing tips"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2064,0,426,2,64,0,1,1,1,0,0,1379,66,"You drank the house to Joe"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2065,0,426,2,65,1,1,0,0,0,0,1620,28,"You shot Shawn the rubber band"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2066,0,426,2,66,0,0,0,1,191,2871,1698,15,"Jesse gave you another chance"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2067,0,426,2,67,1,0,0,0,0,0,1489,3,"Jack kicked the football to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2068,0,426,2,68,0,0,1,0,516,1737,1236,44,"Brett saw you the bridge"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2069,0,426,2,69,1,0,0,1,439,2104,1396,6,"Christine bought you ice cream"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2070,0,426,2,70,1,0,1,1,0,0,1158,54,"Mark treated you the car"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2071,0,426,2,71,0,0,0,0,0,0,1805,11,"Art bestowed the honor upon you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2072,0,426,2,72,0,0,0,0,446,2760,1390,18,"Your sister blew you a kiss"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2073,0,426,2,73,1,0,0,0,0,0,1322,9,"Paul hit you the baseball"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2074,0,426,2,74,1,0,0,1,360,2374,1534,2,"Helen awarded a medal to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2075,0,426,2,75,1,0,1,1,0,0,1408,51,"Joe sang the cards to you"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2076,0,426,2,76,0,1,1,0,497,2271,1604,69,"You forged the chair to George"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2077,0,426,2,77,0,1,0,1,430,2484,2034,35,"You transferred responsibility to Anna"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2078,0,426,2,78,0,1,0,1,497,1952,1600,36,"You confessed your secret to Dan"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2079,0,426,2,79,0,1,0,1,511,1699,1310,39,"You told Liz the story"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2080,0,426,2,80,0,0,1,1,0,0,1291,45,"Courtney snuggled you the water"," 03/27/2017","  This task was about different sentences which were good or bad{,} and it helps you to recognize how good you are understanding the language{.} "," y"," y"," n"
2081,1,427,1,1,0,0,0,1,381,2023,1704,10,"Adam conveyed the message to you"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2082,0,427,1,2,1,0,1,0,238,2296,1731,53,"Kelly hindered the rubber band to you"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2083,0,427,1,3,1,1,0,1,271,2228,2034,35,"You transferred responsibility to Anna"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2084,0,427,1,4,1,1,0,1,267,1652,1310,39,"You told Liz the story"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2085,0,427,1,5,0,0,0,1,329,1752,1559,8,"Courtney handed you the notebook"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2086,0,427,1,6,0,0,1,1,0,0,1291,48,"Jack thought you the ice cream"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2087,0,427,1,7,1,1,0,1,646,2194,1724,37,"Ian received the complaint from you"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2088,0,427,1,8,0,0,0,1,302,1660,1503,1,"Andy delivered the pizza to you"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2089,0,427,1,9,0,0,0,1,1140,1817,1534,2,"Helen awarded a medal to you"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2090,0,427,1,10,1,1,1,0,322,2283,1861,71,"You lavished the responsibility Dan"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2091,0,427,1,11,0,1,1,1,0,0,1329,62,"You blew a lesson to Liz"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2092,0,427,1,12,1,0,0,1,274,1808,1508,17,"Chris offered you some writing tips"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2093,0,427,1,13,1,1,1,1,0,0,1471,80,"You wrote Dave to the pencil"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2094,0,427,1,14,1,0,1,0,293,1938,1408,51,"Joe sang the cards to you"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2095,0,427,1,15,0,0,0,1,301,2341,1875,5,"Kelly dispensed the rations to you"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2096,0,427,1,16,1,0,1,1,0,0,1158,54,"Mark treated you the car"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2097,0,427,1,17,0,1,1,1,0,0,1403,61,"You bestowed the message Mike"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2098,0,427,1,18,0,0,1,0,328,1929,1448,50,"Jim pretended the stew to you"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2099,0,427,1,19,1,1,0,1,297,2067,1856,33,"You transmitted the orders to Sara"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2100,0,427,1,20,0,0,1,1,0,0,1333,47,"Hector played the cake to you"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2101,0,427,1,21,0,1,0,1,257,3007,1422,23,"You dealt the cards to Mark"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2102,0,427,1,22,0,0,0,1,253,1821,1396,6,"Christine bought you ice cream"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2103,0,427,1,23,0,1,0,1,193,1912,1186,26,"You threw Diane the pen"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2104,0,427,1,24,1,1,1,1,0,0,1648,75,"You sneezed baseball to Shawn"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2105,0,427,1,25,1,1,1,1,0,0,1513,76,"You sugared Alex the floor"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2106,0,427,1,26,1,1,1,1,0,0,1424,77,"You taught her time to Anna"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2107,0,427,1,27,1,0,0,1,318,1637,1472,20,"Andy pitched you the idea"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2108,0,427,1,28,0,1,1,0,279,3928,1537,64,"You devoted the song Jenni"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2109,0,427,1,29,0,1,0,1,238,1987,1645,27,"You kicked Joe the soccer ball"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2110,0,427,1,30,1,0,0,1,295,1999,1746,12,"Tiana devoted her time to you"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2111,0,427,1,31,0,1,0,1,241,2154,1634,24,"You entrusted the key to Jeff"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2112,0,427,1,32,1,0,1,1,0,0,1363,57,"Sam received cookies to you"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2113,0,427,1,33,0,1,1,1,0,0,1440,67,"You dreamt your dad a soccer ball"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2114,0,427,1,34,0,0,0,1,260,1755,1322,9,"Paul hit you the baseball"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2115,0,427,1,35,0,0,1,1,0,0,1599,49,"Jeff swallowed the cash to you"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2116,0,427,1,36,0,1,1,0,243,2291,1604,69,"You forged the chair to George"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2117,0,427,1,37,1,1,1,1,0,0,1633,73,"You reduced the land to Tiana"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2118,0,427,1,38,1,0,0,1,334,2371,1733,16,"Steve lavished you with praise"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2119,0,427,1,39,1,0,1,1,0,0,1268,52,"Katie ate the pizza to you"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2120,0,427,1,40,1,0,0,1,239,2208,1390,18,"Your sister blew you a kiss"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2121,0,427,1,41,1,1,1,1,0,0,1392,74,"You saw the cow the base ball"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2122,0,427,1,42,0,1,1,0,320,2282,1680,65,"You dispensed icecream Sandra"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
2123,0,427,1,43,1,0,0,1,304,1792,1696,13,"John dedicated the song to you"," 03/28/2017"," this task was about comprehension {,}  response rate{,} and to inhibit the response when the sentence did not make sense{.}     "," n"," y"," y"
