Frecuencia,Orientation,Categoria,tecla,FrecuenciaEspacial,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,Instrucciones1.started,Instrucciones1.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,Instrucciones2.started,Instrucciones2.stopped,key_resp_4.keys,key_resp_4.started,key_resp_4.stopped,Instrucciones3.started,Instrucciones3.stopped,key_resp_5.keys,key_resp_5.started,key_resp_5.stopped,instrucciones4.started,instrucciones4.stopped,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,Instrucciones5.started,Instrucciones5.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,ComienzoTexto.started,ComienzoTexto.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,grating2.started,grating2.stopped,key_resp.keys,key_resp.corr,key_resp.started,key_resp.stopped,feedback_2.started,feedback_2.stopped,key_resp.rt,Gracias.started,Gracias.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.51637076147905,164,B,right,0.03258185380739525,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,149.51961329998448,None,149.4193197999848,152.42037780000828,152.5204385999823,None,,,,,,,,,,,,,,,,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.07997828140618,179,A,left,0.0203998914070309,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,0.972402699990198,153.70407670002896,None,153.60412849998102,None,154.70522210001945,None,,,,,,,,,,,,,,,,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
6.40018318747358,112,B,right,0.032000915937367896,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,1.3564258000114933,155.88794609997422,None,155.7880316999508,None,157.27177610003855,None,,,,,,,,,,,,,,,,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.20073613419003,157,A,left,0.02100368067095015,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,1.4052973999641836,158.45545360003598,None,158.3559249000391,None,159.88935239997227,None,,,,,,,,,,,,,,,,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.28989131572139,118,A,left,0.021449456578606953,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,161.07306800002698,None,160.97316189995036,163.9739346000133,164.07393589999992,None,,,,,,,,,,,,,,,,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
6.49953455417403,74,B,right,0.03249767277087015,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,1.914077699999325,165.2578164000297,None,165.15776680002455,None,167.19173680001404,None,,,,,,,,,,,,,,,,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.17843512507528,241,A,left,0.020892175625376402,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,1.4771227999590337,168.37525959999766,None,168.27541629993357,None,169.8757674000226,None,,,,,,,,,,,,,,,,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
6.13049851653438,15,B,right,0.0306524925826719,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,1.3764805999817327,171.05942930001765,None,170.9597434999887,None,172.46012059994973,None,,,,,,,,,,,,,,,,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.3885152373554,293,A,left,0.021942576186777002,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,173.64360930002294,None,173.5437897000229,176.54456369997934,176.64476529997773,None,,,,,,,,,,,,,,,,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
6.62334361253407,110,B,right,0.03311671806267035,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.7450342000229284,177.8282492000144,None,177.72864780004602,None,178.59523400000762,None,,,,,,,,,,,,,,,,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.17504873370622,127,A,left,0.020875243668531097,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,179.7788855000399,None,179.6791077000089,182.67926050000824,182.77972879994195,None,,,,,,,,,,,,,,,,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
6.42492405285687,287,B,right,0.03212462026428435,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.7532044000690803,183.96321229997557,None,183.86319309996907,None,184.74689379998017,None,,,,,,,,,,,,,,,,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
6.371803479359,312,B,right,0.031859017396795,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.5059235999360681,185.93054690002464,None,185.83070799999405,None,186.46401240001433,None,,,,,,,,,,,,,,,,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.2515157424853,200,A,left,0.021257578712426502,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,0.6769681998994201,187.64772380003706,None,187.5477203000337,None,188.34834659995977,None,,,,,,,,,,,,,,,,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.848967500031,None,space,57.375190699938685,190.34916500002146,None,,,,,,,,,,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
6.69899505156519,156,B,right,0.03349497525782595,,,,,0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.85043949994724,250.85130079998635,None,0,247.9502855000319,None,250.95134100003634,None,,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
6.88645151124523,307,B,right,0.03443225755622615,,,,,0,1,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.03490470000543,None,left,0,252.13491499994416,None,253.0852969000116,None,0.9176352999638766,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.46163852824403,331,A,left,0.022308192641220147,,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.1688444999745,None,right,0,254.26912309997715,None,255.57166130002588,None,1.2710026000859216,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
6.70165031872824,97,B,right,0.0335082515936412,,,,,0,3,3,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.66973700001836,None,left,0,256.76996649999637,None,258.23684599995613,None,1.4348372999811545,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
6.58158386454019,153,B,right,0.03290791932270095,,,,,0,4,4,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.3204611999681,None,right,1,259.4204449999379,None,259.97123849997297,None,0.5287721999920905,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.36715616505692,176,A,left,0.0218357808252846,,,,,0,5,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.05464370001573,None,left,1,261.1543513999786,None,261.8215826000087,None,0.6428891000105068,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
6.67501270275929,302,B,right,0.033375063513796446,,,,,0,6,6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.9049467999721,None,right,1,263.00492810003925,None,263.7051646000473,None,0.6798534999834374,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.34968606662024,349,A,left,0.021748430333101202,,,,,0,7,7,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.78885000001173,None,left,1,264.88902310002595,None,265.355844900012,None,0.43509089993312955,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.12178409845566,192,A,left,0.0206089204922783,,,,,0,8,8,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.4393985000206,None,left,1,266.5395957999863,None,267.75662889995147,None,1.1849638000130653,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.40987419607911,171,A,left,0.022049370980395548,,,,,0,9,9,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.8402620999841,None,left,1,268.9403705999721,None,270.07389580004383,None,1.104232900077477,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
6.6534073716777,231,B,right,0.0332670368583885,,,,,0,10,10,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.15756700001657,None,right,1,271.2578451000154,None,271.87455690000206,None,0.5865212000207976,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.47201756287608,66,A,left,0.0223600878143804,,,,,0,11,11,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.9585389000131,None,left,1,273.05807559995446,None,273.7911653999472,None,0.7150053000077605,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.08939982600128,234,A,left,0.020446999130006402,,,,,0,12,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.8749474999495,None,left,1,274.9749544999795,None,275.7253039999632,None,0.7253102000104263,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.33123574958427,337,A,left,0.021656178747921348,,,,,0,13,13,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.8088356000371,None,left,1,276.9089156000409,None,277.5092274999479,None,0.583686999976635,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.15103911197002,19,A,left,0.0207551955598501,,,,,0,14,14,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.5932673999341,None,left,1,278.69333749997895,None,279.39347599993926,None,0.6790738999843597,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
6.52310613509206,264,B,right,0.032615530675460296,,,,,0,15,15,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.47737189999316,None,right,1,280.577174999984,None,281.34402520000003,None,0.7395661000628024,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
6.42202277103785,123,B,right,0.03211011385518925,,,,,0,16,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.4277395999525,None,right,1,282.52791639999487,None,283.2613551999675,None,0.7085472999606282,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
6.35643039090676,338,B,right,0.0317821519545338,,,,,0,17,17,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.34502520004753,None,right,1,284.4453070999589,None,285.2120321999537,None,0.7353159000631422,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.18241453722744,192,A,left,0.0209120726861372,,,,,0,18,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.29576360003557,None,left,1,286.39562239998486,None,287.14597329997923,None,0.720385399996303,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.11767176530402,219,A,left,0.0205883588265201,,,,,0,19,19,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.22966449998785,None,left,1,288.32957659999374,None,288.9965638000285,None,0.642553300014697,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.26119544339254,225,A,left,0.0213059772169627,,,,,0,20,20,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0801854999736,None,left,1,290.1802222999977,None,290.8638847999973,None,0.6561856999760494,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.37466753322675,75,A,left,0.021873337666133752,,,,,0,21,21,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.94748750003055,None,left,1,292.04753520002123,None,293.0145056999754,None,0.9410152999917045,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
6.58416957836755,202,B,right,0.032920847891837746,,,,,0,22,22,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.09804780001286,None,right,1,294.1979622000363,None,294.9648635999765,None,0.742874399991706,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.45746971097397,51,A,left,0.02228734855486985,,,,,0,23,23,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.0486806000117,None,left,1,296.1486536000157,None,297.73289700003807,None,1.5512075000442564,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.20861894722884,222,A,left,0.0210430947361442,,,,,0,24,24,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.8163547000149,None,left,1,298.9160735999467,None,299.91679739998654,None,0.9687115999404341,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.50835693086305,249,A,left,0.02254178465431525,,,,,0,25,25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.00023679994047,None,left,1,301.100437499932,None,302.0009032000089,None,0.879575299913995,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
6.47799481109828,82,B,right,0.0323899740554914,,,,,0,26,26,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.08416800003033,None,right,1,303.18433249997906,None,304.06790849997196,None,0.852582500083372,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.12897011869915,234,A,left,0.02064485059349575,,,,,0,27,27,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.15160520002246,None,left,1,305.25164379994385,None,306.2186521999538,None,0.9450645999750122,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
4.35526186377866,120,A,left,0.021776309318893298,,,,,0,28,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.3024917000439,None,left,1,307.40215009998064,None,308.7027436000062,None,1.2736942999763414,,,,,SheilaSeptiembre,001,2022-09-22_15h47.39.938,PruebaGabor2,2022.1.3,60.050827015521115,
