Frecuencia,Orientation,Categoria,tecla,FrecuenciaEspacial,Orden,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,Instrucciones1.started,Instrucciones1.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,Instrucciones2.started,Instrucciones2.stopped,key_resp_4.keys,key_resp_4.started,key_resp_4.stopped,Instrucciones3.started,Instrucciones3.stopped,key_resp_5.keys,key_resp_5.started,key_resp_5.stopped,instrucciones4.started,instrucciones4.stopped,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,Instrucciones5.started,Instrucciones5.stopped,key_resp_7.keys,key_resp_7.started,key_resp_7.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,KeyRespPrueba.rt,ComienzoTexto.started,ComienzoTexto.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,grating2.started,grating2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,feedback_2.started,feedback_2.stopped,Gracias.started,Gracias.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.97482282425021,121.994937831578,F,right,0.03487411412125105,50,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.3376318,None,right,1,0.3729176999999595,314.43759289999997,None,314.83756439999996,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.91268726289996,125.954656637743,F,right,0.0345634363144998,51,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.9211766,None,right,1,0.40516829999995707,316.02126160000006,None,316.4546847,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
5.99184813482006,123.00963086321,E,left,0.0299592406741003,52,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.5384645,None,left,1,0.44500519999991184,317.63855430000007,None,318.10541230000007,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
5.77172637679455,127.677354138101,E,left,0.028858631883972752,53,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.18904649999996,None,left,1,0.3857436999999777,319.28908359999997,None,319.70547230000005,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
5.81687525787871,120.965118659011,E,left,0.02908437628939355,54,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.78936330000005,None,left,1,0.3862922999999796,320.88933520000006,None,321.3061084,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.6722371491463,125.794801607246,F,right,0.0333611857457315,55,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.3899352,None,right,1,0.8893811999999457,322.48939090000005,None,323.4067621,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.10024624735304,130.947377281703,E,left,0.030501231236765198,56,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.49041330000006,None,left,1,0.5895641999999839,324.58978900000005,None,325.2083885,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.83118688971373,123.385744243575,F,right,0.03415593444856865,57,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.30745240000005,None,right,1,0.5466915000000085,326.40792719999996,None,326.97462650000006,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
5.8368319370317,125.549645514443,E,left,0.0291841596851585,58,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0584587,None,left,1,0.41997020000002294,328.1583557000001,None,328.608857,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
5.95100882503604,127.432257063602,E,left,0.0297550441251802,59,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.692209,None,left,1,0.3704667000000086,329.7924672,None,330.19252120000004,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
5.98250552316154,127.92025992781,E,left,0.029912527615807698,60,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.275909,None,left,1,0.41915280000006305,331.3758264,None,331.825726,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.47093029057188,130.277049532513,F,right,0.0323546514528594,61,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.91007429999996,None,right,1,0.3770513000000051,333.00995570000003,None,333.41016329999997,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
5.92590084284648,129.044650259268,E,left,0.0296295042142324,62,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.4936462,None,right,0,0.6253174000000286,334.593502,None,335.2438544,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.83891159438045,125.532370569108,F,right,0.034194557971902254,63,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.3275782,None,right,1,0.6553603000000408,336.42774620000006,None,337.1112774,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
7.02484224758622,125.928257615561,F,right,0.0351242112379311,64,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.1944272,None,right,1,0.5323248999999919,338.2944568,None,338.8453004,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
5.7211608488032,125.80287459089,E,left,0.028605804244016,65,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.9288844000001,None,left,1,0.5823188999999616,340.02880020000003,None,340.6289801,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.73415485600811,122.846303018576,F,right,0.03367077428004055,66,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.71204960000006,None,right,1,0.5912033999999835,341.81209040000005,None,342.4288687,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.9512019778111,124.498524996137,F,right,0.0347560098890555,67,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.51313640000006,None,right,1,0.469380899999976,343.6131251,None,344.1135079,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.92531715916932,128.309224105459,F,right,0.0346265857958466,68,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.19699840000004,None,right,1,0.49814589999999725,345.29713399999997,None,345.81401210000007,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
5.95605583737357,124.65090693016,E,left,0.029780279186867847,69,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.89752749999997,None,left,1,0.6293703999999138,346.9978277000001,None,347.6479606,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.39964358711914,123.888931611966,F,right,0.0319982179355957,70,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.7314128,None,right,1,0.7156274999999255,348.83146719999996,None,349.565217,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.79614382213373,128.195309932533,F,right,0.03398071911066865,71,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.6490796,None,right,1,0.4134475999999836,350.74888390000007,None,351.18234550000005,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
5.8727902801655,122.569326878337,E,left,0.0293639514008275,72,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.2657052,None,left,1,0.3725092000000245,352.3657602,None,352.76586060000005,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.91217159505499,126.198046923528,F,right,0.03456085797527495,73,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.8495475,None,right,1,0.3730646999999294,353.9495411,None,354.3500942,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.00740511029368,128.508014703594,E,left,0.0300370255514684,74,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.43357900000007,None,left,1,0.5413235999999984,355.53358270000007,None,356.1004314,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.64834452440136,125.767035799312,F,right,0.0332417226220068,75,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.18384770000006,None,right,1,0.67890129999995,357.2836551,None,357.9854723,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.06922945023306,129.213994206218,E,left,0.030346147251165297,76,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.08418850000004,None,right,0,0.4027772000000027,359.1843002,None,359.62183770000007,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.69940944874616,124.102970980877,F,right,0.0334970472437308,77,,,,,0,76,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.7183756,None,right,1,0.7680262999999172,360.81832449999996,None,361.61851440000004,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.82954088763419,122.046614678865,F,right,0.03414770443817095,78,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.70210590000005,None,right,1,0.5919156000000498,362.80244380000005,None,363.41955420000005,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
6.05371773833515,123.632055109417,E,left,0.03026858869167575,79,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.5029814,None,left,1,0.5034287999999947,364.6030199,None,365.13666040000004,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
5.91829071551083,119.511652627613,E,left,0.02959145357755415,80,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.2204222,None,left,1,0.5781430000000114,366.3203726,None,366.9205241,None,,,,,JuanSaavedra,001,2022-12-06_13h27.22.241,PruebaGabor2,2022.1.3,59.975625905633486,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.4708665,None,368.4708665,None,,,,,,,
