Frecuencia,Orientation,Categoria,tecla,FrecuenciaEspacial,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,Instrucciones1.started,Instrucciones1.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,Instrucciones2.started,Instrucciones2.stopped,key_resp_4.keys,key_resp_4.started,key_resp_4.stopped,Instrucciones3.started,Instrucciones3.stopped,key_resp_5.keys,key_resp_5.started,key_resp_5.stopped,instrucciones4.started,instrucciones4.stopped,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,Instrucciones5.started,Instrucciones5.stopped,key_resp_7.keys,key_resp_7.started,key_resp_7.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,ComienzoTexto.started,ComienzoTexto.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,grating2.started,grating2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,feedback_2.started,feedback_2.stopped,Gracias.started,Gracias.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.4712730033142,283,B,right,0.032356365016571,,,,,0,19,19,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.4564450001344,None,right,1,0.4686817000620067,268.5564530000556,None,269.05638949992135,None,,,,,PameSeptiembre,001,2022-09-27_15h54.17.503,PruebaGabor2,2022.1.3,59.95070855688744,
4.40987419607911,171,A,left,0.022049370980395548,,,,,0,20,20,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.140322299907,None,left,1,0.5626353998668492,270.24022829998285,None,270.8239120999351,None,,,,,PameSeptiembre,001,2022-09-27_15h54.17.503,PruebaGabor2,2022.1.3,59.95070855688744,
4.15794317699058,41,A,left,0.0207897158849529,,,,,0,21,21,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.9077441000845,None,left,1,0.6733526999596506,272.0075898999348,None,272.70778349996544,None,,,,,PameSeptiembre,001,2022-09-27_15h54.17.503,PruebaGabor2,2022.1.3,59.95070855688744,
6.58158386454019,153,B,right,0.03290791932270095,,,,,0,22,22,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.7914388999343,None,right,1,0.413996699731797,273.8915105999913,None,274.3249208999332,None,,,,,PameSeptiembre,001,2022-09-27_15h54.17.503,PruebaGabor2,2022.1.3,59.95070855688744,
4.35526186377866,120,A,left,0.021776309318893298,,,,,0,23,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.4085963999387,None,left,1,0.5489797997288406,275.50859450013377,None,276.07550789997913,None,,,,,PameSeptiembre,001,2022-09-27_15h54.17.503,PruebaGabor2,2022.1.3,59.95070855688744,
4.36715616505692,176,A,left,0.0218357808252846,,,,,0,24,24,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.1590960000176,None,left,1,0.7736044998746365,277.2593940999359,None,278.0595037001185,None,,,,,PameSeptiembre,001,2022-09-27_15h54.17.503,PruebaGabor2,2022.1.3,59.95070855688744,
6.28962952477337,146,B,right,0.03144814762386685,,,,,0,25,25,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.14328800002113,None,right,1,1.0870131000410765,279.24311959999613,None,280.3602195000276,None,,,,,PameSeptiembre,001,2022-09-27_15h54.17.503,PruebaGabor2,2022.1.3,59.95070855688744,
6.6534073716777,231,B,right,0.0332670368583885,,,,,0,26,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.4439354999922,None,right,1,1.0973672999534756,281.5438995999284,None,282.660875499947,None,,,,,PameSeptiembre,001,2022-09-27_15h54.17.503,PruebaGabor2,2022.1.3,59.95070855688744,
4.26119544339254,225,A,left,0.0213059772169627,,,,,0,27,27,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.74459689995274,None,left,1,1.2686687998939306,283.84452140005305,None,285.1448510000482,None,,,,,PameSeptiembre,001,2022-09-27_15h54.17.503,PruebaGabor2,2022.1.3,59.95070855688744,
6.35643039090676,338,B,right,0.0317821519545338,,,,,0,28,28,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.22866660007276,None,right,1,0.7289885000791401,286.3287573000416,None,287.0789356001187,None,,,,,PameSeptiembre,001,2022-09-27_15h54.17.503,PruebaGabor2,2022.1.3,59.95070855688744,
