"count","ptCnt","ptid","List","TrialNum","CueDirection","SentenceDirection","StimulusType","Accuracy","MoveTime","LiftOffLatency","SentDur","ItemNumber","SentenceStimulus","Date","PostQ1","PostQ2","PostQ3","PostQ4","liftOffDiff",Grupo,,
961,1,413,3,1,1,0,0,1,245,2584,1647,16,"Dan confessed his secret to you","02/16/2017","listening and comprehension","n","n","n",937,Grupo B,,
962,0,413,3,2,0,1,0,1,256,4052,1744,30,"You conveyed the message to Adam","02/16/2017","listening and comprehension","n","n","n",2308,Grupo B,,
964,0,413,3,4,0,0,0,1,252,2640,1623,8,"Shawn shot you the rubber band","02/16/2017","listening and comprehension","n","n","n",1017,Grupo B,,
965,0,413,3,5,0,0,0,1,302,1901,1233,6,"Diane threw you the pen","02/16/2017","listening and comprehension","n","n","n",668,Grupo B,,
968,0,413,3,8,0,1,0,1,252,3264,2109,27,"You slid Sally the cafeteria tray","02/16/2017","listening and comprehension","n","n","n",1155,Grupo B,,
970,0,413,3,10,0,0,0,1,319,2509,1347,9,"Mike rolled you the marble","02/16/2017","listening and comprehension","n","n","n",1162,Grupo B,,
972,0,413,3,12,1,1,0,1,261,1414,1126,39,"You taught him a lesson","02/16/2017","listening and comprehension","n","n","n",288,Grupo B,,
973,0,413,3,13,0,0,0,1,336,2166,1646,1,"Alex forked over the cash to you","02/16/2017","listening and comprehension","n","n","n",520,Grupo B,,
974,0,413,3,14,1,1,0,1,335,2003,1579,37,"You offered Chris some writing tips","02/16/2017","listening and comprehension","n","n","n",424,Grupo B,,
976,0,413,3,16,1,0,0,1,224,2155,1501,12,"Mike sold the land to you","02/16/2017","listening and comprehension","n","n","n",654,Grupo B,,
978,0,413,3,18,0,0,0,1,322,2351,1579,5,"Katie handed the puppy to you","02/16/2017","listening and comprehension","n","n","n",772,Grupo B,,
979,0,413,3,19,1,0,0,1,259,1850,1724,17,"You received the complaint from Ian","02/16/2017","listening and comprehension","n","n","n",126,Grupo B,,
980,0,413,3,20,0,0,0,1,243,2460,1523,7,"Joe kicked you the soccer ball","02/16/2017","listening and comprehension","n","n","n",937,Grupo B,,
983,0,413,3,23,1,0,0,1,268,1732,1304,18,"Amanda paid you tribute","02/16/2017","listening and comprehension","n","n","n",428,Grupo B,,
987,0,413,3,27,0,1,0,1,315,1918,1293,29,"You hit Paul the baseball","02/16/2017","listening and comprehension","n","n","n",625,Grupo B,,
988,0,413,3,28,0,0,0,1,363,2111,1684,2,"Vincent donated money to you","02/16/2017","listening and comprehension","n","n","n",427,Grupo B,,
990,0,413,3,30,1,1,0,1,230,1898,1639,33,"You dedicated the song to John","02/16/2017","listening and comprehension","n","n","n",259,Grupo B,,
991,0,413,3,31,0,1,0,1,951,2178,1485,22,"You awarded a medal to Helen","02/16/2017","listening and comprehension","n","n","n",693,Grupo B,,
1000,0,413,3,40,0,1,0,1,263,2350,1483,23,"You kicked the football to Jack","02/16/2017","listening and comprehension","n","n","n",867,Grupo B,,
1002,0,413,3,42,0,0,0,1,458,1922,1473,10,"Your dad poured you some water","02/16/2017","listening and comprehension","n","n","n",449,Grupo B,,
1004,0,413,3,44,1,1,0,1,706,1809,1507,40,"You pitched Andy the idea","02/16/2017","listening and comprehension","n","n","n",302,Grupo B,,
1006,0,413,3,46,1,0,0,1,270,2233,1002,11,"Heather slipped you a note","02/16/2017","listening and comprehension","n","n","n",1231,Grupo B,,
1011,0,413,3,51,0,1,0,1,323,1711,1511,28,"You handed Courtney the notebook","02/16/2017","listening and comprehension","n","n","n",200,Grupo B,,
1012,0,413,3,52,0,1,0,1,356,1820,1681,21,"You delivered the Pizza to Andy","02/16/2017","listening and comprehension","n","n","n",139,Grupo B,,
1014,0,413,3,54,1,1,0,1,325,2174,1307,38,"You blew your sister a kiss","02/16/2017","listening and comprehension","n","n","n",867,Grupo B,,
1015,0,413,3,55,1,1,0,1,424,2084,1390,34,"You sang Jenni a song","02/16/2017","listening and comprehension","n","n","n",694,Grupo B,,
1017,0,413,3,57,1,0,0,1,257,2472,2138,15,"Anna transferred responsibility to you","02/16/2017","listening and comprehension","n","n","n",334,Grupo B,,
1019,0,413,3,59,1,1,0,1,255,2145,1837,31,"You bestowed the honor upon Art","02/16/2017","listening and comprehension","n","n","n",308,Grupo B,,
1024,0,413,3,64,1,0,0,1,318,2626,1874,13,"Sara transmitted the orders to you","02/16/2017","listening and comprehension","n","n","n",752,Grupo B,,
1025,0,413,3,65,1,1,0,1,308,2067,1635,35,"You gave Jesse another chance","02/16/2017","listening and comprehension","n","n","n",432,Grupo B,,
1026,0,413,3,66,0,1,0,1,218,3232,1321,24,"You drove the car to Amber","02/16/2017","listening and comprehension","n","n","n",1911,Grupo B,,
1032,0,413,3,72,1,1,0,1,370,1692,1647,32,"You devoted your time to Tiana","02/16/2017","listening and comprehension","n","n","n",45,Grupo B,,
1033,0,413,3,73,0,1,0,1,374,1668,1439,26,"You bought Christine ice cream","02/16/2017","listening and comprehension","n","n","n",229,Grupo B,,
1037,0,413,3,77,1,0,0,1,359,4479,1277,19,"Liz told you the story","02/16/2017","listening and comprehension","n","n","n",3202,Grupo B,,
1040,0,413,3,80,1,0,0,1,368,2825,2184,14,"The policeman radioed the message to you","02/16/2017","listening and comprehension","n","n","n",641,Grupo B,,
1041,1,414,4,1,0,0,0,1,211,1437,1371,20,"Your family sent you regards","02/16/2017","language","n","n","n",66,Grupo A,,
1042,0,414,4,2,0,0,0,1,2571,4289,1647,16,"Dan confessed his secret to you","02/16/2017","language","n","n","n",2642,Grupo A,,
1043,0,414,4,3,0,1,0,1,217,1984,1837,31,"You bestowed the honor upon Art","02/16/2017","language","n","n","n",147,Grupo A,,
1044,0,414,4,4,1,1,0,1,208,1937,2109,27,"You slid Sally the cafeteria tray","02/16/2017","language","n","n","n",-172,Grupo A,,
1045,0,414,4,5,0,0,0,1,263,1489,1277,19,"Liz told you the story","02/16/2017","language","n","n","n",212,Grupo A,,
1046,0,414,4,6,0,1,0,1,181,2452,1579,37,"You offered Chris some writing tips","02/16/2017","language","n","n","n",873,Grupo A,,
1047,0,414,4,7,1,0,0,1,202,1815,1623,8,"Shawn shot you the rubber band","02/16/2017","language","n","n","n",192,Grupo A,,
1051,0,414,4,11,1,1,0,1,243,1789,1321,24,"You drove the car to Amber","02/16/2017","language","n","n","n",468,Grupo A,,
1061,0,414,4,21,1,0,0,1,231,1740,1473,10,"Your dad poured you some water","02/16/2017","language","n","n","n",267,Grupo A,,
1067,0,414,4,27,0,0,0,1,278,2702,1874,13,"Sara transmitted the orders to you","02/16/2017","language","n","n","n",828,Grupo A,,
1070,0,414,4,30,0,0,0,1,257,2436,1501,12,"Mike sold the land to you","02/16/2017","language","n","n","n",935,Grupo A,,
1082,0,414,4,42,0,1,0,1,383,2302,1639,33,"You dedicated the song to John","02/16/2017","language","n","n","n",663,Grupo A,,
1083,0,414,4,43,1,1,0,1,256,1759,1511,28,"You handed Courtney the notebook","02/16/2017","language","n","n","n",248,Grupo A,,
1090,0,414,4,50,1,0,0,1,297,1722,1347,9,"Mike rolled you the marble","02/16/2017","language","n","n","n",375,Grupo A,,
1103,0,414,4,63,1,1,0,1,220,2617,1681,21,"You delivered the Pizza to Andy","02/16/2017","language","n","n","n",936,Grupo A,,
1104,0,414,4,64,1,0,0,1,247,1840,1579,5,"Katie handed the puppy to you","02/16/2017","language","n","n","n",261,Grupo A,,
1110,0,414,4,70,0,0,0,1,200,2344,2138,15,"Anna transferred responsibility to you","02/16/2017","language","n","n","n",206,Grupo A,,
1114,0,414,4,74,0,1,0,1,200,1977,1390,34,"You sang Jenni a song","02/16/2017","language","n","n","n",587,Grupo A,,
1116,0,414,4,76,0,1,0,1,198,1998,1635,35,"You gave Jesse another chance","02/16/2017","language","n","n","n",363,Grupo A,,
1118,0,414,4,78,0,1,0,1,138,2378,1126,39,"You taught him a lesson","02/16/2017","language","n","n","n",1252,Grupo A,,
1123,0,415,1,3,1,1,0,1,322,2005,1724,37,"Ian received the complaint from you","07/03/2017","language","n","n","n",281,Grupo A,,
1124,0,415,1,4,1,0,0,1,355,1900,1022,19,"He taught you a lesson","07/03/2017","language","n","n","n",878,Grupo A,,
1125,0,415,1,5,1,0,0,1,239,2175,1698,15,"Jesse gave you another chance","07/03/2017","language","n","n","n",477,Grupo A,,
1126,0,415,1,6,1,0,0,1,236,2549,1390,18,"Your sister blew you a kiss","07/03/2017","language","n","n","n",1159,Grupo A,,
1131,0,415,1,11,1,1,0,1,339,1662,1270,38,"You paid Amanda tribute","07/03/2017","language","n","n","n",392,Grupo A,,
1135,0,415,1,15,1,1,0,1,338,1722,1371,32,"You sold the land to Mike","07/03/2017","language","n","n","n",351,Grupo A,,
1136,0,415,1,16,1,0,0,1,306,1610,1369,14,"Jenni sang you a song","07/03/2017","language","n","n","n",241,Grupo A,,
1139,0,415,1,19,0,0,0,1,329,2052,1489,3,"Jack kicked the football to you","07/03/2017","language","n","n","n",563,Grupo A,,
1147,0,415,1,27,1,1,0,1,271,1761,1407,40,"You sent your family regards","07/03/2017","language","n","n","n",354,Grupo A,,
1148,0,415,1,28,0,0,0,1,248,1721,1503,1,"Andy delivered the pizza to you","07/03/2017","language","n","n","n",218,Grupo A,,
1149,0,415,1,29,1,0,0,1,256,2184,1508,17,"Chris offered you some writing tips","07/03/2017","language","n","n","n",676,Grupo A,,
1150,0,415,1,30,0,0,0,1,160,3126,1926,7,"Sally slid you the cafeteria tray","07/03/2017","language","n","n","n",1200,Grupo A,,
1153,0,415,1,33,1,1,0,1,214,2746,1856,33,"You transmitted the orders to Sara","07/03/2017","language","n","n","n",890,Grupo A,,
1154,0,415,1,34,1,0,0,1,240,3165,1733,16,"Steve lavished you with praise","07/03/2017","language","n","n","n",1432,Grupo A,,
1156,0,415,1,36,0,1,0,1,302,1596,1186,26,"You threw Diane the pen","07/03/2017","language","n","n","n",410,Grupo A,,
1157,0,415,1,37,1,0,0,1,269,2003,1696,13,"John dedicated the song to you","07/03/2017","language","n","n","n",307,Grupo A,,
1161,0,415,1,41,0,0,0,1,213,1825,1534,2,"Helen awarded a medal to you","07/03/2017","language","n","n","n",291,Grupo A,,
1162,0,415,1,42,0,0,0,1,255,1600,1396,6,"Christine bought you ice cream","07/03/2017","language","n","n","n",204,Grupo A,,
1166,0,415,1,46,0,1,0,1,194,1988,1637,22,"You donated money to Vincent","07/03/2017","language","n","n","n",351,Grupo A,,
1168,0,415,1,48,1,1,0,1,289,2103,1310,39,"You told Liz the story","07/03/2017","language","n","n","n",793,Grupo A,,
1170,0,415,1,50,0,0,0,1,262,1837,1704,10,"Adam conveyed the message to you","07/03/2017","language","n","n","n",133,Grupo A,,
1172,0,415,1,52,0,1,0,1,207,1827,1567,25,"You handed the puppy to Katie","07/03/2017","language","n","n","n",260,Grupo A,,
1178,0,415,1,58,0,1,0,1,169,2159,1645,27,"You kicked Joe the soccer ball","07/03/2017","language","n","n","n",514,Grupo A,,
1181,0,415,1,61,1,1,0,1,285,2827,2065,34,"You radioed the message to the policeman","07/03/2017","language","n","n","n",762,Grupo A,,
1182,0,415,1,62,1,1,0,1,257,1827,1600,36,"You confessed your secret to Dan","07/03/2017","language","n","n","n",227,Grupo A,,
1185,0,415,1,65,0,1,0,1,183,2254,1634,24,"You entrusted the key to Jeff","07/03/2017","language","n","n","n",620,Grupo A,,
1189,0,415,1,69,0,0,0,1,211,2547,1559,8,"Courtney handed you the notebook","07/03/2017","language","n","n","n",988,Grupo A,,
1197,0,415,1,77,0,1,0,1,204,2480,1427,30,"You poured your dad some water","07/03/2017","language","n","n","n",1053,Grupo A,,
1199,0,415,1,79,1,0,0,1,248,2154,1746,12,"Tiana devoted her time to you","07/03/2017","language","n","n","n",408,Grupo A,,
1200,0,415,1,80,0,0,0,1,160,4119,1322,9,"Paul hit you the baseball","07/03/2017","language","n","n","n",2797,Grupo A,,
1204,0,416,2,4,0,0,0,1,220,2022,1733,16,"Steve lavished you with praise","02/27/2017","english knowledge","n","n","n",289,Grupo A,,
1209,0,416,2,9,0,1,0,1,190,1902,1600,36,"You confessed your secret to Dan","02/27/2017","english knowledge","n","n","n",302,Grupo A,,
1212,0,416,2,12,0,0,0,1,188,2086,1805,11,"Art bestowed the honor upon you","02/27/2017","english knowledge","n","n","n",281,Grupo A,,
1216,0,416,2,16,1,1,0,1,176,1684,1637,22,"You donated money to Vincent","02/27/2017","english knowledge","n","n","n",47,Grupo A,,
1218,0,416,2,18,0,0,0,1,215,1815,1369,14,"Jenni sang you a song","02/27/2017","english knowledge","n","n","n",446,Grupo A,,
1220,0,416,2,20,0,1,0,1,187,2163,2034,35,"You transferred responsibility to Anna","02/27/2017","english knowledge","n","n","n",129,Grupo A,,
1221,0,416,2,21,0,1,0,1,194,1631,1270,38,"You paid Amanda tribute","02/27/2017","english knowledge","n","n","n",361,Grupo A,,
1222,0,416,2,22,0,0,0,1,201,1383,1022,19,"He taught you a lesson","02/27/2017","english knowledge","n","n","n",361,Grupo A,,
1223,0,416,2,23,0,1,0,1,201,1584,1371,32,"You sold the land to Mike","02/27/2017","english knowledge","n","n","n",213,Grupo A,,
1231,0,416,2,31,1,1,0,1,222,1726,1567,25,"You handed the puppy to Katie","02/27/2017","english knowledge","n","n","n",159,Grupo A,,
1234,0,416,2,34,0,1,0,1,257,1588,1310,39,"You told Liz the story","02/27/2017","english knowledge","n","n","n",278,Grupo A,,
1236,0,416,2,36,1,0,0,1,238,1860,1704,10,"Adam conveyed the message to you","02/27/2017","english knowledge","n","n","n",156,Grupo A,,
1237,0,416,2,37,1,1,0,1,183,1647,1620,28,"You shot Shawn the rubber band","02/27/2017","english knowledge","n","n","n",27,Grupo A,,
1238,0,416,2,38,0,0,0,1,262,1791,1746,12,"Tiana devoted her time to you","02/27/2017","english knowledge","n","n","n",45,Grupo A,,
1240,0,416,2,40,1,1,0,1,296,1810,1427,30,"You poured your dad some water","02/27/2017","english knowledge","n","n","n",383,Grupo A,,
1241,0,416,2,41,1,0,0,1,223,1742,1503,1,"Andy delivered the pizza to you","02/27/2017","english knowledge","n","n","n",239,Grupo A,,
1242,0,416,2,42,1,0,0,1,240,2781,1534,2,"Helen awarded a medal to you","02/27/2017","english knowledge","n","n","n",1247,Grupo A,,
1250,0,416,2,50,0,0,0,1,235,1897,1508,17,"Chris offered you some writing tips","02/27/2017","english knowledge","n","n","n",389,Grupo A,,
1252,0,416,2,52,0,1,0,1,221,2502,2065,34,"You radioed the message to the policeman","02/27/2017","english knowledge","n","n","n",437,Grupo A,,
1253,0,416,2,53,1,0,0,1,256,1951,1433,4,"Amber drove the car to you","02/27/2017","english knowledge","n","n","n",518,Grupo A,,
1254,0,416,2,54,1,1,0,1,251,1901,1634,24,"You entrusted the key to Jeff","02/27/2017","english knowledge","n","n","n",267,Grupo A,,
1258,0,416,2,58,0,0,0,1,259,1590,1696,13,"John dedicated the song to you","02/27/2017","english knowledge","n","n","n",-106,Grupo A,,
1259,0,416,2,59,0,0,0,1,268,1918,1472,20,"Andy pitched you the idea","02/27/2017","english knowledge","n","n","n",446,Grupo A,,
1262,0,416,2,62,1,0,0,1,245,1643,1322,9,"Paul hit you the baseball","02/27/2017","english knowledge","n","n","n",321,Grupo A,,
1264,0,416,2,64,0,1,0,1,314,1897,1724,37,"Ian received the complaint from you","02/27/2017","english knowledge","n","n","n",173,Grupo A,,
1265,0,416,2,65,1,1,0,1,284,2212,1645,27,"You kicked Joe the soccer ball","02/27/2017","english knowledge","n","n","n",567,Grupo A,,
1269,0,416,2,69,1,0,0,1,268,1808,1559,8,"Courtney handed you the notebook","02/27/2017","english knowledge","n","n","n",249,Grupo A,,
1272,0,416,2,72,0,0,0,1,296,1670,1698,15,"Jesse gave you another chance","02/27/2017","english knowledge","n","n","n",-28,Grupo A,,
1273,0,416,2,73,1,0,0,1,226,2561,1926,7,"Sally slid you the cafeteria tray","02/27/2017","english knowledge","n","n","n",635,Grupo A,,
1275,0,416,2,75,1,1,0,1,275,1643,1186,26,"You threw Diane the pen","02/27/2017","english knowledge","n","n","n",457,Grupo A,,
1277,0,416,2,77,0,1,0,1,299,1994,1856,33,"You transmitted the orders to Sara","02/27/2017","english knowledge","n","n","n",138,Grupo A,,
1278,0,416,2,78,1,0,0,1,256,1556,1396,6,"Christine bought you ice cream","02/27/2017","english knowledge","n","n","n",160,Grupo A,,
1279,0,416,2,79,0,1,0,1,283,1663,1407,40,"You sent your family regards","02/27/2017","english knowledge","n","n","n",256,Grupo A,,
1282,0,417,4,2,0,1,0,1,347,1823,1390,34,"You sang Jenni a song","02/28/2017","language","y","y","n",433,Grupo B,,
1285,0,417,4,5,0,1,0,1,216,1523,1126,39,"You taught him a lesson","02/28/2017","language","y","y","n",397,Grupo B,,
1286,0,417,4,6,0,0,0,1,200,1998,1647,16,"Dan confessed his secret to you","02/28/2017","language","y","y","n",351,Grupo B,,
1287,0,417,4,7,1,0,0,1,177,1813,1460,3,"Mark dealt the cards to you","02/28/2017","language","y","y","n",353,Grupo B,,
1288,0,417,4,8,0,0,0,1,513,1553,1277,19,"Liz told you the story","02/28/2017","language","y","y","n",276,Grupo B,,
1290,0,417,4,10,0,0,0,1,238,1976,1724,17,"You received the complaint from Ian","02/28/2017","language","y","y","n",252,Grupo B,,
1293,0,417,4,13,1,0,0,1,183,1867,1523,7,"Joe kicked you the soccer ball","02/28/2017","language","y","y","n",344,Grupo B,,
1294,0,417,4,14,1,1,0,1,220,1995,1744,30,"You conveyed the message to Adam","02/28/2017","language","y","y","n",251,Grupo B,,
1295,0,417,4,15,1,1,0,1,314,1790,1321,24,"You drove the car to Amber","02/28/2017","language","y","y","n",469,Grupo B,,
1301,0,417,4,21,1,1,0,1,228,1877,1439,26,"You bought Christine ice cream","02/28/2017","language","y","y","n",438,Grupo B,,
1304,0,417,4,24,1,1,0,1,228,2148,1511,28,"You handed Courtney the notebook","02/28/2017","language","y","y","n",637,Grupo B,,
1305,0,417,4,25,1,1,0,1,204,2496,1485,22,"You awarded a medal to Helen","02/28/2017","language","y","y","n",1011,Grupo B,,
1307,0,417,4,27,1,0,0,1,206,2144,1579,5,"Katie handed the puppy to you","02/28/2017","language","y","y","n",565,Grupo B,,
1313,0,417,4,33,0,1,0,1,655,2565,1639,33,"You dedicated the song to John","02/28/2017","language","y","y","n",926,Grupo B,,
1318,0,417,4,38,0,1,0,1,333,2134,1635,35,"You gave Jesse another chance","02/28/2017","language","y","y","n",499,Grupo B,,
1319,0,417,4,39,1,1,0,1,274,2891,1293,29,"You hit Paul the baseball","02/28/2017","language","y","y","n",1598,Grupo B,,
1321,0,417,4,41,0,1,0,1,350,2812,1796,36,"You lavished Steve with praise","02/28/2017","language","y","y","n",1016,Grupo B,,
1325,0,417,4,45,0,0,0,1,350,2675,2184,14,"The policeman radioed the message to you","02/28/2017","language","y","y","n",491,Grupo B,,
1327,0,417,4,47,0,1,0,1,367,2434,1647,32,"You devoted your time to Tiana","02/28/2017","language","y","y","n",787,Grupo B,,
1328,0,417,4,48,1,1,0,1,300,2271,1746,25,"You dispensed the rations to Kelly","02/28/2017","language","y","y","n",525,Grupo B,,
1329,0,417,4,49,1,0,0,1,258,2437,1347,9,"Mike rolled you the marble","02/28/2017","language","y","y","n",1090,Grupo B,,
1332,0,417,4,52,1,0,0,1,228,2457,1684,2,"Vincent donated money to you","02/28/2017","language","y","y","n",773,Grupo B,,
1334,0,417,4,54,0,0,0,1,289,2211,1501,12,"Mike sold the land to you","02/28/2017","language","y","y","n",710,Grupo B,,
1335,0,417,4,55,0,0,0,1,339,2736,2138,15,"Anna transferred responsibility to you","02/28/2017","language","y","y","n",598,Grupo B,,
1340,0,417,4,60,1,0,0,1,275,2140,1693,4,"Jeff entrusted the key to you","02/28/2017","language","y","y","n",447,Grupo B,,
1348,0,417,4,68,0,1,0,1,236,3146,1579,37,"You offered Chris some writing tips","02/28/2017","language","y","y","n",1567,Grupo B,,
1352,0,417,4,72,0,0,0,1,331,2004,1304,18,"Amanda paid you tribute","02/28/2017","language","y","y","n",700,Grupo B,,
1353,0,417,4,73,0,1,0,1,275,2702,1837,31,"You bestowed the honor upon Art","02/28/2017","language","y","y","n",865,Grupo B,,
1354,0,417,4,74,1,1,0,1,257,2166,1681,21,"You delivered the Pizza to Andy","02/28/2017","language","y","y","n",485,Grupo B,,
1357,0,417,4,77,0,0,0,1,222,2651,1371,20,"Your family sent you regards","02/28/2017","language","y","y","n",1280,Grupo B,,
1364,0,418,2,4,1,1,0,1,305,2171,1620,28,"You shot Shawn the rubber band","03/06/2017","listening","n","n","n",551,Grupo A,,
1365,0,418,2,5,1,0,0,1,314,1898,1433,4,"Amber drove the car to you","03/06/2017","listening","n","n","n",465,Grupo A,,
1366,0,418,2,6,0,0,0,1,381,2019,1472,20,"Andy pitched you the idea","03/06/2017","listening","n","n","n",547,Grupo A,,
1368,0,418,2,8,0,1,0,1,284,2208,1856,33,"You transmitted the orders to Sara","03/06/2017","listening","n","n","n",352,Grupo A,,
1371,0,418,2,11,0,1,0,1,380,2438,2034,35,"You transferred responsibility to Anna","03/06/2017","listening","n","n","n",404,Grupo A,,
1372,0,418,2,12,0,1,0,1,299,1978,1371,32,"You sold the land to Mike","03/06/2017","listening","n","n","n",607,Grupo A,,
1382,0,418,2,22,1,1,0,1,232,1919,1634,24,"You entrusted the key to Jeff","03/06/2017","listening","n","n","n",285,Grupo A,,
1384,0,418,2,24,0,0,0,1,487,1725,1390,18,"Your sister blew you a kiss","03/06/2017","listening","n","n","n",335,Grupo A,,
1388,0,418,2,28,0,0,0,1,396,1991,1508,17,"Chris offered you some writing tips","03/06/2017","listening","n","n","n",483,Grupo A,,
1394,0,418,2,34,0,0,0,1,290,1906,1696,13,"John dedicated the song to you","03/06/2017","listening","n","n","n",210,Grupo A,,
1395,0,418,2,35,0,1,0,1,311,1599,1270,38,"You paid Amanda tribute","03/06/2017","listening","n","n","n",329,Grupo A,,
1399,0,418,2,39,0,0,0,1,927,2165,1733,16,"Steve lavished you with praise","03/06/2017","listening","n","n","n",432,Grupo A,,
1402,0,418,2,42,1,1,0,1,337,1789,1427,30,"You poured your dad some water","03/06/2017","listening","n","n","n",362,Grupo A,,
1405,0,418,2,45,1,0,0,1,295,2210,1489,3,"Jack kicked the football to you","03/06/2017","listening","n","n","n",721,Grupo A,,
1407,0,418,2,47,0,0,0,1,370,1598,1698,15,"Jesse gave you another chance","03/06/2017","listening","n","n","n",-100,Grupo A,,
1410,0,418,2,50,0,0,0,1,392,1442,1022,19,"He taught you a lesson","03/06/2017","listening","n","n","n",420,Grupo A,,
1412,0,418,2,52,0,1,0,1,409,1671,1407,40,"You sent your family regards","03/06/2017","listening","n","n","n",264,Grupo A,,
1413,0,418,2,53,1,1,0,1,386,1682,1186,26,"You threw Diane the pen","03/06/2017","listening","n","n","n",496,Grupo A,,
1414,0,418,2,54,0,0,0,1,734,2015,1746,12,"Tiana devoted her time to you","03/06/2017","listening","n","n","n",269,Grupo A,,
1416,0,418,2,56,0,1,0,1,311,2594,1724,37,"Ian received the complaint from you","03/06/2017","listening","n","n","n",870,Grupo A,,
1417,0,418,2,57,1,0,0,1,297,1811,1503,1,"Andy delivered the pizza to you","03/06/2017","listening","n","n","n",308,Grupo A,,
1418,0,418,2,58,1,0,0,1,391,1975,1559,8,"Courtney handed you the notebook","03/06/2017","listening","n","n","n",416,Grupo A,,
1421,0,418,2,61,0,1,0,1,349,2127,1310,39,"You told Liz the story","03/06/2017","listening","n","n","n",817,Grupo A,,
1422,0,418,2,62,0,1,0,1,1103,1662,1182,31,"You slipped Heather a note","03/06/2017","listening","n","n","n",480,Grupo A,,
1425,0,418,2,65,0,0,0,1,404,1807,1369,14,"Jenni sang you a song","03/06/2017","listening","n","n","n",438,Grupo A,,
1427,0,418,2,67,1,1,0,1,282,2209,1567,25,"You handed the puppy to Katie","03/06/2017","listening","n","n","n",642,Grupo A,,
1429,0,418,2,69,1,0,0,1,328,2777,1926,7,"Sally slid you the cafeteria tray","03/06/2017","listening","n","n","n",851,Grupo A,,
1434,0,418,2,74,1,0,0,1,266,1775,1396,6,"Christine bought you ice cream","03/06/2017","listening","n","n","n",379,Grupo A,,
1435,0,418,2,75,1,0,0,1,302,1671,1322,9,"Paul hit you the baseball","03/06/2017","listening","n","n","n",349,Grupo A,,
1438,0,418,2,78,1,0,0,1,360,2323,1704,10,"Adam conveyed the message to you","03/06/2017","listening","n","n","n",619,Grupo A,,
1448,0,419,1,8,0,0,0,1,348,1957,1704,10,"Adam conveyed the message to you","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",253,Grupo A,,
1449,0,419,1,9,1,0,0,1,342,1962,1696,13,"John dedicated the song to you","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",266,Grupo A,,
1451,0,419,1,11,1,1,0,1,290,2369,2065,34,"You radioed the message to the policeman","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",304,Grupo A,,
1452,0,419,1,12,0,1,0,1,352,1900,1645,27,"You kicked Joe the soccer ball","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",255,Grupo A,,
1454,0,419,1,14,0,1,0,1,334,1930,1634,24,"You entrusted the key to Jeff","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",296,Grupo A,,
1456,0,419,1,16,0,0,0,1,316,1800,1396,6,"Christine bought you ice cream","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",404,Grupo A,,
1457,0,419,1,17,1,0,0,1,281,1781,1472,20,"Andy pitched you the idea","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",309,Grupo A,,
1460,0,419,1,20,1,1,0,1,262,2462,2034,35,"You transferred responsibility to Anna","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",428,Grupo A,,
1472,0,419,1,32,1,0,0,1,347,1616,1698,15,"Jesse gave you another chance","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",-82,Grupo A,,
1473,0,419,1,33,1,0,0,1,363,1475,1022,19,"He taught you a lesson","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",453,Grupo A,,
1476,0,419,1,36,1,1,0,1,169,1984,1371,32,"You sold the land to Mike","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",613,Grupo A,,
1480,0,419,1,40,1,1,0,1,204,2731,1724,37,"Ian received the complaint from you","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",1007,Grupo A,,
1481,0,419,1,41,1,0,0,1,246,1895,1390,18,"Your sister blew you a kiss","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",505,Grupo A,,
1484,0,419,1,44,0,1,0,1,307,2427,1637,22,"You donated money to Vincent","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",790,Grupo A,,
1492,0,419,1,52,0,0,0,1,310,1770,1559,8,"Courtney handed you the notebook","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",211,Grupo A,,
1494,0,419,1,54,0,0,0,1,304,1696,1503,1,"Andy delivered the pizza to you","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",193,Grupo A,,
1495,0,419,1,55,1,1,0,1,311,1742,1407,40,"You sent your family regards","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",335,Grupo A,,
1496,0,419,1,56,1,0,0,1,292,1940,1746,12,"Tiana devoted her time to you","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",194,Grupo A,,
1500,0,419,1,60,1,0,0,1,282,1821,1508,17,"Chris offered you some writing tips","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",313,Grupo A,,
1502,0,419,1,62,0,1,0,1,259,1949,1186,26,"You threw Diane the pen","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",763,Grupo A,,
