"count","ptCnt","ptid","List","TrialNum","CueDirection","SentenceDirection","StimulusType","Accuracy","MoveTime","LiftOffLatency","SentDur","ItemNumber","SentenceStimulus","Date","PostQ1","PostQ2","PostQ3","PostQ4","liftOffDiff",Grupo,,
3919,0,449,4,79,0,0,0,1,267,1555,1002,11,"Heather slipped you a note","07/18/2017","language comprehension","y","y","y",553,Grupo A,,
3922,0,450,1,2,1,1,0,1,383,2755,1856,33,"You transmitted the orders to Sara","06/23/2017","Grammar and comprehension","y","y","y",899,Grupo B,,
3927,0,450,1,7,1,1,0,1,291,2646,1724,37,"Ian received the complaint from you","06/23/2017","Grammar and comprehension","y","y","y",922,Grupo B,,
3930,0,450,1,10,1,1,0,1,317,3367,2034,35,"You transferred responsibility to Anna","06/23/2017","Grammar and comprehension","y","y","y",1333,Grupo B,,
3931,0,450,1,11,1,1,0,1,370,2654,1407,40,"You sent your family regards","06/23/2017","Grammar and comprehension","y","y","y",1247,Grupo B,,
3935,0,450,1,15,1,0,0,1,253,2378,1022,19,"He taught you a lesson","06/23/2017","Grammar and comprehension","y","y","y",1356,Grupo B,,
3936,0,450,1,16,1,0,0,1,252,2694,1698,15,"Jesse gave you another chance","06/23/2017","Grammar and comprehension","y","y","y",996,Grupo B,,
3939,0,450,1,19,0,0,0,1,232,2297,1503,1,"Andy delivered the pizza to you","06/23/2017","Grammar and comprehension","y","y","y",794,Grupo B,,
3941,0,450,1,21,1,1,0,1,364,1814,1371,32,"You sold the land to Mike","06/23/2017","Grammar and comprehension","y","y","y",443,Grupo B,,
3943,0,450,1,23,0,1,0,1,457,3069,1364,29,"You rolled Mike the marble","06/23/2017","Grammar and comprehension","y","y","y",1705,Grupo B,,
3944,0,450,1,24,1,1,0,1,427,1930,1310,39,"You told Liz the story","06/23/2017","Grammar and comprehension","y","y","y",620,Grupo B,,
3947,0,450,1,27,0,1,0,1,371,2170,1637,22,"You donated money to Vincent","06/23/2017","Grammar and comprehension","y","y","y",533,Grupo B,,
3951,0,450,1,31,1,0,0,1,287,2315,1508,17,"Chris offered you some writing tips","06/23/2017","Grammar and comprehension","y","y","y",807,Grupo B,,
3959,0,450,1,39,0,1,0,1,589,2782,1567,25,"You handed the puppy to Katie","06/23/2017","Grammar and comprehension","y","y","y",1215,Grupo B,,
3960,0,450,1,40,0,0,0,1,443,2369,1396,6,"Christine bought you ice cream","06/23/2017","Grammar and comprehension","y","y","y",973,Grupo B,,
3961,0,450,1,41,0,0,0,1,379,2978,1433,4,"Amber drove the car to you","06/23/2017","Grammar and comprehension","y","y","y",1545,Grupo B,,
3964,0,450,1,44,1,0,0,1,442,2198,1390,18,"Your sister blew you a kiss","06/23/2017","Grammar and comprehension","y","y","y",808,Grupo B,,
3967,0,450,1,47,1,0,0,1,427,2237,1369,14,"Jenni sang you a song","06/23/2017","Grammar and comprehension","y","y","y",868,Grupo B,,
3972,0,450,1,52,0,0,0,1,394,1878,1559,8,"Courtney handed you the notebook","06/23/2017","Grammar and comprehension","y","y","y",319,Grupo B,,
3974,0,450,1,54,1,0,0,1,341,2211,1696,13,"John dedicated the song to you","06/23/2017","Grammar and comprehension","y","y","y",515,Grupo B,,
3977,0,450,1,57,0,0,0,1,294,3253,1489,3,"Jack kicked the football to you","06/23/2017","Grammar and comprehension","y","y","y",1764,Grupo B,,
3987,0,450,1,67,0,0,0,1,467,3392,1704,10,"Adam conveyed the message to you","06/23/2017","Grammar and comprehension","y","y","y",1688,Grupo B,,
3989,0,450,1,69,1,0,0,1,445,2063,1746,12,"Tiana devoted her time to you","06/23/2017","Grammar and comprehension","y","y","y",317,Grupo B,,
3995,0,450,1,75,1,1,0,1,489,3113,1270,38,"You paid Amanda tribute","06/23/2017","Grammar and comprehension","y","y","y",1843,Grupo B,,
4006,0,451,3,6,1,0,0,1,378,2526,1501,12,"Mike sold the land to you","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1025,Grupo B,,
4009,0,451,3,9,0,1,0,1,484,2707,1439,26,"You bought Christine ice cream","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1268,Grupo B,,
4012,0,451,3,12,1,1,0,1,426,2470,1307,38,"You blew your sister a kiss","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1163,Grupo B,,
4015,0,451,3,15,0,1,0,1,468,2372,1483,23,"You kicked the football to Jack","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",889,Grupo B,,
4019,0,451,3,19,0,0,0,1,462,3571,1523,7,"Joe kicked you the soccer ball","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",2048,Grupo B,,
4020,0,451,3,20,0,1,0,1,392,2862,1744,30,"You conveyed the message to Adam","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1118,Grupo B,,
4021,0,451,3,21,1,0,0,1,408,2233,1371,20,"Your family sent you regards","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",862,Grupo B,,
4022,0,451,3,22,1,0,0,1,347,2900,1874,13,"Sara transmitted the orders to you","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1026,Grupo B,,
4023,0,451,3,23,0,0,0,1,394,2676,1347,9,"Mike rolled you the marble","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1329,Grupo B,,
4026,0,451,3,26,1,1,0,1,258,3066,1390,34,"You sang Jenni a song","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1676,Grupo B,,
4031,0,451,3,31,1,1,0,1,374,2937,1579,37,"You offered Chris some writing tips","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1358,Grupo B,,
4040,0,451,3,40,0,0,0,1,519,2764,1579,5,"Katie handed the puppy to you","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1185,Grupo B,,
4041,0,451,3,41,0,0,0,1,466,2363,1646,1,"Alex forked over the cash to you","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",717,Grupo B,,
4043,0,451,3,43,0,0,0,1,670,2537,1693,4,"Jeff entrusted the key to you","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",844,Grupo B,,
4045,0,451,3,45,1,0,0,1,276,2988,2138,15,"Anna transferred responsibility to you","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",850,Grupo B,,
4048,0,451,3,48,0,1,0,1,378,2151,1746,25,"You dispensed the rations to Kelly","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",405,Grupo B,,
4049,0,451,3,49,1,0,0,1,327,1842,1277,19,"Liz told you the story","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",565,Grupo B,,
4052,0,451,3,52,0,0,0,1,375,2308,1233,6,"Diane threw you the pen","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1075,Grupo B,,
4055,0,451,3,55,0,0,0,1,309,2302,1460,3,"Mark dealt the cards to you","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",842,Grupo B,,
4058,0,451,3,58,1,1,0,1,281,1772,1126,39,"You taught him a lesson","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",646,Grupo B,,
4061,0,451,3,61,1,1,0,1,292,2591,1635,35,"You gave Jesse another chance","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",956,Grupo B,,
4062,0,451,3,62,1,1,0,1,299,2100,1639,33,"You dedicated the song to John","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",461,Grupo B,,
4068,0,451,3,68,0,0,0,1,376,3248,1684,2,"Vincent donated money to you","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1564,Grupo B,,
4074,0,451,3,74,0,1,0,1,346,1856,1681,21,"You delivered the Pizza to Andy","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",175,Grupo B,,
4076,0,451,3,76,0,0,0,1,445,2828,1473,10,"Your dad poured you some water","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1355,Grupo B,,
4078,0,451,3,78,0,1,0,1,324,3265,1511,28,"You handed Courtney the notebook","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1754,Grupo B,,
4079,0,451,3,79,1,1,0,1,347,2055,1647,32,"You devoted your time to Tiana","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",408,Grupo B,,
4083,0,452,2,3,0,1,0,1,474,2727,2034,35,"You transferred responsibility to Anna","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",693,Grupo A,,
4086,0,452,2,6,0,0,0,1,507,1967,1390,18,"Your sister blew you a kiss","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",577,Grupo A,,
4087,0,452,2,7,1,0,0,1,532,1978,1489,3,"Jack kicked the football to you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",489,Grupo A,,
4088,0,452,2,8,1,0,0,1,553,2832,1875,5,"Kelly dispensed the rations to you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",957,Grupo A,,
4090,0,452,2,10,0,1,0,1,487,2189,1182,31,"You slipped Heather a note","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",1007,Grupo A,,
4091,0,452,2,11,0,1,0,1,476,2024,1270,38,"You paid Amanda tribute","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",754,Grupo A,,
4092,0,452,2,12,0,1,0,1,1104,2378,1600,36,"You confessed your secret to Dan","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",778,Grupo A,,
4094,0,452,2,14,1,1,0,1,397,2481,1364,29,"You rolled Mike the marble","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",1117,Grupo A,,
4096,0,452,2,16,1,1,0,1,346,2628,1427,30,"You poured your dad some water","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",1201,Grupo A,,
4100,0,452,2,20,1,0,0,1,466,2010,1559,8,"Courtney handed you the notebook","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",451,Grupo A,,
4103,0,452,2,23,1,0,0,1,1290,2746,1704,10,"Adam conveyed the message to you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",1042,Grupo A,,
4105,0,452,2,25,1,0,0,1,343,2402,1534,2,"Helen awarded a medal to you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",868,Grupo A,,
4107,0,452,2,27,0,0,0,1,484,1794,1369,14,"Jenni sang you a song","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",425,Grupo A,,
4108,0,452,2,28,0,1,0,1,500,2304,1856,33,"You transmitted the orders to Sara","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",448,Grupo A,,
4110,0,452,2,30,1,1,0,1,491,1858,1637,22,"You donated money to Vincent","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",221,Grupo A,,
4111,0,452,2,31,1,1,0,1,445,2720,1634,24,"You entrusted the key to Jeff","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",1086,Grupo A,,
4113,0,452,2,33,1,1,0,1,697,2228,1422,23,"You dealt the cards to Mark","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",806,Grupo A,,
4114,0,452,2,34,1,0,0,1,521,2109,1503,1,"Andy delivered the pizza to you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",606,Grupo A,,
4115,0,452,2,35,0,1,0,1,731,2254,1724,37,"Ian received the complaint from you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",530,Grupo A,,
4117,0,452,2,37,0,0,0,1,494,2068,1696,13,"John dedicated the song to you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",372,Grupo A,,
4119,0,452,2,39,0,0,0,1,811,2304,1805,11,"Art bestowed the honor upon you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",499,Grupo A,,
4122,0,452,2,42,1,1,0,1,523,2273,1620,28,"You shot Shawn the rubber band","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",653,Grupo A,,
4123,0,452,2,43,0,0,0,1,488,2234,1746,12,"Tiana devoted her time to you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",488,Grupo A,,
4126,0,452,2,46,0,0,0,1,573,1830,1472,20,"Andy pitched you the idea","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",358,Grupo A,,
4130,0,452,2,50,1,0,0,1,567,2246,1322,9,"Paul hit you the baseball","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",924,Grupo A,,
4140,0,452,2,60,0,0,0,1,438,1698,1022,19,"He taught you a lesson","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",676,Grupo A,,
4141,0,452,2,61,0,1,0,1,546,2641,2065,34,"You radioed the message to the policeman","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",576,Grupo A,,
4142,0,452,2,62,1,0,0,1,479,2256,1433,4,"Amber drove the car to you","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",823,Grupo A,,
4147,0,452,2,67,0,1,0,1,545,1889,1310,39,"You told Liz the story","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",579,Grupo A,,
4148,0,452,2,68,0,1,0,1,628,1774,1371,32,"You sold the land to Mike","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",403,Grupo A,,
4151,0,452,2,71,1,0,0,1,422,2868,1926,7,"Sally slid you the cafeteria tray","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",942,Grupo A,,
4154,0,452,2,74,0,0,0,1,506,1731,1698,15,"Jesse gave you another chance","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",33,Grupo A,,
4159,0,452,2,79,1,0,0,1,423,2174,1396,6,"Christine bought you ice cream","06/26/2017","I THINK IT WAS ABOUT GRAMMAR AND COMPREHESION","n","y","y",778,Grupo A,,
4168,0,453,1,8,0,0,0,1,410,1976,1433,4,"Amber drove the car to you","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",543,Grupo B,,
4170,0,453,1,10,1,0,0,1,365,2083,1696,13,"John dedicated the song to you","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",387,Grupo B,,
4174,0,453,1,14,1,1,0,1,372,2708,1182,31,"You slipped Heather a note","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",1526,Grupo B,,
4176,0,453,1,16,1,1,0,1,338,2305,1407,40,"You sent your family regards","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",898,Grupo B,,
4179,0,453,1,19,1,0,0,1,366,2363,1390,18,"Your sister blew you a kiss","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",973,Grupo B,,
4183,0,453,1,23,1,1,0,1,523,2517,2065,34,"You radioed the message to the policeman","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",452,Grupo B,,
4193,0,453,1,33,0,1,0,1,383,2705,1645,27,"You kicked Joe the soccer ball","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",1060,Grupo B,,
4198,0,453,1,38,1,0,0,1,344,2537,1746,12,"Tiana devoted her time to you","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",791,Grupo B,,
4205,0,453,1,45,1,1,0,1,352,2827,1270,38,"You paid Amanda tribute","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",1557,Grupo B,,
4208,0,453,1,48,1,1,0,1,365,2624,2034,35,"You transferred responsibility to Anna","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",590,Grupo B,,
4211,0,453,1,51,0,1,0,1,330,4285,1364,29,"You rolled Mike the marble","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",2921,Grupo B,,
4212,0,453,1,52,0,0,0,1,431,2314,1396,6,"Christine bought you ice cream","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",918,Grupo B,,
4216,0,453,1,56,1,1,0,1,336,2444,1371,32,"You sold the land to Mike","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",1073,Grupo B,,
4222,0,453,1,62,0,0,0,1,1119,2635,1875,5,"Kelly dispensed the rations to you","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",760,Grupo B,,
4229,0,453,1,69,1,0,0,1,186,1930,1369,14,"Jenni sang you a song","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",561,Grupo B,,
4233,0,453,1,73,1,1,0,1,274,2122,1856,33,"You transmitted the orders to Sara","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",266,Grupo B,,
4239,0,453,1,79,1,0,0,1,297,2052,1022,19,"He taught you a lesson","06/26/2017","ATTENTION AND GRAMMATICAL COMPREHENSION","y","y","y",1030,Grupo B,,
4244,0,454,4,4,1,1,0,1,480,2228,1321,24,"You drove the car to Amber","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,907,Grupo A,"y","y"
4250,0,454,4,10,0,1,0,1,378,1832,1126,39,"You taught him a lesson","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,706,Grupo A,"y","y"
4254,0,454,4,14,0,1,0,1,720,2054,1390,34,"You sang Jenni a song","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,664,Grupo A,"y","y"
4256,0,454,4,16,0,0,0,1,385,2650,1647,16,"Dan confessed his secret to you","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,1003,Grupo A,"y","y"
4258,0,454,4,18,1,1,0,1,472,2899,1483,23,"You kicked the football to Jack","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,1416,Grupo A,"y","y"
4260,0,454,4,20,0,0,0,1,1003,2468,1874,13,"Sara transmitted the orders to you","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,594,Grupo A,"y","y"
4261,0,454,4,21,1,0,0,1,290,2007,1579,5,"Katie handed the puppy to you","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,428,Grupo A,"y","y"
4266,0,454,4,26,0,0,0,1,250,2510,2138,15,"Anna transferred responsibility to you","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,372,Grupo A,"y","y"
4267,0,454,4,27,1,0,0,1,314,1757,1693,4,"Jeff entrusted the key to you","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,64,Grupo A,"y","y"
4268,0,454,4,28,0,0,0,1,249,1995,1724,17,"You received the complaint from Ian","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,271,Grupo A,"y","y"
4276,0,454,4,36,1,0,0,1,300,2251,1684,2,"Vincent donated money to you","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,567,Grupo A,"y","y"
4277,0,454,4,37,1,0,0,1,370,1492,1233,6,"Diane threw you the pen","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,259,Grupo A,"y","y"
4279,0,454,4,39,1,1,0,1,288,1630,1439,26,"You bought Christine ice cream","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,191,Grupo A,"y","y"
4280,0,454,4,40,1,0,0,1,249,1621,1523,7,"Joe kicked you the soccer ball","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,98,Grupo A,"y","y"
4282,0,454,4,42,0,1,0,1,309,1931,1307,38,"You blew your sister a kiss","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,624,Grupo A,"y","y"
4287,0,454,4,47,0,0,0,1,319,3014,2184,14,"The policeman radioed the message to you","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,830,Grupo A,"y","y"
4292,0,454,4,52,0,0,0,1,267,1795,1371,20,"Your family sent you regards","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,424,Grupo A,"y","y"
4298,0,454,4,58,1,0,0,1,253,1830,1473,10,"Your dad poured you some water","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,357,Grupo A,"y","y"
4299,0,454,4,59,0,0,0,1,257,1476,1002,11,"Heather slipped you a note","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,474,Grupo A,"y","y"
4301,0,454,4,61,0,1,0,1,308,1996,1639,33,"You dedicated the song to John","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,357,Grupo A,"y","y"
4304,0,454,4,64,1,1,0,1,278,1985,1293,29,"You hit Paul the baseball","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,692,Grupo A,"y","y"
4308,0,454,4,68,1,1,0,1,315,2036,1681,21,"You delivered the Pizza to Andy","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,355,Grupo A,"y","y"
4309,0,454,4,69,0,1,0,1,315,1917,1635,35,"You gave Jesse another chance","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,282,Grupo A,"y","y"
4310,0,454,4,70,0,0,0,1,186,1533,1277,19,"Liz told you the story","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,256,Grupo A,"y","y"
4316,0,454,4,76,1,1,0,1,261,1829,1511,28,"You handed Courtney the notebook","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,318,Grupo A,"y","y"
4317,0,454,4,77,0,1,0,1,326,2383,1647,32,"You devoted your time to Tiana","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,736,Grupo A,"y","y"
4318,0,454,4,78,0,1,0,1,244,2874,1579,37,"You offered Chris some writing tips","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,1295,Grupo A,"y","y"
4319,0,454,4,79,0,0,0,1,330,2405,1501,12,"Mike sold the land to you","06/26/2017","mixed instructions{,} ejecutive functions{,} language{,} attention{,904,Grupo A,"y","y"
4324,0,455,3,4,1,0,0,1,299,1618,1277,19,"Liz told you the story","06/26/2017",NA,"y","n","n",341,Grupo A,,
4325,0,455,3,5,1,1,0,1,267,2305,1635,35,"You gave Jesse another chance","06/26/2017",NA,"y","n","n",670,Grupo A,,
4326,0,455,3,6,1,1,0,1,324,2139,1307,38,"You blew your sister a kiss","06/26/2017",NA,"y","n","n",832,Grupo A,,
4330,0,455,3,10,0,0,0,1,513,2251,1523,7,"Joe kicked you the soccer ball","06/26/2017",NA,"y","n","n",728,Grupo A,,
4336,0,455,3,16,0,1,0,1,222,2687,1681,21,"You delivered the Pizza to Andy","06/26/2017",NA,"y","n","n",1006,Grupo A,,
4337,0,455,3,17,1,0,0,1,346,1721,1304,18,"Amanda paid you tribute","06/26/2017",NA,"y","n","n",417,Grupo A,,
4341,0,455,3,21,0,1,0,1,199,2521,1744,30,"You conveyed the message to Adam","06/26/2017",NA,"y","n","n",777,Grupo A,,
4347,0,455,3,27,1,1,0,1,360,1922,1507,40,"You pitched Andy the idea","06/26/2017",NA,"y","n","n",415,Grupo A,,
4358,0,455,3,38,1,1,0,1,357,2440,1647,32,"You devoted your time to Tiana","06/26/2017",NA,"y","n","n",793,Grupo A,,
4361,0,455,3,41,1,1,0,1,341,1961,1579,37,"You offered Chris some writing tips","06/26/2017",NA,"y","n","n",382,Grupo A,,
4362,0,455,3,42,0,1,0,1,202,2252,1511,28,"You handed Courtney the notebook","06/26/2017",NA,"y","n","n",741,Grupo A,,
4363,0,455,3,43,1,0,0,1,346,2534,2184,14,"The policeman radioed the message to you","06/26/2017",NA,"y","n","n",350,Grupo A,,
4364,0,455,3,44,0,1,0,1,240,2737,1746,25,"You dispensed the rations to Kelly","06/26/2017",NA,"y","n","n",991,Grupo A,,
4366,0,455,3,46,0,0,0,1,424,2158,1693,4,"Jeff entrusted the key to you","06/26/2017",NA,"y","n","n",465,Grupo A,,
4367,0,455,3,47,0,1,0,1,146,2082,1293,29,"You hit Paul the baseball","06/26/2017",NA,"y","n","n",789,Grupo A,,
4372,0,455,3,52,1,0,0,1,433,1916,1647,16,"Dan confessed his secret to you","06/26/2017",NA,"y","n","n",269,Grupo A,,
4373,0,455,3,53,1,1,0,1,739,2099,1390,34,"You sang Jenni a song","06/26/2017",NA,"y","n","n",709,Grupo A,,
4374,0,455,3,54,0,0,0,1,148,1844,1623,8,"Shawn shot you the rubber band","06/26/2017",NA,"y","n","n",221,Grupo A,,
4375,0,455,3,55,1,0,0,1,1416,2449,1874,13,"Sara transmitted the orders to you","06/26/2017",NA,"y","n","n",575,Grupo A,,
4379,0,455,3,59,1,0,0,1,367,1732,1371,20,"Your family sent you regards","06/26/2017",NA,"y","n","n",361,Grupo A,,
4386,0,455,3,66,1,1,0,1,302,1756,1796,36,"You lavished Steve with praise","06/26/2017",NA,"y","n","n",-40,Grupo A,,
4387,0,455,3,67,1,0,0,1,261,2275,1501,12,"Mike sold the land to you","06/26/2017",NA,"y","n","n",774,Grupo A,,
4391,0,455,3,71,1,0,0,1,344,1967,1724,17,"You received the complaint from Ian","06/26/2017",NA,"y","n","n",243,Grupo A,,
4400,0,455,3,80,0,1,0,1,60,2658,2109,27,"You slid Sally the cafeteria tray","06/26/2017",NA,"y","n","n",549,Grupo A,,
4403,0,456,2,3,0,1,0,1,355,3104,1182,31,"You slipped Heather a note","06/26/2017",NA,"n","y","y",1922,Grupo B,,
4414,0,456,2,14,0,1,0,1,321,3997,2034,35,"You transferred responsibility to Anna","06/26/2017",NA,"n","y","y",1963,Grupo B,,
4415,0,456,2,15,0,0,0,1,427,3196,1472,20,"Andy pitched you the idea","06/26/2017",NA,"n","y","y",1724,Grupo B,,
4416,0,456,2,16,1,1,0,1,326,3505,1422,23,"You dealt the cards to Mark","06/26/2017",NA,"n","y","y",2083,Grupo B,,
