"count","ptCnt","ptid","List","TrialNum","CueDirection","SentenceDirection","StimulusType","Accuracy","MoveTime","LiftOffLatency","SentDur","ItemNumber","SentenceStimulus","liftOffDiff","Compatibilidad",Grupo Lift Off,Grupo Lift Off Diff,Grupo MoveTime
514,0,407,1,34,1,0,0,1,370,2309,1696,13,"John dedicated the song to you",613,0,Grupo A,Grupo A,Grupo B
518,0,407,1,38,1,0,0,1,254,464,1369,14,"Jenni sang you a song",-905,0,Grupo A,Grupo A,Grupo B
519,0,407,1,39,1,1,0,1,558,338,2034,35,"You transferred responsibility to Anna",-1696,1,Grupo A,Grupo A,Grupo B
523,0,407,1,43,0,0,0,1,238,606,1322,9,"Paul hit you the baseball",-716,1,Grupo A,Grupo A,Grupo B
524,0,407,1,44,1,0,0,1,263,484,1022,19,"He taught you a lesson",-538,0,Grupo A,Grupo A,Grupo B
528,0,407,1,48,0,0,0,1,261,491,1875,5,"Kelly dispensed the rations to you",-1384,1,Grupo A,Grupo A,Grupo B
531,0,407,1,51,0,1,0,1,260,414,1364,29,"You rolled Mike the marble",-950,0,Grupo A,Grupo A,Grupo B
532,0,407,1,52,1,1,0,1,275,423,1600,36,"You confessed your secret to Dan",-1177,1,Grupo A,Grupo A,Grupo B
533,0,407,1,53,0,1,0,1,316,460,1634,24,"You entrusted the key to Jeff",-1174,0,Grupo A,Grupo A,Grupo B
534,0,407,1,54,1,1,0,1,293,533,1856,33,"You transmitted the orders to Sara",-1323,1,Grupo A,Grupo A,Grupo B
535,0,407,1,55,0,0,0,1,279,362,1433,4,"Amber drove the car to you",-1071,1,Grupo A,Grupo A,Grupo B
538,0,407,1,58,0,1,0,1,281,568,1427,30,"You poured your dad some water",-859,0,Grupo A,Grupo A,Grupo B
539,0,407,1,59,1,0,0,1,308,492,1508,17,"Chris offered you some writing tips",-1016,0,Grupo A,Grupo A,Grupo B
541,0,407,1,61,0,1,0,1,245,448,1422,23,"You dealt the cards to Mark",-974,0,Grupo A,Grupo A,Grupo B
542,0,407,1,62,0,0,0,1,185,696,1704,10,"Adam conveyed the message to you",-1008,1,Grupo A,Grupo A,Grupo B
543,0,407,1,63,1,1,0,1,571,247,1182,31,"You slipped Heather a note",-935,1,Grupo A,Grupo A,Grupo B
547,0,407,1,67,1,0,0,1,344,315,1390,18,"Your sister blew you a kiss",-1075,0,Grupo A,Grupo A,Grupo B
548,0,407,1,68,1,0,0,1,589,238,1733,16,"Steve lavished you with praise",-1495,0,Grupo A,Grupo A,Grupo B
552,0,407,1,72,0,1,0,1,294,332,1936,21,"You forked over the cash to Alex",-1604,0,Grupo A,Grupo A,Grupo B
553,0,407,1,73,1,1,0,1,313,281,1270,38,"You paid Amanda tribute",-989,1,Grupo A,Grupo A,Grupo B
557,0,407,1,77,0,1,0,1,341,281,1645,27,"You kicked Joe the soccer ball",-1364,0,Grupo A,Grupo A,Grupo B
558,0,407,1,78,1,0,0,1,731,244,1805,11,"Art bestowed the honor upon you",-1561,0,Grupo A,Grupo A,Grupo B
559,0,407,1,79,0,0,0,1,438,181,1396,6,"Christine bought you ice cream",-1215,1,Grupo A,Grupo A,Grupo B
562,0,408,2,2,0,1,0,1,380,2225,1856,33,"You transmitted the orders to Sara",369,0,Grupo B,Grupo B,Grupo A
563,0,408,2,3,0,1,0,1,262,1870,1270,38,"You paid Amanda tribute",600,0,Grupo B,Grupo B,Grupo A
566,0,408,2,6,0,1,0,1,302,1768,1371,32,"You sold the land to Mike",397,0,Grupo B,Grupo B,Grupo A
567,0,408,2,7,0,0,0,1,251,2685,1390,18,"Your sister blew you a kiss",1295,1,Grupo B,Grupo B,Grupo A
576,0,408,2,16,0,0,0,1,604,2189,1696,13,"John dedicated the song to you",493,1,Grupo B,Grupo B,Grupo A
586,0,408,2,26,1,0,0,1,235,2622,1559,8,"Courtney handed you the notebook",1063,0,Grupo B,Grupo B,Grupo A
588,0,408,2,28,0,1,0,1,267,2745,2034,35,"You transferred responsibility to Anna",711,0,Grupo B,Grupo B,Grupo A
589,0,408,2,29,0,0,0,1,325,2243,1508,17,"Chris offered you some writing tips",735,1,Grupo B,Grupo B,Grupo A
593,0,408,2,33,1,1,0,1,412,2795,1422,23,"You dealt the cards to Mark",1373,1,Grupo B,Grupo B,Grupo A
594,0,408,2,34,0,0,0,1,284,2148,1746,12,"Tiana devoted her time to you",402,1,Grupo B,Grupo B,Grupo A
595,0,408,2,35,0,1,0,1,166,2511,1407,40,"You sent your family regards",1104,0,Grupo B,Grupo B,Grupo A
598,0,408,2,38,1,1,0,1,312,1911,1186,26,"You threw Diane the pen",725,1,Grupo B,Grupo B,Grupo A
606,0,408,2,46,0,1,0,1,315,2612,2065,34,"You radioed the message to the policeman",547,0,Grupo B,Grupo B,Grupo A
614,0,408,2,54,1,1,0,1,301,2240,1637,22,"You donated money to Vincent",603,1,Grupo B,Grupo B,Grupo A
615,0,408,2,55,1,0,0,1,250,2805,1704,10,"Adam conveyed the message to you",1101,0,Grupo B,Grupo B,Grupo A
617,0,408,2,57,1,0,0,1,488,2024,1322,9,"Paul hit you the baseball",702,0,Grupo B,Grupo B,Grupo A
622,0,408,2,62,0,1,0,1,273,2554,1600,36,"You confessed your secret to Dan",954,0,Grupo B,Grupo B,Grupo A
627,0,408,2,67,0,0,0,1,251,2991,1805,11,"Art bestowed the honor upon you",1186,1,Grupo B,Grupo B,Grupo A
633,0,408,2,73,1,1,0,1,306,2108,1567,25,"You handed the puppy to Katie",541,1,Grupo B,Grupo B,Grupo A
634,0,408,2,74,1,0,0,1,275,2076,1503,1,"Andy delivered the pizza to you",573,0,Grupo B,Grupo B,Grupo A
635,0,408,2,75,0,0,0,1,296,1770,1369,14,"Jenni sang you a song",401,1,Grupo B,Grupo B,Grupo A
637,0,408,2,77,1,0,0,1,256,1806,1489,3,"Jack kicked the football to you",317,0,Grupo B,Grupo B,Grupo A
638,0,408,2,78,0,1,0,1,270,1669,1310,39,"You told Liz the story",359,0,Grupo B,Grupo B,Grupo A
639,0,408,2,79,0,0,0,1,251,1465,1022,19,"He taught you a lesson",443,1,Grupo B,Grupo B,Grupo A
641,1,409,4,1,0,0,0,1,683,2597,1501,12,"Mike sold the land to you",1096,1,Grupo B,Grupo B,Grupo B
642,0,409,4,2,0,0,0,1,538,1596,1277,19,"Liz told you the story",319,1,Grupo B,Grupo B,Grupo B
644,0,409,4,4,0,1,0,1,615,1955,1635,35,"You gave Jesse another chance",320,0,Grupo B,Grupo B,Grupo B
648,0,409,4,8,1,1,0,1,505,1627,1321,24,"You drove the car to Amber",306,1,Grupo B,Grupo B,Grupo B
652,0,409,4,12,1,0,0,1,469,1935,1693,4,"Jeff entrusted the key to you",242,0,Grupo B,Grupo B,Grupo B
655,0,409,4,15,0,0,0,1,729,2101,1304,18,"Amanda paid you tribute",797,1,Grupo B,Grupo B,Grupo B
656,0,409,4,16,0,0,0,1,993,2823,2184,14,"The policeman radioed the message to you",639,1,Grupo B,Grupo B,Grupo B
657,0,409,4,17,1,0,0,1,494,2813,1523,7,"Joe kicked you the soccer ball",1290,0,Grupo B,Grupo B,Grupo B
660,0,409,4,20,0,1,0,1,715,2487,1507,40,"You pitched Andy the idea",980,0,Grupo B,Grupo B,Grupo B
661,0,409,4,21,0,1,0,1,665,2635,1579,37,"You offered Chris some writing tips",1056,0,Grupo B,Grupo B,Grupo B
663,0,409,4,23,1,1,0,1,534,3775,1485,22,"You awarded a medal to Helen",2290,1,Grupo B,Grupo B,Grupo B
664,0,409,4,24,1,0,0,1,554,2256,1579,5,"Katie handed the puppy to you",677,0,Grupo B,Grupo B,Grupo B
665,0,409,4,25,0,0,0,1,707,2437,1874,13,"Sara transmitted the orders to you",563,1,Grupo B,Grupo B,Grupo B
666,0,409,4,26,0,0,0,1,906,2586,1647,16,"Dan confessed his secret to you",939,1,Grupo B,Grupo B,Grupo B
667,0,409,4,27,1,1,0,1,746,2093,1439,26,"You bought Christine ice cream",654,1,Grupo B,Grupo B,Grupo B
670,0,409,4,30,0,0,0,1,530,2611,2138,15,"Anna transferred responsibility to you",473,1,Grupo B,Grupo B,Grupo B
671,0,409,4,31,1,1,0,1,530,2190,1681,21,"You delivered the Pizza to Andy",509,1,Grupo B,Grupo B,Grupo B
672,0,409,4,32,0,0,0,1,595,1817,1002,11,"Heather slipped you a note",815,1,Grupo B,Grupo B,Grupo B
673,0,409,4,33,0,1,0,1,728,1668,1126,39,"You taught him a lesson",542,0,Grupo B,Grupo B,Grupo B
685,0,409,4,45,1,0,0,1,444,2029,1460,3,"Mark dealt the cards to you",569,0,Grupo B,Grupo B,Grupo B
686,0,409,4,46,1,1,0,1,576,2852,2109,27,"You slid Sally the cafeteria tray",743,1,Grupo B,Grupo B,Grupo B
691,0,409,4,51,1,0,0,1,453,2028,1473,10,"Your dad poured you some water",555,0,Grupo B,Grupo B,Grupo B
693,0,409,4,53,1,1,0,1,552,2053,1744,30,"You conveyed the message to Adam",309,1,Grupo B,Grupo B,Grupo B
695,0,409,4,55,1,1,0,1,425,2207,1746,25,"You dispensed the rations to Kelly",461,1,Grupo B,Grupo B,Grupo B
696,0,409,4,56,0,1,0,1,728,3526,1837,31,"You bestowed the honor upon Art",1689,0,Grupo B,Grupo B,Grupo B
704,0,409,4,64,0,0,0,1,473,2088,1371,20,"Your family sent you regards",717,1,Grupo B,Grupo B,Grupo B
706,0,409,4,66,0,1,0,1,437,2023,1390,34,"You sang Jenni a song",633,0,Grupo B,Grupo B,Grupo B
708,0,409,4,68,0,1,0,1,497,1801,1639,33,"You dedicated the song to John",162,0,Grupo B,Grupo B,Grupo B
709,0,409,4,69,0,0,0,1,539,2078,1724,17,"You received the complaint from Ian",354,1,Grupo B,Grupo B,Grupo B
710,0,409,4,70,1,1,0,1,633,1933,1293,29,"You hit Paul the baseball",640,1,Grupo B,Grupo B,Grupo B
712,0,409,4,72,1,0,0,1,360,1990,1623,8,"Shawn shot you the rubber band",367,0,Grupo B,Grupo B,Grupo B
714,0,409,4,74,1,0,0,1,416,1999,1646,1,"Alex forked over the cash to you",353,0,Grupo B,Grupo B,Grupo B
716,0,409,4,76,1,1,0,1,422,1824,1511,28,"You handed Courtney the notebook",313,1,Grupo B,Grupo B,Grupo B
717,0,409,4,77,1,0,0,1,418,1983,1347,9,"Mike rolled you the marble",636,0,Grupo B,Grupo B,Grupo B
718,0,409,4,78,1,0,0,1,505,2910,1684,2,"Vincent donated money to you",1226,0,Grupo B,Grupo B,Grupo B
720,0,409,4,80,1,1,0,1,416,1826,1483,23,"You kicked the football to Jack",343,1,Grupo B,Grupo B,Grupo B
723,0,410,2,3,0,0,0,1,245,2351,1390,18,"Your sister blew you a kiss",961,1,Grupo B,Grupo B,Grupo B
724,0,410,2,4,0,0,0,1,253,2675,1508,17,"Chris offered you some writing tips",1167,1,Grupo B,Grupo B,Grupo B
726,0,410,2,6,0,1,0,1,208,1958,1310,39,"You told Liz the story",648,0,Grupo B,Grupo B,Grupo B
729,0,410,2,9,0,0,0,1,260,2234,1369,14,"Jenni sang you a song",865,1,Grupo B,Grupo B,Grupo B
731,0,410,2,11,1,0,0,1,247,2953,1926,7,"Sally slid you the cafeteria tray",1027,0,Grupo B,Grupo B,Grupo B
738,0,410,2,18,0,1,0,1,235,2599,2034,35,"You transferred responsibility to Anna",565,0,Grupo B,Grupo B,Grupo B
742,0,410,2,22,0,0,0,1,216,1955,1472,20,"Andy pitched you the idea",483,1,Grupo B,Grupo B,Grupo B
748,0,410,2,28,1,0,0,1,243,2043,1322,9,"Paul hit you the baseball",721,0,Grupo B,Grupo B,Grupo B
750,0,410,2,30,0,1,0,1,287,1928,1856,33,"You transmitted the orders to Sara",72,0,Grupo B,Grupo B,Grupo B
753,0,410,2,33,1,1,0,1,506,2478,1936,21,"You forked over the cash to Alex",542,1,Grupo B,Grupo B,Grupo B
756,0,410,2,36,0,1,0,1,496,2642,1724,37,"Ian received the complaint from you",918,0,Grupo B,Grupo B,Grupo B
757,0,410,2,37,1,1,0,1,1543,3634,1427,30,"You poured your dad some water",2207,1,Grupo B,Grupo B,Grupo B
758,0,410,2,38,1,1,0,1,174,4653,1620,28,"You shot Shawn the rubber band",3033,1,Grupo B,Grupo B,Grupo B
760,0,410,2,40,1,0,0,1,497,2448,1396,6,"Christine bought you ice cream",1052,0,Grupo B,Grupo B,Grupo B
761,0,410,2,41,0,1,0,1,220,4011,2065,34,"You radioed the message to the policeman",1946,0,Grupo B,Grupo B,Grupo B
764,0,410,2,44,0,1,0,1,307,1828,1270,38,"You paid Amanda tribute",558,0,Grupo B,Grupo B,Grupo B
765,0,410,2,45,1,0,0,1,283,2703,1559,8,"Courtney handed you the notebook",1144,0,Grupo B,Grupo B,Grupo B
771,0,410,2,51,0,0,0,1,356,2171,1746,12,"Tiana devoted her time to you",425,1,Grupo B,Grupo B,Grupo B
774,0,410,2,54,1,1,0,1,836,2077,1637,22,"You donated money to Vincent",440,1,Grupo B,Grupo B,Grupo B
777,0,410,2,57,1,1,0,1,2492,3514,1422,23,"You dealt the cards to Mark",2092,1,Grupo B,Grupo B,Grupo B
778,0,410,2,58,0,0,0,1,202,2239,1696,13,"John dedicated the song to you",543,1,Grupo B,Grupo B,Grupo B
781,0,410,2,61,0,0,0,1,263,1848,1698,15,"Jesse gave you another chance",150,1,Grupo B,Grupo B,Grupo B
782,0,410,2,62,0,1,0,1,101,2035,1407,40,"You sent your family regards",628,0,Grupo B,Grupo B,Grupo B
783,0,410,2,63,1,1,0,1,301,2441,1645,27,"You kicked Joe the soccer ball",796,1,Grupo B,Grupo B,Grupo B
784,0,410,2,64,1,0,0,1,158,1943,1503,1,"Andy delivered the pizza to you",440,0,Grupo B,Grupo B,Grupo B
787,0,410,2,67,0,0,0,1,87,3680,1805,11,"Art bestowed the honor upon you",1875,1,Grupo B,Grupo B,Grupo B
791,0,410,2,71,1,0,0,1,433,3039,1875,5,"Kelly dispensed the rations to you",1164,0,Grupo B,Grupo B,Grupo B
794,0,410,2,74,1,0,0,1,250,2208,1534,2,"Helen awarded a medal to you",674,0,Grupo B,Grupo B,Grupo B
797,0,410,2,77,1,1,0,1,66,3802,1364,29,"You rolled Mike the marble",2438,1,Grupo B,Grupo B,Grupo B
798,0,410,2,78,1,1,0,1,172,2077,1567,25,"You handed the puppy to Katie",510,1,Grupo B,Grupo B,Grupo B
799,0,410,2,79,0,1,0,1,178,1708,1371,32,"You sold the land to Mike",337,0,Grupo B,Grupo B,Grupo B
800,0,410,2,80,0,1,0,1,366,2104,1600,36,"You confessed your secret to Dan",504,0,Grupo B,Grupo B,Grupo B
803,0,411,3,3,1,1,0,1,176,1849,1635,35,"You gave Jesse another chance",214,1,Grupo A,Grupo A,Grupo B
805,0,411,3,5,1,0,0,1,206,1556,1002,11,"Heather slipped you a note",554,0,Grupo A,Grupo A,Grupo B
807,0,411,3,7,0,0,0,1,270,1869,1693,4,"Jeff entrusted the key to you",176,1,Grupo A,Grupo A,Grupo B
808,0,411,3,8,1,0,0,1,186,1732,1371,20,"Your family sent you regards",361,0,Grupo A,Grupo A,Grupo B
810,0,411,3,10,1,1,0,1,233,1507,1126,39,"You taught him a lesson",381,1,Grupo A,Grupo A,Grupo B
813,0,411,3,13,0,1,0,1,226,1809,1483,23,"You kicked the football to Jack",326,0,Grupo A,Grupo A,Grupo B
816,0,411,3,16,0,1,0,1,246,1961,1681,21,"You delivered the Pizza to Andy",280,0,Grupo A,Grupo A,Grupo B
819,0,411,3,19,0,0,0,1,397,2099,1623,8,"Shawn shot you the rubber band",476,1,Grupo A,Grupo A,Grupo B
822,0,411,3,22,1,1,0,1,316,1760,1390,34,"You sang Jenni a song",370,1,Grupo A,Grupo A,Grupo B
824,0,411,3,24,1,0,0,1,239,2377,1647,16,"Dan confessed his secret to you",730,0,Grupo A,Grupo A,Grupo B
826,0,411,3,26,1,0,0,1,272,1591,1277,19,"Liz told you the story",314,0,Grupo A,Grupo A,Grupo B
828,0,411,3,28,0,1,0,1,581,3353,2109,27,"You slid Sally the cafeteria tray",1244,0,Grupo A,Grupo A,Grupo B
829,0,411,3,29,0,1,0,1,318,2795,1746,25,"You dispensed the rations to Kelly",1049,0,Grupo A,Grupo A,Grupo B
831,0,411,3,31,0,1,0,1,203,1642,1439,26,"You bought Christine ice cream",203,0,Grupo A,Grupo A,Grupo B
832,0,411,3,32,1,1,0,1,226,2240,1647,32,"You devoted your time to Tiana",593,1,Grupo A,Grupo A,Grupo B
833,0,411,3,33,0,1,0,1,263,1772,1511,28,"You handed Courtney the notebook",261,0,Grupo A,Grupo A,Grupo B
836,0,411,3,36,0,0,0,1,198,2327,1579,5,"Katie handed the puppy to you",748,1,Grupo A,Grupo A,Grupo B
840,0,411,3,40,0,0,0,1,229,2106,1460,3,"Mark dealt the cards to you",646,1,Grupo A,Grupo A,Grupo B
841,0,411,3,41,0,1,0,1,265,1763,1293,29,"You hit Paul the baseball",470,0,Grupo A,Grupo A,Grupo B
842,0,411,3,42,1,0,0,1,269,2770,2184,14,"The policeman radioed the message to you",586,0,Grupo A,Grupo A,Grupo B
844,0,411,3,44,0,0,0,1,297,1894,1523,7,"Joe kicked you the soccer ball",371,1,Grupo A,Grupo A,Grupo B
845,0,411,3,45,1,0,0,1,310,1984,1304,18,"Amanda paid you tribute",680,0,Grupo A,Grupo A,Grupo B
848,0,411,3,48,0,1,0,1,261,1546,1321,24,"You drove the car to Amber",225,0,Grupo A,Grupo A,Grupo B
849,0,411,3,49,0,0,0,1,269,1641,1473,10,"Your dad poured you some water",168,1,Grupo A,Grupo A,Grupo B
851,0,411,3,51,0,0,0,1,273,1829,1684,2,"Vincent donated money to you",145,1,Grupo A,Grupo A,Grupo B
855,0,411,3,55,1,0,0,1,289,2530,2138,15,"Anna transferred responsibility to you",392,0,Grupo A,Grupo A,Grupo B
856,0,411,3,56,1,1,0,1,337,2173,1507,40,"You pitched Andy the idea",666,1,Grupo A,Grupo A,Grupo B
857,0,411,3,57,1,1,0,1,5239,217,1579,37,"You offered Chris some writing tips",-1362,1,Grupo A,Grupo A,Grupo B
858,0,411,3,58,1,0,0,1,256,1941,1501,12,"Mike sold the land to you",440,0,Grupo A,Grupo A,Grupo B
860,0,411,3,60,1,0,0,1,298,2312,1874,13,"Sara transmitted the orders to you",438,0,Grupo A,Grupo A,Grupo B
863,0,411,3,63,0,0,0,1,300,2457,1646,1,"Alex forked over the cash to you",811,1,Grupo A,Grupo A,Grupo B
864,0,411,3,64,1,1,0,1,255,2313,1307,38,"You blew your sister a kiss",1006,1,Grupo A,Grupo A,Grupo B
869,0,411,3,69,0,0,0,1,302,1885,1347,9,"Mike rolled you the marble",538,1,Grupo A,Grupo A,Grupo B
870,0,411,3,70,0,0,0,1,304,1952,1233,6,"Diane threw you the pen",719,1,Grupo A,Grupo A,Grupo B
871,0,411,3,71,1,0,0,1,257,2080,1724,17,"You received the complaint from Ian",356,0,Grupo A,Grupo A,Grupo B
879,0,411,3,79,1,1,0,1,241,1752,1639,33,"You dedicated the song to John",113,1,Grupo A,Grupo A,Grupo B
880,0,411,3,80,1,1,0,1,248,2481,1837,31,"You bestowed the honor upon Art",644,1,Grupo A,Grupo A,Grupo B
881,1,412,1,1,0,1,0,1,218,1950,1567,25,"You handed the puppy to Katie",383,0,Grupo A,Grupo A,Grupo B
882,0,412,1,2,1,0,0,1,289,1615,1369,14,"Jenni sang you a song",246,0,Grupo A,Grupo A,Grupo B
884,0,412,1,4,1,0,0,1,305,1294,1022,19,"He taught you a lesson",272,0,Grupo A,Grupo A,Grupo B
886,0,412,1,6,0,1,0,1,673,1950,1634,24,"You entrusted the key to Jeff",316,0,Grupo A,Grupo A,Grupo B
890,0,412,1,10,0,0,0,1,326,2210,1489,3,"Jack kicked the football to you",721,1,Grupo A,Grupo A,Grupo B
892,0,412,1,12,1,1,0,1,395,2223,2034,35,"You transferred responsibility to Anna",189,1,Grupo A,Grupo A,Grupo B
893,0,412,1,13,1,1,0,1,370,1510,1310,39,"You told Liz the story",200,1,Grupo A,Grupo A,Grupo B
895,0,412,1,15,1,0,0,1,432,2112,1733,16,"Steve lavished you with praise",379,0,Grupo A,Grupo A,Grupo B
896,0,412,1,16,1,0,0,1,457,1646,1698,15,"Jesse gave you another chance",-52,0,Grupo A,Grupo A,Grupo B
899,0,412,1,19,1,1,0,1,417,1880,1407,40,"You sent your family regards",473,1,Grupo A,Grupo A,Grupo B
902,0,412,1,22,0,0,0,1,212,1716,1503,1,"Andy delivered the pizza to you",213,1,Grupo A,Grupo A,Grupo B
904,0,412,1,24,0,1,0,1,305,2139,1620,28,"You shot Shawn the rubber band",519,0,Grupo A,Grupo A,Grupo B
905,0,412,1,25,1,1,0,1,413,1750,1182,31,"You slipped Heather a note",568,1,Grupo A,Grupo A,Grupo B
906,0,412,1,26,0,1,0,1,296,2181,1364,29,"You rolled Mike the marble",817,0,Grupo A,Grupo A,Grupo B
908,0,412,1,28,0,0,0,1,282,2323,1322,9,"Paul hit you the baseball",1001,1,Grupo A,Grupo A,Grupo B
915,0,412,1,35,1,0,0,1,297,2172,1508,17,"Chris offered you some writing tips",664,0,Grupo A,Grupo A,Grupo B
921,0,412,1,41,0,1,0,1,483,1358,1186,26,"You threw Diane the pen",172,0,Grupo A,Grupo A,Grupo B
922,0,412,1,42,0,0,0,1,255,2122,1875,5,"Kelly dispensed the rations to you",247,1,Grupo A,Grupo A,Grupo B
927,0,412,1,47,0,0,0,1,201,1966,1534,2,"Helen awarded a medal to you",432,1,Grupo A,Grupo A,Grupo B
931,0,412,1,51,0,1,0,1,311,1818,1427,30,"You poured your dad some water",391,0,Grupo A,Grupo A,Grupo B
932,0,412,1,52,1,1,0,1,84,2440,1600,36,"You confessed your secret to Dan",840,1,Grupo A,Grupo A,Grupo B
934,0,412,1,54,1,1,0,1,348,1697,1371,32,"You sold the land to Mike",326,1,Grupo A,Grupo A,Grupo B
935,0,412,1,55,0,0,0,1,407,1879,1704,10,"Adam conveyed the message to you",175,1,Grupo A,Grupo A,Grupo B
937,0,412,1,57,0,0,0,1,298,1524,1396,6,"Christine bought you ice cream",128,1,Grupo A,Grupo A,Grupo B
938,0,412,1,58,0,1,0,1,340,3210,1645,27,"You kicked Joe the soccer ball",1565,0,Grupo A,Grupo A,Grupo B
939,0,412,1,59,1,1,0,1,505,2020,1856,33,"You transmitted the orders to Sara",164,1,Grupo A,Grupo A,Grupo B
948,0,412,1,68,1,1,0,1,392,2317,1724,37,"Ian received the complaint from you",593,1,Grupo A,Grupo A,Grupo B
950,0,412,1,70,0,0,0,1,325,1751,1559,8,"Courtney handed you the notebook",192,1,Grupo A,Grupo A,Grupo B
951,0,412,1,71,0,0,0,1,480,2220,1926,7,"Sally slid you the cafeteria tray",294,1,Grupo A,Grupo A,Grupo B
953,0,412,1,73,1,0,0,1,593,1851,1390,18,"Your sister blew you a kiss",461,0,Grupo A,Grupo A,Grupo B
954,0,412,1,74,0,1,0,1,412,1880,1637,22,"You donated money to Vincent",243,0,Grupo A,Grupo A,Grupo B
956,0,412,1,76,0,0,0,1,285,2406,1433,4,"Amber drove the car to you",973,1,Grupo A,Grupo A,Grupo B
958,0,412,1,78,1,0,0,1,693,1656,1472,20,"Andy pitched you the idea",184,0,Grupo A,Grupo A,Grupo B
959,0,412,1,79,1,0,0,1,343,1971,1696,13,"John dedicated the song to you",275,0,Grupo A,Grupo A,Grupo B
960,0,412,1,80,0,1,0,1,298,1728,1422,23,"You dealt the cards to Mark",306,0,Grupo A,Grupo A,Grupo B
961,1,413,3,1,1,0,0,1,245,2584,1647,16,"Dan confessed his secret to you",937,0,Grupo B,Grupo B,Grupo A
962,0,413,3,2,0,1,0,1,256,4052,1744,30,"You conveyed the message to Adam",2308,0,Grupo B,Grupo B,Grupo A
964,0,413,3,4,0,0,0,1,252,2640,1623,8,"Shawn shot you the rubber band",1017,1,Grupo B,Grupo B,Grupo A
965,0,413,3,5,0,0,0,1,302,1901,1233,6,"Diane threw you the pen",668,1,Grupo B,Grupo B,Grupo A
968,0,413,3,8,0,1,0,1,252,3264,2109,27,"You slid Sally the cafeteria tray",1155,0,Grupo B,Grupo B,Grupo A
970,0,413,3,10,0,0,0,1,319,2509,1347,9,"Mike rolled you the marble",1162,1,Grupo B,Grupo B,Grupo A
972,0,413,3,12,1,1,0,1,261,1414,1126,39,"You taught him a lesson",288,1,Grupo B,Grupo B,Grupo A
973,0,413,3,13,0,0,0,1,336,2166,1646,1,"Alex forked over the cash to you",520,1,Grupo B,Grupo B,Grupo A
974,0,413,3,14,1,1,0,1,335,2003,1579,37,"You offered Chris some writing tips",424,1,Grupo B,Grupo B,Grupo A
976,0,413,3,16,1,0,0,1,224,2155,1501,12,"Mike sold the land to you",654,0,Grupo B,Grupo B,Grupo A
978,0,413,3,18,0,0,0,1,322,2351,1579,5,"Katie handed the puppy to you",772,1,Grupo B,Grupo B,Grupo A
979,0,413,3,19,1,0,0,1,259,1850,1724,17,"You received the complaint from Ian",126,0,Grupo B,Grupo B,Grupo A
980,0,413,3,20,0,0,0,1,243,2460,1523,7,"Joe kicked you the soccer ball",937,1,Grupo B,Grupo B,Grupo A
983,0,413,3,23,1,0,0,1,268,1732,1304,18,"Amanda paid you tribute",428,0,Grupo B,Grupo B,Grupo A
987,0,413,3,27,0,1,0,1,315,1918,1293,29,"You hit Paul the baseball",625,0,Grupo B,Grupo B,Grupo A
988,0,413,3,28,0,0,0,1,363,2111,1684,2,"Vincent donated money to you",427,1,Grupo B,Grupo B,Grupo A
990,0,413,3,30,1,1,0,1,230,1898,1639,33,"You dedicated the song to John",259,1,Grupo B,Grupo B,Grupo A
991,0,413,3,31,0,1,0,1,951,2178,1485,22,"You awarded a medal to Helen",693,0,Grupo B,Grupo B,Grupo A
1000,0,413,3,40,0,1,0,1,263,2350,1483,23,"You kicked the football to Jack",867,0,Grupo B,Grupo B,Grupo A
1002,0,413,3,42,0,0,0,1,458,1922,1473,10,"Your dad poured you some water",449,1,Grupo B,Grupo B,Grupo A
1004,0,413,3,44,1,1,0,1,706,1809,1507,40,"You pitched Andy the idea",302,1,Grupo B,Grupo B,Grupo A
1006,0,413,3,46,1,0,0,1,270,2233,1002,11,"Heather slipped you a note",1231,0,Grupo B,Grupo B,Grupo A
1011,0,413,3,51,0,1,0,1,323,1711,1511,28,"You handed Courtney the notebook",200,0,Grupo B,Grupo B,Grupo A
1012,0,413,3,52,0,1,0,1,356,1820,1681,21,"You delivered the Pizza to Andy",139,0,Grupo B,Grupo B,Grupo A
1014,0,413,3,54,1,1,0,1,325,2174,1307,38,"You blew your sister a kiss",867,1,Grupo B,Grupo B,Grupo A
1015,0,413,3,55,1,1,0,1,424,2084,1390,34,"You sang Jenni a song",694,1,Grupo B,Grupo B,Grupo A
1017,0,413,3,57,1,0,0,1,257,2472,2138,15,"Anna transferred responsibility to you",334,0,Grupo B,Grupo B,Grupo A
1019,0,413,3,59,1,1,0,1,255,2145,1837,31,"You bestowed the honor upon Art",308,1,Grupo B,Grupo B,Grupo A
1024,0,413,3,64,1,0,0,1,318,2626,1874,13,"Sara transmitted the orders to you",752,0,Grupo B,Grupo B,Grupo A
1025,0,413,3,65,1,1,0,1,308,2067,1635,35,"You gave Jesse another chance",432,1,Grupo B,Grupo B,Grupo A
1026,0,413,3,66,0,1,0,1,218,3232,1321,24,"You drove the car to Amber",1911,0,Grupo B,Grupo B,Grupo A
1032,0,413,3,72,1,1,0,1,370,1692,1647,32,"You devoted your time to Tiana",45,1,Grupo B,Grupo B,Grupo A
1033,0,413,3,73,0,1,0,1,374,1668,1439,26,"You bought Christine ice cream",229,0,Grupo B,Grupo B,Grupo A
1037,0,413,3,77,1,0,0,1,359,4479,1277,19,"Liz told you the story",3202,0,Grupo B,Grupo B,Grupo A
