trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,poli1.started,poli1.stopped,poli2.started,poli2.stopped,poli3.started,poli3.stopped,poli4.started,poli4.stopped,poli5.started,poli5.stopped,poli6.started,poli6.stopped,poli7.started,poli7.stopped,poli8.started,poli8.stopped,poli9.started,poli9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.607516199990641,None,9.607516199990641,None,9.607516199990641,None,9.607516199990641,None,9.607516199990641,None,9.607516199990641,None,9.607516199990641,None,9.607516199990641,None,9.607516199990641,None,,,,,,,
