trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,dots.started,dots.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,10.632198600000265,None,ewr,001,2021_Mar_04_1709,puntos,2021.1.0,60.13185713603326,
1,0,1,0,11.603752600000007,None,ewr,001,2021_Mar_04_1709,puntos,2021.1.0,60.13185713603326,
2,0,2,0,12.529039499999271,None,ewr,001,2021_Mar_04_1709,puntos,2021.1.0,60.13185713603326,
3,0,3,0,13.528154800000266,None,ewr,001,2021_Mar_04_1709,puntos,2021.1.0,60.13185713603326,
