"ID","CueDirection","SentenceDirection","MoveTime","Grupo","SentDur"
427,0,1,193,Grupo A,1186
427,1,0,318,Grupo A,1472
427,0,1,238,Grupo A,1645
427,1,0,295,Grupo A,1746
427,0,1,241,Grupo A,1634
427,0,0,260,Grupo A,1322
427,1,0,334,Grupo A,1733
427,1,0,239,Grupo A,1390
427,1,0,304,Grupo A,1696
427,1,1,256,Grupo A,1182
427,0,1,278,Grupo A,1427
427,1,0,303,Grupo A,1369
427,0,0,297,Grupo A,1489
427,1,1,257,Grupo A,1600
427,1,0,293,Grupo A,1698
427,0,1,346,Grupo A,1567
427,1,1,314,Grupo A,1270
427,1,1,301,Grupo A,2065
427,1,1,646,Grupo A,1407
427,0,1,456,Grupo A,1364
427,0,0,357,Grupo A,1433
427,1,0,281,Grupo A,1022
427,0,1,294,Grupo A,1637
427,0,0,308,Grupo A,1926
427,1,1,312,Grupo A,1371
428,1,1,195,Grupo B,1647
428,0,1,341,Grupo B,2109
428,0,0,293,Grupo B,1233
428,0,0,335,Grupo B,1523
428,1,1,324,Grupo B,1639
428,1,1,377,Grupo B,1390
428,0,1,458,Grupo B,1681
428,1,0,403,Grupo B,1304
428,0,0,399,Grupo B,1623
428,1,1,315,Grupo B,1635
428,0,1,451,Grupo B,1439
428,0,0,613,Grupo B,1473
428,1,0,454,Grupo B,1002
428,0,0,485,Grupo B,1347
428,0,1,385,Grupo B,1744
428,1,1,415,Grupo B,1307
428,1,0,462,Grupo B,1277
428,0,0,427,Grupo B,1579
428,1,1,451,Grupo B,1579
428,1,0,474,Grupo B,2138
428,1,0,475,Grupo B,1501
428,1,0,388,Grupo B,1647
428,0,0,276,Grupo B,1693
428,1,0,421,Grupo B,1724
428,0,1,164,Grupo B,1485
428,1,0,437,Grupo B,2184
428,0,1,346,Grupo B,1321
428,0,0,359,Grupo B,1684
428,1,0,438,Grupo B,1371
429,0,0,269,Grupo A,1523
429,1,1,266,Grupo A,1507
429,0,1,253,Grupo A,1321
429,0,1,283,Grupo A,1483
429,0,1,278,Grupo A,1681
429,1,1,247,Grupo A,1796
429,0,1,306,Grupo A,1744
429,0,0,305,Grupo A,1646
429,1,0,369,Grupo A,2138
429,0,0,233,Grupo A,1693
429,1,1,332,Grupo A,1579
429,1,1,256,Grupo A,1647
429,1,1,380,Grupo A,1390
429,0,1,561,Grupo A,1511
429,0,0,272,Grupo A,1347
429,0,1,246,Grupo A,1485
429,1,1,244,Grupo A,1635
429,0,0,335,Grupo A,1460
429,0,0,428,Grupo A,1473
429,1,0,255,Grupo A,1002
429,1,0,292,Grupo A,1724
429,1,0,347,Grupo A,1371
429,1,0,316,Grupo A,1647
429,1,1,348,Grupo A,1126
429,1,0,311,Grupo A,1304
429,0,0,379,Grupo A,1623
429,0,0,426,Grupo A,1579
429,1,0,438,Grupo A,1501
429,1,1,371,Grupo A,1639
429,0,0,372,Grupo A,1684
429,1,0,351,Grupo A,1277
430,0,0,169,Grupo A,1733
430,0,0,195,Grupo A,1508
430,0,0,173,Grupo A,1022
430,1,1,186,Grupo A,1645
430,1,0,211,Grupo A,1875
430,0,0,226,Grupo A,1746
430,0,0,224,Grupo A,1696
430,1,0,200,Grupo A,1926
430,1,1,186,Grupo A,1186
430,0,1,215,Grupo A,1407
430,1,0,181,Grupo A,1322
430,1,1,183,Grupo A,1427
430,1,0,191,Grupo A,1396
430,0,1,232,Grupo A,2065
430,1,1,146,Grupo A,1567
430,0,1,181,Grupo A,1600
430,1,0,145,Grupo A,1534
430,1,0,169,Grupo A,1704
430,1,1,179,Grupo A,1637
430,0,1,196,Grupo A,1270
430,0,1,232,Grupo A,1724
430,0,0,197,Grupo A,1698
430,0,0,203,Grupo A,1369
430,0,1,218,Grupo A,1310
430,1,0,162,Grupo A,1503
430,1,1,167,Grupo A,1634
430,0,0,166,Grupo A,1390
430,0,1,144,Grupo A,1856
430,0,1,146,Grupo A,2034
430,1,0,143,Grupo A,1559
430,1,0,147,Grupo A,1489
430,0,1,175,Grupo A,1371
431,1,1,252,Grupo A,1634
431,1,0,222,Grupo A,1503
431,0,0,337,Grupo A,1472
431,0,1,267,Grupo A,1310
431,1,1,262,Grupo A,1645
431,0,1,304,Grupo A,2065
431,1,0,281,Grupo A,1704
431,1,0,218,Grupo A,1559
431,1,0,339,Grupo A,1489
431,1,1,319,Grupo A,1422
431,0,0,281,Grupo A,1696
431,1,0,308,Grupo A,1433
431,0,1,285,Grupo A,1407
431,1,0,246,Grupo A,1322
431,0,0,366,Grupo A,1369
431,0,0,376,Grupo A,1390
431,1,1,265,Grupo A,1567
431,1,1,273,Grupo A,1427
431,0,0,203,Grupo A,1733
431,0,1,368,Grupo A,1371
431,1,0,305,Grupo A,1396
431,0,0,323,Grupo A,1508
431,0,1,378,Grupo A,1856
431,1,1,292,Grupo A,1186
431,0,1,298,Grupo A,1724
431,0,1,340,Grupo A,2034
431,1,1,298,Grupo A,1936
431,0,0,376,Grupo A,1746
431,0,1,409,Grupo A,1600
431,0,0,396,Grupo A,1022
431,0,1,411,Grupo A,1270
431,1,1,415,Grupo A,1637
431,0,0,437,Grupo A,1698
432,0,0,215,Grupo A,1396
432,1,0,183,Grupo A,1508
432,1,1,194,Grupo A,1856
432,0,0,276,Grupo A,1322
432,0,0,340,Grupo A,1433
432,1,1,218,Grupo A,1270
432,1,0,266,Grupo A,1698
432,0,0,550,Grupo A,1704
432,0,1,322,Grupo A,1620
432,1,1,230,Grupo A,1724
432,0,0,197,Grupo A,1534
432,1,1,276,Grupo A,1407
432,1,0,265,Grupo A,1805
432,1,1,235,Grupo A,1600
432,0,0,259,Grupo A,1875
432,0,0,213,Grupo A,1926
432,0,0,287,Grupo A,1559
432,1,1,269,Grupo A,1371
432,1,0,232,Grupo A,1472
432,0,0,154,Grupo A,1503
432,1,0,274,Grupo A,1369
432,1,1,234,Grupo A,1310
432,1,0,214,Grupo A,1390
432,0,1,308,Grupo A,1567
432,1,1,252,Grupo A,2034
432,1,1,269,Grupo A,2065
432,0,1,249,Grupo A,1364
432,1,0,270,Grupo A,1746
432,0,1,279,Grupo A,1422
432,1,0,282,Grupo A,1696
432,0,1,304,Grupo A,1427
432,1,0,366,Grupo A,1022
433,0,0,145,Grupo A,1684
433,1,0,191,Grupo A,1501
433,0,1,94,Grupo A,1511
433,0,0,16,Grupo A,1579
433,1,1,254,Grupo A,1579
433,1,1,217,Grupo A,1796
433,0,0,177,Grupo A,1646
433,0,1,134,Grupo A,1744
433,0,1,47,Grupo A,1321
433,0,1,132,Grupo A,1746
433,1,0,246,Grupo A,1371
433,0,1,169,Grupo A,1293
433,1,1,192,Grupo A,1126
433,1,1,231,Grupo A,1639
433,1,1,208,Grupo A,1390
433,1,0,149,Grupo A,2184
433,1,1,200,Grupo A,1635
433,1,1,243,Grupo A,1647
433,0,1,203,Grupo A,1439
433,0,1,300,Grupo A,1485
433,0,0,371,Grupo A,1523
433,1,0,296,Grupo A,1724
433,1,0,266,Grupo A,1304
433,0,1,196,Grupo A,1483
433,0,0,284,Grupo A,1623
433,1,0,220,Grupo A,1874
433,0,0,312,Grupo A,1693
433,0,0,254,Grupo A,1347
433,1,0,209,Grupo A,1002
433,0,0,312,Grupo A,1473
433,0,0,292,Grupo A,1460
433,1,1,258,Grupo A,1507
433,1,0,230,Grupo A,1647
433,1,1,211,Grupo A,1837
433,0,1,222,Grupo A,1681
433,1,0,242,Grupo A,2138
433,0,1,295,Grupo A,2109
434,0,0,273,Grupo A,1503
434,1,0,319,Grupo A,1698
434,1,0,353,Grupo A,1390
434,1,0,289,Grupo A,1696
434,0,1,324,Grupo A,1634
434,1,0,312,Grupo A,1472
434,0,0,358,Grupo A,1396
434,1,0,414,Grupo A,1369
434,1,1,302,Grupo A,1600
434,0,1,328,Grupo A,1620
434,0,1,319,Grupo A,1422
434,1,1,327,Grupo A,2034
434,0,1,341,Grupo A,1567
434,1,1,284,Grupo A,2065
434,0,1,258,Grupo A,1427
434,0,0,295,Grupo A,1322
434,1,0,314,Grupo A,1022
434,0,0,270,Grupo A,1704
434,0,1,318,Grupo A,1637
434,0,0,327,Grupo A,1433
434,1,1,369,Grupo A,1270
434,0,0,380,Grupo A,1559
434,0,1,294,Grupo A,1936
434,0,1,336,Grupo A,1186
434,1,1,317,Grupo A,1856
435,0,0,179,Grupo A,1698
435,0,0,143,Grupo A,1022
435,0,0,65,Grupo A,1369
435,1,0,128,Grupo A,1534
435,0,0,144,Grupo A,1390
435,1,1,116,Grupo A,1567
435,1,0,120,Grupo A,1489
435,0,0,62,Grupo A,1472
435,1,1,15,Grupo A,1637
435,1,0,175,Grupo A,1559
435,0,0,69,Grupo A,1696
435,1,1,139,Grupo A,1427
435,0,1,96,Grupo A,1371
435,0,1,72,Grupo A,2034
435,0,1,91,Grupo A,1407
435,1,1,118,Grupo A,1186
435,1,1,180,Grupo A,1620
435,0,1,74,Grupo A,1724
435,0,0,90,Grupo A,1746
435,1,0,151,Grupo A,1396
435,1,0,157,Grupo A,1322
435,1,0,169,Grupo A,1503
435,0,1,38,Grupo A,1270
436,0,0,692,Grupo B,2184
436,0,1,598,Grupo B,1635
436,1,0,495,Grupo B,1473
436,0,0,549,Grupo B,1724
436,0,0,668,Grupo B,1501
436,1,0,626,Grupo B,1523
436,1,1,511,Grupo B,1293
436,1,0,548,Grupo B,1460
436,1,0,470,Grupo B,1684
436,1,0,463,Grupo B,1693
436,1,0,426,Grupo B,1347
436,0,1,575,Grupo B,1639
436,1,1,541,Grupo B,1439
436,0,0,516,Grupo B,1874
436,1,1,463,Grupo B,1681
436,0,0,542,Grupo B,1647
436,1,0,445,Grupo B,1623
436,0,0,497,Grupo B,2138
436,0,1,483,Grupo B,1390
436,1,0,543,Grupo B,1579
436,0,1,654,Grupo B,1507
436,1,1,643,Grupo B,1321
436,0,0,589,Grupo B,1277
436,1,1,649,Grupo B,1483
436,0,1,649,Grupo B,1579
436,1,1,533,Grupo B,1511
437,1,0,291,Grupo B,1647
437,1,1,298,Grupo B,1126
437,0,0,735,Grupo B,1684
437,0,0,341,Grupo B,1233
437,0,0,436,Grupo B,1646
437,0,0,387,Grupo B,1693
437,0,0,397,Grupo B,1623
437,0,0,273,Grupo B,1579
437,0,1,262,Grupo B,1439
437,1,0,214,Grupo B,1501
437,0,1,343,Grupo B,1681
437,1,0,306,Grupo B,1371
437,0,1,377,Grupo B,1483
437,1,0,353,Grupo B,2184
437,1,0,326,Grupo B,1724
437,1,1,357,Grupo B,1579
437,0,1,443,Grupo B,1511
437,1,1,278,Grupo B,1647
437,0,1,465,Grupo B,1744
437,1,0,308,Grupo B,2138
437,1,1,555,Grupo B,1390
437,1,1,447,Grupo B,1639
437,0,0,295,Grupo B,1523
437,1,0,353,Grupo B,1277
437,1,1,384,Grupo B,1635
437,1,0,439,Grupo B,1874
437,0,0,413,Grupo B,1473
438,0,0,358,Grupo B,1874
438,0,1,184,Grupo B,1126
438,1,0,306,Grupo B,1473
438,1,0,333,Grupo B,1523
438,0,1,350,Grupo B,1639
438,0,1,186,Grupo B,1390
438,0,0,168,Grupo B,1371
438,1,1,623,Grupo B,1293
438,0,1,159,Grupo B,1635
438,1,0,3841,Grupo B,1693
438,0,1,215,Grupo B,1579
438,0,0,696,Grupo B,1304
438,0,0,353,Grupo B,2138
438,1,1,318,Grupo B,1681
438,0,1,494,Grupo B,1307
438,0,0,412,Grupo B,1647
439,1,1,143,Grupo A,1407
439,1,1,140,Grupo A,1371
439,0,0,138,Grupo A,1489
439,0,0,147,Grupo A,1704
439,0,1,175,Grupo A,1364
439,0,1,151,Grupo A,1186
439,0,0,162,Grupo A,1559
439,0,0,164,Grupo A,1503
439,0,1,128,Grupo A,1645
439,1,0,163,Grupo A,1022
439,0,1,109,Grupo A,1427
439,1,1,187,Grupo A,1856
439,0,0,145,Grupo A,1875
439,1,1,153,Grupo A,1600
439,1,0,185,Grupo A,1508
439,0,1,108,Grupo A,1620
439,0,0,101,Grupo A,1534
439,1,1,169,Grupo A,1270
439,1,0,143,Grupo A,1472
439,0,0,137,Grupo A,1433
439,1,0,153,Grupo A,1698
439,1,1,143,Grupo A,1724
439,0,1,101,Grupo A,1634
439,1,0,163,Grupo A,1390
439,0,0,80,Grupo A,1396
439,1,1,150,Grupo A,2065
439,1,1,150,Grupo A,2034
439,1,0,145,Grupo A,1369
439,1,1,180,Grupo A,1310
439,0,1,127,Grupo A,1637
439,0,1,57,Grupo A,1567
439,0,0,59,Grupo A,1926
439,1,0,597,Grupo A,1746
439,1,0,191,Grupo A,1696
440,0,0,700,Grupo B,1369
440,0,1,323,Grupo B,1600
440,0,0,269,Grupo B,1022
440,0,1,199,Grupo B,1407
440,1,1,344,Grupo B,1567
440,0,0,119,Grupo B,1696
440,0,0,2807,Grupo B,1805
440,1,0,194,Grupo B,1322
440,0,0,156,Grupo B,1390
440,1,0,235,Grupo B,1704
440,0,1,171,Grupo B,1310
440,0,0,265,Grupo B,1698
440,1,0,331,Grupo B,1396
440,0,1,417,Grupo B,2065
441,1,0,112,Grupo B,1926
441,1,1,249,Grupo B,1422
441,1,1,5493,Grupo B,1567
441,0,1,495,Grupo B,1310
441,0,0,284,Grupo B,1733
441,0,0,331,Grupo B,1805
441,0,1,472,Grupo B,1600
441,1,0,492,Grupo B,1396
441,1,1,149,Grupo B,1364
441,0,0,469,Grupo B,1472
441,0,1,394,Grupo B,2034
441,1,0,300,Grupo B,1875
441,1,1,263,Grupo B,1637
441,0,0,162,Grupo B,1698
441,0,1,217,Grupo B,1182
441,1,0,154,Grupo B,1322
441,0,1,187,Grupo B,1724
441,1,0,160,Grupo B,1433
442,0,0,335,Grupo A,1724
442,1,0,220,Grupo A,1646
442,0,1,176,Grupo A,1126
442,0,1,272,Grupo A,1635
442,1,0,236,Grupo A,1473
442,1,1,247,Grupo A,1681
442,1,1,212,Grupo A,1439
442,1,0,209,Grupo A,1347
442,0,0,444,Grupo A,2184
442,1,1,311,Grupo A,1744
442,1,0,253,Grupo A,1693
442,0,1,344,Grupo A,1579
442,0,1,273,Grupo A,1390
442,1,1,210,Grupo A,1511
442,1,0,796,Grupo A,1460
442,0,1,260,Grupo A,1639
442,1,0,185,Grupo A,1623
442,0,0,256,Grupo A,1874
442,0,1,322,Grupo A,1647
442,1,0,201,Grupo A,1233
442,0,0,230,Grupo A,2138
442,0,0,344,Grupo A,1304
442,0,0,304,Grupo A,1277
442,1,1,226,Grupo A,1321
442,1,0,222,Grupo A,1579
442,1,0,205,Grupo A,1523
442,1,0,316,Grupo A,1684
442,0,0,272,Grupo A,1647
443,0,0,3885,Grupo B,1534
443,1,1,342,Grupo B,1310
443,0,0,1529,Grupo B,1396
443,1,0,247,Grupo B,1390
443,1,1,350,Grupo B,1371
443,0,0,351,Grupo B,1503
443,0,0,334,Grupo B,1559
443,1,0,337,Grupo B,1698
443,0,1,220,Grupo B,1637
443,0,0,724,Grupo B,1489
443,1,0,321,Grupo B,1022
443,1,0,239,Grupo B,1746
443,0,1,305,Grupo B,1427
443,0,1,107,Grupo B,1634
443,1,1,430,Grupo B,2034
443,1,1,533,Grupo B,1407
443,0,0,96,Grupo B,1704
443,1,1,233,Grupo B,1600
443,1,1,364,Grupo B,1270
443,1,0,422,Grupo B,1696
443,1,0,298,Grupo B,1508
443,1,1,342,Grupo B,1724
443,0,1,234,Grupo B,1186
443,1,1,188,Grupo B,1856
443,0,1,260,Grupo B,1567
443,1,0,213,Grupo B,1369
444,0,1,401,Grupo A,1681
444,0,0,371,Grupo A,1473
444,1,1,291,Grupo A,1647
444,0,0,412,Grupo A,1623
444,0,0,177,Grupo A,1523
444,0,0,305,Grupo A,1693
444,1,1,263,Grupo A,1507
444,0,0,273,Grupo A,1460
444,1,1,467,Grupo A,1126
444,1,1,214,Grupo A,1390
444,1,0,179,Grupo A,1371
444,0,0,288,Grupo A,1684
444,1,0,281,Grupo A,1002
444,1,0,249,Grupo A,1304
444,1,0,187,Grupo A,2138
444,0,0,348,Grupo A,1579
444,1,0,203,Grupo A,1501
444,1,0,185,Grupo A,1724
444,1,0,26,Grupo A,1647
444,0,1,251,Grupo A,1321
444,1,1,309,Grupo A,1579
444,1,1,288,Grupo A,1639
444,0,1,321,Grupo A,1439
444,1,0,360,Grupo A,1277
444,1,1,214,Grupo A,1307
444,1,1,311,Grupo A,1635
444,0,1,349,Grupo A,1511
445,1,1,475,Grupo B,1567
445,0,0,528,Grupo B,1746
445,0,1,434,Grupo B,1407
445,0,1,374,Grupo B,1600
445,0,0,438,Grupo B,1472
445,0,1,381,Grupo B,1371
445,0,1,460,Grupo B,2065
445,0,1,313,Grupo B,1724
445,0,0,422,Grupo B,1369
445,0,0,436,Grupo B,1508
445,1,0,371,Grupo B,1559
445,0,1,498,Grupo B,1856
445,1,1,463,Grupo B,1427
445,0,0,440,Grupo B,1696
445,0,0,475,Grupo B,1698
445,0,1,433,Grupo B,2034
445,1,1,299,Grupo B,1186
445,0,0,497,Grupo B,1022
445,1,1,475,Grupo B,1637
445,1,0,477,Grupo B,1503
445,1,0,449,Grupo B,1322
445,1,0,459,Grupo B,1396
446,1,0,339,Grupo B,1022
446,1,0,307,Grupo B,1472
446,0,0,539,Grupo B,1322
446,1,1,347,Grupo B,1371
446,0,0,416,Grupo B,1433
446,1,1,343,Grupo B,1270
446,1,0,330,Grupo B,1698
446,1,0,397,Grupo B,1508
446,1,1,352,Grupo B,2065
446,1,0,279,Grupo B,1369
446,1,0,389,Grupo B,1390
446,0,1,436,Grupo B,1186
446,0,0,296,Grupo B,1489
446,0,0,639,Grupo B,1396
446,0,0,302,Grupo B,1559
446,1,1,275,Grupo B,1856
446,1,1,275,Grupo B,1407
446,1,1,269,Grupo B,2034
446,1,1,278,Grupo B,1724
446,0,1,364,Grupo B,1567
446,0,1,287,Grupo B,1637
446,1,0,812,Grupo B,1746
446,1,1,369,Grupo B,1310
446,0,0,259,Grupo B,1503
446,0,1,234,Grupo B,1645
446,1,0,328,Grupo B,1696
447,1,0,415,Grupo B,1623
447,0,0,617,Grupo B,1874
447,0,1,547,Grupo B,1307
447,0,0,390,Grupo B,1501
447,1,0,350,Grupo B,1523
447,0,1,384,Grupo B,1579
447,1,0,748,Grupo B,1684
447,1,0,422,Grupo B,1473
447,1,1,378,Grupo B,1439
447,0,1,633,Grupo B,1126
447,1,0,335,Grupo B,1579
447,0,1,493,Grupo B,1635
447,0,0,1213,Grupo B,1002
447,0,1,473,Grupo B,1647
447,0,1,381,Grupo B,1390
447,0,0,527,Grupo B,2138
447,0,1,471,Grupo B,1639
447,0,0,550,Grupo B,1724
447,1,0,422,Grupo B,1693
447,1,1,409,Grupo B,1511
447,1,1,253,Grupo B,2109
447,1,0,310,Grupo B,1347
447,0,0,517,Grupo B,1647
447,0,0,409,Grupo B,1371
447,0,0,666,Grupo B,1277
447,1,1,938,Grupo B,1483
447,1,1,454,Grupo B,1293
447,1,1,395,Grupo B,1681
448,1,1,462,Grupo B,1647
448,0,1,567,Grupo B,1744
448,1,0,551,Grupo B,2184
448,0,1,431,Grupo B,1485
448,0,0,581,Grupo B,1523
448,0,1,595,Grupo B,2109
448,1,0,415,Grupo B,1371
448,1,1,474,Grupo B,1639
448,1,1,480,Grupo B,1390
448,1,0,717,Grupo B,1277
448,0,1,496,Grupo B,1439
448,0,0,522,Grupo B,1646
448,1,0,603,Grupo B,1647
448,1,1,526,Grupo B,1635
448,1,1,604,Grupo B,1126
448,1,0,611,Grupo B,2138
448,1,0,456,Grupo B,1724
448,0,0,430,Grupo B,1579
448,0,0,616,Grupo B,1693
448,0,1,633,Grupo B,1681
448,1,0,673,Grupo B,1501
448,1,0,515,Grupo B,1874
448,0,1,515,Grupo B,1483
448,0,1,444,Grupo B,1511
448,0,0,615,Grupo B,1623
449,0,1,127,Grupo A,1639
449,0,0,175,Grupo A,1277
449,1,0,210,Grupo A,1233
449,0,0,147,Grupo A,2184
449,1,0,232,Grupo A,1523
449,1,1,263,Grupo A,1744
449,0,1,191,Grupo A,1635
449,0,1,203,Grupo A,1647
449,0,1,177,Grupo A,1579
449,0,1,183,Grupo A,1126
449,0,0,120,Grupo A,1304
449,0,0,327,Grupo A,1501
449,1,0,249,Grupo A,1623
449,0,0,167,Grupo A,1371
449,1,1,197,Grupo A,1439
449,1,0,294,Grupo A,1460
449,1,1,261,Grupo A,1511
449,0,1,215,Grupo A,1307
449,1,1,311,Grupo A,1321
449,1,0,322,Grupo A,1684
449,0,0,292,Grupo A,1874
449,1,1,288,Grupo A,2109
449,0,0,247,Grupo A,2138
449,0,1,273,Grupo A,1390
449,0,1,283,Grupo A,1796
449,1,0,277,Grupo A,1473
449,1,0,299,Grupo A,1579
449,1,1,242,Grupo A,1681
449,1,1,218,Grupo A,1293
449,1,1,285,Grupo A,1483
449,0,0,237,Grupo A,1647
449,0,0,267,Grupo A,1002
450,1,1,383,Grupo B,1856
450,1,1,291,Grupo B,1724
450,1,1,317,Grupo B,2034
450,1,1,370,Grupo B,1407
450,1,0,253,Grupo B,1022
450,1,0,252,Grupo B,1698
450,0,0,232,Grupo B,1503
450,1,1,364,Grupo B,1371
450,0,1,457,Grupo B,1364
450,1,1,427,Grupo B,1310
450,0,1,371,Grupo B,1637
450,1,0,287,Grupo B,1508
450,0,1,589,Grupo B,1567
450,0,0,443,Grupo B,1396
450,0,0,379,Grupo B,1433
450,1,0,442,Grupo B,1390
450,1,0,427,Grupo B,1369
450,0,0,394,Grupo B,1559
450,1,0,341,Grupo B,1696
450,0,0,294,Grupo B,1489
450,0,0,467,Grupo B,1704
450,1,0,445,Grupo B,1746
450,1,1,489,Grupo B,1270
451,1,0,378,Grupo B,1501
451,0,1,484,Grupo B,1439
451,1,1,426,Grupo B,1307
451,0,1,468,Grupo B,1483
451,0,0,462,Grupo B,1523
451,0,1,392,Grupo B,1744
451,1,0,408,Grupo B,1371
451,1,0,347,Grupo B,1874
451,0,0,394,Grupo B,1347
451,1,1,258,Grupo B,1390
451,1,1,374,Grupo B,1579
451,0,0,519,Grupo B,1579
451,0,0,466,Grupo B,1646
451,0,0,670,Grupo B,1693
451,1,0,276,Grupo B,2138
451,0,1,378,Grupo B,1746
451,1,0,327,Grupo B,1277
451,0,0,375,Grupo B,1233
451,0,0,309,Grupo B,1460
451,1,1,281,Grupo B,1126
451,1,1,292,Grupo B,1635
451,1,1,299,Grupo B,1639
451,0,0,376,Grupo B,1684
451,0,1,346,Grupo B,1681
451,0,0,445,Grupo B,1473
451,0,1,324,Grupo B,1511
451,1,1,347,Grupo B,1647
452,0,1,474,Grupo B,2034
452,0,0,507,Grupo B,1390
452,1,0,532,Grupo B,1489
452,1,0,553,Grupo B,1875
452,0,1,487,Grupo B,1182
452,0,1,476,Grupo B,1270
452,0,1,1104,Grupo B,1600
452,1,1,397,Grupo B,1364
452,1,1,346,Grupo B,1427
452,1,0,466,Grupo B,1559
452,1,0,1290,Grupo B,1704
452,1,0,343,Grupo B,1534
452,0,0,484,Grupo B,1369
452,0,1,500,Grupo B,1856
452,1,1,491,Grupo B,1637
452,1,1,445,Grupo B,1634
452,1,1,697,Grupo B,1422
452,1,0,521,Grupo B,1503
452,0,1,731,Grupo B,1724
452,0,0,494,Grupo B,1696
452,0,0,811,Grupo B,1805
452,1,1,523,Grupo B,1620
452,0,0,488,Grupo B,1746
452,0,0,573,Grupo B,1472
452,1,0,567,Grupo B,1322
452,0,0,438,Grupo B,1022
452,0,1,546,Grupo B,2065
452,1,0,479,Grupo B,1433
452,0,1,545,Grupo B,1310
452,0,1,628,Grupo B,1371
452,1,0,422,Grupo B,1926
452,0,0,506,Grupo B,1698
452,1,0,423,Grupo B,1396
453,0,0,410,Grupo B,1433
453,1,0,365,Grupo B,1696
453,1,1,372,Grupo B,1182
453,1,1,338,Grupo B,1407
453,1,0,366,Grupo B,1390
453,1,1,523,Grupo B,2065
453,0,1,383,Grupo B,1645
453,1,0,344,Grupo B,1746
453,1,1,352,Grupo B,1270
453,1,1,365,Grupo B,2034
453,0,1,330,Grupo B,1364
453,0,0,431,Grupo B,1396
453,1,1,336,Grupo B,1371
453,0,0,1119,Grupo B,1875
453,1,0,186,Grupo B,1369
453,1,1,274,Grupo B,1856
453,1,0,297,Grupo B,1022
454,1,1,480,Grupo A,1321
454,0,1,378,Grupo A,1126
454,0,1,720,Grupo A,1390
454,0,0,385,Grupo A,1647
454,1,1,472,Grupo A,1483
454,0,0,1003,Grupo A,1874
454,1,0,290,Grupo A,1579
454,0,0,250,Grupo A,2138
454,1,0,314,Grupo A,1693
454,0,0,249,Grupo A,1724
454,1,0,300,Grupo A,1684
454,1,0,370,Grupo A,1233
454,1,1,288,Grupo A,1439
454,1,0,249,Grupo A,1523
454,0,1,309,Grupo A,1307
454,0,0,319,Grupo A,2184
454,0,0,267,Grupo A,1371
454,1,0,253,Grupo A,1473
454,0,0,257,Grupo A,1002
454,0,1,308,Grupo A,1639
454,1,1,278,Grupo A,1293
454,1,1,315,Grupo A,1681
454,0,1,315,Grupo A,1635
454,0,0,186,Grupo A,1277
454,1,1,261,Grupo A,1511
454,0,1,326,Grupo A,1647
454,0,1,244,Grupo A,1579
454,0,0,330,Grupo A,1501
455,1,0,299,Grupo B,1277
455,1,1,267,Grupo B,1635
455,1,1,324,Grupo B,1307
455,0,0,513,Grupo B,1523
455,0,1,222,Grupo B,1681
455,1,0,346,Grupo B,1304
455,0,1,199,Grupo B,1744
455,1,1,360,Grupo B,1507
455,1,1,357,Grupo B,1647
455,1,1,341,Grupo B,1579
455,0,1,202,Grupo B,1511
455,1,0,346,Grupo B,2184
455,0,1,240,Grupo B,1746
455,0,0,424,Grupo B,1693
455,0,1,146,Grupo B,1293
455,1,0,433,Grupo B,1647
455,1,1,739,Grupo B,1390
455,0,0,148,Grupo B,1623
455,1,0,1416,Grupo B,1874
455,1,0,367,Grupo B,1371
455,1,1,302,Grupo B,1796
455,1,0,261,Grupo B,1501
455,1,0,344,Grupo B,1724
455,0,1,60,Grupo B,2109
456,0,1,355,Grupo B,1182
456,0,1,321,Grupo B,2034
456,0,0,427,Grupo B,1472
456,1,1,326,Grupo B,1422
456,1,0,382,Grupo B,1396
456,1,1,311,Grupo B,1427
456,0,0,389,Grupo B,1369
456,0,1,375,Grupo B,1407
456,1,0,427,Grupo B,1704
456,0,0,367,Grupo B,1696
456,0,0,384,Grupo B,1805
456,0,1,391,Grupo B,1856
456,1,1,295,Grupo B,1645
456,1,0,253,Grupo B,1534
456,1,1,208,Grupo B,1634
456,1,0,353,Grupo B,1875
456,0,0,419,Grupo B,1746
456,1,1,304,Grupo B,1364
457,1,1,208,Grupo A,1724
457,1,0,201,Grupo A,1369
457,0,0,269,Grupo A,1559
457,0,1,267,Grupo A,1634
457,0,0,266,Grupo A,1503
457,1,1,257,Grupo A,1600
457,1,1,220,Grupo A,2065
457,0,1,289,Grupo A,1567
457,0,1,226,Grupo A,1186
457,1,1,199,Grupo A,1856
457,0,0,176,Grupo A,1875
457,1,0,247,Grupo A,1696
457,0,0,297,Grupo A,1489
457,1,0,307,Grupo A,1022
457,0,0,267,Grupo A,1926
457,1,0,225,Grupo A,1805
457,1,0,264,Grupo A,1390
457,1,1,225,Grupo A,1371
457,1,0,215,Grupo A,1472
457,0,1,200,Grupo A,1645
457,1,1,202,Grupo A,1310
457,1,1,221,Grupo A,1270
457,1,0,269,Grupo A,1733
457,0,0,264,Grupo A,1704
457,0,1,261,Grupo A,1427
457,1,1,269,Grupo A,2034
457,1,1,211,Grupo A,1407
457,1,0,214,Grupo A,1746
457,1,0,354,Grupo A,1508
457,1,0,264,Grupo A,1698
457,0,1,318,Grupo A,1637
457,0,0,253,Grupo A,1396
458,0,1,386,Grupo A,1724
458,1,1,264,Grupo A,1634
