,Frecuencia,Orientacion,Categoria
0,6.190017728714315,123.67138401215536,D
1,6.005397786725435,121.53181996706711,D
2,5.921169048025567,124.69145744445048,D
3,6.03311475641765,125.74738744878458,D
4,5.979009373829805,126.7426044321004,D
5,6.217534767844538,124.97761272728793,D
6,5.859948364359286,123.241236805466,D
7,6.012997953990873,126.88347208672373,D
8,6.038934324619708,124.82401250775412,D
9,6.398922976270967,121.45846838595256,D
