"ptid","CueDirection","SentenceDirection","LiftOffLatency","Grupo","SentDur"
425,0,1,2009,Grupo B,1635
425,0,1,1922,Grupo B,1579
425,0,1,2388,Grupo B,1507
425,0,1,1980,Grupo B,1390
426,0,1,2239,Grupo B,1724
426,1,0,2141,Grupo B,1433
426,1,1,1944,Grupo B,1645
426,1,1,2009,Grupo B,1422
426,0,1,1605,Grupo B,1371
426,0,1,1441,Grupo B,1270
426,0,1,3266,Grupo B,2065
426,1,0,2213,Grupo B,1503
426,0,0,1582,Grupo B,1022
426,0,0,1906,Grupo B,1369
426,0,1,2265,Grupo B,1856
426,1,0,2448,Grupo B,1704
426,0,0,2249,Grupo B,1472
426,1,0,2902,Grupo B,1875
426,1,1,1893,Grupo B,1427
426,1,1,1878,Grupo B,1637
426,1,0,2342,Grupo B,1926
426,1,0,2414,Grupo B,1559
426,0,0,2267,Grupo B,1746
426,1,1,4896,Grupo B,1634
426,1,1,2079,Grupo B,1567
426,0,1,2114,Grupo B,1407
426,0,0,2871,Grupo B,1698
426,1,0,2104,Grupo B,1396
426,1,0,2374,Grupo B,1534
426,0,1,2484,Grupo B,2034
426,0,1,1952,Grupo B,1600
426,0,1,1699,Grupo B,1310
427,0,0,2023,Grupo A,1704
427,1,1,2228,Grupo A,2034
427,1,1,1652,Grupo A,1310
427,0,0,1752,Grupo A,1559
427,1,1,2194,Grupo A,1724
427,0,0,1660,Grupo A,1503
427,0,0,1817,Grupo A,1534
427,1,0,1808,Grupo A,1508
427,0,0,2341,Grupo A,1875
427,1,1,2067,Grupo A,1856
427,0,1,3007,Grupo A,1422
427,0,0,1821,Grupo A,1396
427,0,1,1912,Grupo A,1186
427,1,0,1637,Grupo A,1472
427,0,1,1987,Grupo A,1645
427,1,0,1999,Grupo A,1746
427,0,1,2154,Grupo A,1634
427,0,0,1755,Grupo A,1322
427,1,0,2371,Grupo A,1733
427,1,0,2208,Grupo A,1390
427,1,0,1792,Grupo A,1696
427,1,1,1989,Grupo A,1182
427,0,1,1627,Grupo A,1427
427,1,0,1657,Grupo A,1369
427,0,0,2892,Grupo A,1489
427,1,1,1843,Grupo A,1600
427,1,0,1699,Grupo A,1698
427,0,1,1940,Grupo A,1567
427,1,1,1711,Grupo A,1270
427,1,1,2274,Grupo A,2065
427,1,1,2252,Grupo A,1407
427,0,1,3095,Grupo A,1364
427,0,0,2949,Grupo A,1433
427,1,0,1351,Grupo A,1022
427,0,1,1857,Grupo A,1637
427,0,0,3302,Grupo A,1926
427,1,1,2297,Grupo A,1371
428,1,1,1969,Grupo A,1647
428,0,1,2757,Grupo A,2109
428,0,0,2009,Grupo A,1233
428,0,0,1758,Grupo A,1523
428,1,1,1853,Grupo A,1639
428,1,1,1925,Grupo A,1390
428,0,1,2087,Grupo A,1681
428,1,0,1648,Grupo A,1304
428,0,0,2154,Grupo A,1623
428,1,1,1765,Grupo A,1635
428,0,1,2189,Grupo A,1439
428,0,0,1856,Grupo A,1473
428,1,0,1769,Grupo A,1002
428,0,0,1715,Grupo A,1347
428,0,1,2751,Grupo A,1744
428,1,1,1968,Grupo A,1307
428,1,0,1500,Grupo A,1277
428,0,0,1904,Grupo A,1579
428,1,1,1960,Grupo A,1579
428,1,0,2461,Grupo A,2138
428,1,0,1789,Grupo A,1501
428,1,0,2236,Grupo A,1647
428,0,0,2547,Grupo A,1693
428,1,0,2078,Grupo A,1724
428,0,1,2266,Grupo A,1485
428,1,0,2464,Grupo A,2184
428,0,1,1580,Grupo A,1321
428,0,0,1955,Grupo A,1684
428,1,0,2028,Grupo A,1371
429,0,0,2449,Grupo B,1523
429,1,1,2534,Grupo B,1507
429,0,1,1656,Grupo B,1321
429,0,1,2621,Grupo B,1483
429,0,1,2701,Grupo B,1681
429,1,1,1772,Grupo B,1796
429,0,1,2023,Grupo B,1744
429,0,0,2083,Grupo B,1646
429,1,0,3065,Grupo B,2138
429,0,0,2777,Grupo B,1693
429,1,1,2022,Grupo B,1579
429,1,1,2436,Grupo B,1647
429,1,1,2437,Grupo B,1390
429,0,1,2410,Grupo B,1511
429,0,0,1958,Grupo B,1347
429,0,1,3489,Grupo B,1485
429,1,1,1893,Grupo B,1635
429,0,0,2113,Grupo B,1460
429,0,0,1905,Grupo B,1473
429,1,0,2924,Grupo B,1002
429,1,0,2795,Grupo B,1724
429,1,0,2024,Grupo B,1371
429,1,0,3009,Grupo B,1647
429,1,1,1490,Grupo B,1126
429,1,0,2297,Grupo B,1304
429,0,0,2148,Grupo B,1623
429,0,0,2297,Grupo B,1579
429,1,0,1808,Grupo B,1501
429,1,1,2635,Grupo B,1639
429,0,0,2342,Grupo B,1684
429,1,0,1929,Grupo B,1277
430,0,0,2543,Grupo A,1733
430,0,0,1897,Grupo A,1508
430,0,0,1727,Grupo A,1022
430,1,1,2106,Grupo A,1645
430,1,0,2974,Grupo A,1875
430,0,0,2204,Grupo A,1746
430,0,0,2063,Grupo A,1696
430,1,0,2396,Grupo A,1926
430,1,1,1985,Grupo A,1186
430,0,1,2343,Grupo A,1407
430,1,0,1648,Grupo A,1322
430,1,1,1997,Grupo A,1427
430,1,0,1736,Grupo A,1396
430,0,1,2524,Grupo A,2065
430,1,1,1884,Grupo A,1567
430,0,1,3402,Grupo A,1600
430,1,0,1946,Grupo A,1534
430,1,0,1934,Grupo A,1704
430,1,1,2020,Grupo A,1637
430,0,1,1898,Grupo A,1270
430,0,1,2230,Grupo A,1724
430,0,0,1918,Grupo A,1698
430,0,0,2008,Grupo A,1369
430,0,1,2090,Grupo A,1310
430,1,0,1703,Grupo A,1503
430,1,1,2023,Grupo A,1634
430,0,0,2088,Grupo A,1390
430,0,1,1972,Grupo A,1856
430,0,1,2365,Grupo A,2034
430,1,0,1873,Grupo A,1559
430,1,0,2152,Grupo A,1489
430,0,1,1834,Grupo A,1371
431,1,1,3110,Grupo A,1634
431,1,0,1779,Grupo A,1503
431,0,0,1889,Grupo A,1472
431,0,1,1660,Grupo A,1310
431,1,1,2334,Grupo A,1645
431,0,1,3480,Grupo A,2065
431,1,0,2054,Grupo A,1704
431,1,0,1848,Grupo A,1559
431,1,0,1963,Grupo A,1489
431,1,1,2110,Grupo A,1422
431,0,0,1973,Grupo A,1696
431,1,0,1742,Grupo A,1433
431,0,1,1749,Grupo A,1407
431,1,0,2374,Grupo A,1322
431,0,0,1699,Grupo A,1369
431,0,0,2137,Grupo A,1390
431,1,1,2150,Grupo A,1567
431,1,1,2072,Grupo A,1427
431,0,0,3098,Grupo A,1733
431,0,1,1836,Grupo A,1371
431,1,0,1752,Grupo A,1396
431,0,0,2006,Grupo A,1508
431,0,1,2249,Grupo A,1856
431,1,1,1633,Grupo A,1186
431,0,1,2360,Grupo A,1724
431,0,1,2208,Grupo A,2034
431,1,1,2994,Grupo A,1936
431,0,0,2119,Grupo A,1746
431,0,1,1928,Grupo A,1600
431,0,0,1384,Grupo A,1022
431,0,1,1759,Grupo A,1270
431,1,1,1832,Grupo A,1637
431,0,0,1837,Grupo A,1698
432,0,0,1762,Grupo A,1396
432,1,0,1706,Grupo A,1508
432,1,1,2147,Grupo A,1856
432,0,0,1572,Grupo A,1322
432,0,0,1701,Grupo A,1433
432,1,1,1716,Grupo A,1270
432,1,0,1755,Grupo A,1698
432,0,0,1983,Grupo A,1704
432,0,1,1764,Grupo A,1620
432,1,1,1979,Grupo A,1724
432,0,0,1742,Grupo A,1534
432,1,1,1797,Grupo A,1407
432,1,0,2193,Grupo A,1805
432,1,1,1930,Grupo A,1600
432,0,0,2200,Grupo A,1875
432,0,0,2295,Grupo A,1926
432,0,0,1825,Grupo A,1559
432,1,1,1685,Grupo A,1371
432,1,0,1820,Grupo A,1472
432,0,0,1854,Grupo A,1503
432,1,0,1803,Grupo A,1369
432,1,1,1618,Grupo A,1310
432,1,0,1699,Grupo A,1390
432,0,1,1923,Grupo A,1567
432,1,1,2479,Grupo A,2034
432,1,1,2460,Grupo A,2065
432,0,1,1731,Grupo A,1364
432,1,0,1992,Grupo A,1746
432,0,1,1802,Grupo A,1422
432,1,0,2107,Grupo A,1696
432,0,1,1918,Grupo A,1427
432,1,0,1444,Grupo A,1022
433,0,0,2087,Grupo A,1684
433,1,0,1652,Grupo A,1501
433,0,1,1946,Grupo A,1511
433,0,0,1915,Grupo A,1579
433,1,1,2042,Grupo A,1579
433,1,1,2491,Grupo A,1796
433,0,0,2195,Grupo A,1646
433,0,1,2287,Grupo A,1744
433,0,1,4597,Grupo A,1321
433,0,1,2717,Grupo A,1746
433,1,0,1907,Grupo A,1371
433,0,1,3358,Grupo A,1293
433,1,1,1354,Grupo A,1126
433,1,1,2008,Grupo A,1639
433,1,1,1770,Grupo A,1390
433,1,0,4160,Grupo A,2184
433,1,1,1924,Grupo A,1635
433,1,1,1843,Grupo A,1647
433,0,1,2415,Grupo A,1439
433,0,1,1629,Grupo A,1485
433,0,0,1647,Grupo A,1523
433,1,0,2010,Grupo A,1724
433,1,0,1580,Grupo A,1304
433,0,1,2398,Grupo A,1483
433,0,0,2135,Grupo A,1623
433,1,0,2274,Grupo A,1874
433,0,0,2479,Grupo A,1693
433,0,0,1607,Grupo A,1347
433,1,0,1316,Grupo A,1002
433,0,0,1731,Grupo A,1473
433,0,0,1509,Grupo A,1460
433,1,1,1955,Grupo A,1507
433,1,0,1970,Grupo A,1647
433,1,1,3148,Grupo A,1837
433,0,1,1823,Grupo A,1681
433,1,0,2180,Grupo A,2138
433,0,1,2580,Grupo A,2109
434,0,0,1622,Grupo A,1503
434,1,0,1609,Grupo A,1698
434,1,0,2146,Grupo A,1390
434,1,0,1880,Grupo A,1696
434,0,1,2517,Grupo A,1634
434,1,0,2007,Grupo A,1472
434,0,0,2127,Grupo A,1396
434,1,0,1751,Grupo A,1369
434,1,1,1863,Grupo A,1600
434,0,1,1867,Grupo A,1620
434,0,1,2494,Grupo A,1422
434,1,1,2250,Grupo A,2034
434,0,1,1920,Grupo A,1567
434,1,1,2193,Grupo A,2065
434,0,1,1815,Grupo A,1427
434,0,0,1742,Grupo A,1322
434,1,0,1543,Grupo A,1022
434,0,0,1828,Grupo A,1704
434,0,1,2310,Grupo A,1637
434,0,0,2392,Grupo A,1433
434,1,1,2381,Grupo A,1270
434,0,0,2027,Grupo A,1559
434,0,1,2905,Grupo A,1936
434,0,1,3194,Grupo A,1186
434,1,1,2142,Grupo A,1856
435,0,0,1385,Grupo A,1698
435,0,0,1188,Grupo A,1022
435,0,0,1526,Grupo A,1369
435,1,0,1709,Grupo A,1534
435,0,0,2018,Grupo A,1390
435,1,1,1792,Grupo A,1567
435,1,0,2136,Grupo A,1489
435,0,0,2208,Grupo A,1472
435,1,1,2058,Grupo A,1637
435,1,0,2143,Grupo A,1559
435,0,0,1739,Grupo A,1696
435,1,1,1889,Grupo A,1427
435,0,1,1652,Grupo A,1371
435,0,1,2304,Grupo A,2034
435,0,1,1640,Grupo A,1407
435,1,1,2138,Grupo A,1186
435,1,1,1576,Grupo A,1620
435,0,1,2042,Grupo A,1724
435,0,0,1961,Grupo A,1746
435,1,0,1714,Grupo A,1396
435,1,0,2166,Grupo A,1322
435,1,0,1706,Grupo A,1503
435,0,1,1371,Grupo A,1270
436,0,0,3510,Grupo B,2184
436,0,1,2227,Grupo B,1635
436,1,0,2278,Grupo B,1473
436,0,0,2403,Grupo B,1724
436,0,0,2262,Grupo B,1501
436,1,0,2067,Grupo B,1523
436,1,1,2244,Grupo B,1293
436,1,0,2187,Grupo B,1460
436,1,0,2740,Grupo B,1684
436,1,0,2779,Grupo B,1693
436,1,0,1904,Grupo B,1347
436,0,1,3241,Grupo B,1639
436,1,1,1966,Grupo B,1439
436,0,0,2497,Grupo B,1874
436,1,1,2299,Grupo B,1681
436,0,0,2169,Grupo B,1647
436,1,0,3338,Grupo B,1623
436,0,0,2884,Grupo B,2138
436,0,1,2278,Grupo B,1390
436,1,0,2277,Grupo B,1579
436,0,1,2509,Grupo B,1507
436,1,1,2180,Grupo B,1321
436,0,0,1832,Grupo B,1277
436,1,1,2088,Grupo B,1483
436,0,1,2184,Grupo B,1579
436,1,1,2261,Grupo B,1511
437,1,0,2720,Grupo B,1647
437,1,1,1700,Grupo B,1126
437,0,0,2717,Grupo B,1684
437,0,0,2463,Grupo B,1233
437,0,0,2958,Grupo B,1646
437,0,0,2466,Grupo B,1693
437,0,0,3642,Grupo B,1623
437,0,0,2634,Grupo B,1579
437,0,1,3433,Grupo B,1439
437,1,0,2534,Grupo B,1501
437,0,1,2320,Grupo B,1681
437,1,0,2314,Grupo B,1371
437,0,1,2069,Grupo B,1483
437,1,0,2805,Grupo B,2184
437,1,0,2822,Grupo B,1724
437,1,1,2250,Grupo B,1579
437,0,1,2631,Grupo B,1511
437,1,1,2663,Grupo B,1647
437,0,1,2495,Grupo B,1744
437,1,0,2739,Grupo B,2138
437,1,1,2029,Grupo B,1390
437,1,1,1947,Grupo B,1639
437,0,0,2848,Grupo B,1523
437,1,0,2063,Grupo B,1277
437,1,1,2061,Grupo B,1635
437,1,0,2447,Grupo B,1874
437,0,0,2864,Grupo B,1473
438,0,0,3227,Grupo B,1874
438,0,1,2245,Grupo B,1126
438,1,0,2635,Grupo B,1473
438,1,0,2160,Grupo B,1523
438,0,1,2145,Grupo B,1639
438,0,1,2226,Grupo B,1390
438,0,0,2735,Grupo B,1371
438,1,1,1949,Grupo B,1293
438,0,1,2913,Grupo B,1635
438,1,0,4577,Grupo B,1693
438,0,1,2935,Grupo B,1579
438,0,0,1962,Grupo B,1304
438,0,0,3955,Grupo B,2138
438,1,1,2127,Grupo B,1681
438,0,1,2063,Grupo B,1307
438,0,0,1927,Grupo B,1647
439,1,1,2713,Grupo B,1407
439,1,1,1919,Grupo B,1371
439,0,0,1787,Grupo B,1489
439,0,0,2338,Grupo B,1704
439,0,1,1975,Grupo B,1364
439,0,1,1552,Grupo B,1186
439,0,0,1853,Grupo B,1559
439,0,0,1768,Grupo B,1503
439,0,1,4121,Grupo B,1645
439,1,0,1696,Grupo B,1022
439,0,1,1897,Grupo B,1427
439,1,1,2764,Grupo B,1856
439,0,0,2528,Grupo B,1875
439,1,1,1868,Grupo B,1600
439,1,0,1950,Grupo B,1508
439,0,1,3413,Grupo B,1620
439,0,0,3076,Grupo B,1534
439,1,1,2624,Grupo B,1270
439,1,0,2309,Grupo B,1472
439,0,0,2005,Grupo B,1433
439,1,0,1611,Grupo B,1698
439,1,1,2025,Grupo B,1724
439,0,1,2255,Grupo B,1634
439,1,0,2907,Grupo B,1390
439,0,0,1564,Grupo B,1396
439,1,1,2330,Grupo B,2065
439,1,1,2763,Grupo B,2034
439,1,0,1707,Grupo B,1369
439,1,1,2422,Grupo B,1310
439,0,1,1850,Grupo B,1637
439,0,1,1927,Grupo B,1567
439,0,0,3503,Grupo B,1926
439,1,0,2302,Grupo B,1746
439,1,0,2378,Grupo B,1696
440,0,0,1732,Grupo B,1369
440,0,1,2094,Grupo B,1600
440,0,0,2568,Grupo B,1022
440,0,1,2928,Grupo B,1407
440,1,1,1847,Grupo B,1567
440,0,0,3542,Grupo B,1696
440,0,0,3039,Grupo B,1805
440,1,0,2893,Grupo B,1322
440,0,0,2895,Grupo B,1390
440,1,0,2889,Grupo B,1704
440,0,1,2659,Grupo B,1310
440,0,0,2360,Grupo B,1698
440,1,0,2324,Grupo B,1396
440,0,1,3651,Grupo B,2065
441,1,0,2420,Grupo B,1926
441,1,1,1810,Grupo B,1422
441,1,1,2201,Grupo B,1567
441,0,1,1803,Grupo B,1310
441,0,0,2337,Grupo B,1733
441,0,0,2317,Grupo B,1805
441,0,1,2306,Grupo B,1600
441,1,0,1920,Grupo B,1396
441,1,1,1800,Grupo B,1364
441,0,0,2715,Grupo B,1472
441,0,1,2473,Grupo B,2034
441,1,0,2636,Grupo B,1875
441,1,1,2635,Grupo B,1637
441,0,0,2945,Grupo B,1698
441,0,1,1638,Grupo B,1182
441,1,0,2001,Grupo B,1322
441,0,1,2426,Grupo B,1724
441,1,0,1911,Grupo B,1433
442,0,0,1943,Grupo B,1724
442,1,0,3623,Grupo B,1646
442,0,1,3034,Grupo B,1126
442,0,1,2919,Grupo B,1635
442,1,0,2116,Grupo B,1473
442,1,1,2264,Grupo B,1681
442,1,1,1891,Grupo B,1439
442,1,0,2153,Grupo B,1347
442,0,0,3015,Grupo B,2184
442,1,1,2494,Grupo B,1744
442,1,0,2289,Grupo B,1693
442,0,1,2491,Grupo B,1579
442,0,1,2761,Grupo B,1390
442,1,1,1929,Grupo B,1511
442,1,0,2490,Grupo B,1460
442,0,1,3612,Grupo B,1639
442,1,0,3015,Grupo B,1623
442,0,0,2978,Grupo B,1874
442,0,1,2158,Grupo B,1647
442,1,0,3563,Grupo B,1233
442,0,0,3953,Grupo B,2138
442,0,0,2484,Grupo B,1304
442,0,0,2220,Grupo B,1277
442,1,1,2393,Grupo B,1321
442,1,0,2515,Grupo B,1579
442,1,0,3041,Grupo B,1523
442,1,0,3468,Grupo B,1684
442,0,0,3599,Grupo B,1647
443,0,0,2895,Grupo B,1534
443,1,1,1765,Grupo B,1310
443,0,0,2462,Grupo B,1396
443,1,0,1811,Grupo B,1390
443,1,1,2026,Grupo B,1371
443,0,0,1837,Grupo B,1503
443,0,0,2170,Grupo B,1559
443,1,0,2035,Grupo B,1698
443,0,1,2044,Grupo B,1637
443,0,0,2035,Grupo B,1489
443,1,0,2230,Grupo B,1022
443,1,0,2728,Grupo B,1746
443,0,1,2856,Grupo B,1427
443,0,1,3968,Grupo B,1634
443,1,1,2718,Grupo B,2034
443,1,1,1849,Grupo B,1407
443,0,0,4572,Grupo B,1704
443,1,1,2352,Grupo B,1600
443,1,1,1889,Grupo B,1270
443,1,0,2022,Grupo B,1696
443,1,0,1968,Grupo B,1508
443,1,1,2055,Grupo B,1724
443,0,1,2638,Grupo B,1186
443,1,1,2605,Grupo B,1856
443,0,1,2025,Grupo B,1567
443,1,0,2223,Grupo B,1369
444,0,1,1870,Grupo A,1681
444,0,0,1556,Grupo A,1473
444,1,1,1851,Grupo A,1647
444,0,0,2115,Grupo A,1623
444,0,0,1813,Grupo A,1523
444,0,0,2121,Grupo A,1693
444,1,1,2082,Grupo A,1507
444,0,0,1826,Grupo A,1460
444,1,1,1933,Grupo A,1126
444,1,1,1738,Grupo A,1390
444,1,0,1774,Grupo A,1371
444,0,0,1816,Grupo A,1684
444,1,0,1734,Grupo A,1002
444,1,0,1729,Grupo A,1304
444,1,0,2412,Grupo A,2138
444,0,0,1808,Grupo A,1579
444,1,0,1770,Grupo A,1501
444,1,0,2681,Grupo A,1724
444,1,0,1883,Grupo A,1647
444,0,1,1582,Grupo A,1321
444,1,1,1986,Grupo A,1579
444,1,1,1789,Grupo A,1639
444,0,1,2502,Grupo A,1439
444,1,0,1787,Grupo A,1277
444,1,1,2135,Grupo A,1307
444,1,1,1820,Grupo A,1635
444,0,1,1942,Grupo A,1511
445,1,1,2667,Grupo B,1567
445,0,0,2333,Grupo B,1746
445,0,1,2024,Grupo B,1407
445,0,1,2334,Grupo B,1600
445,0,0,2842,Grupo B,1472
445,0,1,2700,Grupo B,1371
445,0,1,2367,Grupo B,2065
445,0,1,2256,Grupo B,1724
445,0,0,1778,Grupo B,1369
445,0,0,1921,Grupo B,1508
445,1,0,2840,Grupo B,1559
445,0,1,2295,Grupo B,1856
445,1,1,2763,Grupo B,1427
445,0,0,2206,Grupo B,1696
445,0,0,1979,Grupo B,1698
445,0,1,2945,Grupo B,2034
445,1,1,4886,Grupo B,1186
445,0,0,1700,Grupo B,1022
445,1,1,2317,Grupo B,1637
445,1,0,2070,Grupo B,1503
445,1,0,2187,Grupo B,1322
445,1,0,1863,Grupo B,1396
446,1,0,2590,Grupo B,1022
446,1,0,2027,Grupo B,1472
446,0,0,2866,Grupo B,1322
446,1,1,3268,Grupo B,1371
446,0,0,2941,Grupo B,1433
446,1,1,1953,Grupo B,1270
446,1,0,2036,Grupo B,1698
446,1,0,2251,Grupo B,1508
446,1,1,3531,Grupo B,2065
446,1,0,1787,Grupo B,1369
446,1,0,2715,Grupo B,1390
446,0,1,1655,Grupo B,1186
446,0,0,2164,Grupo B,1489
446,0,0,1712,Grupo B,1396
446,0,0,1895,Grupo B,1559
446,1,1,2189,Grupo B,1856
446,1,1,2517,Grupo B,1407
446,1,1,2339,Grupo B,2034
446,1,1,2224,Grupo B,1724
446,0,1,1916,Grupo B,1567
446,0,1,1903,Grupo B,1637
446,1,0,2640,Grupo B,1746
446,1,1,2284,Grupo B,1310
446,0,0,1799,Grupo B,1503
446,0,1,2501,Grupo B,1645
446,1,0,1935,Grupo B,1696
447,1,0,1862,Grupo B,1623
447,0,0,2266,Grupo B,1874
447,0,1,2229,Grupo B,1307
447,0,0,2755,Grupo B,1501
447,1,0,2110,Grupo B,1523
447,0,1,2197,Grupo B,1579
447,1,0,2414,Grupo B,1684
447,1,0,3558,Grupo B,1473
447,1,1,1972,Grupo B,1439
447,0,1,2078,Grupo B,1126
447,1,0,2835,Grupo B,1579
447,0,1,2669,Grupo B,1635
447,0,0,2772,Grupo B,1002
447,0,1,1966,Grupo B,1647
447,0,1,2037,Grupo B,1390
447,0,0,2578,Grupo B,2138
447,0,1,2259,Grupo B,1639
447,0,0,2529,Grupo B,1724
447,1,0,2165,Grupo B,1693
447,1,1,2300,Grupo B,1511
447,1,1,3499,Grupo B,2109
447,1,0,1730,Grupo B,1347
447,0,0,1964,Grupo B,1647
447,0,0,2404,Grupo B,1371
447,0,0,1409,Grupo B,1277
447,1,1,2233,Grupo B,1483
447,1,1,1760,Grupo B,1293
447,1,1,1881,Grupo B,1681
448,1,1,4015,Grupo B,1647
448,0,1,2223,Grupo B,1744
448,1,0,3644,Grupo B,2184
448,0,1,2747,Grupo B,1485
448,0,0,3320,Grupo B,1523
448,0,1,3411,Grupo B,2109
448,1,0,3641,Grupo B,1371
448,1,1,2430,Grupo B,1639
448,1,1,3356,Grupo B,1390
448,1,0,2707,Grupo B,1277
448,0,1,2378,Grupo B,1439
448,0,0,3481,Grupo B,1646
448,1,0,2380,Grupo B,1647
448,1,1,2279,Grupo B,1635
448,1,1,2340,Grupo B,1126
448,1,0,3098,Grupo B,2138
448,1,0,3836,Grupo B,1724
448,0,0,2858,Grupo B,1579
448,0,0,3507,Grupo B,1693
448,0,1,2521,Grupo B,1681
448,1,0,2895,Grupo B,1501
448,1,0,3570,Grupo B,1874
448,0,1,3962,Grupo B,1483
448,0,1,4387,Grupo B,1511
448,0,0,4542,Grupo B,1623
449,0,1,1895,Grupo A,1639
449,0,0,1700,Grupo A,1277
449,1,0,2248,Grupo A,1233
449,0,0,2549,Grupo A,2184
449,1,0,2092,Grupo A,1523
449,1,1,2090,Grupo A,1744
449,0,1,2194,Grupo A,1635
449,0,1,1803,Grupo A,1647
449,0,1,1973,Grupo A,1579
449,0,1,1549,Grupo A,1126
449,0,0,1978,Grupo A,1304
449,0,0,1765,Grupo A,1501
449,1,0,2776,Grupo A,1623
449,0,0,2264,Grupo A,1371
449,1,1,3311,Grupo A,1439
449,1,0,2292,Grupo A,1460
449,1,1,1732,Grupo A,1511
449,0,1,1980,Grupo A,1307
449,1,1,1837,Grupo A,1321
449,1,0,1761,Grupo A,1684
449,0,0,2004,Grupo A,1874
449,1,1,3423,Grupo A,2109
449,0,0,2192,Grupo A,2138
449,0,1,1808,Grupo A,1390
449,0,1,2108,Grupo A,1796
449,1,0,1644,Grupo A,1473
449,1,0,2214,Grupo A,1579
449,1,1,1888,Grupo A,1681
449,1,1,2481,Grupo A,1293
449,1,1,2014,Grupo A,1483
449,0,0,2730,Grupo A,1647
449,0,0,1555,Grupo A,1002
450,1,1,2755,Grupo B,1856
450,1,1,2646,Grupo B,1724
450,1,1,3367,Grupo B,2034
450,1,1,2654,Grupo B,1407
450,1,0,2378,Grupo B,1022
450,1,0,2694,Grupo B,1698
450,0,0,2297,Grupo B,1503
450,1,1,1814,Grupo B,1371
450,0,1,3069,Grupo B,1364
450,1,1,1930,Grupo B,1310
450,0,1,2170,Grupo B,1637
450,1,0,2315,Grupo B,1508
450,0,1,2782,Grupo B,1567
450,0,0,2369,Grupo B,1396
450,0,0,2978,Grupo B,1433
450,1,0,2198,Grupo B,1390
450,1,0,2237,Grupo B,1369
450,0,0,1878,Grupo B,1559
450,1,0,2211,Grupo B,1696
450,0,0,3253,Grupo B,1489
450,0,0,3392,Grupo B,1704
450,1,0,2063,Grupo B,1746
450,1,1,3113,Grupo B,1270
451,1,0,2526,Grupo B,1501
451,0,1,2707,Grupo B,1439
451,1,1,2470,Grupo B,1307
451,0,1,2372,Grupo B,1483
451,0,0,3571,Grupo B,1523
451,0,1,2862,Grupo B,1744
451,1,0,2233,Grupo B,1371
451,1,0,2900,Grupo B,1874
451,0,0,2676,Grupo B,1347
451,1,1,3066,Grupo B,1390
451,1,1,2937,Grupo B,1579
451,0,0,2764,Grupo B,1579
451,0,0,2363,Grupo B,1646
451,0,0,2537,Grupo B,1693
451,1,0,2988,Grupo B,2138
451,0,1,2151,Grupo B,1746
451,1,0,1842,Grupo B,1277
451,0,0,2308,Grupo B,1233
451,0,0,2302,Grupo B,1460
451,1,1,1772,Grupo B,1126
451,1,1,2591,Grupo B,1635
451,1,1,2100,Grupo B,1639
451,0,0,3248,Grupo B,1684
451,0,1,1856,Grupo B,1681
451,0,0,2828,Grupo B,1473
451,0,1,3265,Grupo B,1511
451,1,1,2055,Grupo B,1647
452,0,1,2727,Grupo A,2034
452,0,0,1967,Grupo A,1390
452,1,0,1978,Grupo A,1489
452,1,0,2832,Grupo A,1875
452,0,1,2189,Grupo A,1182
452,0,1,2024,Grupo A,1270
452,0,1,2378,Grupo A,1600
452,1,1,2481,Grupo A,1364
452,1,1,2628,Grupo A,1427
452,1,0,2010,Grupo A,1559
452,1,0,2746,Grupo A,1704
452,1,0,2402,Grupo A,1534
452,0,0,1794,Grupo A,1369
452,0,1,2304,Grupo A,1856
452,1,1,1858,Grupo A,1637
452,1,1,2720,Grupo A,1634
452,1,1,2228,Grupo A,1422
452,1,0,2109,Grupo A,1503
452,0,1,2254,Grupo A,1724
452,0,0,2068,Grupo A,1696
452,0,0,2304,Grupo A,1805
452,1,1,2273,Grupo A,1620
452,0,0,2234,Grupo A,1746
452,0,0,1830,Grupo A,1472
452,1,0,2246,Grupo A,1322
452,0,0,1698,Grupo A,1022
452,0,1,2641,Grupo A,2065
452,1,0,2256,Grupo A,1433
452,0,1,1889,Grupo A,1310
452,0,1,1774,Grupo A,1371
452,1,0,2868,Grupo A,1926
452,0,0,1731,Grupo A,1698
452,1,0,2174,Grupo A,1396
453,0,0,1976,Grupo B,1433
453,1,0,2083,Grupo B,1696
453,1,1,2708,Grupo B,1182
453,1,1,2305,Grupo B,1407
453,1,0,2363,Grupo B,1390
453,1,1,2517,Grupo B,2065
453,0,1,2705,Grupo B,1645
453,1,0,2537,Grupo B,1746
453,1,1,2827,Grupo B,1270
453,1,1,2624,Grupo B,2034
453,0,1,4285,Grupo B,1364
453,0,0,2314,Grupo B,1396
453,1,1,2444,Grupo B,1371
453,0,0,2635,Grupo B,1875
453,1,0,1930,Grupo B,1369
453,1,1,2122,Grupo B,1856
453,1,0,2052,Grupo B,1022
454,1,1,2228,Grupo A,1321
454,0,1,1832,Grupo A,1126
454,0,1,2054,Grupo A,1390
454,0,0,2650,Grupo A,1647
454,1,1,2899,Grupo A,1483
454,0,0,2468,Grupo A,1874
454,1,0,2007,Grupo A,1579
454,0,0,2510,Grupo A,2138
454,1,0,1757,Grupo A,1693
454,0,0,1995,Grupo A,1724
454,1,0,2251,Grupo A,1684
454,1,0,1492,Grupo A,1233
454,1,1,1630,Grupo A,1439
454,1,0,1621,Grupo A,1523
454,0,1,1931,Grupo A,1307
