Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Frecuencia,Orientaciondecimal,Categoria,Tecla,FrecuenciaEspacial,Orientacion,Instrucciones1.started,Instrucciones1.stopped,Instrucciones2.started,Instrucciones2.stopped,Instrucciones3.started,Instrucciones3.stopped,instrucciones4.started,instrucciones4.stopped,Instrucciones5.started,Instrucciones5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,12.180949399713427,13.530385499820113,13.530385499820113,14.064100799616426,14.064100799616426,14.447559599764645,14.447559599764645,14.797270299866796,14.797270299866796,None,,,,,,,
