Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Frecuencia,Orientaciondecimal,Categoria,Tecla,FrecuenciaEspacial,Orientacion,Instrucciones1.started,Instrucciones1.stopped,Instrucciones2.started,Instrucciones2.stopped,Instrucciones3.started,Instrucciones3.stopped,instrucciones4.started,instrucciones4.stopped,Instrucciones5.started,Instrucciones5.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,12.184237100183964,13.600061200093478,13.600061200093478,13.966703600250185,13.966703600250185,14.867308999877423,14.867308999877423,15.350340600125492,15.350340600125492,None,None,0,19.586383699905127,None,19.48953239992261,22.520145500078797,,,,,,,
