Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Frecuencia,Orientaciondecimal,Categoria,Tecla,FrecuenciaEspacial,Orientacion,Instrucciones1.started,Instrucciones1.stopped,Instrucciones2.started,Instrucciones2.stopped,Instrucciones3.started,Instrucciones3.stopped,instrucciones4.started,instrucciones4.stopped,Instrucciones5.started,Instrucciones5.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,11.594064900185913,13.578083300031722,13.578083300031722,14.4448350998573,14.4448350998573,16.86231640027836,16.86231640027836,17.462412000168115,17.462412000168115,None,None,0,21.663151300046593,None,21.56322250002995,24.564175699837506,,,,,,,
