Frecuencia,Orientaciondecimales,Categoria,Orientacion,FrecuenciaEspacial,tecla,Tecla,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,Instrucciones1.started,Instrucciones1.stopped,Instrucciones2.started,Instrucciones2.stopped,Instrucciones3.started,Instrucciones3.stopped,instrucciones4.started,instrucciones4.stopped,Instrucciones5.started,Instrucciones5.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,ComienzoTexto.started,ComienzoTexto.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,grating2.started,grating2.stopped,keyrespTest.keys,keyrespTest.corr,keyrespTest.rt,keyrespTest.started,keyrespTest.stopped,feedback_2.started,feedback_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.75266988645415,0.981868948378523,A,98.18689483785231,0.02876334943227075,left,,0,0,0,0,,,,,18.571653899998637,19.021732199995313,19.021732199995313,19.905771099991398,19.905771099991398,20.889307599980384,20.889307599980384,21.823264599981485,21.823264599981485,None,left,1,1.2203513999993447,26.02429009997286,None,25.9241685999732,None,27.27685460000066,None,,,,,,,,,,,,,,,,AntonellaPruebamarzo,001,2023-03-16_12h48.03.194,PruebaGabor2,2022.1.3,60.044589112378006,
5.63503896122014,0.942857344714462,A,94.2857344714462,0.028175194806100697,left,,0,1,1,1,,,,,,,,,,,,,,,left,1,0.8014089999778662,28.474941699998453,None,28.374986999988323,None,29.31006869999692,None,,,,,,,,,,,,,,,,AntonellaPruebamarzo,001,2023-03-16_12h48.03.194,PruebaGabor2,2022.1.3,60.044589112378006,
5.75349902682942,0.976843040460124,A,97.6843040460124,0.0287674951341471,left,,0,2,2,2,,,,,,,,,,,,,,,left,1,0.6631760000018403,30.508797099988442,None,30.408710599993356,None,31.192546899983427,None,,,,,,,,,,,,,,,,AntonellaPruebamarzo,001,2023-03-16_12h48.03.194,PruebaGabor2,2022.1.3,60.044589112378006,
6.76753116765003,0.60647052076609,B,60.647052076609,0.03383765583825015,right,,0,3,3,3,,,,,,,,,,,,,,,right,1,0.7495302000024822,32.3758568999765,None,32.27592449999065,None,33.14261139999144,None,,,,,,,,,,,,,,,,AntonellaPruebamarzo,001,2023-03-16_12h48.03.194,PruebaGabor2,2022.1.3,60.044589112378006,
5.64036966612441,0.946219449854496,A,94.6219449854496,0.02820184833062205,left,,0,4,4,4,,,,,,,,,,,,,,,left,1,0.4219734000216704,34.32654109998839,None,34.22655729998951,None,34.77672349999193,None,,,,,,,,,,,,,,,,AntonellaPruebamarzo,001,2023-03-16_12h48.03.194,PruebaGabor2,2022.1.3,60.044589112378006,
5.76793716427588,0.991949304766192,A,99.1949304766192,0.0288396858213794,left,,0,5,5,5,,,,,,,,,,,,,,,left,1,0.4517510000150651,35.960728999983985,None,35.86046669998905,None,36.44378349999897,None,,,,,,,,,,,,,,,,AntonellaPruebamarzo,001,2023-03-16_12h48.03.194,PruebaGabor2,2022.1.3,60.044589112378006,
5.7434200716108,0.977895959734118,A,97.7895959734118,0.028717100358054002,left,,0,6,6,6,,,,,,,,,,,,,,,left,1,0.5199226000113413,37.62787119997665,None,37.52773179998621,None,38.17795149999438,None,,,,,,,,,,,,,,,,AntonellaPruebamarzo,001,2023-03-16_12h48.03.194,PruebaGabor2,2022.1.3,60.044589112378006,
5.7133165821624,0.9663998844466,A,96.63998844465999,0.028566582910812,left,,0,7,7,7,,,,,,,,,,,,,,,left,1,0.6987389999849256,39.36125869999523,None,39.2615277999721,None,40.07860909998999,None,,,,,,,,,,,,,,,,AntonellaPruebamarzo,001,2023-03-16_12h48.03.194,PruebaGabor2,2022.1.3,60.044589112378006,
5.78340199446218,0.990336450824386,A,99.03364508243861,0.0289170099723109,left,,0,8,8,8,,,,,,,,,,,,,,,left,1,0.9903021000209264,41.26193229999626,None,41.16203849998419,None,42.278969099977985,None,,,,,,,,,,,,,,,,AntonellaPruebamarzo,001,2023-03-16_12h48.03.194,PruebaGabor2,2022.1.3,60.044589112378006,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.796519799972884,None,space,2.0271548999880906,44.29683829998248,None,,,,,,,,,,AntonellaPruebamarzo,001,2023-03-16_12h48.03.194,PruebaGabor2,2022.1.3,60.044589112378006,
5.62357944791498,,A,94.3698663452456,0.0281178972395749,left,Left,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,46.46408649999648,None,left,1,1.352401199983433,46.563978499994846,None,47.951930699986406,None,AntonellaPruebamarzo,001,2023-03-16_12h48.03.194,PruebaGabor2,2022.1.3,60.044589112378006,
5.69097957372747,,A,96.07103723313219,0.028454897868637353,left,Left,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,49.048063899972476,None,left,1,0.5039346999838017,49.14810779999243,None,49.681475099991076,None,AntonellaPruebamarzo,001,2023-03-16_12h48.03.194,PruebaGabor2,2022.1.3,60.044589112378006,
5.70302277314696,,A,96.9982272857429,0.028515113865734798,left,Left,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,50.765356999996584,None,left,1,0.4102691000152845,50.86542599997483,None,51.29874819997349,None,AntonellaPruebamarzo,001,2023-03-16_12h48.03.194,PruebaGabor2,2022.1.3,60.044589112378006,
