Frecuencia,Orientaciondecimal,Categoria,Tecla,FrecuenciaEspacial,Orientacion,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Instrucciones1.started,Instrucciones1.stopped,Instrucciones2.started,Instrucciones2.stopped,Instrucciones3.started,Instrucciones3.stopped,instrucciones4.started,instrucciones4.stopped,Instrucciones5.started,Instrucciones5.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.12015737910944,0.960355341119567,A,left,0.030600786895547197,96.0355341119567,0,0,0,0,14.361904799938202,15.745579299982637,15.745579299982637,17.513025399763137,17.513025399763137,17.996527899987996,17.996527899987996,18.546157700009644,18.546157700009644,None,None,0,22.76378390006721,None,22.663773200009018,25.665630499832332,25.768248499836773,None,df,001,2023-10-10_16h29.12.068,PruebaGabor2,2022.1.3,59.899213471454935,
,,,,,,,,,,,,,,,,,,,,None,0,26.949266700074077,None,26.849164499901235,29.8508611000143,,,,,,,,,
