Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Frecuencia,Orientaciondecimal,Categoria,Tecla,FrecuenciaEspacial,Orientacion,Instrucciones1.started,Instrucciones1.stopped,Instrucciones2.started,Instrucciones2.stopped,Instrucciones3.started,Instrucciones3.stopped,instrucciones4.started,instrucciones4.stopped,Instrucciones5.started,Instrucciones5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,24.94072850001976,26.557396500371397,26.557396500371397,27.55849830014631,27.55849830014631,28.57555410033092,28.57555410033092,29.25899160001427,29.25899160001427,None,,,,,,,
