Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Frecuencia,Orientaciondecimales,Categoria,Tecla,Orientacion,FrecuenciaEspacial,Instrucciones1.started,Instrucciones1.stopped,Instrucciones2.started,Instrucciones2.stopped,Instrucciones3.started,Instrucciones3.stopped,instrucciones4.started,instrucciones4.stopped,Instrucciones5.started,Instrucciones5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,25.163496399996802,30.98186339996755,30.98186339996755,38.550770099973306,38.550770099973306,46.70357739995234,46.70357739995234,55.773211299907416,55.773211299907416,None,,,,,,,
