Frecuencia,Orientaciondecimales,Categoria,Orientacion,FrecuenciaEspacial,tecla,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Instrucciones1.started,Instrucciones1.stopped,Instrucciones2.started,Instrucciones2.stopped,Instrucciones3.started,Instrucciones3.stopped,instrucciones4.started,instrucciones4.stopped,Instrucciones5.started,Instrucciones5.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.75266988645415,0.981868948378523,A,98.18689483785231,0.02876334943227075,left,0,0,0,0,16.025152800000797,16.541605400001572,16.541605400001572,17.30860759999996,17.30860759999996,18.02544080000007,18.02544080000007,18.62562180000168,18.62562180000168,None,right,0,1.2460504999980913,22.810178700001416,None,22.71043809999901,None,24.07741000000169,None,fasdsa,001,2022-11-15_16h18.59.573,PruebaGabor2,2022.1.3,60.072868389985786,
