Frecuencia,Orientaciondecimales,Categoria,Orientacion,FrecuenciaEspacial,tecla,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Instrucciones1.started,Instrucciones1.stopped,Instrucciones2.started,Instrucciones2.stopped,Instrucciones3.started,Instrucciones3.stopped,instrucciones4.started,instrucciones4.stopped,Instrucciones5.started,Instrucciones5.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.75266988645415,0.981868948378523,A,98.18689483785231,0.02876334943227075,left,0,0,0,0,11.033528799998749,12.267214299998159,12.267214299998159,12.717355899996619,12.717355899996619,13.167540999998891,13.167540999998891,13.600956499998574,13.600956499998574,None,right,0,0.5244374000030803,17.686006500000076,None,17.686006500000076,None,18.23608779999995,None,fasdsa,001,2022-11-15_16h21.34.987,PruebaGabor2,2022.1.3,60.01248259623934,
