Frecuencia,Orientacion,Categoria,tecla,FrecuenciaEspacial,Orden,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,Instrucciones1.started,Instrucciones1.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,Instrucciones2.started,Instrucciones2.stopped,key_resp_4.keys,key_resp_4.started,key_resp_4.stopped,Instrucciones3.started,Instrucciones3.stopped,key_resp_5.keys,key_resp_5.started,key_resp_5.stopped,instrucciones4.started,instrucciones4.stopped,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,Instrucciones5.started,Instrucciones5.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,ComienzoTexto.started,ComienzoTexto.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,grating2.started,grating2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,feedback_2.started,feedback_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.83806567852327,95.9180114555596,B,right,0.03419032839261635,2,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.51363180018961,None,right,1,0.25430909963324666,97.6137382001616,None,97.89752570027485,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.74990463300666,94.2474965407515,B,right,0.0337495231650333,3,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.98211210034788,None,right,1,0.5207476997748017,99.08225890016183,None,99.6327479002066,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.82656905934969,93.6826596207915,B,right,0.03413284529674845,4,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.71734170010313,None,right,1,0.5215314999222755,100.81722290022299,None,101.3681778004393,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.71928484592194,95.3620858357987,B,right,0.0335964242296097,5,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.45271680038422,None,right,1,0.4501326000317931,102.55275270016864,None,103.02018460026011,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.83743003953769,97.7344243139596,B,right,0.03418715019768845,6,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.10470490017906,None,right,1,0.44643930019810796,104.20467480039224,None,104.67215570015833,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.78925783561738,94.3501297535519,B,right,0.0339462891780869,7,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.75673810020089,None,right,1,0.38541969982907176,105.85676570003852,None,106.2737584002316,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
5.68501230055945,153.224921516067,A,left,0.02842506150279725,8,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.35833520023152,None,left,1,0.5676470994949341,107.4583557001315,None,108.0589159000665,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.83048530467933,98.4125588764928,B,right,0.03415242652339665,9,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.14357300009578,None,right,1,0.4791262000799179,109.24356430023909,None,109.74434160022065,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.8313068904997,97.9845524463792,B,right,0.0341565344524985,10,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.82904570037499,None,right,1,0.641416400205344,110.92926510004327,None,111.59664860041812,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.81614535800323,93.5248046035692,B,right,0.03408072679001615,11,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.68120850017294,None,right,1,0.5501540000550449,112.78116410039365,None,113.34861780004576,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.74646763832918,98.1959469530605,B,right,0.0337323381916459,12,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.43263930035755,None,right,1,0.5411162995733321,114.53308090008795,None,115.10047780023888,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.72202624735968,96.975585342811,B,right,0.0336101312367984,13,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.18505200045183,None,right,1,0.4774110997095704,116.28498230036348,None,116.78549140039831,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
5.74401131337158,152.133278836357,A,left,0.028720056566857898,14,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.87053680000827,None,left,1,0.32133139995858073,117.97074750019237,None,118.32092810003087,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.82181329196282,96.8463938784845,B,right,0.0341090664598141,15,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.40563220018521,None,right,1,0.6330793998204172,119.50581700028852,None,120.15671210037544,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
5.67989626505887,147.527984556444,A,left,0.02839948132529435,16,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.24084660038352,None,left,1,0.40539930015802383,121.3411763003096,None,121.77490080008283,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.79902990211732,99.9581183266476,B,right,0.0339951495105866,17,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.85960580036044,None,right,1,0.5871719997376204,122.95990790007636,None,123.57730430038646,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.79254397490312,98.9920272096112,B,right,0.0339627198745156,18,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.66161400033161,None,left,0,0.6885924995876849,124.76193440007046,None,125.47922240011394,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
5.66545667157263,154.781330733928,A,left,0.02832728335786315,19,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.56394340004772,None,right,0,0.682521800044924,126.6640445003286,None,127.3647718001157,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
6.7645190524607,95.2336177372607,B,right,0.033822595262303495,20,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.44946490041912,None,left,0,0.28482119971886277,128.5494417003356,None,128.86665600026026,None,Antonella,001,2022-09-06_16h13.21.940,PruebaGabor2,2022.1.3,59.9494145361199,
