Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Frecuencia,Orientaciondecimal,Categoria,Tecla,FrecuenciaEspacial,Orientacion,Instrucciones1.started,Instrucciones1.stopped,Instrucciones2.started,Instrucciones2.stopped,Instrucciones3.started,Instrucciones3.stopped,instrucciones4.started,instrucciones4.stopped,Instrucciones5.started,Instrucciones5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,12.914321599993855,14.481394400354475,14.481394400354475,14.914773700293154,14.914773700293154,15.331370200030506,15.331370200030506,15.71413019997999,15.71413019997999,None,,,,,,,
