Frecuencia,Orientaciondecimal,Categoria,Tecla,FrecuenciaEspacial,Orientacion,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Instrucciones1.started,Instrucciones1.stopped,Instrucciones2.started,Instrucciones2.stopped,Instrucciones3.started,Instrucciones3.stopped,instrucciones4.started,instrucciones4.stopped,Instrucciones5.started,Instrucciones5.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.12015737910944,0.960355341119567,A,left,0.030600786895547197,96.0355341119567,0,0,0,0,12.644484899999952,14.07797010000013,14.07797010000013,14.661227499999768,14.661227499999768,15.39499029999979,15.39499029999979,15.99582539999983,15.99582539999983,None,left,1,1.025098899999648,20.179922299999816,None,20.079731599999832,None,21.23039549999976,None,x,001,2023-07-20_13h41.56.746,PruebaGabor2,2022.1.3,59.76446823076047,
5.80474231627537,0.973560272222272,B,right,0.029023711581376854,97.3560272222272,0,1,1,1,,,,,,,,,,,right,1,1.3755925999998908,22.413921599999867,None,22.31365340000002,None,23.81446219999998,None,x,001,2023-07-20_13h41.56.746,PruebaGabor2,2022.1.3,59.76446823076047,
5.72673654075559,0.957490584769043,B,right,0.028633682703777953,95.74905847690431,0,2,2,2,,,,,,,,,,,left,0,0.5678087999999661,24.99747350000007,None,24.898520799999915,None,25.59975579999991,None,x,001,2023-07-20_13h41.56.746,PruebaGabor2,2022.1.3,59.76446823076047,
