Frecuencia,Orientaciondecimales,Categoria,Orientacion,FrecuenciaEspacial,tecla,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Instrucciones1.started,Instrucciones1.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,Instrucciones2.started,Instrucciones2.stopped,key_resp_4.keys,key_resp_4.started,key_resp_4.stopped,Instrucciones3.started,Instrucciones3.stopped,key_resp_5.keys,key_resp_5.started,key_resp_5.stopped,instrucciones4.started,instrucciones4.stopped,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,Instrucciones5.started,Instrucciones5.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,10.22574270000041,10.775901799999701,None,10.22574270000041,12.242973399999755,,,,,,,,,,,,,,,,,,,,,,,,,,,asd,001,2022-11-15_15h59.17.706,PruebaGabor2,2022.1.3,59.62879880262835,
,,,,,,,,,,,,,,,10.775901799999701,12.860026400001516,None,10.775901799999701,14.843789300000935,,,,,,,,,,,,,,,,,,,,,,asd,001,2022-11-15_15h59.17.706,PruebaGabor2,2022.1.3,59.62879880262835,
,,,,,,,,,,,,,,,,,,,,12.860026400001516,15.226819900002738,None,12.860026400001516,16.12763040000209,,,,,,,,,,,,,,,,,asd,001,2022-11-15_15h59.17.706,PruebaGabor2,2022.1.3,59.62879880262835,
,,,,,,,,,,,,,,,,,,,,,,,,,15.226819900002738,16.294744800001354,None,15.226819900002738,17.31179890000203,,,,,,,,,,,,asd,001,2022-11-15_15h59.17.706,PruebaGabor2,2022.1.3,59.62879880262835,
5.75266988645415,0.981868948378523,A,98.18689483785231,0.02876334943227075,left,0,0,0,0,,,,,,,,,,,,,,,,,,,,,16.294744800001354,None,right,0,1.224759400000039,20.49602159999995,None,20.39588569999978,None,21.82969790000061,None,asd,001,2022-11-15_15h59.17.706,PruebaGabor2,2022.1.3,59.62879880262835,
5.63503896122014,0.942857344714462,A,94.2857344714462,0.028175194806100697,left,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,left,1,0.45147609999912675,23.013018300000113,None,22.913390900001104,None,23.580309600001783,None,asd,001,2022-11-15_15h59.17.706,PruebaGabor2,2022.1.3,59.62879880262835,
