Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Frecuencia,Orientaciondecimal,Categoria,Tecla,FrecuenciaEspacial,Orientacion,Instrucciones1.started,Instrucciones1.stopped,Instrucciones2.started,Instrucciones2.stopped,Instrucciones3.started,Instrucciones3.stopped,instrucciones4.started,instrucciones4.stopped,Instrucciones5.started,Instrucciones5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,18.355893899686635,19.72304689977318,19.72304689977318,21.040200799703598,21.040200799703598,21.85684569971636,21.85684569971636,22.690342999994755,22.690342999994755,None,,,,,,,
