Frecuencia,Orientacion,Categoria,Tecla,FrecuenciaEspacial,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,Instrucciones1.started,Instrucciones1.stopped,Instrucciones2.started,Instrucciones2.stopped,Instrucciones3.started,Instrucciones3.stopped,instrucciones4.started,instrucciones4.stopped,Instrucciones5.started,Instrucciones5.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,ComienzoTexto.started,ComienzoTexto.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,grating2.started,grating2.stopped,keyrespTest.keys,keyrespTest.corr,keyrespTest.rt,keyrespTest.started,keyrespTest.stopped,feedback_2.started,feedback_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.23621781694922,102.40154469256998,A,left,0.0311810890847461,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,153.52942139992956,None,left,1,0.8954345999518409,153.62948529992718,None,154.5471300999634,None,AntonellaM,001,2023-07-18_17h19.24.141,PruebaGabor2,2022.1.3,59.90097169871688,
6.16552963611739,99.5871168011801,A,left,0.03082764818058695,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,155.62993629998527,None,left,1,1.7631526000332087,155.72999799996614,None,157.51411519991234,None,AntonellaM,001,2023-07-18_17h19.24.141,PruebaGabor2,2022.1.3,59.90097169871688,
5.60988746494558,93.4894763739576,B,right,0.0280494373247279,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,158.5975627999287,None,left,0,1.8910052999854088,158.6976963999914,None,160.61622079997323,None,AntonellaM,001,2023-07-18_17h19.24.141,PruebaGabor2,2022.1.3,59.90097169871688,
5.57694158846899,90.8635020444986,B,right,0.027884707942344947,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,161.71535979991313,None,left,0,0.6616655000252649,161.81583169999067,None,162.4989042999223,None,AntonellaM,001,2023-07-18_17h19.24.141,PruebaGabor2,2022.1.3,59.90097169871688,
6.16168319336977,100.062130116175,A,left,0.03080841596684885,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,163.58245119999629,None,left,1,0.7055863999994472,163.6824564000126,None,164.41650649998337,None,AntonellaM,001,2023-07-18_17h19.24.141,PruebaGabor2,2022.1.3,59.90097169871688,
6.04913874318148,96.7400631616676,A,left,0.0302456937159074,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,165.49994969996624,None,left,1,1.0847062999382615,165.59982339991257,None,166.71711470000446,None,AntonellaM,001,2023-07-18_17h19.24.141,PruebaGabor2,2022.1.3,59.90097169871688,
5.53571012126057,90.57467079775981,B,right,0.02767855060630285,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,167.80046830000356,None,right,1,0.720559399924241,167.90047280001454,None,168.65098419995047,None,AntonellaM,001,2023-07-18_17h19.24.141,PruebaGabor2,2022.1.3,59.90097169871688,
5.65414191846392,94.5968940472044,B,right,0.0282707095923196,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,169.7345824999502,None,right,1,1.0740054999478161,169.83437639998738,None,170.93499669991434,None,AntonellaM,001,2023-07-18_17h19.24.141,PruebaGabor2,2022.1.3,59.90097169871688,
6.02578375657102,94.4372885425969,A,left,0.030128918782855098,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,172.0184850000078,None,left,1,0.7819322000723332,172.11866099992767,None,172.91869869991206,None,AntonellaM,001,2023-07-18_17h19.24.141,PruebaGabor2,2022.1.3,59.90097169871688,
5.97782985203918,94.1081036110627,A,left,0.029889149260195903,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,174.0038195999805,None,right,0,0.9410685000475496,174.10383289994206,None,175.08070089993998,None,AntonellaM,001,2023-07-18_17h19.24.141,PruebaGabor2,2022.1.3,59.90097169871688,
