Frecuencia,Orientaciondecimal,Categoria,Tecla,FrecuenciaEspacial,Orientacion,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Instrucciones1.started,Instrucciones1.stopped,Instrucciones2.started,Instrucciones2.stopped,Instrucciones3.started,Instrucciones3.stopped,instrucciones4.started,instrucciones4.stopped,Instrucciones5.started,Instrucciones5.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.12015737910944,0.960355341119567,A,left,0.030600786895547197,96.0355341119567,0,0,0,0,14.855783100239933,17.93946520006284,17.93946520006284,20.62330500036478,20.62330500036478,21.407504600007087,21.407504600007087,22.324554900173098,22.324554900173098,None,None,0,26.525825900025666,None,26.425947700161487,29.426861700136214,29.530224500223994,None,dfg,001,2023-10-10_16h45.18.031,PruebaGabor2,2022.1.3,59.91119968296565,
