"count","ptCnt","Grupo","ptid","List","TrialNum","CueDirection","SentenceDirection","StimulusType","Accuracy","MoveTime","LiftOffLatency","SentDur","ItemNumber","SentenceStimulus","Date","PostQ1","PostQ2","PostQ3","PostQ4","liftOffDiff","X.2","X","X.1","Compatibilidad","X.3","X.4","X.5"
287,0,"Grupo A",404,1,47,1,0,0,1,150,1872,1369,14,"Jenni sang you a song","12/28/2016","i think the task was meant to evaluate my response to english tasks by being a spanish speaker myself{.}","n","y","n",503,NA,"","",0,NA,NA,NA
290,0,"Grupo A",404,1,50,1,1,0,1,35,2236,1371,32,"You sold the land to Mike","12/28/2016","i think the task was meant to evaluate my response to english tasks by being a spanish speaker myself{.}","n","y","n",865,NA,"","",1,NA,NA,NA
292,0,"Grupo A",404,1,52,1,1,0,1,113,1641,1310,39,"You told Liz the story","12/28/2016","i think the task was meant to evaluate my response to english tasks by being a spanish speaker myself{.}","n","y","n",331,NA,"","",1,NA,NA,NA
294,0,"Grupo A",404,1,54,0,1,0,1,77,2135,1567,25,"You handed the puppy to Katie","12/28/2016","i think the task was meant to evaluate my response to english tasks by being a spanish speaker myself{.}","n","y","n",568,NA,"","",0,NA,NA,NA
295,0,"Grupo A",404,1,55,1,1,0,1,431,2222,1856,33,"You transmitted the orders to Sara","12/28/2016","i think the task was meant to evaluate my response to english tasks by being a spanish speaker myself{.}","n","y","n",366,NA,"","",1,NA,NA,NA
297,0,"Grupo A",404,1,57,1,0,0,1,131,2317,1508,17,"Chris offered you some writing tips","12/28/2016","i think the task was meant to evaluate my response to english tasks by being a spanish speaker myself{.}","n","y","n",809,NA,"","",0,NA,NA,NA
303,0,"Grupo A",404,1,63,1,0,0,1,31,2136,1696,13,"John dedicated the song to you","12/28/2016","i think the task was meant to evaluate my response to english tasks by being a spanish speaker myself{.}","n","y","n",440,NA,"","",0,NA,NA,NA
307,0,"Grupo A",404,1,67,0,0,0,1,64,2596,1926,7,"Sally slid you the cafeteria tray","12/28/2016","i think the task was meant to evaluate my response to english tasks by being a spanish speaker myself{.}","n","y","n",670,NA,"","",1,NA,NA,NA
316,0,"Grupo A",404,1,76,1,1,0,1,143,1981,1600,36,"You confessed your secret to Dan","12/28/2016","i think the task was meant to evaluate my response to english tasks by being a spanish speaker myself{.}","n","y","n",381,NA,"","",1,NA,NA,NA
323,0,"Grupo B",405,3,3,0,1,0,1,195,1780,1485,22,"You awarded a medal to Helen","01/13/2017","language","n","n","n",295,NA,"","",0,NA,NA,NA
327,0,"Grupo B",405,3,7,0,0,0,1,132,1926,1460,3,"Mark dealt the cards to you","01/13/2017","language","n","n","n",466,NA,"","",1,NA,NA,NA
331,0,"Grupo B",405,3,11,1,1,0,1,230,2714,1635,35,"You gave Jesse another chance","01/13/2017","language","n","n","n",1079,NA,"","",1,NA,NA,NA
334,0,"Grupo B",405,3,14,0,1,0,1,62,1895,1321,24,"You drove the car to Amber","01/13/2017","language","n","n","n",574,NA,"","",0,NA,NA,NA
336,0,"Grupo B",405,3,16,1,1,0,1,224,1888,1639,33,"You dedicated the song to John","01/13/2017","language","n","n","n",249,NA,"","",1,NA,NA,NA
339,0,"Grupo B",405,3,19,1,1,0,1,278,1987,1647,32,"You devoted your time to Tiana","01/13/2017","language","n","n","n",340,NA,"","",1,NA,NA,NA
344,0,"Grupo B",405,3,24,0,0,0,1,199,1884,1684,2,"Vincent donated money to you","01/13/2017","language","n","n","n",200,NA,"","",1,NA,NA,NA
347,0,"Grupo B",405,3,27,0,0,0,1,185,1909,1473,10,"Your dad poured you some water","01/13/2017","language","n","n","n",436,NA,"","",1,NA,NA,NA
348,0,"Grupo B",405,3,28,0,1,0,1,224,2337,1511,28,"You handed Courtney the notebook","01/13/2017","language","n","n","n",826,NA,"","",0,NA,NA,NA
349,0,"Grupo B",405,3,29,1,0,0,1,265,2045,1371,20,"Your family sent you regards","01/13/2017","language","n","n","n",674,NA,"","",0,NA,NA,NA
352,0,"Grupo B",405,3,32,1,1,0,1,338,1966,1390,34,"You sang Jenni a song","01/13/2017","language","n","n","n",576,NA,"","",1,NA,NA,NA
353,0,"Grupo B",405,3,33,1,0,0,1,356,2041,1724,17,"You received the complaint from Ian","01/13/2017","language","n","n","n",317,NA,"","",0,NA,NA,NA
354,0,"Grupo B",405,3,34,0,0,0,1,136,2679,1579,5,"Katie handed the puppy to you","01/13/2017","language","n","n","n",1100,NA,"","",1,NA,NA,NA
356,0,"Grupo B",405,3,36,1,1,0,1,261,2264,1307,38,"You blew your sister a kiss","01/13/2017","language","n","n","n",957,NA,"","",1,NA,NA,NA
359,0,"Grupo B",405,3,39,0,0,0,1,206,2186,1623,8,"Shawn shot you the rubber band","01/13/2017","language","n","n","n",563,NA,"","",1,NA,NA,NA
361,0,"Grupo B",405,3,41,1,0,0,1,634,2617,1874,13,"Sara transmitted the orders to you","01/13/2017","language","n","n","n",743,NA,"","",0,NA,NA,NA
362,0,"Grupo B",405,3,42,0,1,0,1,228,2414,1746,25,"You dispensed the rations to Kelly","01/13/2017","language","n","n","n",668,NA,"","",0,NA,NA,NA
365,0,"Grupo B",405,3,45,0,1,0,1,139,3765,1681,21,"You delivered the Pizza to Andy","01/13/2017","language","n","n","n",2084,NA,"","",0,NA,NA,NA
369,0,"Grupo B",405,3,49,1,1,0,1,337,3415,1579,37,"You offered Chris some writing tips","01/13/2017","language","n","n","n",1836,NA,"","",1,NA,NA,NA
370,0,"Grupo B",405,3,50,0,0,0,1,237,3419,1523,7,"Joe kicked you the soccer ball","01/13/2017","language","n","n","n",1896,NA,"","",1,NA,NA,NA
376,0,"Grupo B",405,3,56,1,0,0,1,247,2998,2138,15,"Anna transferred responsibility to you","01/13/2017","language","n","n","n",860,NA,"","",0,NA,NA,NA
381,0,"Grupo B",405,3,61,1,0,0,1,757,2279,1647,16,"Dan confessed his secret to you","01/13/2017","language","n","n","n",632,NA,"","",0,NA,NA,NA
383,0,"Grupo B",405,3,63,0,0,0,1,394,2450,1347,9,"Mike rolled you the marble","01/13/2017","language","n","n","n",1103,NA,"","",1,NA,NA,NA
386,0,"Grupo B",405,3,66,0,1,0,1,240,2306,1744,30,"You conveyed the message to Adam","01/13/2017","language","n","n","n",562,NA,"","",0,NA,NA,NA
388,0,"Grupo B",405,3,68,1,1,0,1,294,3105,1126,39,"You taught him a lesson","01/13/2017","language","n","n","n",1979,NA,"","",1,NA,NA,NA
393,0,"Grupo B",405,3,73,0,0,0,1,141,2010,1646,1,"Alex forked over the cash to you","01/13/2017","language","n","n","n",364,NA,"","",1,NA,NA,NA
394,0,"Grupo B",405,3,74,0,0,0,1,337,2420,1693,4,"Jeff entrusted the key to you","01/13/2017","language","n","n","n",727,NA,"","",1,NA,NA,NA
396,0,"Grupo B",405,3,76,0,0,0,1,270,1903,1233,6,"Diane threw you the pen","01/13/2017","language","n","n","n",670,NA,"","",1,NA,NA,NA
398,0,"Grupo B",405,3,78,1,0,0,1,296,1588,1277,19,"Liz told you the story","01/13/2017","language","n","n","n",311,NA,"","",0,NA,NA,NA
401,1,"Grupo B",406,4,1,0,1,0,1,877,2749,1390,34,"You sang Jenni a song","01/15/2017","capacity to understand language","n","n","n",1359,NA,"","",0,NA,NA,NA
402,0,"Grupo B",406,4,2,0,1,0,1,442,2156,1635,35,"You gave Jesse another chance","01/15/2017","capacity to understand language","n","n","n",521,NA,"","",0,NA,NA,NA
403,0,"Grupo B",406,4,3,0,0,0,1,517,1989,1724,17,"You received the complaint from Ian","01/15/2017","capacity to understand language","n","n","n",265,NA,"","",1,NA,NA,NA
406,0,"Grupo B",406,4,6,1,0,0,1,551,1872,1579,5,"Katie handed the puppy to you","01/15/2017","capacity to understand language","n","n","n",293,NA,"","",0,NA,NA,NA
407,0,"Grupo B",406,4,7,1,1,0,1,723,3829,1746,25,"You dispensed the rations to Kelly","01/15/2017","capacity to understand language","n","n","n",2083,NA,"","",1,NA,NA,NA
410,0,"Grupo B",406,4,10,1,0,0,1,484,2783,1646,1,"Alex forked over the cash to you","01/15/2017","capacity to understand language","n","n","n",1137,NA,"","",0,NA,NA,NA
411,0,"Grupo B",406,4,11,0,0,0,1,577,2543,2184,14,"The policeman radioed the message to you","01/15/2017","capacity to understand language","n","n","n",359,NA,"","",1,NA,NA,NA
416,0,"Grupo B",406,4,16,1,1,0,1,257,2590,1439,26,"You bought Christine ice cream","01/15/2017","capacity to understand language","n","n","n",1151,NA,"","",1,NA,NA,NA
417,0,"Grupo B",406,4,17,1,1,0,1,282,2841,2109,27,"You slid Sally the cafeteria tray","01/15/2017","capacity to understand language","n","n","n",732,NA,"","",1,NA,NA,NA
420,0,"Grupo B",406,4,20,0,1,0,1,334,2386,1639,33,"You dedicated the song to John","01/15/2017","capacity to understand language","n","n","n",747,NA,"","",0,NA,NA,NA
422,0,"Grupo B",406,4,22,0,0,0,1,246,2002,1277,19,"Liz told you the story","01/15/2017","capacity to understand language","n","n","n",725,NA,"","",1,NA,NA,NA
423,0,"Grupo B",406,4,23,0,0,0,1,524,1511,1304,18,"Amanda paid you tribute","01/15/2017","capacity to understand language","n","n","n",207,NA,"","",1,NA,NA,NA
425,0,"Grupo B",406,4,25,1,1,0,1,517,1851,1485,22,"You awarded a medal to Helen","01/15/2017","capacity to understand language","n","n","n",366,NA,"","",1,NA,NA,NA
427,0,"Grupo B",406,4,27,0,0,0,1,520,2728,1874,13,"Sara transmitted the orders to you","01/15/2017","capacity to understand language","n","n","n",854,NA,"","",1,NA,NA,NA
428,0,"Grupo B",406,4,28,0,1,0,1,840,2524,1647,32,"You devoted your time to Tiana","01/15/2017","capacity to understand language","n","n","n",877,NA,"","",0,NA,NA,NA
435,0,"Grupo B",406,4,35,0,1,0,1,602,1642,1126,39,"You taught him a lesson","01/15/2017","capacity to understand language","n","n","n",516,NA,"","",0,NA,NA,NA
436,0,"Grupo B",406,4,36,0,0,0,1,432,2571,2138,15,"Anna transferred responsibility to you","01/15/2017","capacity to understand language","n","n","n",433,NA,"","",1,NA,NA,NA
437,0,"Grupo B",406,4,37,0,0,0,1,440,2011,1647,16,"Dan confessed his secret to you","01/15/2017","capacity to understand language","n","n","n",364,NA,"","",1,NA,NA,NA
438,0,"Grupo B",406,4,38,1,0,0,1,805,2645,1623,8,"Shawn shot you the rubber band","01/15/2017","capacity to understand language","n","n","n",1022,NA,"","",0,NA,NA,NA
442,0,"Grupo B",406,4,42,1,1,0,1,1672,3700,1511,28,"You handed Courtney the notebook","01/15/2017","capacity to understand language","n","n","n",2189,NA,"","",1,NA,NA,NA
445,0,"Grupo B",406,4,45,1,0,0,1,603,2970,1684,2,"Vincent donated money to you","01/15/2017","capacity to understand language","n","n","n",1286,NA,"","",0,NA,NA,NA
447,0,"Grupo B",406,4,47,0,1,0,1,1104,3006,1837,31,"You bestowed the honor upon Art","01/15/2017","capacity to understand language","n","n","n",1169,NA,"","",0,NA,NA,NA
450,0,"Grupo B",406,4,50,0,0,0,1,484,1646,1501,12,"Mike sold the land to you","01/15/2017","capacity to understand language","n","n","n",145,NA,"","",1,NA,NA,NA
451,0,"Grupo B",406,4,51,1,1,0,1,379,2166,1483,23,"You kicked the football to Jack","01/15/2017","capacity to understand language","n","n","n",683,NA,"","",1,NA,NA,NA
454,0,"Grupo B",406,4,54,1,1,0,1,478,2089,1681,21,"You delivered the Pizza to Andy","01/15/2017","capacity to understand language","n","n","n",408,NA,"","",1,NA,NA,NA
456,0,"Grupo B",406,4,56,0,1,0,1,537,2423,1507,40,"You pitched Andy the idea","01/15/2017","capacity to understand language","n","n","n",916,NA,"","",0,NA,NA,NA
457,0,"Grupo B",406,4,57,1,0,0,1,521,2062,1693,4,"Jeff entrusted the key to you","01/15/2017","capacity to understand language","n","n","n",369,NA,"","",0,NA,NA,NA
459,0,"Grupo B",406,4,59,0,0,0,1,505,1707,1371,20,"Your family sent you regards","01/15/2017","capacity to understand language","n","n","n",336,NA,"","",1,NA,NA,NA
463,0,"Grupo B",406,4,63,1,0,0,1,393,1697,1233,6,"Diane threw you the pen","01/15/2017","capacity to understand language","n","n","n",464,NA,"","",0,NA,NA,NA
465,0,"Grupo B",406,4,65,1,0,0,1,338,2006,1523,7,"Joe kicked you the soccer ball","01/15/2017","capacity to understand language","n","n","n",483,NA,"","",0,NA,NA,NA
466,0,"Grupo B",406,4,66,1,0,0,1,490,1952,1473,10,"Your dad poured you some water","01/15/2017","capacity to understand language","n","n","n",479,NA,"","",0,NA,NA,NA
469,0,"Grupo B",406,4,69,0,0,0,1,2677,177,1002,11,"Heather slipped you a note","01/15/2017","capacity to understand language","n","n","n",-825,NA,"","",1,NA,NA,NA
471,0,"Grupo B",406,4,71,0,1,0,1,468,1894,1579,37,"You offered Chris some writing tips","01/15/2017","capacity to understand language","n","n","n",315,NA,"","",0,NA,NA,NA
474,0,"Grupo B",406,4,74,1,1,0,1,486,1949,1321,24,"You drove the car to Amber","01/15/2017","capacity to understand language","n","n","n",628,NA,"","",1,NA,NA,NA
475,0,"Grupo B",406,4,75,1,0,0,1,1152,2316,1460,3,"Mark dealt the cards to you","01/15/2017","capacity to understand language","n","n","n",856,NA,"","",0,NA,NA,NA
479,0,"Grupo B",406,4,79,1,1,0,1,315,1784,1293,29,"You hit Paul the baseball","01/15/2017","capacity to understand language","n","n","n",491,NA,"","",1,NA,NA,NA
480,0,"Grupo B",406,4,80,1,0,0,1,352,2403,1347,9,"Mike rolled you the marble","01/15/2017","capacity to understand language","n","n","n",1056,NA,"","",0,NA,NA,NA
488,0,"Grupo A",407,1,8,0,1,0,1,2533,2885,1620,28,"You shot Shawn the rubber band","01/17/2017","sobre reaccion","n","y","n",1265,NA,"","",0,NA,NA,NA
491,0,"Grupo A",407,1,11,0,0,0,1,463,2474,1534,2,"Helen awarded a medal to you","01/17/2017","sobre reaccion","n","y","n",940,NA,"","",1,NA,NA,NA
493,0,"Grupo A",407,1,13,0,0,0,1,239,2278,1559,8,"Courtney handed you the notebook","01/17/2017","sobre reaccion","n","y","n",719,NA,"","",1,NA,NA,NA
494,0,"Grupo A",407,1,14,1,0,0,1,380,1678,1698,15,"Jesse gave you another chance","01/17/2017","sobre reaccion","n","y","n",-20,NA,"","",0,NA,NA,NA
497,0,"Grupo A",407,1,17,0,1,0,1,228,2244,1637,22,"You donated money to Vincent","01/17/2017","sobre reaccion","n","y","n",607,NA,"","",0,NA,NA,NA
498,0,"Grupo A",407,1,18,0,0,0,1,30,2471,1489,3,"Jack kicked the football to you","01/17/2017","sobre reaccion","n","y","n",982,NA,"","",1,NA,NA,NA
499,0,"Grupo A",407,1,19,1,1,0,1,307,1865,1310,39,"You told Liz the story","01/17/2017","sobre reaccion","n","y","n",555,NA,"","",1,NA,NA,NA
500,0,"Grupo A",407,1,20,1,1,0,1,575,1989,1724,37,"Ian received the complaint from you","01/17/2017","sobre reaccion","n","y","n",265,NA,"","",1,NA,NA,NA
505,0,"Grupo A",407,1,25,0,1,0,1,278,1900,1186,26,"You threw Diane the pen","01/17/2017","sobre reaccion","n","y","n",714,NA,"","",0,NA,NA,NA
506,0,"Grupo A",407,1,26,0,0,0,1,284,2031,1503,1,"Andy delivered the pizza to you","01/17/2017","sobre reaccion","n","y","n",528,NA,"","",1,NA,NA,NA
507,0,"Grupo A",407,1,27,0,1,0,1,362,2022,1567,25,"You handed the puppy to Katie","01/17/2017","sobre reaccion","n","y","n",455,NA,"","",0,NA,NA,NA
508,0,"Grupo A",407,1,28,1,1,0,1,397,2320,2065,34,"You radioed the message to the policeman","01/17/2017","sobre reaccion","n","y","n",255,NA,"","",1,NA,NA,NA
512,0,"Grupo A",407,1,32,1,1,0,1,306,2469,1371,32,"You sold the land to Mike","01/17/2017","sobre reaccion","n","y","n",1098,NA,"","",1,NA,NA,NA
513,0,"Grupo A",407,1,33,1,0,0,1,300,2349,1746,12,"Tiana devoted her time to you","01/17/2017","sobre reaccion","n","y","n",603,NA,"","",0,NA,NA,NA
514,0,"Grupo A",407,1,34,1,0,0,1,370,2309,1696,13,"John dedicated the song to you","01/17/2017","sobre reaccion","n","y","n",613,NA,"","",0,NA,NA,NA
518,0,"Grupo A",407,1,38,1,0,0,1,254,464,1369,14,"Jenni sang you a song","01/17/2017","sobre reaccion","n","y","n",-905,NA,"","",0,NA,NA,NA
519,0,"Grupo A",407,1,39,1,1,0,1,558,338,2034,35,"You transferred responsibility to Anna","01/17/2017","sobre reaccion","n","y","n",-1696,NA,"","",1,NA,NA,NA
523,0,"Grupo A",407,1,43,0,0,0,1,238,606,1322,9,"Paul hit you the baseball","01/17/2017","sobre reaccion","n","y","n",-716,NA,"","",1,NA,NA,NA
524,0,"Grupo A",407,1,44,1,0,0,1,263,484,1022,19,"He taught you a lesson","01/17/2017","sobre reaccion","n","y","n",-538,NA,"","",0,NA,NA,NA
528,0,"Grupo A",407,1,48,0,0,0,1,261,491,1875,5,"Kelly dispensed the rations to you","01/17/2017","sobre reaccion","n","y","n",-1384,NA,"","",1,NA,NA,NA
531,0,"Grupo A",407,1,51,0,1,0,1,260,414,1364,29,"You rolled Mike the marble","01/17/2017","sobre reaccion","n","y","n",-950,NA,"","",0,NA,NA,NA
532,0,"Grupo A",407,1,52,1,1,0,1,275,423,1600,36,"You confessed your secret to Dan","01/17/2017","sobre reaccion","n","y","n",-1177,NA,"","",1,NA,NA,NA
533,0,"Grupo A",407,1,53,0,1,0,1,316,460,1634,24,"You entrusted the key to Jeff","01/17/2017","sobre reaccion","n","y","n",-1174,NA,"","",0,NA,NA,NA
534,0,"Grupo A",407,1,54,1,1,0,1,293,533,1856,33,"You transmitted the orders to Sara","01/17/2017","sobre reaccion","n","y","n",-1323,NA,"","",1,NA,NA,NA
535,0,"Grupo A",407,1,55,0,0,0,1,279,362,1433,4,"Amber drove the car to you","01/17/2017","sobre reaccion","n","y","n",-1071,NA,"","",1,NA,NA,NA
538,0,"Grupo A",407,1,58,0,1,0,1,281,568,1427,30,"You poured your dad some water","01/17/2017","sobre reaccion","n","y","n",-859,NA,"","",0,NA,NA,NA
539,0,"Grupo A",407,1,59,1,0,0,1,308,492,1508,17,"Chris offered you some writing tips","01/17/2017","sobre reaccion","n","y","n",-1016,NA,"","",0,NA,NA,NA
541,0,"Grupo A",407,1,61,0,1,0,1,245,448,1422,23,"You dealt the cards to Mark","01/17/2017","sobre reaccion","n","y","n",-974,NA,"","",0,NA,NA,NA
542,0,"Grupo A",407,1,62,0,0,0,1,185,696,1704,10,"Adam conveyed the message to you","01/17/2017","sobre reaccion","n","y","n",-1008,NA,"","",1,NA,NA,NA
543,0,"Grupo A",407,1,63,1,1,0,1,571,247,1182,31,"You slipped Heather a note","01/17/2017","sobre reaccion","n","y","n",-935,NA,"","",1,NA,NA,NA
547,0,"Grupo A",407,1,67,1,0,0,1,344,315,1390,18,"Your sister blew you a kiss","01/17/2017","sobre reaccion","n","y","n",-1075,NA,"","",0,NA,NA,NA
548,0,"Grupo A",407,1,68,1,0,0,1,589,238,1733,16,"Steve lavished you with praise","01/17/2017","sobre reaccion","n","y","n",-1495,NA,"","",0,NA,NA,NA
552,0,"Grupo A",407,1,72,0,1,0,1,294,332,1936,21,"You forked over the cash to Alex","01/17/2017","sobre reaccion","n","y","n",-1604,NA,"","",0,NA,NA,NA
553,0,"Grupo A",407,1,73,1,1,0,1,313,281,1270,38,"You paid Amanda tribute","01/17/2017","sobre reaccion","n","y","n",-989,NA,"","",1,NA,NA,NA
557,0,"Grupo A",407,1,77,0,1,0,1,341,281,1645,27,"You kicked Joe the soccer ball","01/17/2017","sobre reaccion","n","y","n",-1364,NA,"","",0,NA,NA,NA
558,0,"Grupo A",407,1,78,1,0,0,1,731,244,1805,11,"Art bestowed the honor upon you","01/17/2017","sobre reaccion","n","y","n",-1561,NA,"","",0,NA,NA,NA
559,0,"Grupo A",407,1,79,0,0,0,1,438,181,1396,6,"Christine bought you ice cream","01/17/2017","sobre reaccion","n","y","n",-1215,NA,"","",1,NA,NA,NA
562,0,"Grupo B",408,2,2,0,1,0,1,380,2225,1856,33,"You transmitted the orders to Sara","01/17/2017","language","n","n","n",369,NA,"","",0,NA,NA,NA
563,0,"Grupo B",408,2,3,0,1,0,1,262,1870,1270,38,"You paid Amanda tribute","01/17/2017","language","n","n","n",600,NA,"","",0,NA,NA,NA
566,0,"Grupo B",408,2,6,0,1,0,1,302,1768,1371,32,"You sold the land to Mike","01/17/2017","language","n","n","n",397,NA,"","",0,NA,NA,NA
567,0,"Grupo B",408,2,7,0,0,0,1,251,2685,1390,18,"Your sister blew you a kiss","01/17/2017","language","n","n","n",1295,NA,"","",1,NA,NA,NA
576,0,"Grupo B",408,2,16,0,0,0,1,604,2189,1696,13,"John dedicated the song to you","01/17/2017","language","n","n","n",493,NA,"","",1,NA,NA,NA
586,0,"Grupo B",408,2,26,1,0,0,1,235,2622,1559,8,"Courtney handed you the notebook","01/17/2017","language","n","n","n",1063,NA,"","",0,NA,NA,NA
588,0,"Grupo B",408,2,28,0,1,0,1,267,2745,2034,35,"You transferred responsibility to Anna","01/17/2017","language","n","n","n",711,NA,"","",0,NA,NA,NA
589,0,"Grupo B",408,2,29,0,0,0,1,325,2243,1508,17,"Chris offered you some writing tips","01/17/2017","language","n","n","n",735,NA,"","",1,NA,NA,NA
593,0,"Grupo B",408,2,33,1,1,0,1,412,2795,1422,23,"You dealt the cards to Mark","01/17/2017","language","n","n","n",1373,NA,"","",1,NA,NA,NA
594,0,"Grupo B",408,2,34,0,0,0,1,284,2148,1746,12,"Tiana devoted her time to you","01/17/2017","language","n","n","n",402,NA,"","",1,NA,NA,NA
595,0,"Grupo B",408,2,35,0,1,0,1,166,2511,1407,40,"You sent your family regards","01/17/2017","language","n","n","n",1104,NA,"","",0,NA,NA,NA
598,0,"Grupo B",408,2,38,1,1,0,1,312,1911,1186,26,"You threw Diane the pen","01/17/2017","language","n","n","n",725,NA,"","",1,NA,NA,NA
606,0,"Grupo B",408,2,46,0,1,0,1,315,2612,2065,34,"You radioed the message to the policeman","01/17/2017","language","n","n","n",547,NA,"","",0,NA,NA,NA
614,0,"Grupo B",408,2,54,1,1,0,1,301,2240,1637,22,"You donated money to Vincent","01/17/2017","language","n","n","n",603,NA,"","",1,NA,NA,NA
615,0,"Grupo B",408,2,55,1,0,0,1,250,2805,1704,10,"Adam conveyed the message to you","01/17/2017","language","n","n","n",1101,NA,"","",0,NA,NA,NA
617,0,"Grupo B",408,2,57,1,0,0,1,488,2024,1322,9,"Paul hit you the baseball","01/17/2017","language","n","n","n",702,NA,"","",0,NA,NA,NA
622,0,"Grupo B",408,2,62,0,1,0,1,273,2554,1600,36,"You confessed your secret to Dan","01/17/2017","language","n","n","n",954,NA,"","",0,NA,NA,NA
627,0,"Grupo B",408,2,67,0,0,0,1,251,2991,1805,11,"Art bestowed the honor upon you","01/17/2017","language","n","n","n",1186,NA,"","",1,NA,NA,NA
633,0,"Grupo B",408,2,73,1,1,0,1,306,2108,1567,25,"You handed the puppy to Katie","01/17/2017","language","n","n","n",541,NA,"","",1,NA,NA,NA
634,0,"Grupo B",408,2,74,1,0,0,1,275,2076,1503,1,"Andy delivered the pizza to you","01/17/2017","language","n","n","n",573,NA,"","",0,NA,NA,NA
635,0,"Grupo B",408,2,75,0,0,0,1,296,1770,1369,14,"Jenni sang you a song","01/17/2017","language","n","n","n",401,NA,"","",1,NA,NA,NA
637,0,"Grupo B",408,2,77,1,0,0,1,256,1806,1489,3,"Jack kicked the football to you","01/17/2017","language","n","n","n",317,NA,"","",0,NA,NA,NA
638,0,"Grupo B",408,2,78,0,1,0,1,270,1669,1310,39,"You told Liz the story","01/17/2017","language","n","n","n",359,NA,"","",0,NA,NA,NA
