"count","ptCnt","ptid","List","TrialNum","CueDirection","SentenceDirection","StimulusType","Accuracy","MoveTime","LiftOffLatency","SentDur","ItemNumber","SentenceStimulus","Date","PostQ1","PostQ2","PostQ3","PostQ4","liftOffDiff"
2447,0,431,2,47,1,1,0,1,273,2072,1427,30,"You poured your dad some water","05/08/2017","manejo de idioma y concentraci on","n","y","n",645
2451,0,431,2,51,0,0,0,1,203,3098,1733,16,"Steve lavished you with praise","05/08/2017","manejo de idioma y concentraci on","n","y","n",1365
2454,0,431,2,54,0,1,0,1,368,1836,1371,32,"You sold the land to Mike","05/08/2017","manejo de idioma y concentraci on","n","y","n",465
2455,0,431,2,55,1,0,0,1,305,1752,1396,6,"Christine bought you ice cream","05/08/2017","manejo de idioma y concentraci on","n","y","n",356
2456,0,431,2,56,0,0,0,1,323,2006,1508,17,"Chris offered you some writing tips","05/08/2017","manejo de idioma y concentraci on","n","y","n",498
2457,0,431,2,57,0,1,0,1,378,2249,1856,33,"You transmitted the orders to Sara","05/08/2017","manejo de idioma y concentraci on","n","y","n",393
2459,0,431,2,59,1,1,0,1,292,1633,1186,26,"You threw Diane the pen","05/08/2017","manejo de idioma y concentraci on","n","y","n",447
2460,0,431,2,60,0,1,0,1,298,2360,1724,37,"Ian received the complaint from you","05/08/2017","manejo de idioma y concentraci on","n","y","n",636
2468,0,431,2,68,0,1,0,1,340,2208,2034,35,"You transferred responsibility to Anna","05/08/2017","manejo de idioma y concentraci on","n","y","n",174
2472,0,431,2,72,1,1,0,1,298,2994,1936,21,"You forked over the cash to Alex","05/08/2017","manejo de idioma y concentraci on","n","y","n",1058
2473,0,431,2,73,0,0,0,1,376,2119,1746,12,"Tiana devoted her time to you","05/08/2017","manejo de idioma y concentraci on","n","y","n",373
2474,0,431,2,74,0,1,0,1,409,1928,1600,36,"You confessed your secret to Dan","05/08/2017","manejo de idioma y concentraci on","n","y","n",328
2476,0,431,2,76,0,0,0,1,396,1384,1022,19,"He taught you a lesson","05/08/2017","manejo de idioma y concentraci on","n","y","n",362
2477,0,431,2,77,0,1,0,1,411,1759,1270,38,"You paid Amanda tribute","05/08/2017","manejo de idioma y concentraci on","n","y","n",489
2479,0,431,2,79,1,1,0,1,415,1832,1637,22,"You donated money to Vincent","05/08/2017","manejo de idioma y concentraci on","n","y","n",195
2480,0,431,2,80,0,0,0,1,437,1837,1698,15,"Jesse gave you another chance","05/08/2017","manejo de idioma y concentraci on","n","y","n",139
2481,1,432,1,1,0,0,0,1,215,1762,1396,6,"Christine bought you ice cream","06/12/2017","comprehension","y","y","y",366
2485,0,432,1,5,1,0,0,1,183,1706,1508,17,"Chris offered you some writing tips","06/12/2017","comprehension","y","y","y",198
2487,0,432,1,7,1,1,0,1,194,2147,1856,33,"You transmitted the orders to Sara","06/12/2017","comprehension","y","y","y",291
2493,0,432,1,13,0,0,0,1,276,1572,1322,9,"Paul hit you the baseball","06/12/2017","comprehension","y","y","y",250
2494,0,432,1,14,0,0,0,1,340,1701,1433,4,"Amber drove the car to you","06/12/2017","comprehension","y","y","y",268
2495,0,432,1,15,1,1,0,1,218,1716,1270,38,"You paid Amanda tribute","06/12/2017","comprehension","y","y","y",446
2498,0,432,1,18,1,0,0,1,266,1755,1698,15,"Jesse gave you another chance","06/12/2017","comprehension","y","y","y",57
2500,0,432,1,20,0,0,0,1,550,1983,1704,10,"Adam conveyed the message to you","06/12/2017","comprehension","y","y","y",279
2507,0,432,1,27,0,1,0,1,322,1764,1620,28,"You shot Shawn the rubber band","06/12/2017","comprehension","y","y","y",144
2508,0,432,1,28,1,1,0,1,230,1979,1724,37,"Ian received the complaint from you","06/12/2017","comprehension","y","y","y",255
2509,0,432,1,29,0,0,0,1,197,1742,1534,2,"Helen awarded a medal to you","06/12/2017","comprehension","y","y","y",208
2510,0,432,1,30,1,1,0,1,276,1797,1407,40,"You sent your family regards","06/12/2017","comprehension","y","y","y",390
2512,0,432,1,32,1,0,0,1,265,2193,1805,11,"Art bestowed the honor upon you","06/12/2017","comprehension","y","y","y",388
2518,0,432,1,38,1,1,0,1,235,1930,1600,36,"You confessed your secret to Dan","06/12/2017","comprehension","y","y","y",330
2519,0,432,1,39,0,0,0,1,259,2200,1875,5,"Kelly dispensed the rations to you","06/12/2017","comprehension","y","y","y",325
2521,0,432,1,41,0,0,0,1,213,2295,1926,7,"Sally slid you the cafeteria tray","06/12/2017","comprehension","y","y","y",369
2525,0,432,1,45,0,0,0,1,287,1825,1559,8,"Courtney handed you the notebook","06/12/2017","comprehension","y","y","y",266
2528,0,432,1,48,1,1,0,1,269,1685,1371,32,"You sold the land to Mike","06/12/2017","comprehension","y","y","y",314
2531,0,432,1,51,1,0,0,1,232,1820,1472,20,"Andy pitched you the idea","06/12/2017","comprehension","y","y","y",348
2532,0,432,1,52,0,0,0,1,154,1854,1503,1,"Andy delivered the pizza to you","06/12/2017","comprehension","y","y","y",351
2535,0,432,1,55,1,0,0,1,274,1803,1369,14,"Jenni sang you a song","06/12/2017","comprehension","y","y","y",434
2540,0,432,1,60,1,1,0,1,234,1618,1310,39,"You told Liz the story","06/12/2017","comprehension","y","y","y",308
2541,0,432,1,61,1,0,0,1,214,1699,1390,18,"Your sister blew you a kiss","06/12/2017","comprehension","y","y","y",309
2547,0,432,1,67,0,1,0,1,308,1923,1567,25,"You handed the puppy to Katie","06/12/2017","comprehension","y","y","y",356
2548,0,432,1,68,1,1,0,1,252,2479,2034,35,"You transferred responsibility to Anna","06/12/2017","comprehension","y","y","y",445
2552,0,432,1,72,1,1,0,1,269,2460,2065,34,"You radioed the message to the policeman","06/12/2017","comprehension","y","y","y",395
2555,0,432,1,75,0,1,0,1,249,1731,1364,29,"You rolled Mike the marble","06/12/2017","comprehension","y","y","y",367
2556,0,432,1,76,1,0,0,1,270,1992,1746,12,"Tiana devoted her time to you","06/12/2017","comprehension","y","y","y",246
2557,0,432,1,77,0,1,0,1,279,1802,1422,23,"You dealt the cards to Mark","06/12/2017","comprehension","y","y","y",380
2558,0,432,1,78,1,0,0,1,282,2107,1696,13,"John dedicated the song to you","06/12/2017","comprehension","y","y","y",411
2559,0,432,1,79,0,1,0,1,304,1918,1427,30,"You poured your dad some water","06/12/2017","comprehension","y","y","y",491
2560,0,432,1,80,1,0,0,1,366,1444,1022,19,"He taught you a lesson","06/12/2017","comprehension","y","y","y",422
2562,0,433,3,2,0,0,0,1,145,2087,1684,2,"Vincent donated money to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",403
2564,0,433,3,4,1,0,0,1,191,1652,1501,12,"Mike sold the land to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",151
2565,0,433,3,5,0,1,0,1,94,1946,1511,28,"You handed Courtney the notebook","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",435
2567,0,433,3,7,0,0,0,1,16,1915,1579,5,"Katie handed the puppy to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",336
2568,0,433,3,8,1,1,0,1,254,2042,1579,37,"You offered Chris some writing tips","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",463
2570,0,433,3,10,1,1,0,1,217,2491,1796,36,"You lavished Steve with praise","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",695
2571,0,433,3,11,0,0,0,1,177,2195,1646,1,"Alex forked over the cash to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",549
2574,0,433,3,14,0,1,0,1,134,2287,1744,30,"You conveyed the message to Adam","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",543
2575,0,433,3,15,0,1,0,1,47,4597,1321,24,"You drove the car to Amber","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",3276
2576,0,433,3,16,0,1,0,1,132,2717,1746,25,"You dispensed the rations to Kelly","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",971
2578,0,433,3,18,1,0,0,1,246,1907,1371,20,"Your family sent you regards","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",536
2579,0,433,3,19,0,1,0,1,169,3358,1293,29,"You hit Paul the baseball","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",2065
2581,0,433,3,21,1,1,0,1,192,1354,1126,39,"You taught him a lesson","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",228
2583,0,433,3,23,1,1,0,1,231,2008,1639,33,"You dedicated the song to John","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",369
2584,0,433,3,24,1,1,0,1,208,1770,1390,34,"You sang Jenni a song","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",380
2585,0,433,3,25,1,0,0,1,149,4160,2184,14,"The policeman radioed the message to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",1976
2587,0,433,3,27,1,1,0,1,200,1924,1635,35,"You gave Jesse another chance","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",289
2588,0,433,3,28,1,1,0,1,243,1843,1647,32,"You devoted your time to Tiana","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",196
2598,0,433,3,38,0,1,0,1,203,2415,1439,26,"You bought Christine ice cream","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",976
2601,0,433,3,41,0,1,0,1,300,1629,1485,22,"You awarded a medal to Helen","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",144
2603,0,433,3,43,0,0,0,1,371,1647,1523,7,"Joe kicked you the soccer ball","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",124
2604,0,433,3,44,1,0,0,1,296,2010,1724,17,"You received the complaint from Ian","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",286
2607,0,433,3,47,1,0,0,1,266,1580,1304,18,"Amanda paid you tribute","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",276
2611,0,433,3,51,0,1,0,1,196,2398,1483,23,"You kicked the football to Jack","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",915
2613,0,433,3,53,0,0,0,1,284,2135,1623,8,"Shawn shot you the rubber band","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",512
2616,0,433,3,56,1,0,0,1,220,2274,1874,13,"Sara transmitted the orders to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",400
2618,0,433,3,58,0,0,0,1,312,2479,1693,4,"Jeff entrusted the key to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",786
2621,0,433,3,61,0,0,0,1,254,1607,1347,9,"Mike rolled you the marble","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",260
2622,0,433,3,62,1,0,0,1,209,1316,1002,11,"Heather slipped you a note","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",314
2625,0,433,3,65,0,0,0,1,312,1731,1473,10,"Your dad poured you some water","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",258
2626,0,433,3,66,0,0,0,1,292,1509,1460,3,"Mark dealt the cards to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",49
2629,0,433,3,69,1,1,0,1,258,1955,1507,40,"You pitched Andy the idea","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",448
2630,0,433,3,70,1,0,0,1,230,1970,1647,16,"Dan confessed his secret to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",323
2634,0,433,3,74,1,1,0,1,211,3148,1837,31,"You bestowed the honor upon Art","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",1311
2636,0,433,3,76,0,1,0,1,222,1823,1681,21,"You delivered the Pizza to Andy","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",142
2637,0,433,3,77,1,0,0,1,242,2180,2138,15,"Anna transferred responsibility to you","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",42
2638,0,433,3,78,0,1,0,1,295,2580,2109,27,"You slid Sally the cafeteria tray","06/13/2017","IT WAS AN EXCERSISE ABOUT ATTENTION AND COM PREHENSION{,} MIXED WITH A REFLEX GAME{.}","n","y","n",471
2643,0,434,1,3,0,0,0,1,273,1622,1503,1,"Andy delivered the pizza to you","06/13/2017","comprehension","n","n","n",119
2645,0,434,1,5,1,0,0,1,319,1609,1698,15,"Jesse gave you another chance","06/13/2017","comprehension","n","n","n",-89
2650,0,434,1,10,1,0,0,1,353,2146,1390,18,"Your sister blew you a kiss","06/13/2017","comprehension","n","n","n",756
2651,0,434,1,11,1,0,0,1,289,1880,1696,13,"John dedicated the song to you","06/13/2017","comprehension","n","n","n",184
2653,0,434,1,13,0,1,0,1,324,2517,1634,24,"You entrusted the key to Jeff","06/13/2017","comprehension","n","n","n",883
2655,0,434,1,15,1,0,0,1,312,2007,1472,20,"Andy pitched you the idea","06/13/2017","comprehension","n","n","n",535
2657,0,434,1,17,0,0,0,1,358,2127,1396,6,"Christine bought you ice cream","06/13/2017","comprehension","n","n","n",731
2659,0,434,1,19,1,0,0,1,414,1751,1369,14,"Jenni sang you a song","06/13/2017","comprehension","n","n","n",382
2660,0,434,1,20,1,1,0,1,302,1863,1600,36,"You confessed your secret to Dan","06/13/2017","comprehension","n","n","n",263
2665,0,434,1,25,0,1,0,1,328,1867,1620,28,"You shot Shawn the rubber band","06/13/2017","comprehension","n","n","n",247
2667,0,434,1,27,0,1,0,1,319,2494,1422,23,"You dealt the cards to Mark","06/13/2017","comprehension","n","n","n",1072
2668,0,434,1,28,1,1,0,1,327,2250,2034,35,"You transferred responsibility to Anna","06/13/2017","comprehension","n","n","n",216
2670,0,434,1,30,0,1,0,1,341,1920,1567,25,"You handed the puppy to Katie","06/13/2017","comprehension","n","n","n",353
2671,0,434,1,31,1,1,0,1,284,2193,2065,34,"You radioed the message to the policeman","06/13/2017","comprehension","n","n","n",128
2672,0,434,1,32,0,1,0,1,258,1815,1427,30,"You poured your dad some water","06/13/2017","comprehension","n","n","n",388
2679,0,434,1,39,0,0,0,1,295,1742,1322,9,"Paul hit you the baseball","06/13/2017","comprehension","n","n","n",420
2680,0,434,1,40,1,0,0,1,314,1543,1022,19,"He taught you a lesson","06/13/2017","comprehension","n","n","n",521
2684,0,434,1,44,0,0,0,1,270,1828,1704,10,"Adam conveyed the message to you","06/13/2017","comprehension","n","n","n",124
2686,0,434,1,46,0,1,0,1,318,2310,1637,22,"You donated money to Vincent","06/13/2017","comprehension","n","n","n",673
2690,0,434,1,50,0,0,0,1,327,2392,1433,4,"Amber drove the car to you","06/13/2017","comprehension","n","n","n",959
2695,0,434,1,55,1,1,0,1,369,2381,1270,38,"You paid Amanda tribute","06/13/2017","comprehension","n","n","n",1111
2698,0,434,1,58,0,0,0,1,380,2027,1559,8,"Courtney handed you the notebook","06/13/2017","comprehension","n","n","n",468
2703,0,434,1,63,0,1,0,1,294,2905,1936,21,"You forked over the cash to Alex","06/13/2017","comprehension","n","n","n",969
2705,0,434,1,65,0,1,0,1,336,3194,1186,26,"You threw Diane the pen","06/13/2017","comprehension","n","n","n",2008
2715,0,434,1,75,1,1,0,1,317,2142,1856,33,"You transmitted the orders to Sara","06/13/2017","comprehension","n","n","n",286
2725,0,435,2,5,0,0,0,1,179,1385,1698,15,"Jesse gave you another chance","06/13/2017","listening   and comprehension{.}","n","y","n",-313
2727,0,435,2,7,0,0,0,1,143,1188,1022,19,"He taught you a lesson","06/13/2017","listening   and comprehension{.}","n","y","n",166
2729,0,435,2,9,0,0,0,1,65,1526,1369,14,"Jenni sang you a song","06/13/2017","listening   and comprehension{.}","n","y","n",157
2731,0,435,2,11,1,0,0,1,128,1709,1534,2,"Helen awarded a medal to you","06/13/2017","listening   and comprehension{.}","n","y","n",175
2732,0,435,2,12,0,0,0,1,144,2018,1390,18,"Your sister blew you a kiss","06/13/2017","listening   and comprehension{.}","n","y","n",628
2738,0,435,2,18,1,1,0,1,116,1792,1567,25,"You handed the puppy to Katie","06/13/2017","listening   and comprehension{.}","n","y","n",225
2742,0,435,2,22,1,0,0,1,120,2136,1489,3,"Jack kicked the football to you","06/13/2017","listening   and comprehension{.}","n","y","n",647
2748,0,435,2,28,0,0,0,1,62,2208,1472,20,"Andy pitched you the idea","06/13/2017","listening   and comprehension{.}","n","y","n",736
2749,0,435,2,29,1,1,0,1,15,2058,1637,22,"You donated money to Vincent","06/13/2017","listening   and comprehension{.}","n","y","n",421
2752,0,435,2,32,1,0,0,1,175,2143,1559,8,"Courtney handed you the notebook","06/13/2017","listening   and comprehension{.}","n","y","n",584
2756,0,435,2,36,0,0,0,1,69,1739,1696,13,"John dedicated the song to you","06/13/2017","listening   and comprehension{.}","n","y","n",43
2759,0,435,2,39,1,1,0,1,139,1889,1427,30,"You poured your dad some water","06/13/2017","listening   and comprehension{.}","n","y","n",462
2761,0,435,2,41,0,1,0,1,96,1652,1371,32,"You sold the land to Mike","06/13/2017","listening   and comprehension{.}","n","y","n",281
2762,0,435,2,42,0,1,0,1,72,2304,2034,35,"You transferred responsibility to Anna","06/13/2017","listening   and comprehension{.}","n","y","n",270
2769,0,435,2,49,0,1,0,1,91,1640,1407,40,"You sent your family regards","06/13/2017","listening   and comprehension{.}","n","y","n",233
2770,0,435,2,50,1,1,0,1,118,2138,1186,26,"You threw Diane the pen","06/13/2017","listening   and comprehension{.}","n","y","n",952
2773,0,435,2,53,1,1,0,1,180,1576,1620,28,"You shot Shawn the rubber band","06/13/2017","listening   and comprehension{.}","n","y","n",-44
2774,0,435,2,54,0,1,0,1,74,2042,1724,37,"Ian received the complaint from you","06/13/2017","listening   and comprehension{.}","n","y","n",318
2782,0,435,2,62,0,0,0,1,90,1961,1746,12,"Tiana devoted her time to you","06/13/2017","listening   and comprehension{.}","n","y","n",215
2790,0,435,2,70,1,0,0,1,151,1714,1396,6,"Christine bought you ice cream","06/13/2017","listening   and comprehension{.}","n","y","n",318
2793,0,435,2,73,1,0,0,1,157,2166,1322,9,"Paul hit you the baseball","06/13/2017","listening   and comprehension{.}","n","y","n",844
2794,0,435,2,74,1,0,0,1,169,1706,1503,1,"Andy delivered the pizza to you","06/13/2017","listening   and comprehension{.}","n","y","n",203
2799,0,435,2,79,0,1,0,1,38,1371,1270,38,"You paid Amanda tribute","06/13/2017","listening   and comprehension{.}","n","y","n",101
2802,0,436,4,2,0,0,0,1,692,3510,2184,14,"The policeman radioed the message to you","06/17/2017","listening and comprehension","y","y","n",1326
2804,0,436,4,4,0,1,0,1,598,2227,1635,35,"You gave Jesse another chance","06/17/2017","listening and comprehension","y","y","n",592
2807,0,436,4,7,1,0,0,1,495,2278,1473,10,"Your dad poured you some water","06/17/2017","listening and comprehension","y","y","n",805
2811,0,436,4,11,0,0,0,1,549,2403,1724,17,"You received the complaint from Ian","06/17/2017","listening and comprehension","y","y","n",679
2812,0,436,4,12,0,0,0,1,668,2262,1501,12,"Mike sold the land to you","06/17/2017","listening and comprehension","y","y","n",761
2821,0,436,4,21,1,0,0,1,626,2067,1523,7,"Joe kicked you the soccer ball","06/17/2017","listening and comprehension","y","y","n",544
2822,0,436,4,22,1,1,0,1,511,2244,1293,29,"You hit Paul the baseball","06/17/2017","listening and comprehension","y","y","n",951
2824,0,436,4,24,1,0,0,1,548,2187,1460,3,"Mark dealt the cards to you","06/17/2017","listening and comprehension","y","y","n",727
2825,0,436,4,25,1,0,0,1,470,2740,1684,2,"Vincent donated money to you","06/17/2017","listening and comprehension","y","y","n",1056
2827,0,436,4,27,1,0,0,1,463,2779,1693,4,"Jeff entrusted the key to you","06/17/2017","listening and comprehension","y","y","n",1086
2830,0,436,4,30,1,0,0,1,426,1904,1347,9,"Mike rolled you the marble","06/17/2017","listening and comprehension","y","y","n",557
2832,0,436,4,32,0,1,0,1,575,3241,1639,33,"You dedicated the song to John","06/17/2017","listening and comprehension","y","y","n",1602
2836,0,436,4,36,1,1,0,1,541,1966,1439,26,"You bought Christine ice cream","06/17/2017","listening and comprehension","y","y","n",527
2844,0,436,4,44,0,0,0,1,516,2497,1874,13,"Sara transmitted the orders to you","06/17/2017","listening and comprehension","y","y","n",623
2846,0,436,4,46,1,1,0,1,463,2299,1681,21,"You delivered the Pizza to Andy","06/17/2017","listening and comprehension","y","y","n",618
2847,0,436,4,47,0,0,0,1,542,2169,1647,16,"Dan confessed his secret to you","06/17/2017","listening and comprehension","y","y","n",522
2849,0,436,4,49,1,0,0,1,445,3338,1623,8,"Shawn shot you the rubber band","06/17/2017","listening and comprehension","y","y","n",1715
2850,0,436,4,50,0,0,0,1,497,2884,2138,15,"Anna transferred responsibility to you","06/17/2017","listening and comprehension","y","y","n",746
2855,0,436,4,55,0,1,0,1,483,2278,1390,34,"You sang Jenni a song","06/17/2017","listening and comprehension","y","y","n",888
2858,0,436,4,58,1,0,0,1,543,2277,1579,5,"Katie handed the puppy to you","06/17/2017","listening and comprehension","y","y","n",698
2859,0,436,4,59,0,1,0,1,654,2509,1507,40,"You pitched Andy the idea","06/17/2017","listening and comprehension","y","y","n",1002
2862,0,436,4,62,1,1,0,1,643,2180,1321,24,"You drove the car to Amber","06/17/2017","listening and comprehension","y","y","n",859
2867,0,436,4,67,0,0,0,1,589,1832,1277,19,"Liz told you the story","06/17/2017","listening and comprehension","y","y","n",555
2869,0,436,4,69,1,1,0,1,649,2088,1483,23,"You kicked the football to Jack","06/17/2017","listening and comprehension","y","y","n",605
2870,0,436,4,70,0,1,0,1,649,2184,1579,37,"You offered Chris some writing tips","06/17/2017","listening and comprehension","y","y","n",605
2875,0,436,4,75,1,1,0,1,533,2261,1511,28,"You handed Courtney the notebook","06/17/2017","listening and comprehension","y","y","n",750
2884,0,437,3,4,1,0,0,1,291,2720,1647,16,"Dan confessed his secret to you","06/17/2017","listening and comprehension","n","n","n",1073
2886,0,437,3,6,1,1,0,1,298,1700,1126,39,"You taught him a lesson","06/17/2017","listening and comprehension","n","n","n",574
2888,0,437,3,8,0,0,0,1,735,2717,1684,2,"Vincent donated money to you","06/17/2017","listening and comprehension","n","n","n",1033
2897,0,437,3,17,0,0,0,1,341,2463,1233,6,"Diane threw you the pen","06/17/2017","listening and comprehension","n","n","n",1230
2902,0,437,3,22,0,0,0,1,436,2958,1646,1,"Alex forked over the cash to you","06/17/2017","listening and comprehension","n","n","n",1312
2903,0,437,3,23,0,0,0,1,387,2466,1693,4,"Jeff entrusted the key to you","06/17/2017","listening and comprehension","n","n","n",773
2907,0,437,3,27,0,0,0,1,397,3642,1623,8,"Shawn shot you the rubber band","06/17/2017","listening and comprehension","n","n","n",2019
2913,0,437,3,33,0,0,0,1,273,2634,1579,5,"Katie handed the puppy to you","06/17/2017","listening and comprehension","n","n","n",1055
2917,0,437,3,37,0,1,0,1,262,3433,1439,26,"You bought Christine ice cream","06/17/2017","listening and comprehension","n","n","n",1994
2920,0,437,3,40,1,0,0,1,214,2534,1501,12,"Mike sold the land to you","06/17/2017","listening and comprehension","n","n","n",1033
2922,0,437,3,42,0,1,0,1,343,2320,1681,21,"You delivered the Pizza to Andy","06/17/2017","listening and comprehension","n","n","n",639
2924,0,437,3,44,1,0,0,1,306,2314,1371,20,"Your family sent you regards","06/17/2017","listening and comprehension","n","n","n",943
2927,0,437,3,47,0,1,0,1,377,2069,1483,23,"You kicked the football to Jack","06/17/2017","listening and comprehension","n","n","n",586
2934,0,437,3,54,1,0,0,1,353,2805,2184,14,"The policeman radioed the message to you","06/17/2017","listening and comprehension","n","n","n",621
2936,0,437,3,56,1,0,0,1,326,2822,1724,17,"You received the complaint from Ian","06/17/2017","listening and comprehension","n","n","n",1098
2938,0,437,3,58,1,1,0,1,357,2250,1579,37,"You offered Chris some writing tips","06/17/2017","listening and comprehension","n","n","n",671
2939,0,437,3,59,0,1,0,1,443,2631,1511,28,"You handed Courtney the notebook","06/17/2017","listening and comprehension","n","n","n",1120
2941,0,437,3,61,1,1,0,1,278,2663,1647,32,"You devoted your time to Tiana","06/17/2017","listening and comprehension","n","n","n",1016
2942,0,437,3,62,0,1,0,1,465,2495,1744,30,"You conveyed the message to Adam","06/17/2017","listening and comprehension","n","n","n",751
2948,0,437,3,68,1,0,0,1,308,2739,2138,15,"Anna transferred responsibility to you","06/17/2017","listening and comprehension","n","n","n",601
2949,0,437,3,69,1,1,0,1,555,2029,1390,34,"You sang Jenni a song","06/17/2017","listening and comprehension","n","n","n",639
2950,0,437,3,70,1,1,0,1,447,1947,1639,33,"You dedicated the song to John","06/17/2017","listening and comprehension","n","n","n",308
2951,0,437,3,71,0,0,0,1,295,2848,1523,7,"Joe kicked you the soccer ball","06/17/2017","listening and comprehension","n","n","n",1325
2954,0,437,3,74,1,0,0,1,353,2063,1277,19,"Liz told you the story","06/17/2017","listening and comprehension","n","n","n",786
2956,0,437,3,76,1,1,0,1,384,2061,1635,35,"You gave Jesse another chance","06/17/2017","listening and comprehension","n","n","n",426
2958,0,437,3,78,1,0,0,1,439,2447,1874,13,"Sara transmitted the orders to you","06/17/2017","listening and comprehension","n","n","n",573
2959,0,437,3,79,0,0,0,1,413,2864,1473,10,"Your dad poured you some water","06/17/2017","listening and comprehension","n","n","n",1391
