Frecuencia,Orientaciondecimales,Categoria,Orientacion,FrecuenciaEspacial,tecla,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,Instrucciones1.started,Instrucciones1.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,Instrucciones2.started,Instrucciones2.stopped,key_resp_4.keys,key_resp_4.started,key_resp_4.stopped,Instrucciones3.started,Instrucciones3.stopped,key_resp_5.keys,key_resp_5.started,key_resp_5.stopped,instrucciones4.started,instrucciones4.stopped,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,Instrucciones5.started,Instrucciones5.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,ComienzoTexto.started,ComienzoTexto.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,grating2.started,grating2.stopped,keyrespTest.keys,keyrespTest.corr,keyrespTest.started,keyrespTest.stopped,feedback_2.started,feedback_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,16.498017699999764,18.01515180000206,None,16.498017699999764,18.481792599999608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AntonellaNoviembre,001,2022-11-15_15h14.41.702,PruebaGabor2,2022.1.3,59.971129897282644,
,,,,,,,,,,,,,,,,,,,18.01515180000206,18.981826200000796,None,18.01515180000206,19.498715400000947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AntonellaNoviembre,001,2022-11-15_15h14.41.702,PruebaGabor2,2022.1.3,59.971129897282644,
,,,,,,,,,,,,,,,,,,,,,,,,18.981826200000796,20.082305100000667,None,18.981826200000796,20.649043500001426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AntonellaNoviembre,001,2022-11-15_15h14.41.702,PruebaGabor2,2022.1.3,59.971129897282644,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.082305100000667,21.216048800000863,None,20.082305100000667,21.982813300001,,,,,,,,,,,,,,,,,,,,,,,,,,AntonellaNoviembre,001,2022-11-15_15h14.41.702,PruebaGabor2,2022.1.3,59.971129897282644,
5.75266988645415,0.981868948378523,A,98.18689483785231,0.02876334943227075,left,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,21.216048800000863,None,left,1,1.7462158000016643,25.400519800001348,None,25.300647000000026,None,27.16774820000137,None,,,,,,,,,,,,,,,AntonellaNoviembre,001,2022-11-15_15h14.41.702,PruebaGabor2,2022.1.3,59.971129897282644,
5.63503896122014,0.942857344714462,A,94.2857344714462,0.028175194806100697,left,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.37083290000009583,28.351538400002028,None,28.251462700001866,None,28.75161669999943,None,,,,,,,,,,,,,,,AntonellaNoviembre,001,2022-11-15_15h14.41.702,PruebaGabor2,2022.1.3,59.971129897282644,
5.75349902682942,0.976843040460124,A,97.6843040460124,0.0287674951341471,left,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.562337799998204,29.935321799999656,None,29.835038299999724,None,30.51844070000152,None,,,,,,,,,,,,,,,AntonellaNoviembre,001,2022-11-15_15h14.41.702,PruebaGabor2,2022.1.3,59.971129897282644,
6.76753116765003,0.60647052076609,B,60.647052076609,0.03383765583825015,right,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,1.9233181999989029,31.702704400002403,None,31.60232040000119,None,33.6529503999991,None,,,,,,,,,,,,,,,AntonellaNoviembre,001,2022-11-15_15h14.41.702,PruebaGabor2,2022.1.3,59.971129897282644,
5.64036966612441,0.946219449854496,A,94.6219449854496,0.02820184833062205,left,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.6855625999996846,34.8368083000023,None,34.73700880000251,None,35.55380200000218,None,,,,,,,,,,,,,,,AntonellaNoviembre,001,2022-11-15_15h14.41.702,PruebaGabor2,2022.1.3,59.971129897282644,
5.76793716427588,0.991949304766192,A,99.1949304766192,0.0288396858213794,left,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.31240059999981895,36.737183000001096,None,36.63740200000029,None,37.07054640000206,None,,,,,,,,,,,,,,,AntonellaNoviembre,001,2022-11-15_15h14.41.702,PruebaGabor2,2022.1.3,59.971129897282644,
5.7434200716108,0.977895959734118,A,97.7895959734118,0.028717100358054002,left,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,0.3475771999983408,38.25443749999977,None,38.15456489999997,None,38.621287300000404,None,,,,,,,,,,,,,,,AntonellaNoviembre,001,2022-11-15_15h14.41.702,PruebaGabor2,2022.1.3,59.971129897282644,
5.7133165821624,0.9663998844466,A,96.63998844465999,0.028566582910812,left,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,0.8688690999988467,39.8051043000014,None,39.70493490000081,None,40.70690490000197,None,,,,,,,,,,,,,,,AntonellaNoviembre,001,2022-11-15_15h14.41.702,PruebaGabor2,2022.1.3,59.971129897282644,
5.78340199446218,0.990336450824386,A,99.03364508243861,0.0289170099723109,left,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,0.559812299998157,41.90576440000223,None,41.80560360000163,None,42.489286100000754,None,,,,,,,,,,,,,,,AntonellaNoviembre,001,2022-11-15_15h14.41.702,PruebaGabor2,2022.1.3,59.971129897282644,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9898878999993,None,space,0.4800275999950827,44.49004100000093,None,,,,,,,,,AntonellaNoviembre,001,2022-11-15_15h14.41.702,PruebaGabor2,2022.1.3,59.971129897282644,
