Frecuencia,Orientacion,Categoria,tecla,FrecuenciaEspacial,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,Instrucciones2.started,Instrucciones2.stopped,Instrucciones.started,Instrucciones.stopped,instrucciones3.started,instrucciones3.stopped,Intrucciones1.started,Intrucciones1.stopped,text_2.started,text_2.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,ComienzoTexto.started,ComienzoTexto.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,grating2.started,grating2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,feedback_2.started,feedback_2.stopped,Gracias.started,Gracias.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.69255089030412,153.59260660597,A,left,0.0284627544515206,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,101.10816579987295,None,left,1,0.5983408000320196,101.2083628999535,None,101.82592139998451,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.69641722135894,153.936240843423,A,left,0.028482086106794702,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,102.91039450000972,None,left,1,0.3877183999866247,103.01047049998306,None,103.42766999988817,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.67347241474643,152.349690479598,A,left,0.028367362073732152,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,104.51255629980005,None,left,1,1.0733644000720233,104.6123099999968,None,105.71346449991688,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.73027870850128,152.954555767055,A,left,0.0286513935425064,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,106.79814479989,None,left,1,1.3237718001473695,106.89817469986156,None,108.24959499994293,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.62977401581616,149.875952964348,A,left,0.0281488700790808,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,109.33395529980771,None,left,1,0.1876099999062717,109.43412569980137,None,109.65098169981502,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.66229444773774,156.057413534132,A,left,0.0283114722386887,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,110.73672609985806,None,left,1,0.1457489999011159,110.83634479995817,None,111.00327289989218,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.76713501764912,153.04471175017,A,left,0.0288356750882456,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,112.0870263997931,None,left,1,0.1215983999427408,112.18812829977833,None,112.33789929980412,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.68403833407362,153.597407456479,A,left,0.0284201916703681,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,113.42223179992288,None,left,1,0.5556799001060426,113.52263419982046,None,114.10654409998097,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.64300660515212,152.283270602326,A,left,0.028215033025760602,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,115.1910584999714,None,left,1,0.1147390000987798,115.29136409983039,None,115.42458489979617,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.66055531480926,155.699755188187,A,left,0.0283027765740463,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,116.5092271999456,None,left,1,0.14063939987681806,116.60930509981699,None,116.77635189983994,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.69818233214252,151.125217780013,A,left,0.0284909116607126,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,117.8607099999208,None,left,1,0.37230119993910193,117.96136059984565,None,118.3613272998482,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.64034894764404,150.321298490759,A,left,0.0282017447382202,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,119.44612209987827,None,left,1,0.48485649982467294,119.54598900000565,None,120.04662139993161,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.64400061879479,153.323410709534,A,left,0.028220003093973947,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,121.13121309992857,None,left,1,0.4628643998876214,121.23125949990936,None,121.71524329995736,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.76515478636169,153.027344502517,A,left,0.028825773931808452,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,122.79982389998622,None,left,1,0.3861681998241693,122.89982719998807,None,123.3170705998782,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.69215853720683,149.551987891792,A,left,0.028460792686034152,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,124.4017806998454,None,left,1,0.2795963999815285,124.50211489992216,None,124.80208779987879,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.72943383807453,154.369648349963,A,left,0.02864716919037265,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,125.88645599992014,None,left,1,0.32282140012830496,125.98683639988303,None,126.33725449978374,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.81416177516901,153.682715494504,A,left,0.029070808875845053,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,127.42257989989594,None,left,1,0.34823779994621873,127.50566289993003,None,127.87230980000459,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.67208092365389,153.407154846201,A,left,0.02836040461826945,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,128.95698959985748,None,left,1,0.13296650000847876,129.057475999929,None,129.2069812999107,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.64012026066103,153.685931681149,A,left,0.02820060130330515,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,130.2917998000048,None,left,1,0.09383360017091036,130.39229979994707,None,130.50872389995493,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.68523610121711,150.273211098605,A,left,0.02842618050608555,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,131.59349469980225,None,left,1,0.017558799823746085,131.6933083999902,None,131.72684969985858,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.72029580551348,156.092667676305,A,left,0.0286014790275674,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,132.81148049980402,None,left,1,0.14286969997920096,132.91149849980138,None,133.07839319994673,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.70003583449876,151.18111032678,A,left,0.028500179172493798,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,134.16297619999386,None,left,1,0.09525120002217591,134.26309139980003,None,134.37979249982163,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.73709400198602,158.123743050912,A,left,0.0286854700099301,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,135.46442629978992,None,left,1,0.10580439982004464,135.56459369999357,None,135.69796639983542,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.62944414746382,152.806753100168,A,left,0.028147220737319102,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,136.78263759985566,None,left,1,0.06720070005394518,136.88276029983535,None,136.98262819997035,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.7411434875229,157.161715131636,A,left,0.028705717437614502,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,138.0673179998994,None,left,1,0.022476400015875697,138.16772039979696,None,138.2176738998387,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.66345930712433,155.780376439806,A,left,0.02831729653562165,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,139.30224399990402,None,left,1,0.07575439987704158,139.40307949995622,None,139.50257439981215,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.72031743341603,153.230777913531,A,left,0.02860158716708015,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,140.58709229994565,None,left,1,0.3030381000135094,140.68697789986618,None,141.0209867998492,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.63059772648277,151.393600386036,A,left,0.028152988632413847,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,142.10544559988193,None,left,1,0.23312379978597164,142.20531399990432,None,142.45582829997875,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.6763225229692,147.318177975706,A,left,0.028381612614846,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,143.54141939990222,None,left,1,0.07840969995595515,143.64094469998963,None,143.7403186999727,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.70726741374849,155.538611445948,A,left,0.028536337068742448,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,144.82489479985088,None,left,1,0.21822870010510087,144.92532109981403,None,145.17533169989474,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.66564551208117,156.536241358702,A,left,0.02832822756040585,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,146.26040639984421,None,left,1,0.27719219983555377,146.36033469997346,None,146.66073349979706,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.64526687792091,153.917845406674,A,left,0.02822633438960455,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,147.7449730997905,None,left,1,0.21648740000091493,147.84527429984882,None,148.07887389999814,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.63528031190351,153.018504701313,A,left,0.02817640155951755,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,149.16364189982414,None,left,1,0.47110970015637577,149.26348809991032,None,149.76399349980056,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.63025471340295,153.538363243622,A,left,0.02815127356701475,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,150.8484884998761,None,left,1,0.12108489987440407,150.94874229980633,None,151.098816299811,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.7465586739371,154.578613557937,A,left,0.0287327933696855,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,152.18380969995633,None,left,1,0.09051810018718243,152.2839771998115,None,152.4007367999293,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.68770880679609,156.346962997307,A,left,0.02843854403398045,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,153.48535329988226,None,left,1,0.10867520002648234,153.58541810000315,None,153.71887289988808,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.6456892346843,153.408978210641,A,left,0.028228446173421504,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,154.8033981998451,None,left,1,0.11818099999800324,154.9034893999342,None,155.0535430999007,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.68501230055945,153.224921516067,A,left,0.02842506150279725,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,156.1383429998532,None,left,1,0.2553760001901537,156.23834049981087,None,156.52218149998225,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.66467184392733,155.703783220972,A,left,0.02832335921963665,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,157.60658159991726,None,left,1,0.2590477999765426,157.70670939981937,None,157.99044769979082,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.7117967943727,154.693573073291,A,left,0.0285589839718635,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,159.07508399989456,None,left,1,0.10243749991059303,159.17570419982076,None,159.3088086999487,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.63658539422254,154.153460332759,A,left,0.0281829269711127,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,160.3930246999953,None,left,1,0.11427640006877482,160.4931357000023,None,160.62666650000028,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.68220025127712,153.611907809356,A,left,0.0284110012563856,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,161.71127209998667,None,left,1,0.05055800010450184,161.81139269983396,None,161.89494089991786,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
5.70809595616534,154.13284171335,A,left,0.0285404797808267,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,162.97962799994275,None,left,1,0.2620959000196308,163.07958359993063,None,163.36322579998523,None,,,,,Antonella,001,2022-09-01_16h44.51.361,PruebaGabor2,2022.1.3,59.829903612204795,
