Frecuencia,Orientaciondecimales,Categoria,Orientacion,FrecuenciaEspacial,tecla,Tecla,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,Instrucciones1.started,Instrucciones1.stopped,Instrucciones2.started,Instrucciones2.stopped,Instrucciones3.started,Instrucciones3.stopped,instrucciones4.started,instrucciones4.stopped,Instrucciones5.started,Instrucciones5.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,KeyRespPrueba.rt,ComienzoTexto.started,ComienzoTexto.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,grating2.started,grating2.stopped,keyrespTest.keys,keyrespTest.corr,keyrespTest.rt,keyrespTest.started,keyrespTest.stopped,feedback_2.started,feedback_2.stopped,Gracias.started,Gracias.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.7543377697461,,B,59.79598063442349,0.033771688848730504,right,Right,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,135.96560299999692,None,right,1,0.9138891000002332,136.06555490000028,None,137.00155230000018,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.75116283765296,,B,59.723953065391996,0.0337558141882648,right,Right,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,138.09923829999752,None,right,1,0.40423220000593574,138.19919229999869,None,138.63266929999736,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
5.64391420351471,,A,94.651711497528,0.02821957101757355,left,Left,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,139.71633060000022,None,left,1,0.5711321000017051,139.81640809999953,None,140.4166140999987,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.75226390028654,,B,59.213835858432,0.0337613195014327,right,Right,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,141.50041359999886,None,right,1,0.4593252000013308,141.60053549999793,None,142.0838831000001,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.69997815522408,,B,58.6482275168153,0.033499890776120395,right,Right,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,143.16773889999968,None,right,1,0.6081966000019747,143.26785839999866,None,143.90121629999703,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.77124141098444,,B,60.3826196380828,0.0338562070549222,right,Right,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,144.985398599998,None,right,1,0.4139206000036211,145.0853274000001,None,145.51866449999943,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
5.67094332193572,,A,95.3798857259747,0.0283547166096786,left,Left,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,146.60265809999692,None,left,1,0.5571577000009711,146.70247529999688,None,147.28538029999982,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
5.70943452457431,,A,96.4926892965227,0.028547172622871552,left,Left,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,148.36913189999905,None,left,1,0.670650600000954,148.4691614000003,None,149.16998469999817,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
5.75165019094034,,A,98.1731473793788,0.0287582509547017,left,Left,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,150.25348730000042,None,left,1,0.3706190000048082,150.3534183999982,None,150.75558539999838,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
5.68787311553859,,A,96.0741149561316,0.02843936557769295,left,Left,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,151.85344759999862,None,right,0,0.4660116000013659,151.954049699998,None,152.44435249999879,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
5.70749176120883,,A,96.904221614918,0.02853745880604415,left,Left,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,153.53756259999864,None,left,1,0.774325400005182,153.637557799997,None,154.43752529999983,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
5.68732577766138,,A,95.9245583335741,0.028436628888306902,left,Left,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,155.52133820000017,None,left,1,0.4537092000027769,155.6215330999985,None,156.1050695999984,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.81760723082824,,B,61.4044382093772,0.0340880361541412,right,Right,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,157.188542099997,None,right,1,0.45125020000341465,157.28848759999892,None,157.77203219999865,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
5.67877827154077,,A,95.5959777631102,0.02839389135770385,left,Left,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,158.85589999999866,None,left,1,0.648228600002767,158.95585839999694,None,159.62254349999785,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.72870399607202,,B,59.3732816461975,0.0336435199803601,right,Right,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,160.70650319999913,None,right,1,0.46962080000230344,160.8063841999974,None,161.3066579999977,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.77593989660461,,B,60.4529920530306,0.03387969948302305,right,Right,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,162.39075429999866,None,right,1,0.529042300000583,162.4908590999985,None,163.04110159999982,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
5.73860717939827,,A,98.0415400502842,0.028693035896991348,left,Left,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,164.1246977999981,None,left,1,0.49111290000291774,164.22477230000004,None,164.74126199999955,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.69672699942212,,B,57.80633371854999,0.0334836349971106,right,Right,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,165.82538009999917,None,right,1,0.4062191000011808,165.92511119999836,None,166.3585678999989,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.74313148196201,,B,59.6715061069468,0.03371565740981005,right,Right,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,167.44232209999973,None,right,1,0.42879410000386997,167.54244109999854,None,167.9922536999984,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.81560970681232,,B,61.80855706220451,0.0340780485340616,right,Right,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,169.07578300000023,None,right,1,0.43584220000411733,169.1759693999993,None,169.64250410000022,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.80475084120138,,B,61.694022790144096,0.0340237542060069,right,Right,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,170.72626129999844,None,right,1,0.3054774000047473,170.82640869999886,None,171.15970119999838,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
5.75449634433781,,A,98.1774720182805,0.02877248172168905,left,Left,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,172.24341679999998,None,right,0,0.2918232000047283,172.3435294999981,None,172.6631438000004,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
5.69427744647612,,A,96.175376013924,0.028471387232380598,left,Left,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,173.76069730000017,None,left,1,0.47939210000185994,173.86063110000032,None,174.3638992999986,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.75649846760806,,B,60.0588480780035,0.0337824923380403,right,Right,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,175.46075149999888,None,right,1,0.7383167000043613,175.5610979999983,None,176.32792319999862,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
5.74234627160502,,A,97.6820293985638,0.0287117313580251,left,Left,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,177.4114886999996,None,left,1,0.46776730000055977,177.51132369999686,None,178.01177199999802,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
5.71129687990948,,A,96.699293062064,0.028556484399547402,left,Left,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,179.09537199999977,None,right,0,1.0013999000038893,179.1955264999997,None,180.2295944999969,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
5.668545278724,,A,95.3340359399126,0.02834272639362,left,Left,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,181.31291059999785,None,left,1,0.7268479000013031,181.41300019999835,None,182.16311399999904,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.77795316095574,,B,60.968726170368505,0.033889765804778704,right,Right,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,183.24652889999925,None,right,1,0.5690093000011984,183.34671639999942,None,183.9468299,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.79199981528957,,B,61.3104061740398,0.033959999076447846,right,Right,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,185.03073479999875,None,right,1,0.5126014000015857,185.13064499999746,None,185.66436699999758,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.73303761576233,,B,58.678094566176796,0.03366518807881165,right,Right,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,186.74788699999772,None,right,1,0.5390774000043166,186.84795870000016,None,187.41465659999812,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.69039405754409,,B,58.0798823982844,0.03345197028772045,right,Right,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,188.49846869999965,None,right,1,0.5574732000059157,188.59828729999936,None,189.18202149999706,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
5.71517472907784,,A,96.5046807252921,0.028575873645389202,left,Left,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,190.26575089999824,None,left,1,0.4460402000040631,190.36551829999735,None,190.83245619999798,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.79741349831518,,B,61.3538867018518,0.0339870674915759,right,Right,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,191.91586059999827,None,right,1,0.5238038000024972,192.01605669999844,None,192.56630159999986,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
6.82343593311358,,B,62.045457311574104,0.034117179665567904,right,Right,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,193.65012819999902,None,right,1,0.4612637000027462,193.75017300000036,None,194.23564909999914,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
5.70621720793375,,A,96.5766868246602,0.028531086039668748,left,Left,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,195.33348379999734,None,left,1,0.4993635000028007,195.43351079999775,None,195.9503259999983,None,,,,,FlorNoviembreIntegraciondelaInfo,001,2022-11-15_17h16.57.829,PruebaGabor2,2022.1.3,59.83022575200344,
