Frecuencia,Orientation,Categoria,tecla,FrecuenciaEspacial,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Instrucciones1.started,Instrucciones1.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,Instrucciones2.started,Instrucciones2.stopped,key_resp_4.keys,key_resp_4.started,key_resp_4.stopped,Instrucciones3.started,Instrucciones3.stopped,key_resp_5.keys,key_resp_5.started,key_resp_5.stopped,instrucciones4.started,instrucciones4.stopped,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,Instrucciones5.started,Instrucciones5.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,18.373975800001062,21.99146410007961,None,18.373975800001062,27.57677390007302,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonella Septiembre,001,2022-09-22_15h27.05.736,PruebaGabor2,2022.1.3,60.01554400452248,
,,,,,,,,,,,,,,21.99146410007961,28.543781700078398,None,21.99146410007961,34.09554620005656,,,,,,,,,,,,,,,,,,,,,,Antonella Septiembre,001,2022-09-22_15h27.05.736,PruebaGabor2,2022.1.3,60.01554400452248,
,,,,,,,,,,,,,,,,,,,28.543781700078398,35.21246459998656,None,28.543781700078398,52.33501260005869,,,,,,,,,,,,,,,,,Antonella Septiembre,001,2022-09-22_15h27.05.736,PruebaGabor2,2022.1.3,60.01554400452248,
,,,,,,,,,,,,,,,,,,,,,,,,35.21246459998656,53.33463559998199,None,35.21246459998656,56.68562300002668,,,,,,,,,,,,Antonella Septiembre,001,2022-09-22_15h27.05.736,PruebaGabor2,2022.1.3,60.01554400452248,
4.36345945902825,354,A,left,0.021817297295141248,0,0,0,4,,,,,,,,,,,,,,,,,,,,,53.33463559998199,None,right,0,1.6175841999938712,57.536015299963765,None,57.4360121000791,None,59.18680200004019,None,Antonella Septiembre,001,2022-09-22_15h27.05.736,PruebaGabor2,2022.1.3,60.01554400452248,
6.62334361253407,222,B,right,0.03311671806267035,0,1,1,15,,,,,,,,,,,,,,,,,,,,,,,left,0,1.5921727999811992,60.36966800002847,None,60.2709064000519,None,61.99108090007212,None,Antonella Septiembre,001,2022-09-22_15h27.05.736,PruebaGabor2,2022.1.3,60.01554400452248,
4.2515157424853,305,A,left,0.021257578712426502,0,2,2,19,,,,,,,,,,,,,,,,,,,,,,,left,1,1.5896604000590742,63.18776290002279,None,63.087718500057235,None,64.80495680007152,None,Antonella Septiembre,001,2022-09-22_15h27.05.736,PruebaGabor2,2022.1.3,60.01554400452248,
4.17504873370622,319,A,left,0.020875243668531097,0,3,3,16,,,,,,,,,,,,,,,,,,,,,,,left,1,1.3005159000167623,65.98889250005595,None,65.8887200000463,None,67.32288390002213,None,Antonella Septiembre,001,2022-09-22_15h27.05.736,PruebaGabor2,2022.1.3,60.01554400452248,
4.20073613419003,101,A,left,0.02100368067095015,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,left,1,1.008494699955918,68.50569240003824,None,68.40611670003273,None,69.5395633999724,None,Antonella Septiembre,001,2022-09-22_15h27.05.736,PruebaGabor2,2022.1.3,60.01554400452248,
6.49953455417403,191,B,right,0.03249767277087015,0,5,5,11,,,,,,,,,,,,,,,,,,,,,,,right,1,0.6079075000016019,70.72311360004824,None,70.62322890001815,None,71.35648359998595,None,Antonella Septiembre,001,2022-09-22_15h27.05.736,PruebaGabor2,2022.1.3,60.01554400452248,
4.28989131572139,326,A,left,0.021449456578606953,0,6,6,10,,,,,,,,,,,,,,,,,,,,,,,left,1,1.5250179999275133,72.54028050007764,None,72.44033790007234,None,74.09065929998178,None,Antonella Septiembre,001,2022-09-22_15h27.05.736,PruebaGabor2,2022.1.3,60.01554400452248,
6.13049851653438,192,B,right,0.0306524925826719,0,7,7,13,,,,,,,,,,,,,,,,,,,,,,,right,1,0.9833252999233082,75.27468769997358,None,75.17451210005675,None,76.27452009997796,None,Antonella Septiembre,001,2022-09-22_15h27.05.736,PruebaGabor2,2022.1.3,60.01554400452248,
6.40018318747358,127,B,right,0.032000915937367896,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,right,1,1.0074684999417514,77.45854440005496,None,77.3586436000187,None,78.4922998000402,None,Antonella Septiembre,001,2022-09-22_15h27.05.736,PruebaGabor2,2022.1.3,60.01554400452248,
6.51637076147905,68,B,right,0.03258185380739525,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,right,1,0.6456019999459386,79.6760250000516,None,79.57627810002305,None,80.34311530005652,None,Antonella Septiembre,001,2022-09-22_15h27.05.736,PruebaGabor2,2022.1.3,60.01554400452248,
4.17843512507528,168,A,left,0.020892175625376402,0,10,10,12,,,,,,,,,,,,,,,,,,,,,,,left,1,0.9309727000072598,81.52679550007451,None,81.42680969997309,None,82.47718539997004,None,Antonella Septiembre,001,2022-09-22_15h27.05.736,PruebaGabor2,2022.1.3,60.01554400452248,
6.29639159036468,310,B,right,0.031481957951823396,0,11,11,2,,,,,,,,,,,,,,,,,,,,,,,right,1,1.0442299999995157,83.66089990001637,None,83.56064370006789,None,84.72790439997334,None,Antonella Septiembre,001,2022-09-22_15h27.05.736,PruebaGabor2,2022.1.3,60.01554400452248,
