Frecuencia,Orientation,Categoria,tecla,FrecuenciaEspacial,Orden,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,Instrucciones1.started,Instrucciones1.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,Instrucciones2.started,Instrucciones2.stopped,key_resp_4.keys,key_resp_4.started,key_resp_4.stopped,Instrucciones3.started,Instrucciones3.stopped,key_resp_5.keys,key_resp_5.started,key_resp_5.stopped,instrucciones4.started,instrucciones4.stopped,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,Instrucciones5.started,Instrucciones5.stopped,key_resp_7.keys,key_resp_7.started,key_resp_7.stopped,KeyRespPrueba.keys,KeyRespPrueba.corr,KeyRespPrueba.rt,KeyRespPrueba.started,KeyRespPrueba.stopped,GratingPrueba.started,GratingPrueba.stopped,FeedbackPrueb.started,FeedbackPrueb.stopped,ComienzoTexto.started,ComienzoTexto.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,grating2.started,grating2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,feedback_2.started,feedback_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6900887999218,None,space,2.5537947001866996,106.19023280008696,None,,,,,,,,,,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
6.23036061399096,125.549882299659,D,right,0.0311518030699548,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.85781729989685,None,right,1,1.554010400082916,108.97390519990586,None,110.56461800006218,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
4.29814884017468,128.787297250169,C,left,0.0214907442008734,2,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.65812049992383,None,left,1,0.7062379000708461,111.75811800011434,None,112.49161639995873,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
6.16923167429551,128.234172105707,D,right,0.03084615837147755,3,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.57554399990477,None,right,1,0.7961713999975473,113.67543600010686,None,114.49241530010477,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
6.22238997797004,125.506457536291,D,right,0.0311119498898502,4,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.57615939993411,None,right,1,0.8511259001679718,115.67620459990576,None,116.56016590003856,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
4.08180738017108,126.804790008955,C,left,0.0204090369008554,5,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.64387749996968,None,left,1,0.6162149000447243,117.74370709992945,None,118.37739700009115,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
5.98071417673421,125.125631000143,D,right,0.02990357088367105,6,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.46101110009477,None,right,1,0.662211200222373,119.56107249995694,None,120.24454619991593,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
6.09831842541326,126.29361036976,D,right,0.0304915921270663,7,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.32824909989722,None,left,0,0.7947909000795335,121.42884470010176,None,122.24615000002086,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
6.24755672722504,130.752703805366,D,right,0.0312377836361252,8,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.32875939994119,None,right,1,1.3550440999679267,123.42900009988807,None,124.81276339991018,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
6.06237586665924,124.235291425652,D,right,0.0303118793332962,9,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.89657739992253,None,right,1,0.6433194000273943,125.9965160000138,None,126.66317040007561,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
4.36259076678281,123.731672255809,C,left,0.02181295383391405,10,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.74707489996217,None,left,1,0.5284994002431631,127.84723079996184,None,128.39703119988553,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
4.17558325044733,128.727853845576,C,left,0.02087791625223665,11,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.48096919991076,None,left,1,0.6183170001022518,129.58094700006768,None,130.231413600035,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
4.29792804290124,127.677859602201,C,left,0.0214896402145062,12,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.31460050004534,None,left,1,0.4969017000403255,131.41470460011624,None,131.93256100011058,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
5.98552035424824,121.912175716825,D,right,0.029927601771241197,13,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.01521610002965,None,left,0,1.3554654999170452,133.11550569999963,None,134.5002154998947,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
5.92481994767326,127.932705335364,D,right,0.0296240997383663,14,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.58277320000343,None,right,1,0.837138700298965,135.68284019990824,None,136.54926229990087,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
4.2335650145177,125.188634705148,C,left,0.021167825072588502,15,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.63333499990404,None,left,1,1.2180888000875711,137.73344430001453,None,138.98358180001378,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
6.3703290388659,126.308203409306,D,right,0.0318516451943295,16,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06703149992973,None,right,1,0.8481492002028972,140.1672684000805,None,141.03430789988488,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
4.23009518984663,116.848601301212,C,left,0.021150475949233152,17,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.11823079991154,None,left,1,0.9249495002441108,142.21821329998784,None,143.16819759993814,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
6.33764164416274,121.087917975165,D,right,0.031688208220813696,18,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.25217520003207,None,right,1,0.8488698001019657,144.35217630001716,None,145.21897469996475,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
4.22116599957891,122.13735369829,C,left,0.02110582999789455,19,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.30272229993716,None,left,1,0.6686342002358288,146.40296450001188,None,147.1030665000435,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
6.11705598061443,121.540320479946,D,right,0.03058527990307215,20,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.1866383999586,None,left,0,1.257084500277415,148.28689839993604,None,149.57218959997408,None,AntonellaNoviembre,001,2022-10-25_15h29.26.303,PruebaGabor2,2022.1.3,59.91662001051586,
