Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,FrecEspacial,Orientation,Categoria,CorrectAns,FrecuenciaEspacial,Instrucciones2.started,Instrucciones2.stopped,Instrucciones.started,Instrucciones.stopped,instrucciones3.started,instrucciones3.stopped,Intrucciones1.started,Intrucciones1.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,20.640071500092745,24.644710100023076,25.14551099995151,29.149876300012693,29.634794200072065,33.6392059000209,16.636058600153774,20.640071500092745,34.139452500035986,None,,,,,,,
