trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,FrecEspacial,Orientation,Fase,Respuesta,CorrectAns,InstruccionesGabor.started,InstruccionesGabor.stopped,Instrucciones.started,Instrucciones.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,21.250085100065917,23.26234810007736,23.728762099985033,25.74070019996725,26.725040700053796,None,,,,,,,
