Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Frecuencia,Orientacion,Categoria,tecla,FrecuenciaEspacial,Instrucciones2.started,Instrucciones2.stopped,Instrucciones.started,Instrucciones.stopped,instrucciones3.started,instrucciones3.stopped,Intrucciones1.started,Intrucciones1.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,18.47905600001104,22.484249799977988,22.98425310011953,26.989343099994585,27.472872300073504,31.477720400085673,14.47454100009054,18.47905600001104,31.978145699948072,None,,,,,,,
