Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,Frecuencia,Orientacion,Categoria,tecla,Instrucciones2.started,Instrucciones2.stopped,Instrucciones.started,Instrucciones.stopped,instrucciones3.started,instrucciones3.stopped,Intrucciones1.started,Intrucciones1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,53.010984800057486,57.01217210001778,57.495905400021,61.49709730001632,61.997179400059395,None,48.510187400039285,52.510932600009255,,,,,,,
