FrecEspacial,Orientation,Fase,Respuesta,CorrectAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstruccionesGabor.started,InstruccionesGabor.stopped,respinstrucciones.keys,respinstrucciones.rt,respinstrucciones.started,respinstrucciones.stopped,grating.started,grating.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,feedback_2.started,feedback_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,16.36303579993546,None,space,1.7054058000212535,16.36303579993546,None,,,,,,,,,,anto74,001,2021_Apr_07_1646,PruebaGabor2,2021.1.0,59.454587424304414,
0.02,0.0,0.0,Correcta,right,0,0,0,0,,,,,,,18.290556199965067,None,right,0,0.6466948000015691,18.34498789999634,None,19.04118629998993,None,anto74,001,2021_Apr_07_1646,PruebaGabor2,2021.1.0,59.454587424304414,
0.01,45.0,0.0,Correcta,right,0,1,1,1,,,,,,,20.141926900018007,None,right,0,0.7868270999751985,20.242274399963208,None,21.056207199930213,None,anto74,001,2021_Apr_07_1646,PruebaGabor2,2021.1.0,59.454587424304414,
0.025,90.0,0.0,Incorrecta,left,0,2,2,2,,,,,,,22.15656759997364,None,right,0,1.1298561999574304,22.25664259993937,None,23.420400699949823,None,anto74,001,2021_Apr_07_1646,PruebaGabor2,2021.1.0,59.454587424304414,
0.045,135.0,0.0,Incorrecta,left,0,3,3,3,,,,,,,24.517578099970706,None,right,0,0.8142917000222951,24.617537999991328,None,25.449444900033996,None,anto74,001,2021_Apr_07_1646,PruebaGabor2,2021.1.0,59.454587424304414,
0.09,0.0,0.0,Correcta,right,0,4,4,4,,,,,,,26.54722419998143,None,right,0,0.19429220003075898,26.64718139998149,None,26.86467859998811,None,anto74,001,2021_Apr_07_1646,PruebaGabor2,2021.1.0,59.454587424304414,
0.1,25.0,0.0,Correcta,right,0,5,5,5,,,,,,,27.9636429999955,None,right,0,0.0023610000498592854,28.069966199924238,None,28.086785899940878,None,anto74,001,2021_Apr_07_1646,PruebaGabor2,2021.1.0,59.454587424304414,
0.03,15.0,0.0,Correcta,right,0,6,6,6,,,,,,,29.178405200014822,None,right,0,0.02666559990029782,29.27893839997705,None,29.335011299932376,None,anto74,001,2021_Apr_07_1646,PruebaGabor2,2021.1.0,59.454587424304414,
,,,,,,,,,,,,,,,30.425868100021034,None,right,0,0.06442730000708252,30.52525309997145,None,,,,,,,,,
