Test.thisRepN,Test.thisTrialN,Test.thisN,Test.thisIndex,Frecuencia,Orientacion,Categoria,tecla,Instrucciones2.started,Instrucciones2.stopped,Instrucciones.started,Instrucciones.stopped,instrucciones3.started,instrucciones3.stopped,Intrucciones1.started,Intrucciones1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.235761699994328,19.2364637000137,19.73685149999801,23.738160000008065,24.23802709998563,None,10.750909900001716,14.751915700006066,,,,,,,
