trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,FrecEspacial,Orientation,Fase,Respuesta,CorrectAns,InstruccionesGabor.started,InstruccionesGabor.stopped,respinstrucciones.keys,respinstrucciones.rt,respinstrucciones.started,respinstrucciones.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,9.054200799999307,None,space,1.067974900000081,9.054200799999307,None,dfgd,001,2021_Mar_01_1745,PruebaGabor2,2021.1.0,60.10410030176048,
