,Frecuencia,Orientacion,Categoria
0,6.973510282438911,124.81188784618195,B
1,6.701544056944187,124.75228146968229,B
2,6.702521141104232,125.63193994449526,B
3,7.047332415479371,123.230512019733,B
4,6.79460937138033,126.7411183800597,B
5,6.906581524095514,128.14730740528597,B
6,6.930718695670862,124.68845001712555,B
7,6.931582904536717,120.01790057948713,B
8,6.973227540383475,130.489070576024,B
9,7.043369742536576,127.64808579546886,B
