trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Position,Orientation,InstruccionesGabor.started,InstruccionesGabor.stopped,respinstrucciones.keys,respinstrucciones.rt,respinstrucciones.started,respinstrucciones.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,33.771421100000225,None,space,2.8287172000000282,33.771421100000225,None,anto,001,2021_Feb_18_1026,PruebaGabor1,2020.2.10,60.285524300219606,
