FrecEspacial,Orientation,Fase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstruccionesGabor.started,InstruccionesGabor.stopped,respinstrucciones.keys,respinstrucciones.rt,respinstrucciones.started,respinstrucciones.stopped,grating.started,grating.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,11.733393500000147,None,space,0.43713309999975536,11.733393500000147,None,,,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
2,100,0.8,0,0,0,8,,,,,,,12.764108300000316,None,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
4,135,0.3,0,1,1,3,,,,,,,14.191910200000166,None,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
3,90,0.2,0,2,2,2,,,,,,,15.689714600000116,None,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
5,35,0.4,0,3,3,4,,,,,,,17.18742650000013,None,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
6,25,0.5,0,4,4,5,,,,,,,18.684927900000275,None,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
1,120,0.7,0,5,5,7,,,,,,,20.165949600000204,19.68378920000032,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
2,45,0.1,0,6,6,1,,,,,,,21.663473500000237,21.181361800000104,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
3,110,0.9,0,7,7,9,,,,,,,23.161572800000158,22.678841100000227,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
7,15,0.6,0,8,8,6,,,,,,,24.658868299999995,24.176407100000233,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
1,0,0.0,0,9,9,0,,,,,,,26.15666650000003,25.67395370000031,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
5,35,0.4,1,0,10,4,,,,,,,27.654379900000094,27.171829200000047,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
2,45,0.1,1,1,11,1,,,,,,,29.135441100000207,28.653113000000303,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
7,15,0.6,1,2,12,6,,,,,,,30.633105200000045,30.150561200000084,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
3,90,0.2,1,3,13,2,,,,,,,32.13082669999994,31.648162800000136,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
2,100,0.8,1,4,14,8,,,,,,,33.6285326000002,33.14584190000005,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
1,120,0.7,1,5,15,7,,,,,,,35.12613390000024,34.64343170000029,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
6,25,0.5,1,6,16,5,,,,,,,36.6237086000001,36.14125349999995,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
1,0,0.0,1,7,17,0,,,,,,,38.12172170000031,37.63892910000004,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
3,110,0.9,1,8,18,9,,,,,,,39.61915859999999,39.13657790000025,anto,001,2021_Feb_19_1202,PruebaGabor1,2020.2.10,60.023721374616436,
