FrecEspacial,Orientation,Fase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstruccionesGabor.started,InstruccionesGabor.stopped,respinstrucciones.keys,respinstrucciones.rt,respinstrucciones.started,respinstrucciones.stopped,grating.started,grating.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,11.655540700000074,None,space,8.812399199999618,11.655540700000074,None,,,anto,001,2021_Feb_19_1206,PruebaGabor1,2020.2.10,59.99268089296317,
3,135,0.3,0,0,0,3,,,,,,,21.03642740000032,None,anto,001,2021_Feb_19_1206,PruebaGabor1,2020.2.10,59.99268089296317,
3,25,0.5,0,1,1,5,,,,,,,22.48435120000022,None,anto,001,2021_Feb_19_1206,PruebaGabor1,2020.2.10,59.99268089296317,
3,90,0.2,0,2,2,2,,,,,,,23.982214999999997,None,anto,001,2021_Feb_19_1206,PruebaGabor1,2020.2.10,59.99268089296317,
3,110,0.9,0,3,3,9,,,,,,,25.479897600000186,None,anto,001,2021_Feb_19_1206,PruebaGabor1,2020.2.10,59.99268089296317,
3,45,0.1,0,4,4,1,,,,,,,26.977523400000337,None,anto,001,2021_Feb_19_1206,PruebaGabor1,2020.2.10,59.99268089296317,
3,100,0.8,0,5,5,8,,,,,,,28.47523000000001,None,anto,001,2021_Feb_19_1206,PruebaGabor1,2020.2.10,59.99268089296317,
3,120,0.7,0,6,6,7,,,,,,,29.97381940000014,29.49023830000033,anto,001,2021_Feb_19_1206,PruebaGabor1,2020.2.10,59.99268089296317,
3,35,0.4,0,7,7,4,,,,,,,31.470547300000362,30.98807160000024,anto,001,2021_Feb_19_1206,PruebaGabor1,2020.2.10,59.99268089296317,
3,15,0.6,0,8,8,6,,,,,,,32.96818210000038,32.485665600000175,anto,001,2021_Feb_19_1206,PruebaGabor1,2020.2.10,59.99268089296317,
3,0,0.0,0,9,9,0,,,,,,,34.46598400000039,33.98330669999996,anto,001,2021_Feb_19_1206,PruebaGabor1,2020.2.10,59.99268089296317,
3,100,0.8,1,0,10,8,,,,,,,35.96366200000011,35.48108830000001,anto,001,2021_Feb_19_1206,PruebaGabor1,2020.2.10,59.99268089296317,
3,15,0.6,1,1,11,6,,,,,,,37.46153570000024,36.97871720000012,anto,001,2021_Feb_19_1206,PruebaGabor1,2020.2.10,59.99268089296317,
3,135,0.3,1,2,12,3,,,,,,,38.9589876,38.47639930000014,anto,001,2021_Feb_19_1206,PruebaGabor1,2020.2.10,59.99268089296317,
3,45,0.1,1,3,13,1,,,,,,,40.45668539999997,39.973957000000155,anto,001,2021_Feb_19_1206,PruebaGabor1,2020.2.10,59.99268089296317,
