trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,FrecEspacial,Orientation,Fase,InstruccionesGabor.started,InstruccionesGabor.stopped,respinstrucciones.keys,respinstrucciones.rt,respinstrucciones.started,respinstrucciones.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,12.439899500000138,None,space,0.4293615999999929,12.439899500000138,None,anto,001,2021_Feb_19_1153,PruebaGabor1,2020.2.10,60.08145844124871,
