trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,FrecEspacial,Orientation,Fase,InstruccionesGabor.started,InstruccionesGabor.stopped,respinstrucciones.keys,respinstrucciones.rt,respinstrucciones.started,respinstrucciones.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,13.23689689999992,None,space,9.280105100000128,13.23689689999992,None,anto2,001,2021_Feb_19_1139,PruebaGabor1,2020.2.10,60.116819002790415,
