"","count","ptCnt","ptid","List","TrialNum","CueDirection","SentenceDirection","StimulusType","Accuracy","MoveTime","LiftOffLatency","SentDur","ItemNumber","SentenceStimulus","liftOffDiff","Compatibilidad","Grupo.Lift.Off","Grupo.Lift.Off.Diff","Grupo.MoveTime"
"861",2226,0,428,3,66,1,0,0,1,421,2078,1724,17,"You received the complaint from Ian",354,0,"Grupo A","Grupo A","Grupo B"
"862",2228,0,428,3,68,0,1,0,1,164,2266,1485,22,"You awarded a medal to Helen",781,0,"Grupo A","Grupo A","Grupo B"
"863",2229,0,428,3,69,1,0,0,1,437,2464,2184,14,"The policeman radioed the message to you",280,0,"Grupo A","Grupo A","Grupo B"
"864",2230,0,428,3,70,0,1,0,1,346,1580,1321,24,"You drove the car to Amber",259,0,"Grupo A","Grupo A","Grupo B"
"865",2231,0,428,3,71,0,0,0,1,359,1955,1684,2,"Vincent donated money to you",271,1,"Grupo A","Grupo A","Grupo B"
"866",2234,0,428,3,74,1,0,0,1,438,2028,1371,20,"Your family sent you regards",657,0,"Grupo A","Grupo A","Grupo B"
"867",2241,1,429,3,1,0,0,0,1,269,2449,1523,7,"Joe kicked you the soccer ball",926,1,"Grupo B","Grupo B","Grupo A"
"868",2242,0,429,3,2,1,1,0,1,266,2534,1507,40,"You pitched Andy the idea",1027,1,"Grupo B","Grupo B","Grupo A"
"869",2243,0,429,3,3,0,1,0,1,253,1656,1321,24,"You drove the car to Amber",335,0,"Grupo B","Grupo B","Grupo A"
"870",2244,0,429,3,4,0,1,0,1,283,2621,1483,23,"You kicked the football to Jack",1138,0,"Grupo B","Grupo B","Grupo A"
"871",2248,0,429,3,8,0,1,0,1,278,2701,1681,21,"You delivered the Pizza to Andy",1020,0,"Grupo B","Grupo B","Grupo A"
"872",2255,0,429,3,15,1,1,0,1,247,1772,1796,36,"You lavished Steve with praise",-24,1,"Grupo B","Grupo B","Grupo A"
"873",2259,0,429,3,19,0,1,0,1,306,2023,1744,30,"You conveyed the message to Adam",279,0,"Grupo B","Grupo B","Grupo A"
"874",2262,0,429,3,22,0,0,0,1,305,2083,1646,1,"Alex forked over the cash to you",437,1,"Grupo B","Grupo B","Grupo A"
"875",2266,0,429,3,26,1,0,0,1,369,3065,2138,15,"Anna transferred responsibility to you",927,0,"Grupo B","Grupo B","Grupo A"
"876",2272,0,429,3,32,0,0,0,1,233,2777,1693,4,"Jeff entrusted the key to you",1084,1,"Grupo B","Grupo B","Grupo A"
"877",2273,0,429,3,33,1,1,0,1,332,2022,1579,37,"You offered Chris some writing tips",443,1,"Grupo B","Grupo B","Grupo A"
"878",2275,0,429,3,35,1,1,0,1,256,2436,1647,32,"You devoted your time to Tiana",789,1,"Grupo B","Grupo B","Grupo A"
"879",2279,0,429,3,39,1,1,0,1,380,2437,1390,34,"You sang Jenni a song",1047,1,"Grupo B","Grupo B","Grupo A"
"880",2282,0,429,3,42,0,1,0,1,561,2410,1511,28,"You handed Courtney the notebook",899,0,"Grupo B","Grupo B","Grupo A"
"881",2285,0,429,3,45,0,0,0,1,272,1958,1347,9,"Mike rolled you the marble",611,1,"Grupo B","Grupo B","Grupo A"
"883",2291,0,429,3,51,1,1,0,1,244,1893,1635,35,"You gave Jesse another chance",258,1,"Grupo B","Grupo B","Grupo A"
"884",2292,0,429,3,52,0,0,0,1,335,2113,1460,3,"Mark dealt the cards to you",653,1,"Grupo B","Grupo B","Grupo A"
"885",2293,0,429,3,53,0,0,0,1,428,1905,1473,10,"Your dad poured you some water",432,1,"Grupo B","Grupo B","Grupo A"
"886",2295,0,429,3,55,1,0,0,1,255,2924,1002,11,"Heather slipped you a note",1922,0,"Grupo B","Grupo B","Grupo A"
"887",2296,0,429,3,56,1,0,0,1,292,2795,1724,17,"You received the complaint from Ian",1071,0,"Grupo B","Grupo B","Grupo A"
"888",2298,0,429,3,58,1,0,0,1,347,2024,1371,20,"Your family sent you regards",653,0,"Grupo B","Grupo B","Grupo A"
"889",2301,0,429,3,61,1,0,0,1,316,3009,1647,16,"Dan confessed his secret to you",1362,0,"Grupo B","Grupo B","Grupo A"
"890",2303,0,429,3,63,1,1,0,1,348,1490,1126,39,"You taught him a lesson",364,1,"Grupo B","Grupo B","Grupo A"
"891",2309,0,429,3,69,1,0,0,1,311,2297,1304,18,"Amanda paid you tribute",993,0,"Grupo B","Grupo B","Grupo A"
"892",2310,0,429,3,70,0,0,0,1,379,2148,1623,8,"Shawn shot you the rubber band",525,1,"Grupo B","Grupo B","Grupo A"
"893",2311,0,429,3,71,0,0,0,1,426,2297,1579,5,"Katie handed the puppy to you",718,1,"Grupo B","Grupo B","Grupo A"
"894",2312,0,429,3,72,1,0,0,1,438,1808,1501,12,"Mike sold the land to you",307,0,"Grupo B","Grupo B","Grupo A"
"895",2316,0,429,3,76,1,1,0,1,371,2635,1639,33,"You dedicated the song to John",996,1,"Grupo B","Grupo B","Grupo A"
"896",2319,0,429,3,79,0,0,0,1,372,2342,1684,2,"Vincent donated money to you",658,1,"Grupo B","Grupo B","Grupo A"
"897",2320,0,429,3,80,1,0,0,1,351,1929,1277,19,"Liz told you the story",652,0,"Grupo B","Grupo B","Grupo A"
"898",2328,0,430,2,8,0,0,0,1,169,2543,1733,16,"Steve lavished you with praise",810,1,"Grupo A","Grupo A","Grupo A"
"899",2330,0,430,2,10,0,0,0,1,195,1897,1508,17,"Chris offered you some writing tips",389,1,"Grupo A","Grupo A","Grupo A"
"900",2332,0,430,2,12,0,0,0,1,173,1727,1022,19,"He taught you a lesson",705,1,"Grupo A","Grupo A","Grupo A"
"901",2333,0,430,2,13,1,1,0,1,186,2106,1645,27,"You kicked Joe the soccer ball",461,1,"Grupo A","Grupo A","Grupo A"
"902",2334,0,430,2,14,1,0,0,1,211,2974,1875,5,"Kelly dispensed the rations to you",1099,0,"Grupo A","Grupo A","Grupo A"
"903",2339,0,430,2,19,0,0,0,1,226,2204,1746,12,"Tiana devoted her time to you",458,1,"Grupo A","Grupo A","Grupo A"
"904",2340,0,430,2,20,0,0,0,1,224,2063,1696,13,"John dedicated the song to you",367,1,"Grupo A","Grupo A","Grupo A"
"905",2344,0,430,2,24,1,0,0,1,200,2396,1926,7,"Sally slid you the cafeteria tray",470,0,"Grupo A","Grupo A","Grupo A"
"906",2345,0,430,2,25,1,1,0,1,186,1985,1186,26,"You threw Diane the pen",799,1,"Grupo A","Grupo A","Grupo A"
"907",2348,0,430,2,28,0,1,0,1,215,2343,1407,40,"You sent your family regards",936,0,"Grupo A","Grupo A","Grupo A"
"908",2349,0,430,2,29,1,0,0,1,181,1648,1322,9,"Paul hit you the baseball",326,0,"Grupo A","Grupo A","Grupo A"
"909",2351,0,430,2,31,1,1,0,1,183,1997,1427,30,"You poured your dad some water",570,1,"Grupo A","Grupo A","Grupo A"
"910",2352,0,430,2,32,1,0,0,1,191,1736,1396,6,"Christine bought you ice cream",340,0,"Grupo A","Grupo A","Grupo A"
"911",2354,0,430,2,34,0,1,0,1,232,2524,2065,34,"You radioed the message to the policeman",459,0,"Grupo A","Grupo A","Grupo A"
"912",2355,0,430,2,35,1,1,0,1,146,1884,1567,25,"You handed the puppy to Katie",317,1,"Grupo A","Grupo A","Grupo A"
"913",2356,0,430,2,36,0,1,0,1,181,3402,1600,36,"You confessed your secret to Dan",1802,0,"Grupo A","Grupo A","Grupo A"
"914",2361,0,430,2,41,1,0,0,1,145,1946,1534,2,"Helen awarded a medal to you",412,0,"Grupo A","Grupo A","Grupo A"
"915",2362,0,430,2,42,1,0,0,1,169,1934,1704,10,"Adam conveyed the message to you",230,0,"Grupo A","Grupo A","Grupo A"
"916",2364,0,430,2,44,1,1,0,1,179,2020,1637,22,"You donated money to Vincent",383,1,"Grupo A","Grupo A","Grupo A"
"917",2365,0,430,2,45,0,1,0,1,196,1898,1270,38,"You paid Amanda tribute",628,0,"Grupo A","Grupo A","Grupo A"
"918",2366,0,430,2,46,0,1,0,1,232,2230,1724,37,"Ian received the complaint from you",506,0,"Grupo A","Grupo A","Grupo A"
"919",2370,0,430,2,50,0,0,0,1,197,1918,1698,15,"Jesse gave you another chance",220,1,"Grupo A","Grupo A","Grupo A"
"920",2375,0,430,2,55,0,0,0,1,203,2008,1369,14,"Jenni sang you a song",639,1,"Grupo A","Grupo A","Grupo A"
"921",2376,0,430,2,56,0,1,0,1,218,2090,1310,39,"You told Liz the story",780,0,"Grupo A","Grupo A","Grupo A"
"922",2377,0,430,2,57,1,0,0,1,162,1703,1503,1,"Andy delivered the pizza to you",200,0,"Grupo A","Grupo A","Grupo A"
"923",2380,0,430,2,60,1,1,0,1,167,2023,1634,24,"You entrusted the key to Jeff",389,1,"Grupo A","Grupo A","Grupo A"
"924",2384,0,430,2,64,0,0,0,1,166,2088,1390,18,"Your sister blew you a kiss",698,1,"Grupo A","Grupo A","Grupo A"
"925",2386,0,430,2,66,0,1,0,1,144,1972,1856,33,"You transmitted the orders to Sara",116,0,"Grupo A","Grupo A","Grupo A"
"926",2388,0,430,2,68,0,1,0,1,146,2365,2034,35,"You transferred responsibility to Anna",331,0,"Grupo A","Grupo A","Grupo A"
"927",2390,0,430,2,70,1,0,0,1,143,1873,1559,8,"Courtney handed you the notebook",314,0,"Grupo A","Grupo A","Grupo A"
"928",2395,0,430,2,75,1,0,0,1,147,2152,1489,3,"Jack kicked the football to you",663,0,"Grupo A","Grupo A","Grupo A"
"929",2397,0,430,2,77,0,1,0,1,175,1834,1371,32,"You sold the land to Mike",463,0,"Grupo A","Grupo A","Grupo A"
"930",2401,1,431,2,1,1,1,0,1,252,3110,1634,24,"You entrusted the key to Jeff",1476,1,"Grupo A","Grupo A","Grupo A"
"931",2404,0,431,2,4,1,0,0,1,222,1779,1503,1,"Andy delivered the pizza to you",276,0,"Grupo A","Grupo A","Grupo A"
"932",2405,0,431,2,5,0,0,0,1,337,1889,1472,20,"Andy pitched you the idea",417,1,"Grupo A","Grupo A","Grupo A"
"933",2407,0,431,2,7,0,1,0,1,267,1660,1310,39,"You told Liz the story",350,0,"Grupo A","Grupo A","Grupo A"
"934",2410,0,431,2,10,1,1,0,1,262,2334,1645,27,"You kicked Joe the soccer ball",689,1,"Grupo A","Grupo A","Grupo A"
"936",2413,0,431,2,13,1,0,0,1,281,2054,1704,10,"Adam conveyed the message to you",350,0,"Grupo A","Grupo A","Grupo A"
"937",2415,0,431,2,15,1,0,0,1,218,1848,1559,8,"Courtney handed you the notebook",289,0,"Grupo A","Grupo A","Grupo A"
"938",2418,0,431,2,18,1,0,0,1,339,1963,1489,3,"Jack kicked the football to you",474,0,"Grupo A","Grupo A","Grupo A"
"939",2419,0,431,2,19,1,1,0,1,319,2110,1422,23,"You dealt the cards to Mark",688,1,"Grupo A","Grupo A","Grupo A"
"940",2421,0,431,2,21,0,0,0,1,281,1973,1696,13,"John dedicated the song to you",277,1,"Grupo A","Grupo A","Grupo A"
"941",2426,0,431,2,26,1,0,0,1,308,1742,1433,4,"Amber drove the car to you",309,0,"Grupo A","Grupo A","Grupo A"
"942",2429,0,431,2,29,0,1,0,1,285,1749,1407,40,"You sent your family regards",342,0,"Grupo A","Grupo A","Grupo A"
"943",2431,0,431,2,31,1,0,0,1,246,2374,1322,9,"Paul hit you the baseball",1052,0,"Grupo A","Grupo A","Grupo A"
"944",2439,0,431,2,39,0,0,0,1,366,1699,1369,14,"Jenni sang you a song",330,1,"Grupo A","Grupo A","Grupo A"
"945",2441,0,431,2,41,0,0,0,1,376,2137,1390,18,"Your sister blew you a kiss",747,1,"Grupo A","Grupo A","Grupo A"
"946",2444,0,431,2,44,1,1,0,1,265,2150,1567,25,"You handed the puppy to Katie",583,1,"Grupo A","Grupo A","Grupo A"
"947",2447,0,431,2,47,1,1,0,1,273,2072,1427,30,"You poured your dad some water",645,1,"Grupo A","Grupo A","Grupo A"
"948",2451,0,431,2,51,0,0,0,1,203,3098,1733,16,"Steve lavished you with praise",1365,1,"Grupo A","Grupo A","Grupo A"
"949",2454,0,431,2,54,0,1,0,1,368,1836,1371,32,"You sold the land to Mike",465,0,"Grupo A","Grupo A","Grupo A"
"950",2455,0,431,2,55,1,0,0,1,305,1752,1396,6,"Christine bought you ice cream",356,0,"Grupo A","Grupo A","Grupo A"
"951",2456,0,431,2,56,0,0,0,1,323,2006,1508,17,"Chris offered you some writing tips",498,1,"Grupo A","Grupo A","Grupo A"
"952",2457,0,431,2,57,0,1,0,1,378,2249,1856,33,"You transmitted the orders to Sara",393,0,"Grupo A","Grupo A","Grupo A"
"953",2459,0,431,2,59,1,1,0,1,292,1633,1186,26,"You threw Diane the pen",447,1,"Grupo A","Grupo A","Grupo A"
"954",2460,0,431,2,60,0,1,0,1,298,2360,1724,37,"Ian received the complaint from you",636,0,"Grupo A","Grupo A","Grupo A"
"955",2468,0,431,2,68,0,1,0,1,340,2208,2034,35,"You transferred responsibility to Anna",174,0,"Grupo A","Grupo A","Grupo A"
"956",2472,0,431,2,72,1,1,0,1,298,2994,1936,21,"You forked over the cash to Alex",1058,1,"Grupo A","Grupo A","Grupo A"
"957",2473,0,431,2,73,0,0,0,1,376,2119,1746,12,"Tiana devoted her time to you",373,1,"Grupo A","Grupo A","Grupo A"
"958",2474,0,431,2,74,0,1,0,1,409,1928,1600,36,"You confessed your secret to Dan",328,0,"Grupo A","Grupo A","Grupo A"
"959",2476,0,431,2,76,0,0,0,1,396,1384,1022,19,"He taught you a lesson",362,1,"Grupo A","Grupo A","Grupo A"
"960",2477,0,431,2,77,0,1,0,1,411,1759,1270,38,"You paid Amanda tribute",489,0,"Grupo A","Grupo A","Grupo A"
"961",2479,0,431,2,79,1,1,0,1,415,1832,1637,22,"You donated money to Vincent",195,1,"Grupo A","Grupo A","Grupo A"
"962",2480,0,431,2,80,0,0,0,1,437,1837,1698,15,"Jesse gave you another chance",139,1,"Grupo A","Grupo A","Grupo A"
"963",2481,1,432,1,1,0,0,0,1,215,1762,1396,6,"Christine bought you ice cream",366,1,"Grupo A","Grupo A","Grupo A"
"964",2485,0,432,1,5,1,0,0,1,183,1706,1508,17,"Chris offered you some writing tips",198,0,"Grupo A","Grupo A","Grupo A"
"965",2487,0,432,1,7,1,1,0,1,194,2147,1856,33,"You transmitted the orders to Sara",291,1,"Grupo A","Grupo A","Grupo A"
"966",2493,0,432,1,13,0,0,0,1,276,1572,1322,9,"Paul hit you the baseball",250,1,"Grupo A","Grupo A","Grupo A"
"967",2494,0,432,1,14,0,0,0,1,340,1701,1433,4,"Amber drove the car to you",268,1,"Grupo A","Grupo A","Grupo A"
"968",2495,0,432,1,15,1,1,0,1,218,1716,1270,38,"You paid Amanda tribute",446,1,"Grupo A","Grupo A","Grupo A"
"969",2498,0,432,1,18,1,0,0,1,266,1755,1698,15,"Jesse gave you another chance",57,0,"Grupo A","Grupo A","Grupo A"
"970",2500,0,432,1,20,0,0,0,1,550,1983,1704,10,"Adam conveyed the message to you",279,1,"Grupo A","Grupo A","Grupo A"
"971",2507,0,432,1,27,0,1,0,1,322,1764,1620,28,"You shot Shawn the rubber band",144,0,"Grupo A","Grupo A","Grupo A"
"972",2508,0,432,1,28,1,1,0,1,230,1979,1724,37,"Ian received the complaint from you",255,1,"Grupo A","Grupo A","Grupo A"
"973",2509,0,432,1,29,0,0,0,1,197,1742,1534,2,"Helen awarded a medal to you",208,1,"Grupo A","Grupo A","Grupo A"
"974",2510,0,432,1,30,1,1,0,1,276,1797,1407,40,"You sent your family regards",390,1,"Grupo A","Grupo A","Grupo A"
"975",2512,0,432,1,32,1,0,0,1,265,2193,1805,11,"Art bestowed the honor upon you",388,0,"Grupo A","Grupo A","Grupo A"
"976",2518,0,432,1,38,1,1,0,1,235,1930,1600,36,"You confessed your secret to Dan",330,1,"Grupo A","Grupo A","Grupo A"
"977",2519,0,432,1,39,0,0,0,1,259,2200,1875,5,"Kelly dispensed the rations to you",325,1,"Grupo A","Grupo A","Grupo A"
"978",2521,0,432,1,41,0,0,0,1,213,2295,1926,7,"Sally slid you the cafeteria tray",369,1,"Grupo A","Grupo A","Grupo A"
"979",2525,0,432,1,45,0,0,0,1,287,1825,1559,8,"Courtney handed you the notebook",266,1,"Grupo A","Grupo A","Grupo A"
"980",2528,0,432,1,48,1,1,0,1,269,1685,1371,32,"You sold the land to Mike",314,1,"Grupo A","Grupo A","Grupo A"
"981",2531,0,432,1,51,1,0,0,1,232,1820,1472,20,"Andy pitched you the idea",348,0,"Grupo A","Grupo A","Grupo A"
"982",2532,0,432,1,52,0,0,0,1,154,1854,1503,1,"Andy delivered the pizza to you",351,1,"Grupo A","Grupo A","Grupo A"
"983",2535,0,432,1,55,1,0,0,1,274,1803,1369,14,"Jenni sang you a song",434,0,"Grupo A","Grupo A","Grupo A"
"984",2540,0,432,1,60,1,1,0,1,234,1618,1310,39,"You told Liz the story",308,1,"Grupo A","Grupo A","Grupo A"
"985",2541,0,432,1,61,1,0,0,1,214,1699,1390,18,"Your sister blew you a kiss",309,0,"Grupo A","Grupo A","Grupo A"
"986",2547,0,432,1,67,0,1,0,1,308,1923,1567,25,"You handed the puppy to Katie",356,0,"Grupo A","Grupo A","Grupo A"
"987",2548,0,432,1,68,1,1,0,1,252,2479,2034,35,"You transferred responsibility to Anna",445,1,"Grupo A","Grupo A","Grupo A"
"988",2552,0,432,1,72,1,1,0,1,269,2460,2065,34,"You radioed the message to the policeman",395,1,"Grupo A","Grupo A","Grupo A"
"989",2555,0,432,1,75,0,1,0,1,249,1731,1364,29,"You rolled Mike the marble",367,0,"Grupo A","Grupo A","Grupo A"
"990",2556,0,432,1,76,1,0,0,1,270,1992,1746,12,"Tiana devoted her time to you",246,0,"Grupo A","Grupo A","Grupo A"
"991",2557,0,432,1,77,0,1,0,1,279,1802,1422,23,"You dealt the cards to Mark",380,0,"Grupo A","Grupo A","Grupo A"
"992",2558,0,432,1,78,1,0,0,1,282,2107,1696,13,"John dedicated the song to you",411,0,"Grupo A","Grupo A","Grupo A"
"993",2559,0,432,1,79,0,1,0,1,304,1918,1427,30,"You poured your dad some water",491,0,"Grupo A","Grupo A","Grupo A"
"994",2560,0,432,1,80,1,0,0,1,366,1444,1022,19,"He taught you a lesson",422,0,"Grupo A","Grupo A","Grupo A"
"995",2562,0,433,3,2,0,0,0,1,145,2087,1684,2,"Vincent donated money to you",403,1,"Grupo A","Grupo A","Grupo A"
"996",2564,0,433,3,4,1,0,0,1,191,1652,1501,12,"Mike sold the land to you",151,0,"Grupo A","Grupo A","Grupo A"
"997",2565,0,433,3,5,0,1,0,1,94,1946,1511,28,"You handed Courtney the notebook",435,0,"Grupo A","Grupo A","Grupo A"
"998",2567,0,433,3,7,0,0,0,1,16,1915,1579,5,"Katie handed the puppy to you",336,1,"Grupo A","Grupo A","Grupo A"
"999",2568,0,433,3,8,1,1,0,1,254,2042,1579,37,"You offered Chris some writing tips",463,1,"Grupo A","Grupo A","Grupo A"
"1000",2570,0,433,3,10,1,1,0,1,217,2491,1796,36,"You lavished Steve with praise",695,1,"Grupo A","Grupo A","Grupo A"
"1001",2571,0,433,3,11,0,0,0,1,177,2195,1646,1,"Alex forked over the cash to you",549,1,"Grupo A","Grupo A","Grupo A"
"1002",2574,0,433,3,14,0,1,0,1,134,2287,1744,30,"You conveyed the message to Adam",543,0,"Grupo A","Grupo A","Grupo A"
"1004",2576,0,433,3,16,0,1,0,1,132,2717,1746,25,"You dispensed the rations to Kelly",971,0,"Grupo A","Grupo A","Grupo A"
"1005",2578,0,433,3,18,1,0,0,1,246,1907,1371,20,"Your family sent you regards",536,0,"Grupo A","Grupo A","Grupo A"
"1006",2579,0,433,3,19,0,1,0,1,169,3358,1293,29,"You hit Paul the baseball",2065,0,"Grupo A","Grupo A","Grupo A"
"1007",2581,0,433,3,21,1,1,0,1,192,1354,1126,39,"You taught him a lesson",228,1,"Grupo A","Grupo A","Grupo A"
"1008",2583,0,433,3,23,1,1,0,1,231,2008,1639,33,"You dedicated the song to John",369,1,"Grupo A","Grupo A","Grupo A"
"1009",2584,0,433,3,24,1,1,0,1,208,1770,1390,34,"You sang Jenni a song",380,1,"Grupo A","Grupo A","Grupo A"
"1011",2587,0,433,3,27,1,1,0,1,200,1924,1635,35,"You gave Jesse another chance",289,1,"Grupo A","Grupo A","Grupo A"
"1012",2588,0,433,3,28,1,1,0,1,243,1843,1647,32,"You devoted your time to Tiana",196,1,"Grupo A","Grupo A","Grupo A"
"1013",2598,0,433,3,38,0,1,0,1,203,2415,1439,26,"You bought Christine ice cream",976,0,"Grupo A","Grupo A","Grupo A"
"1014",2601,0,433,3,41,0,1,0,1,300,1629,1485,22,"You awarded a medal to Helen",144,0,"Grupo A","Grupo A","Grupo A"
"1015",2603,0,433,3,43,0,0,0,1,371,1647,1523,7,"Joe kicked you the soccer ball",124,1,"Grupo A","Grupo A","Grupo A"
"1016",2604,0,433,3,44,1,0,0,1,296,2010,1724,17,"You received the complaint from Ian",286,0,"Grupo A","Grupo A","Grupo A"
"1017",2607,0,433,3,47,1,0,0,1,266,1580,1304,18,"Amanda paid you tribute",276,0,"Grupo A","Grupo A","Grupo A"
"1018",2611,0,433,3,51,0,1,0,1,196,2398,1483,23,"You kicked the football to Jack",915,0,"Grupo A","Grupo A","Grupo A"
"1019",2613,0,433,3,53,0,0,0,1,284,2135,1623,8,"Shawn shot you the rubber band",512,1,"Grupo A","Grupo A","Grupo A"
"1020",2616,0,433,3,56,1,0,0,1,220,2274,1874,13,"Sara transmitted the orders to you",400,0,"Grupo A","Grupo A","Grupo A"
"1021",2618,0,433,3,58,0,0,0,1,312,2479,1693,4,"Jeff entrusted the key to you",786,1,"Grupo A","Grupo A","Grupo A"
"1022",2621,0,433,3,61,0,0,0,1,254,1607,1347,9,"Mike rolled you the marble",260,1,"Grupo A","Grupo A","Grupo A"
"1023",2622,0,433,3,62,1,0,0,1,209,1316,1002,11,"Heather slipped you a note",314,0,"Grupo A","Grupo A","Grupo A"
"1024",2625,0,433,3,65,0,0,0,1,312,1731,1473,10,"Your dad poured you some water",258,1,"Grupo A","Grupo A","Grupo A"
"1025",2626,0,433,3,66,0,0,0,1,292,1509,1460,3,"Mark dealt the cards to you",49,1,"Grupo A","Grupo A","Grupo A"
"1026",2629,0,433,3,69,1,1,0,1,258,1955,1507,40,"You pitched Andy the idea",448,1,"Grupo A","Grupo A","Grupo A"
"1027",2630,0,433,3,70,1,0,0,1,230,1970,1647,16,"Dan confessed his secret to you",323,0,"Grupo A","Grupo A","Grupo A"
"1028",2634,0,433,3,74,1,1,0,1,211,3148,1837,31,"You bestowed the honor upon Art",1311,1,"Grupo A","Grupo A","Grupo A"
"1029",2636,0,433,3,76,0,1,0,1,222,1823,1681,21,"You delivered the Pizza to Andy",142,0,"Grupo A","Grupo A","Grupo A"
"1030",2637,0,433,3,77,1,0,0,1,242,2180,2138,15,"Anna transferred responsibility to you",42,0,"Grupo A","Grupo A","Grupo A"
"1031",2638,0,433,3,78,0,1,0,1,295,2580,2109,27,"You slid Sally the cafeteria tray",471,0,"Grupo A","Grupo A","Grupo A"
"1032",2643,0,434,1,3,0,0,0,1,273,1622,1503,1,"Andy delivered the pizza to you",119,1,"Grupo A","Grupo A","Grupo A"
"1033",2645,0,434,1,5,1,0,0,1,319,1609,1698,15,"Jesse gave you another chance",-89,0,"Grupo A","Grupo A","Grupo A"
"1034",2650,0,434,1,10,1,0,0,1,353,2146,1390,18,"Your sister blew you a kiss",756,0,"Grupo A","Grupo A","Grupo A"
"1035",2651,0,434,1,11,1,0,0,1,289,1880,1696,13,"John dedicated the song to you",184,0,"Grupo A","Grupo A","Grupo A"
"1036",2653,0,434,1,13,0,1,0,1,324,2517,1634,24,"You entrusted the key to Jeff",883,0,"Grupo A","Grupo A","Grupo A"
"1037",2655,0,434,1,15,1,0,0,1,312,2007,1472,20,"Andy pitched you the idea",535,0,"Grupo A","Grupo A","Grupo A"
"1038",2657,0,434,1,17,0,0,0,1,358,2127,1396,6,"Christine bought you ice cream",731,1,"Grupo A","Grupo A","Grupo A"
"1039",2659,0,434,1,19,1,0,0,1,414,1751,1369,14,"Jenni sang you a song",382,0,"Grupo A","Grupo A","Grupo A"
"1040",2660,0,434,1,20,1,1,0,1,302,1863,1600,36,"You confessed your secret to Dan",263,1,"Grupo A","Grupo A","Grupo A"
"1041",2665,0,434,1,25,0,1,0,1,328,1867,1620,28,"You shot Shawn the rubber band",247,0,"Grupo A","Grupo A","Grupo A"
"1042",2667,0,434,1,27,0,1,0,1,319,2494,1422,23,"You dealt the cards to Mark",1072,0,"Grupo A","Grupo A","Grupo A"
"1043",2668,0,434,1,28,1,1,0,1,327,2250,2034,35,"You transferred responsibility to Anna",216,1,"Grupo A","Grupo A","Grupo A"
"1044",2670,0,434,1,30,0,1,0,1,341,1920,1567,25,"You handed the puppy to Katie",353,0,"Grupo A","Grupo A","Grupo A"
"1045",2671,0,434,1,31,1,1,0,1,284,2193,2065,34,"You radioed the message to the policeman",128,1,"Grupo A","Grupo A","Grupo A"
"1046",2672,0,434,1,32,0,1,0,1,258,1815,1427,30,"You poured your dad some water",388,0,"Grupo A","Grupo A","Grupo A"
"1047",2679,0,434,1,39,0,0,0,1,295,1742,1322,9,"Paul hit you the baseball",420,1,"Grupo A","Grupo A","Grupo A"
"1048",2680,0,434,1,40,1,0,0,1,314,1543,1022,19,"He taught you a lesson",521,0,"Grupo A","Grupo A","Grupo A"
"1049",2684,0,434,1,44,0,0,0,1,270,1828,1704,10,"Adam conveyed the message to you",124,1,"Grupo A","Grupo A","Grupo A"
"1050",2686,0,434,1,46,0,1,0,1,318,2310,1637,22,"You donated money to Vincent",673,0,"Grupo A","Grupo A","Grupo A"
"1051",2690,0,434,1,50,0,0,0,1,327,2392,1433,4,"Amber drove the car to you",959,1,"Grupo A","Grupo A","Grupo A"
"1052",2695,0,434,1,55,1,1,0,1,369,2381,1270,38,"You paid Amanda tribute",1111,1,"Grupo A","Grupo A","Grupo A"
"1053",2698,0,434,1,58,0,0,0,1,380,2027,1559,8,"Courtney handed you the notebook",468,1,"Grupo A","Grupo A","Grupo A"
"1054",2703,0,434,1,63,0,1,0,1,294,2905,1936,21,"You forked over the cash to Alex",969,0,"Grupo A","Grupo A","Grupo A"
"1055",2705,0,434,1,65,0,1,0,1,336,3194,1186,26,"You threw Diane the pen",2008,0,"Grupo A","Grupo A","Grupo A"
"1056",2715,0,434,1,75,1,1,0,1,317,2142,1856,33,"You transmitted the orders to Sara",286,1,"Grupo A","Grupo A","Grupo A"
"1057",2725,0,435,2,5,0,0,0,1,179,1385,1698,15,"Jesse gave you another chance",-313,1,"Grupo A","Grupo A","Grupo A"
"1058",2727,0,435,2,7,0,0,0,1,143,1188,1022,19,"He taught you a lesson",166,1,"Grupo A","Grupo A","Grupo A"
"1059",2729,0,435,2,9,0,0,0,1,65,1526,1369,14,"Jenni sang you a song",157,1,"Grupo A","Grupo A","Grupo A"
"1060",2731,0,435,2,11,1,0,0,1,128,1709,1534,2,"Helen awarded a medal to you",175,0,"Grupo A","Grupo A","Grupo A"
"1061",2732,0,435,2,12,0,0,0,1,144,2018,1390,18,"Your sister blew you a kiss",628,1,"Grupo A","Grupo A","Grupo A"
"1062",2738,0,435,2,18,1,1,0,1,116,1792,1567,25,"You handed the puppy to Katie",225,1,"Grupo A","Grupo A","Grupo A"
"1063",2742,0,435,2,22,1,0,0,1,120,2136,1489,3,"Jack kicked the football to you",647,0,"Grupo A","Grupo A","Grupo A"
"1064",2748,0,435,2,28,0,0,0,1,62,2208,1472,20,"Andy pitched you the idea",736,1,"Grupo A","Grupo A","Grupo A"
"1065",2749,0,435,2,29,1,1,0,1,15,2058,1637,22,"You donated money to Vincent",421,1,"Grupo A","Grupo A","Grupo A"
