diff,lwr,upr,p adj
99.6875495799677,-13.3816955025789,212.756794662514,0.130752793924122
347.779201056456,232.301317945789,463.257084167122,0
333.115083138448,212.482120107707,453.748046169188,0
5.84190796979306,-103.92438340172,115.608199341306,0.999999854378341
40.2358509486169,-72.416720634081,152.888422531315,0.960196768365118
360.213692371594,243.224760843143,477.202623900045,0
259.023956301212,137.965871440051,380.082041162373,3.11710834921541e-09
248.091651476488,129.902754605159,366.280548347818,6.86439927122251e-09
233.42753355848,110.196913883348,356.658153233612,2.99407018289344e-07
-93.8456416101747,-206.460527737174,18.7692445168243,0.183873417820832
-59.4516986313508,-174.881658954206,55.9782616915042,0.772340192359587
260.526142791626,140.860425244329,380.191860338924,1.48515821862816e-09
159.336406721244,35.6895961429153,282.983217299573,0.00242829005949152
-14.6641179180083,-140.108420019382,110.780184183366,0.9999666044666
-341.937293086663,-456.970331304301,-226.904254869024,0
-307.543350107839,-425.333685213567,-189.753015002111,0
12.4344913151381,-109.509640402191,134.378623032467,0.999986883317563
-88.7552447552439,-214.608417422352,37.0979279118639,0.389291809713656
-327.273175168654,-447.48037197249,-207.065978364819,0
-292.879232189831,-415.727648240567,-170.030816139094,1.90157889434772e-11
27.0986092331464,-99.7380634689891,153.935281935282,0.998159267474536
-74.0911268372356,-204.690481170372,56.508227495901,0.673012262530974
34.3939429788238,-77.8025822706455,146.590468228293,0.98313120285048
354.371784401801,237.821930287656,470.921638515946,0
253.182048331419,132.548229258523,373.815867404314,6.91040580313995e-09
319.977841422977,200.705750568631,439.249932277323,0
218.788105352595,95.5222079322177,342.054002772972,2.28736790308659e-06
-101.189736070382,-228.430805237631,26.0513330968674,0.235305804987182
