diff,lwr,upr,p adj
293.82251945571,222.426569906858,365.218469004562,0
-25.1553444270919,-92.5590208506577,42.2483319964739,0.772311381476818
265.311675588389,193.302084552055,337.321266624723,0
-318.977863882802,-390.124527679051,-247.831200086553,0
-28.510843867321,-104.035497955531,47.0138102208891,0.766091879298893
290.467020015481,218.704583054531,362.229456976431,0
