,Frecuencia,Orientacion,Categoria
0,5.750828651501606,154.08394704756276,A
1,5.72929173891045,152.54791144074744,A
2,5.688830134758997,149.52013840053166,A
3,5.61469086173203,156.1172417993832,A
4,5.672459860275894,152.4534520214534,A
5,5.679414759519671,151.66650156178807,A
6,5.712559452333682,151.62706198857938,A
7,5.675643438329454,154.05995539745896,A
8,5.655852691563958,151.41962828377146,A
9,5.7553863772326785,153.50411772387142,A
