,Frecuencia,Orientacion,Categoria
0,6.296391590364684,127.1245361660043,B
1,6.400183187473586,121.29811944996774,B
2,6.499534554174037,128.8475457859298,B
3,6.516370761479054,127.29277632970137,B
4,6.130498516534386,124.50068988528545,B
5,6.7112388074605,122.99140451055044,B
6,6.371803479359008,124.12992350390556,B
7,6.494000702002027,123.99153191503464,B
8,6.623343612534079,127.13923773552655,B
9,6.42492405285687,119.48187633779625,B
